occ,y2_hhid,qx_type,interview_status,ag_q0b,ag_q0c,ag_q01,ag_q02a,ag_q02b,ag_q03,ag_q11,ag_q12a,ag_q12b,ag_q12_1a,ag_q12_1b,ag_q13,ag_q14a,ag_q14b,ag_q15a,ag_q15b,ag_q16,ag_q17,ag_q18,ag_q19,ag_q20,ag_q21a,ag_q21b,ag_q21_1a,ag_q21_1b,ag_q22,ag_q23a,ag_q23b,ag_q24a,ag_q24b,ag_q25,ag_q26,ag_q27,ag_q31a,ag_q31b,ag_q32a,ag_q32b,ag_q33a,ag_q33b,ag_q34a,ag_q34b,ag_q35a,ag_q35b,ag_q35c,ag_q36a,ag_q36b,ag_q37,ag_q38,ag_q39a,ag_q39b,ag_q40a,ag_q40b,ag_q41a,ag_q41b
1,0083-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0083-001,PANEL A,Panel A - 2 Visits,AVOCADO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0084-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0086-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0087-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0088-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0088-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,2,BUNCH,400,N03,2,BUNCH,1,2,400,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0089-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,8,OTHER (SPECIFY),4000,N03,8,OTHER (SPECIFY),1,2,4000,1,2,JUNE,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,4,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
2,0089-001,PANEL A,Panel A - 2 Visits,AVOCADO,1,YES,3,50 KG BAG,3000,N03,3,50 KG BAG,1,2,3000,1,2,MAY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0090-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0090-001,PANEL B,Panel B - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0091-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0091-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,YES,6,PAIL (LARGE),3500,N02,6,PAIL (LARGE),1,2,3500,1,2,JULY,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0092-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0093-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,PAIL (LARGE),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,4,PAIL (LARGE),DID NOTHING,,FOOD FOR THE HOUSEHOLD,
1,0094-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0095-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,YES,18,PAIL (LARGE),14400,N05,12,PAIL (LARGE),1,2,9600,1,2,MAY,2013,10,ON FOOT,0,NO,,,,,,,,,,,,,,5,PAIL (LARGE),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,15,PAIL (LARGE),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0095-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,3,OTHER (SPECIFY),1200,N04,3,OTHER (SPECIFY),1,2,1200,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,4,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0096-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0097-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0098-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0098-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0099-001,PANEL A,Panel A - 2 Visits,CASSAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,YES,CHITANDALA IN HOUSE,4,50 KG BAG,DID NOTHING,,FOOD FOR THE HOUSEHOLD,
1,0100-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
2,0100-001,PANEL B,Panel B - 2 Visits,MANGO,1,YES,6,OTHER (SPECIFY),9000,N02,6,OTHER (SPECIFY),1,2,9000,1,2,OCTOBER,2012,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,4,PAIL (LARGE),0,,0,,0,,1,OTHER (SPECIFY),0,ROTTING,THEFT,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0100-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,0100-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0101-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0101-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0102-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0103-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0103-003,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0104-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0105-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0106-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0107-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0108-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0109-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,YES,18,PAIL (LARGE),18000,N04,8,PAIL (LARGE),1,2,18000,1,2,SEPTEMBER,2013,5,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,2,PAIL (LARGE),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0109-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,2,PAIL (LARGE),400,N04,2,PAIL (LARGE),1,2,400,1,2,JANUARY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,17,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0110-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,0110-006,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-007,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0111-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,5,PAIL (LARGE),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0111-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0112-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0113-001,PANEL A,Panel A - 2 Visits,CASSAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,0115-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,4,OTHER (SPECIFY),2000,N04,4,OTHER (SPECIFY),1,2,2000,1,2,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,1,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0116-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0117-002,PANEL A,Panel A - 2 Visits,BANANA,1,YES,6,BUNCH,1200,N04,6,BUNCH,1,2,1200,1,2,JUNE,2013,3,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0117-002,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0117-002,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,OTHER (SPECIFY),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,6,OTHER (SPECIFY),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0118-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0118-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0119-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0119-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0120-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0121-001,PANEL A,Panel A - 2 Visits,CASSAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0123-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0124-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0125-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0126-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,YES,3,PAIL (LARGE),4500,N03,3,PAIL (LARGE),1,,4500,1,2,SEPTEMBER,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,1,PAIL (SMALL),0,,,YES,BAGS IN HOUSE,1,PAIL (SMALL),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0127-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,YES,14,PAIL (LARGE),13000,N04,14,PAIL (LARGE),1,2,13000,1,2,SEPTEMBER,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,3,PAIL (LARGE),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0127-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0128-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0129-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0129-002,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,1,OTHER (SPECIFY),,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0130-001,PANEL B,Panel B - 2 Visits,BANANA,3,YES,4,OTHER (SPECIFY),800,N01,4,OTHER (SPECIFY),1,2,800,1,2,FEBRUARY,2013,3,ON FOOT,0,NO,,,,,,,,,,,,,,1,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0130-001,PANEL B,Panel B - 2 Visits,CASSAVA,3,YES,6,OTHER (SPECIFY),4200,N01,6,OTHER (SPECIFY),1,2,4200,1,2,JANUARY,2013,11,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0131-001,PANEL A,Panel A - 2 Visits,BANANA,2,YES,13,BUNCH,9000,N03,13,BUNCH,1,2,9000,1,2,JULY,2013,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0132-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0133-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0134-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0135-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,15,BUNCH,6000,N03,15,BUNCH,1,2,6000,1,2,FEBRUARY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0136-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,200,PAIL (LARGE),0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0136-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,100,50 KG BAG,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0137-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0138-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0139-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,110,OTHER (SPECIFY),6000,N05,110,OTHER (SPECIFY),1,2,6000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0140-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,DOES NOT USUALLY STORE
1,0141-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0142-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0142-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,YES,21,OTHER (SPECIFY),31500,N04,21,OTHER (SPECIFY),1,2,31500,1,2,JUNE,2013,9,ON FOOT,0,NO,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,3,OTHER (SPECIFY),DID NOTHING,,FOOD FOR THE HOUSEHOLD,
3,0142-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,6,OTHER (SPECIFY),2400,N04,4,OTHER (SPECIFY),1,2,1600,1,2,MAY,2013,2,ON FOOT,0,YES,N05,2,OTHER (SPECIFY),1,2,800,1,2,JULY,2013,1,ON FOOT,0,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0142-003,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,PAIL (LARGE),0,,0,,0,,8,PAIL (LARGE),0,ROTTING,,NO,,,,,,DOES NOT USUALLY STORE,
2,0142-003,PANEL B,Panel B - 2 Visits,CASSAVA,1,YES,8,OTHER (SPECIFY),12000,N04,5,OTHER (SPECIFY),1,2,7500,1,2,JUNE,2013,1,ON FOOT,0,YES,N05,3,OTHER (SPECIFY),1,2,4500,1,2,JULY,2013,2,ON FOOT,0,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,4,OTHER (SPECIFY),DID NOTHING,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0143-002,PANEL A,Panel A - 2 Visits,BANANA,1,YES,28,BUNCH,8000,N04,28,BUNCH,1,2,8000,1,2,JULY,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0144-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,YES,2,50 KG BAG,4000,N03,2,50 KG BAG,1,2,4000,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0144-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,10,KILOGRAM,0,ROTTING,THEFT,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0144-001,PANEL B,Panel B - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,4,KILOGRAM,0,ROTTING,THEFT,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0145-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,4,OTHER (SPECIFY),1800,N01,4,OTHER (SPECIFY),1,2,1800,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0146-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0147-001,PANEL A,Panel A - 2 Visits,BANANA,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,SEED FOR PLANTING
1,0148-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0149-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,40,OTHER (SPECIFY),8600,N06,40,OTHER (SPECIFY),1,2,8600,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0152-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,YES,UNPROTECTED PILE,1,OTHER (SPECIFY),DID NOTHING,,DOES NOT USUALLY STORE,
2,0152-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0153-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,7,OTHER (SPECIFY),3500,N04,7,OTHER (SPECIFY),1,2,3500,1,2,SEPTEMBER,2012,1,ON FOOT,0,NO,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,1,OTHER (SPECIFY),,RODENTS/PESTS,THEFT,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0154-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0155-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
