HHID,case_id,qx_type,visit,ea_id,ag_g0a,ag_g0b,ag_g0d,ag_g0d_os,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g04b_os,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08b_os,ag_g08c,ag_g09a,ag_g09b,ag_g09b_os,ag_g09c,ag_g10,ag_g11a,ag_g11a_os,ag_g11b,ag_g11b_os,ag_g12a,ag_g12b,ag_g13a,ag_g13b,ag_g13b_os,ag_g13c
11,101012150021,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,10,Kilogram,,January,2010,No,4,90 kg Bag,,S: Shelled,90,Kilogram,,S: Shelled,NO,,,,,May,May,50,KILOGRAM,,S: SHELLED
11,101012150021,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,5,Kilogram,,January,2010,Yes,,,,,50,Kilogram,,S: Shelled,NO,,,,,June,June,40,PAIL (LARGE),,S: SHELLED
5,101012150022,Panel A,2,10101215,Yes,R3,BEANS,,Mixed stand,Yes,,10,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,May,4,PAIL (SMALL),,S: SHELLED
5,101012150022,Panel A,2,10101215,Yes,R4,GROUNDNUT CHALIMBANA,,Pure stand,,,8,Kilogram,,December,2009,No,2,Pail (large),,U: Unshelled,0,,,,YES,Rains,,,,May,May,5,PAIL (LARGE),,U: UNSHELLED
5,101012150022,Panel A,2,10101215,Yes,R2,NKHWANI,,Mixed stand,Yes,,50,Gram,,December,2009,No,100,Piece,,Not Applicable,20,Piece,,Not Applicable,YES,Rains,,,,,,0,,,
5,101012150022,Panel A,2,10101215,Yes,R3,MAIZE LOCAL,,Mixed stand,Yes,,15,Kilogram,,December,2009,Yes,,,,,4,Pail (small),,S: Shelled,YES,Rains,,,,May,May,25,PAIL (LARGE),,S: SHELLED
5,101012150022,Panel A,2,10101215,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,5,Kilogram,,December,2009,No,3,Ox-cart,,U: Unshelled,1,50 kg Bag,,S: Shelled,YES,Rains,,,,May,June,15,PAIL (LARGE),,S: SHELLED
5,101012150022,Panel A,2,10101215,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,January,2010,No,2,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,May,May,10,PAIL (LARGE),,S: SHELLED
13,101012150026,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,5,Kilogram,,December,2009,No,7,90 kg Bag,,S: Shelled,2,Pail (large),,S: Shelled,YES,Drought,,Rains,,April,May,3,PAIL (LARGE),,S: SHELLED
13,101012150026,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Mixed stand,No,1/2,8,Kilogram,,December,2009,Yes,,,,,3,Pail (large),,S: Shelled,YES,Rains,,,,July,July,50,PAIL (LARGE),,S: SHELLED
13,101012150026,Panel A,2,10101215,Yes,R2,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,December,2009,No,18,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,June,July,150,PAIL (LARGE),,S: SHELLED
1,101012150028,Panel A,2,10101215,Yes,R4,SWEET POTATO,,Pure stand,,,20,Kilogram,,February,2010,No,5,Pail (large),,Not Applicable,1,Pail (large),,Not Applicable,YES,Rains,,,,May,June,6,PAIL (LARGE),,NOT APPLICABLE
1,101012150028,Panel A,2,10101215,Yes,R2,BEANS,,Mixed stand,Yes,,1,3 kg bag,,January,2010,Yes,,,,,3,Pail (large),,S: Shelled,YES,Rains,,,,May,May,3,PAIL (LARGE),,S: SHELLED
1,101012150028,Panel A,2,10101215,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,December,2009,No,4,90 kg Bag,,S: Shelled,6,Pail (large),,S: Shelled,YES,Rains,,,,May,May,3,90 KG BAG,,S: SHELLED
1,101012150028,Panel A,2,10101215,Yes,R3,GROUNDNUT CG7,,Pure stand,,,2,10 kg bag,,December,2009,No,3,90 kg Bag,,U: Unshelled,1,Pail (large),,U: Unshelled,YES,Rains,,,,May,June,3,PAIL (LARGE),,U: UNSHELLED
1,101012150028,Panel A,2,10101215,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,1,3 kg bag,,December,2009,No,3,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,May,May,3,50 KG BAG,,S: SHELLED
25,101012150034,Panel A,2,10101215,Yes,R4,MAIZE LOCAL,,Pure stand,,,1,5 kg bag,,December,2009,No,4,90 kg Bag,,S: Shelled,2,Pail (large),,S: Shelled,YES,Drought,,,,May,May,40,PAIL (LARGE),,S: SHELLED
25,101012150034,Panel A,2,10101215,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,December,2009,No,8,90 kg Bag,,S: Shelled,3,Pail (large),,S: Shelled,YES,Drought,,,,May,May,70,PAIL (LARGE),,S: SHELLED
25,101012150034,Panel A,2,10101215,Yes,R3,SOYABEAN,,Pure stand,,,1,2 kg bag,,February,2010,No,1,Pail (large),,S: Shelled,0,,,,YES,Drought,,,,May,May,1,PAIL (SMALL),,S: SHELLED
25,101012150034,Panel A,2,10101215,Yes,R2,TOBACCO BURLEY,,Pure stand,,,1,Gram,,December,2009,No,400,Kilogram,,Not Applicable,0,,,,YES,Drought,,,,April,May,500,KILOGRAM,,NOT APPLICABLE
9,101012150038,Panel A,2,10101215,,R1,BEANS,,Mixed stand,No,Less than 1/4,1,Kilogram,,January,2010,No,1,Pail (large),,S: Shelled,1,No 12 Plate,,S: Shelled,YES,Rains,,,,May,May,1,PAIL (LARGE),,S: SHELLED
9,101012150038,Panel A,2,10101215,,R2,GROUNDNUT MAWANGA,,Pure stand,,,2,Kilogram,,January,2010,No,5,Pail (large),,S: Shelled,0,,,,YES,Rains,,,,July,July,3,PAIL (LARGE),,U: UNSHELLED
9,101012150038,Panel A,2,10101215,,R1,MAIZE LOCAL,,Mixed stand,No,1/2,3,Kilogram,,January,2010,Yes,,,,,1,Pail (large),,S: Shelled,YES,Rains,,Other (Specify),LACK OF FARM INPUTS,July,July,10,PAIL (LARGE),,S: SHELLED
9,101012150038,Panel A,2,10101215,,R1,PEA,,Mixed stand,Yes,,10,Kilogram,,January,2010,No,14,Pail (large),,S: Shelled,2,Pail (large),,S: Shelled,YES,Rains,,,,,,0,,,
31,101012150040,Panel A,2,10101215,Yes,R1,SUNFLOWER,,Mixed stand,No,1/4,1,Kilogram,,December,2009,No,7,Pail (large),,S: Shelled,3,Pail (large),,S: Shelled,YES,Rains,,,,June,June,3,PAIL (LARGE),,S: SHELLED
31,101012150040,Panel A,2,10101215,Yes,R2,SUNFLOWER,,Mixed stand,Yes,,3,Kilogram,,December,2009,No,8,Pail (large),,U: Unshelled,4,Pail (large),,U: Unshelled,YES,Rains,,,,May,June,4,PAIL (LARGE),,S: SHELLED
31,101012150040,Panel A,2,10101215,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,5,Kilogram,,December,2009,No,1,90 kg Bag,,S: Shelled,5,Pail (large),,S: Shelled,YES,Rains,,,,June,June,30,PAIL (LARGE),,S: SHELLED
31,101012150040,Panel A,2,10101215,Yes,R2,GROUNDNUT CHALIMBANA,,Mixed stand,No,1/4,1,Kilogram,,December,2009,No,5,Pail (large),,S: Shelled,0,,,,YES,Rains,,,,June,July,10,PAIL (LARGE),,U: UNSHELLED
15,101012150045,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Mixed stand,No,1/4,5,Kilogram,,December,2009,Yes,,,,,10,Kilogram,,S: Shelled,NO,,,,,June,July,30,PAIL (LARGE),,S: SHELLED
15,101012150045,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,10,Kilogram,,December,2009,No,10,Pail (large),,S: Shelled,4,Pail (large),,S: Shelled,YES,Rains,,,,March,March,10,KILOGRAM,,S: SHELLED
29,101012150048,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,10,Kilogram,,December,2009,No,10,90 kg Bag,,S: Shelled,5,Pail (large),,S: Shelled,YES,Rains,,,,April,May,4,PAIL (LARGE),,S: SHELLED
29,101012150048,Panel A,2,10101215,Yes,R1,MAIZE HYBRID,,Mixed stand,No,1/2,5,Kilogram,,December,2009,Yes,,,,,4,Pail (large),,S: Shelled,YES,Rains,,,,May,June,60,PAIL (LARGE),,S: SHELLED
27,101012150049,Panel A,2,10101215,Yes,R5,SWEET POTATO,,Pure stand,,,50,Kilogram,,February,2010,No,5,Pail (large),,Not Applicable,1,Pail (large),,Not Applicable,NO,,,,,July,August,3,PAIL (LARGE),,NOT APPLICABLE
27,101012150049,Panel A,2,10101215,Yes,R3,MAIZE LOCAL,,Mixed stand,No,1/2,10,Kilogram,,January,2010,Yes,,,,,3,Pail (large),,S: Shelled,YES,Rains,,,,June,June,25,PAIL (LARGE),,S: SHELLED
27,101012150049,Panel A,2,10101215,Yes,R2,MAIZE LOCAL,,Pure stand,,,20,Kilogram,,January,2010,No,3,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,June,June,20,PAIL (LARGE),,S: SHELLED
27,101012150049,Panel A,2,10101215,Yes,R3,BEANS,,Mixed stand,Yes,,20,Kilogram,,January,2010,No,3,90 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,3,PAIL (LARGE),,S: SHELLED
27,101012150049,Panel A,2,10101215,Yes,R4,TOBACCO BURLEY,,Pure stand,,,1,Gram,,January,2010,No,700,Kilogram,,Not Applicable,0,,,,NO,,,,,February,May,657,KILOGRAM,,NOT APPLICABLE
27,101012150049,Panel A,2,10101215,Yes,R1,MAIZE HYBRID,,Pure stand,,,25,Kilogram,,January,2010,No,5,90 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,45,PAIL (LARGE),,S: SHELLED
23,101012150053,Panel A,2,10101215,Yes,R1,NKHWANI,,Mixed stand,Yes,,6,Kilogram,,December,2009,No,3,90 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,YES,Rains,,,,,,0,,,
23,101012150053,Panel A,2,10101215,Yes,R3,MAIZE LOCAL,,Mixed stand,Yes,,4,Kilogram,,December,2009,Yes,,,,,1,Pail (large),,S: Shelled,NO,,,,,May,May,6,PAIL (LARGE),,S: SHELLED
23,101012150053,Panel A,2,10101215,Yes,R2,NKHWANI,,Mixed stand,Yes,,7,Kilogram,,December,2009,Yes,,,,,3,Pail (large),,S: Shelled,YES,Rains,,,,,,0,,,
23,101012150053,Panel A,2,10101215,Yes,R3,BEANS,,Mixed stand,Yes,,3,Kilogram,,December,2009,No,1,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,April,April,1,PAIL (LARGE),,S: SHELLED
23,101012150053,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,50,Gram,,December,2009,No,100,Piece,,Not Applicable,50,Piece,,Not Applicable,NO,,,,,May,May,20,PAIL (LARGE),,S: SHELLED
23,101012150053,Panel A,2,10101215,Yes,R4,GROUNDNUT CG7,,Pure stand,,,4,Kilogram,,November,2009,Yes,,,,,1,50 kg Bag,,U: Unshelled,NO,,,,,April,April,1,50 KG BAG,,U: UNSHELLED
23,101012150053,Panel A,2,10101215,Yes,R2,BEANS,,Mixed stand,Yes,,50,Gram,,December,2009,No,99,Piece,,Not Applicable,0,,,,YES,Rains,,,,April,April,3,PAIL (LARGE),,S: SHELLED
23,101012150053,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,7,Kilogram,,December,2009,Yes,,,,,2,Pail (large),,S: Shelled,YES,Rains,,,,April,April,2,PAIL (LARGE),,S: SHELLED
23,101012150053,Panel A,2,10101215,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,6,Kilogram,,December,2009,No,3,90 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,NO,,,,,May,May,10,PAIL (LARGE),,S: SHELLED
19,101012150059,Panel A,2,10101215,Yes,R2,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,January,2010,No,1,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,May,May,6,PAIL (LARGE),,S: SHELLED
19,101012150059,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,1,10 kg bag,,January,2010,Yes,,,,,1,Pail (large),,S: Shelled,NO,,,,,May,May,1,PAIL (LARGE),,S: SHELLED
19,101012150059,Panel A,2,10101215,Yes,R4,SWEET POTATO,,Pure stand,,,40,Kilogram,,February,2010,No,5,Pail (large),,Not Applicable,1,Pail (large),,Not Applicable,YES,Animals,,,,May,May,4,PAIL (LARGE),,NOT APPLICABLE
19,101012150059,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,10 kg bag,,January,2010,No,2,90 kg Bag,,S: Shelled,3,Pail (large),,S: Shelled,YES,Rains,,,,May,May,10,PAIL (LARGE),,S: SHELLED
19,101012150059,Panel A,2,10101215,Yes,R3,GROUNDNUT CG7,,Pure stand,,,10,Kilogram,,November,2009,No,1,90 kg Bag,,S: Shelled,10,Kilogram,,S: Shelled,YES,Animals,,,,May,May,10,PAIL (LARGE),,U: UNSHELLED
3,101012150060,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Pure stand,,,6,Kilogram,,December,2009,No,2,90 kg Bag,,S: Shelled,1,Pail (large),,S: Shelled,YES,Rains,,,,June,June,22,PAIL (LARGE),,S: SHELLED
7,101012150074,Panel A,2,10101215,Yes,R3,SWEET POTATO,,Pure stand,,,1,50 kg bag,,December,2009,No,7,Pail (large),,Not Applicable,2,Pail (large),,Not Applicable,YES,Drought,,,,May,May,2,PAIL (LARGE),,NOT APPLICABLE
7,101012150074,Panel A,2,10101215,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,10 kg bag,,November,2009,No,2,90 kg Bag,,S: Shelled,8,Pail (large),,S: Shelled,YES,Drought,,,,May,May,16,PAIL (LARGE),,S: SHELLED
7,101012150074,Panel A,2,10101215,Yes,R2,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,November,2009,No,2,90 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,June,June,32,PAIL (LARGE),,S: SHELLED
7,101012150074,Panel A,2,10101215,Yes,R4,TOBACCO BURLEY,,Pure stand,,,1,Gram,,December,2009,No,150,Kilogram,,Not Applicable,100,Kilogram,,Not Applicable,YES,Drought,,,,March,May,212,KILOGRAM,,NOT APPLICABLE
7,101012150074,Panel A,2,10101215,Yes,R1,BEANS,,Mixed stand,Yes,,1,10 kg bag,,December,2009,Yes,,,,,3,Pail (large),,S: Shelled,YES,Drought,,,,May,May,3,PAIL (LARGE),,S: SHELLED
20,101015620009,Panel B,2,10101562,Yes,R3,FINGER MILLET(MAWERE),,Mixed stand,No,Less than 1/4,1,Kilogram,,January,2010,Yes,,,,,5,Kilogram,,S: Shelled,YES,Drought,,,,June,June,3,PAIL (LARGE),,NOT APPLICABLE
20,101015620009,Panel B,2,10101562,Yes,R6,MAIZE HYBRID,,Mixed stand,Yes,,1,Kilogram,,December,2009,Yes,,,,,2,Ox-cart,,U: Unshelled,YES,Drought,,,,June,June,4,90 KG BAG,,S: SHELLED
20,101015620009,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Mixed stand,No,1/2,3,Kilogram,,December,2009,Yes,,,,,15,Kilogram,,S: Shelled,YES,Drought,,,,May,May,8,90 KG BAG,,S: SHELLED
20,101015620009,Panel B,2,10101562,Yes,R2,SWEET POTATO,,Mixed stand,Yes,,5,Kilogram,,December,2009,Yes,,,,,300,Kilogram,,S: Shelled,YES,Drought,,,,June,June,16,PAIL (LARGE),,NOT APPLICABLE
20,101015620009,Panel B,2,10101562,Yes,R5,SOYABEAN,,Mixed stand,Yes,,2,Kilogram,,December,2009,Yes,,,,,5,Kilogram,,S: Shelled,YES,Drought,,,,June,June,1,PAIL (LARGE),,S: SHELLED
20,101015620009,Panel B,2,10101562,Yes,R4,GROUNDNUT CG7,,Mixed stand,Yes,,15,Kilogram,,December,2009,Yes,,,,,2,Ox-cart,,U: Unshelled,YES,Drought,,,,June,June,1,50 KG BAG,,S: SHELLED
30,101015620020,Panel B,2,10101562,Yes,R3,GROUNDNUT MANIPINTA,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,39,Pail (large),,S: Shelled,YES,Rains,,,,May,June,1,90 KG BAG,,U: UNSHELLED
30,101015620020,Panel B,2,10101562,Yes,R1,BEANS,,Pure stand,,,4,Kilogram,,January,2010,Yes,,,,,1,50 kg Bag,,U: Unshelled,YES,Rains,,,,June,June,1,PAIL (LARGE),,S: SHELLED
30,101015620020,Panel B,2,10101562,Yes,R2,BEANS,,Mixed stand,Yes,,4,Kilogram,,December,2009,Yes,,,,,16,Pail (large),,S: Shelled,YES,Rains,,,,June,June,1,PAIL (LARGE),,S: SHELLED
30,101015620020,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,2,Kilogram,,December,2009,Yes,,,,,10,Kilogram,,S: Shelled,YES,Rains,,,,July,July,6,90 KG BAG,,S: SHELLED
30,101015620020,Panel B,2,10101562,Yes,R2,MAIZE LOCAL,,Mixed stand,No,1/2,1,2 kg bag,,December,2009,Yes,,,,,10,Kilogram,,S: Shelled,YES,Rains,,,,July,July,5,90 KG BAG,,S: SHELLED
10,101015620031,Panel B,2,10101562,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,Kilogram,,February,2010,No,1,90 kg Bag,,Not Applicable,,,,,NO,,,,,June,June,40,PAIL (LARGE),,S: SHELLED
10,101015620031,Panel B,2,10101562,Yes,R1,SOYABEAN,,Pure stand,,,15,Kilogram,,December,2009,Yes,,,,,6,90 kg Bag,,S: Shelled,NO,,,,,June,June,20,KILOGRAM,,S: SHELLED
10,101015620031,Panel B,2,10101562,Yes,R2,GROUNDNUT MANIPINTA,,Pure stand,,,4,Kilogram,,January,2010,No,3,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,July,July,90,KILOGRAM,,U: UNSHELLED
6,101015620042,Panel B,2,10101562,Yes,R1,MAIZE HYBRID,,Pure stand,,,2,10 kg bag,,December,2009,Yes,,,,,10,50 kg Bag,,S: Shelled,NO,,,,,June,July,10,90 KG BAG,,S: SHELLED
6,101015620042,Panel B,2,10101562,Yes,R3,MAIZE HYBRID RECYCLED,,Pure stand,,,8,Kilogram,,December,2009,No,4,90 kg Bag,,S: Shelled,,,,,YES,Rains,,,,July,July,20,PAIL (LARGE),,S: SHELLED
6,101015620042,Panel B,2,10101562,Yes,R2,FINGER MILLET(MAWERE),,Pure stand,,,2,10 kg bag,,January,2010,Yes,,,,,4,50 kg Bag,,U: Unshelled,YES,Rains,,,,July,July,2,PAIL (LARGE),,NOT APPLICABLE
2,101015620053,Panel B,2,10101562,Yes,R2,SWEET POTATO,,Pure stand,,,2,5 kg bag,,January,2010,No,2,50 kg Bag,,U: Unshelled,,,,,YES,Drought,,Rains,,August,August,2,PAIL (LARGE),,NOT APPLICABLE
2,101015620053,Panel B,2,10101562,Yes,R1,MAIZE HYBRID,,Pure stand,,,12,Kilogram,,December,2009,No,11,90 kg Bag,,S: Shelled,,,,,YES,Drought,,Rains,,July,July,10,PAIL (LARGE),,S: SHELLED
8,101015620064,Panel B,2,10101562,Yes,R2,BEANS,,Pure stand,,,1,5 kg bag,,January,210,Yes,,,,,1,50 kg Bag,,U: Unshelled,NO,,,,,July,July,1,PAIL (LARGE),,S: SHELLED
8,101015620064,Panel B,2,10101562,Yes,R4,GROUNDNUT CG7,,Mixed stand,No,Less than 1/4,10,Kilogram,,December,2009,Yes,,,,,40,Kilogram,,U: Unshelled,YES,Rains,,,,August,August,2,PAIL (LARGE),,S: SHELLED
8,101015620064,Panel B,2,10101562,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,Gram,,December,2009,Yes,,,,,1300,Kilogram,,Not Applicable,YES,Rains,,Insects,,July,July,7,90 KG BAG,,S: SHELLED
8,101015620064,Panel B,2,10101562,Yes,R3,SOYABEAN,,Mixed stand,Yes,,10,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,,,,,YES,Other (Specify),BURSTING,,,August,August,1,PAIL (LARGE),,S: SHELLED
18,101015620075,Panel B,2,10101562,Yes,R2,MAIZE HYBRID,,Mixed stand,No,Less than 1/4,4,Kilogram,,November,2009,Yes,,,,,90,50 kg Bag,,U: Unshelled,NO,,,,,June,June,300,KILOGRAM,,S: SHELLED
18,101015620075,Panel B,2,10101562,Yes,R1,BEANS,,Mixed stand,Yes,,10,Kilogram,,November,2009,Yes,,,,,5,50 kg Bag,,S: Shelled,YES,Rains,,,,May,June,15,KILOGRAM,,S: SHELLED
18,101015620075,Panel B,2,10101562,Yes,R2,BEANS,,Mixed stand,Yes,,1,Kilogram,,December,2009,Yes,,,,,30,Kilogram,,S: Shelled,YES,Rains,,,,April,May,5,KILOGRAM,,S: SHELLED
18,101015620075,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Pure stand,,,2,Kilogram,,December,2009,Yes,,,,,3,Pail (large),,S: Shelled,NO,,,,,June,June,400,KILOGRAM,,S: SHELLED
16,101015620086,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Mixed stand,No,Less than 1/4,500,Gram,,December,2009,Yes,,,,,40,Kilogram,,S: Shelled,NO,,,,,June,June,2,OX - CART,,U: UNSHELLED
16,101015620086,Panel B,2,10101562,Yes,R2,BEANS,,Pure stand,,,20,Kilogram,,December,2009,Yes,,,,,90,Kilogram,,U: Unshelled,YES,Rains,,,,March,April,10,KILOGRAM,,S: SHELLED
16,101015620086,Panel B,2,10101562,Yes,R1,BEANS,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,2,90 kg Bag,,S: Shelled,YES,Rains,,,,March,April,25,KILOGRAM,,S: SHELLED
16,101015620086,Panel B,2,10101562,Yes,R2,MAIZE HYBRID RECYCLED,,Pure stand,,,20,Kilogram,,December,2009,Yes,,,,,7,90 kg Bag,,S: Shelled,NO,,,,,June,June,2,OX - CART,,U: UNSHELLED
16,101015620086,Panel B,2,10101562,Yes,R3,GROUNDNUT CHALIMBANA,,Mixed stand,Yes,,8,Kilogram,,December,2009,No,2,90 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,June,June,1,50 KG BAG,,U: UNSHELLED
26,101015620096,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Pure stand,,,1,Gram,,December,2009,No,10,Kilogram,,Not Applicable,0,,,,NO,,,,,June,June,16,PAIL (LARGE),,S: SHELLED
26,101015620096,Panel B,2,10101562,Yes,R2,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,December,2009,No,2,90 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,39,PAIL (LARGE),,S: SHELLED
26,101015620096,Panel B,2,10101562,Yes,R1,BEANS,,Pure stand,,,5,Kilogram,,November,2009,No,2,50 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,10,KILOGRAM,,S: SHELLED
26,101015620096,Panel B,2,10101562,Yes,R3,FINGER MILLET(MAWERE),,Pure stand,,,1,Gram,,December,2009,No,1,Bale,,Not Applicable,0,,,,NO,,,,,June,July,10,PAIL (LARGE),,NOT APPLICABLE
28,101015620118,Panel B,2,10101562,Yes,R1,MAIZE HYBRID RECYCLED,,Pure stand,,,2,Kilogram,,December,2009,No,1,90 kg Bag,,S: Shelled,0,,,,NO,,,,,May,June,6,90 KG BAG,,S: SHELLED
28,101015620118,Panel B,2,10101562,Yes,R2,GROUNDNUT CHALIMBANA,,Pure stand,,,1,Gram,,December,2009,No,1,Bale,,Not Applicable,0,,,,NO,,,,,June,June,3,PAIL (LARGE),,U: UNSHELLED
32,101015620140,Panel B,2,10101562,Yes,R2,GROUNDNUT CHALIMBANA,,Pure stand,,,4,Kilogram,,December,2009,No,2,90 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,June,June,4,50 KG BAG,,U: UNSHELLED
32,101015620140,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Pure stand,,,2,Kilogram,,December,2009,No,1,50 kg Bag,,S: Shelled,0,,,,YES,Other (Specify),LACK OF FARM INPUTS,,,July,August,10,50 KG BAG,,S: SHELLED
12,101015620162,Panel B,2,10101562,Yes,R5,RISE KILOMBERO,,Pure stand,,,1,10 kg bag,,December,2009,No,3,90 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,July,July,1,50 KG BAG,,U: UNSHELLED
12,101015620162,Panel B,2,10101562,Yes,R2,MAIZE HYBRID,,Pure stand,,,1,10 kg bag,,November,2009,No,5,90 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,July,July,12,50 KG BAG,,S: SHELLED
12,101015620162,Panel B,2,10101562,Yes,R3,GROUNDNUT CG7,,Pure stand,,,1,Gram,,December,2009,No,300,Kilogram,,Not Applicable,0,,,,YES,Drought,,,,June,June,1,90 KG BAG,,U: UNSHELLED
12,101015620162,Panel B,2,10101562,Yes,R4,TOBACCO BURLEY,,Pure stand,,,5,Kilogram,,December,2009,No,2,Pail (large),,S: Shelled,0,,,,YES,Drought,,,,April,June,1300,KILOGRAM,,NOT APPLICABLE
12,101015620162,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Pure stand,,,1,Gram,,December,2009,No,2,Bale,,Not Applicable,0,,,,YES,Drought,,,,July,August,10,50 KG BAG,,S: SHELLED
4,101015620184,Panel B,2,10101562,Yes,R1,GROUNDNUT MANIPINTA,,Pure stand,,,30,Kilogram,,January,2010,No,5,90 kg Bag,,U: Unshelled,0,,,,YES,Lack of hired labor,,,,May,May,40,KILOGRAM,,U: UNSHELLED
4,101015620184,Panel B,2,10101562,Yes,R2,SOYABEAN,,Pure stand,,,1,5 kg bag,,January,2010,No,3,Pail (large),,S: Shelled,0,,,,YES,Lack of hired labor,,,,April,April,300,PAIL (LARGE),,S: SHELLED
4,101015620184,Panel B,2,10101562,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,December,2009,No,1,90 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,75,PAIL (LARGE),,S: SHELLED
22,101015620195,Panel B,2,10101562,Yes,R1,GROUNDNUT MANIPINTA,,Mixed stand,Yes,,1,Gram,,December,2009,No,140,Kilogram,,Not Applicable,0,,,,NO,,,,,May,May,90,50 KG BAG,,U: UNSHELLED
22,101015620195,Panel B,2,10101562,Yes,R2,SOYABEAN,,Pure stand,,,1,Gram,,December,2009,No,200,Kilogram,,Not Applicable,0,,,,NO,,,,,June,June,30,KILOGRAM,,S: SHELLED
22,101015620195,Panel B,2,10101562,Yes,R2,SUNFLOWER,,Pure stand,,,10,Kilogram,,November,2009,No,3,90 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,40,KILOGRAM,,S: SHELLED
22,101015620195,Panel B,2,10101562,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,1,2 kg bag,,January,2010,No,2,Kilogram,,S: Shelled,0,,,,NO,,,,,May,June,5,50 KG BAG,,S: SHELLED
14,101015620205,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Pure stand,,,1,3 kg bag,,January,2010,No,2,Pail (large),,U: Unshelled,0,,,,YES,Rains,,,,June,June,2,90 KG BAG,,S: SHELLED
24,101015620227,Panel B,2,10101562,Yes,R2,GROUNDNUT MANIPINTA,,Pure stand,,,1,10 kg bag,,November,2009,No,2,90 kg Bag,,S: Shelled,0,,,,YES,Other (Specify),LACK OF HOUSEHOLD LABOUR,,,April,April,90,KILOGRAM,,U: UNSHELLED
24,101015620227,Panel B,2,10101562,Yes,R1,MAIZE LOCAL,,Pure stand,,,1,10 kg bag,,December,2009,No,2,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,June,June,7,90 KG BAG,,S: SHELLED
