HHID,case_id,qx_type,visit,ea_id,ag_r00,ag_r0a,ag_r0a_os,ag_r01,ag_r02,ag_r03,ag_r04,ag_r05a,ag_r05b,ag_r06a,ag_r06b,ag_r07,ag_r08,ag_r09,ag_r10,ag_r11,ag_r12a,ag_r12b,ag_r13,ag_r14,ag_r15,ag_r16,ag_r17,ag_r18a,ag_r18b,ag_r19,ag_r22,ag_r23a,ag_r23b,ag_r23c,ag_r23d,ag_r24,ag_r25a,ag_r25b,ag_r26a,ag_r26b,ag_r26c
49,101010160207,Panel A,1,10101016,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Local-cock,,Yes,3,,1000,1,2,1,2,3,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
53,101010160235,Panel A,1,10101016,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Local-hen,,Yes,9,,500,1,2,1,2,9,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
53,101010160235,Panel A,1,10101016,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Local-cock,,Yes,3,,1000,1,2,1,2,3,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
43,101010160254,Panel A,1,10101016,Yes,Local-hen,,Yes,1,,700,1,2,1,2,1,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
43,101010160254,Panel A,1,10101016,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Pig,,Yes,1,0,3000,1,2,1,2,1,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
43,101010160254,Panel A,1,10101016,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Local-cock,,Yes,4,,400,1,,1,,3,3,0,0,,,,0,0,,0,,,,1,Yes,Mange,1,,,0,,,,,
39,101010160265,Panel A,1,10101016,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Local-hen,,Yes,7,,300,1,,1,,8,5,0,0,,,,0,0,0,0,,,,2,Yes,Mange,4,,0,0,,,,,
39,101010160265,Panel A,1,10101016,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Goat,,Yes,2,0,3000,1,2,1,2,1,0,0,1,1000,N04,,0,0,0,0,,,,0,No,,,,,0,,,,,
40,101012040003,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Local-cock,,Yes,6,,1000,1,2,1,2,3,3,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
40,101012040003,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Local-hen,,Yes,4,,700,1,2,1,2,3,2,0,0,,,,0,0,0,1,700,N05,,0,No,,,,,0,,,,,
40,101012040003,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,101012040003,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,101012040007,Panel B,1,10101204,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Local-hen,,Yes,15,,600,1,2,1,2,9,6,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
42,101012040011,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Local-cock,,Yes,7,,900,1,2,1,2,4,3,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
42,101012040011,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,101012040011,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Local-hen,,Yes,6,,600,1,2,1,2,4,2,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
44,101012040020,Panel B,1,10101204,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101012040020,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Local-hen,,Yes,5,,700,1,2,1,2,5,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
38,101012040024,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Local-cock,,Yes,2,,1200,1,2,1,2,2,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
38,101012040024,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,101012040024,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Local-hen,,Yes,13,,500,1,2,1,2,15,4,0,0,,,,0,0,0,0,,,,6,No,,,,,0,,,,,
52,101012040028,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Local-cock,,Yes,5,,700,1,2,1,2,5,2,0,0,,,,0,1,0,0,,,,1,No,,,,,0,,,,,
52,101012040028,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101012040028,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Local-cock,,Yes,2,,800,1,2,1,2,10,0,0,0,,,,0,0,0,4,3000,N05,,4,No,,,,,0,,,,,
50,101012040037,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Local-hen,,Yes,11,,600,1,2,1,2,20,5,0,0,,,,0,3,0,5,2400,N05,,6,No,,,,,0,,,,,
50,101012040037,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101012040037,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Local-cock,,Yes,1,,700,1,2,1,2,4,0,0,0,,,,0,0,0,1,500,N05,,2,No,,,,,0,,,,,
54,101012040041,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Local-hen,,Yes,26,,500,1,2,1,2,10,16,0,0,,,,0,0,0,0,,,,0,Yes,Mange,2,,,0,,,,,
54,101012040041,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,101012040041,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,101012040045,Panel B,1,10101204,Yes,Duck,,Yes,4,,100,1,2,1,2,2,0,0,2,200,N04,,0,0,0,0,,,,0,No,,,,,0,,,,,
36,101012040054,Panel B,1,10101204,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,101012040054,Panel B,1,10101204,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,101012040054,Panel B,1,10101204,Yes,Local-cock,,Yes,5,,800,1,2,1,2,3,3,0,0,,,,0,0,0,1,700,,,0,No,,,,,0,,,,,
36,101012040054,Panel B,1,10101204,Yes,Local-hen,,Yes,15,,500,1,2,1,2,15,5,0,0,,,,0,0,0,0,,,,2,Yes,Mange,3,,,0,,,,,
36,101012040054,Panel B,1,10101204,Yes,Goat,,Yes,4,0,4000,1,2,1,2,3,2,0,0,,,,0,1,0,0,,,,0,No,,,,,0,,,,,
