occ,y2_hhid,qx_type,interview_status,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n26a,hh_n26b,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
1,0071-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0072-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0073-001,PANEL A,Panel A - 2 Visits,1,MAT MAKING,33,1,,1,1,,0,0,,7,2005,OTHER (SPECIFY),,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,TRADERS,NO,NO,NO,NO,YES,FOREST/WILD PARK RESERVE,,AVERAGE,HIGH,HIGH,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,NOT PROFITABLE,,NO,YES,,,1,4,490,4,,,,,,,,,,,,,0,,,,0,,,,0,,,,1600,LOW SALES,2000,3400,,,,,1200,200,0,0,0,0,0,0,0
1,0074-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0075-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0076-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0077-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0078-001,PANEL B,Panel B - 2 Visits,1,GROCERY OWNER,62,1,2,1,1,,0,0,,5,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,LOW,LOW,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,LOW,,,,,YES,,,,1,23,920,12,2,25,1250,12,,,,,,,,,0,,,,0,,,,0,,,,15000,LOW SALES,18000,22000,,,,,4000,400,8500,2000,0,0,0,0,0
1,0079-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0080-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0081-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0082-001,PANEL B,Panel B - 2 Visits,1,BUYING AND SELLING TOMATO,62,2,,1,1,,0,0,,6,2011,OWN-SAVINGS FROM AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,AVERAGE,AVERAGE,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,NOT PROFITABLE,,NO,YES,,,2,9,450,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,LOW SALES,5000,5300,,,,,1000,300,1700,0,0,0,0,0,0
1,0083-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0084-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0086-001,PANEL B,Panel B - 2 Visits,1,TOMATO VENDOR,62,1,,1,1,,0,0,,11,2012,OWN-SAVINGS FROM AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,AVERAGE,AVERAGE,LOW,LOW,,,LACK OF NON-LABOUR INPUTS,SEASONAL WORK,YES,,,,1,20,600,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,LOW SALES,26000,38000,,,,,2000,0,15000,1000,0,0,0,0,0
1,0087-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0088-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0089-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0090-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0091-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0092-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0093-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0094-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0095-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0096-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0097-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0098-001,PANEL B,Panel B - 2 Visits,1,GROCERY,62,1,,1,1,,0,0,,7,2012,OWN-SAVINGS FROM AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,AVERAGE,LOW,AVERAGE,AVERAGE,LOW,LOW,HIGH,AVERAGE,HIGH,LOW,HIGH,AVERAGE,,,,YES,,,,1,28,1400,12,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,50000,AVERAGE SALES,,,17000,77000,,,15000,0,25000,10000,0,0,0,0,0
1,0099-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0100-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0100-003,PANEL B,Panel B - 2 Visits,1,SELLING KACHASU,31,1,,1,1,2,0,0,,5,2013,OWN-SAVINGS FROM AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,AVERAGE,LOW,LOW,,LACK OF CASH,,YES,,,,1,30,2310,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,LOW SALES,35500,41800,,,,,9200,0,20000,800,0,0,0,0,0
1,0101-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0102-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0103-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0103-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0104-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0105-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0106-001,PANEL B,Panel B - 2 Visits,1,BICYCLE TAX DRIVER,71,1,,1,1,,0,0,,12,2003,OWN-SAVINGS FROM AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,HIGH,HIGH,AVERAGE,LOW,NONE:NOT IN OPERATION,,OTHER (SPECIFY),,NO,NO,LACK OF CASH,,1,15,1200,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,LOW SALES,11000,14000,,,,,5500,0,0,0,0,0,0,0,1500
1,0107-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0108-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0109-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-003,PANEL B,Panel B - Combined Visit,1,GROCERY,62,1,,1,1,,0,0,,6,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,YES,NO,,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,,,,YES,,,,1,24,2600,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,110000,AVERAGE SALES,,,20000,90000,,,60000,0,50000,0,0,0,0,0,0
1,0110-005,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-006,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-007,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0111-001,PANEL A,Panel A - 2 Visits,1,WOGULITSA THOBWA,31,2,,1,2,,0,0,,6,2010,OWN-SAVINGS FROM AGRICULTURE,,ROADSIDE,,,FINAL CONSUMERS,TRADERS,NO,NO,NO,NO,NO,,,,,HIGH,HIGH,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,,,,,SEASONAL WORK,,YES,,,,2,8,480,4,,,,,,,,,,,,,0,,,,0,,,,0,,,,2800,LOW SALES,3000,3800,,,,,1800,700,0,300,0,0,0,0,0
1,0112-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0113-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0114-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0115-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0116-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0117-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0117-002,PANEL A,Panel A - 2 Visits,1,BEER BREWER,31,2,,1,2,,0,0,,5,2010,OWN-SAVINGS FROM AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,HIGH,LOW,LOW,NONE:NOT IN OPERATION,LOW,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,HIGH,HIGH,,,,,NOT PROFITABLE,,YES,,,,1,16,390,8,3,9,270,5,4,5,200,5,,,,,0,,,,0,,,,0,,,,5000,HIGH SALES,,,,,2500,3600,2800,1600,400,200,0,0,0,0,0
2,0117-002,PANEL A,Panel A - 2 Visits,2,OXCART DRIVER,71,1,,1,1,,0,0,,6,2011,OWN-SAVINGS FROM AGRICULTURE,,MOBILE,,,TRADERS,,NO,NO,NO,NO,NO,,,,,HIGH,NONE:NOT IN OPERATION,LOW,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,,,,,,SEASONAL WORK,,YES,,,,2,6,480,8,4,6,480,3,,,,,,,,,0,,,,0,,,,0,,,,4600,HIGH SALES,,,,,1900,3000,4000,0,0,0,100,0,0,0,500
1,0118-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0119-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0119-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0120-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0121-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0122-001,PANEL B,Panel B - 2 Visits,1,BUYING & SELLING VEGETABL,62,2,,2,2,,0,0,,6,2013,SALE OF ASSETS OWNED,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,TRADERS,NO,NO,NO,NO,NO,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,LACK OF CASH,,YES,,,,2,20,800,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,AVERAGE SALES,,,0,0,,,5000,0,10000,5000,0,0,0,0,0
1,0123-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0124-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0125-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0126-001,PANEL B,Panel B - 2 Visits,1,BICYCLE TAXI DRIVER,71,1,,1,1,,0,0,,6,2011,OWN-SAVINGS FROM AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,YES,NO,,,,,,,,AVERAGE,AVERAGE,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,,SEASONAL WORK,,YES,,,,1,19,1330,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,AVERAGE SALES,,,8000,16000,,,8000,0,0,0,0,0,0,0,2000
1,0127-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0129-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0129-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0130-001,PANEL B,Panel B - 2 Visits,1,SELLING THATCH GRASS,62,1,,1,1,,0,0,,6,2010,OTHER (SPECIFY),,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,OWN LAND,,,,,HIGH,AVERAGE,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,SEASONAL WORK,,YES,,,,1,7,180,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,LOW SALES,2600,3000,,,,,2000,0,0,0,0,0,0,0,0
1,0131-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0132-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0133-002,PANEL A,Panel A - 2 Visits,1,BUYING  AND  SELLING RICE,62,1,,1,1,,0,0,,5,2009,OWN-SAVINGS FROM AGRICULTURE,,MOBILE,,,TRADERS,,NO,NO,NO,NO,NO,,NONE:NOT IN OPERATION,LOW,LOW,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,NOT PROFITABLE,,NO,NO,SEASONAL WORK,,1,7,140,8,,,,,,,,,,,,,3,4,160,6300,0,,,,0,,,,80000,HIGH SALES,,,,,50000,60000,20000,7000,40000,6300,0,0,0,0,6300
1,0134-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0135-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0136-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0137-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0138-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0139-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0140-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
