occ,y2_hhid,qx_type,interview_status,ag_u300a,ag_u300b,ag_u301,ag_u302,ag_u303,ag_u304,ag_u305
16,0018-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
17,0018-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0018-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,0018-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0018-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,,X,,
21,0018-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,0018-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,0018-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,X,,
24,0018-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,X,,
25,0018-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,,X,,
26,0018-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,X,,
27,0018-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,,X,,
28,0018-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,,X,,
1,0019-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0019-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,0019-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,0019-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0019-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,,,X
6,0019-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,,,X
7,0019-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,0019-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,0019-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0019-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0019-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0019-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,,X,
13,0019-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0019-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,0019-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,,X,
16,0019-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0019-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,X,,,,
18,0019-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,,X,
19,0019-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,,X,
20,0019-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,,X,
21,0019-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0019-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,0019-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0019-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,X,,
25,0019-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,X,,
26,0019-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0019-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,,,X,
28,0019-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,X,,,
1,0020-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0021-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0022-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0023-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0023-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0023-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,0023-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0023-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,,X,
6,0023-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,,X,
7,0023-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,0023-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,0023-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0023-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0023-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,0023-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,X,,
13,0023-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0023-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0023-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,,X,
16,0023-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0023-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,X,,,,
18,0023-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,,X,
19,0023-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,,X,
20,0023-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,,X,
21,0023-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0023-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,X,,
23,0023-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0023-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,0023-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,X,,
26,0023-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0023-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0023-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0024-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0024-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,0024-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,X,,,
4,0024-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,0024-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,X,,
6,0024-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,X,,,
7,0024-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,X,,,,
8,0024-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,,X,,
9,0024-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,X,,,
10,0024-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,X,
11,0024-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,,X,,
12,0024-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,,,,X
13,0024-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,0024-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0024-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,X,,,,
16,0024-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,,X,,
17,0024-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0024-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,X,,,,
19,0024-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0024-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,0024-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,0024-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,0024-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,X,,,
24,0024-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,X,
25,0024-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0024-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0024-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,X,,,
28,0024-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,0025-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0025-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0025-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,0025-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0025-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,X,,
6,0025-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,0025-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,0025-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,,X,,
9,0025-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0025-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0025-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0025-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,X,,
13,0025-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0025-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,0025-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0025-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,0025-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0025-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,X,,
19,0025-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0025-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,0025-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0025-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,0025-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,X,,
24,0025-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,X,,
25,0025-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0025-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0025-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0025-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0026-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0026-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,0026-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,X,,,
4,0026-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,0026-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,X,,
6,0026-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,X,,,
7,0026-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,X,,,,
8,0026-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,X,,,
9,0026-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,0026-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,X,
11,0026-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,,X,,
12,0026-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,X,,,
13,0026-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,0026-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0026-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,X,,,
16,0026-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,0026-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0026-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,0026-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,X,,,,
20,0026-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,0026-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,0026-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,X,,,
23,0026-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,X,,,,
24,0026-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,X,
25,0026-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0026-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0026-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,X,,,,
28,0026-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,0027-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0027-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0027-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,X,,,,
4,0027-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0027-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,0027-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,X,,
7,0027-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,X,,
8,0027-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0027-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0027-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0027-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0027-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,,X,
13,0027-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,0027-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0027-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0027-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0027-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0027-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0027-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0027-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,0027-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0027-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,0027-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,X,,,,
24,0027-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,,X,
25,0027-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0027-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0027-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,X,,,,
28,0027-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0028-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0028-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,X,,,
3,0028-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,X,,
4,0028-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0028-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,,X,
6,0028-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,,X,,
7,0028-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,X,,,
8,0028-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,,X,,
9,0028-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,,,X,
10,0028-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,X,,
11,0028-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,0028-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,,X,,
13,0028-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,0028-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,X,,
15,0028-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,0028-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,,X,,
17,0028-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0028-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,0028-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,,X,
20,0028-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,,X,,
21,0028-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,0028-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,X,,
23,0028-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,,X,
24,0028-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,X,,
25,0028-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0028-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,X,,
27,0028-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,,,X,
28,0028-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,,X,,
1,0029-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0029-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0029-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,0029-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0029-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,0029-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,0029-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,X,,
8,0029-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0029-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,,,X,
10,0029-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,X,
11,0029-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0029-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,0029-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0029-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,,X,,
15,0029-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,0029-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,0029-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0029-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0029-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0029-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,X,,
21,0029-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0029-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,X,,
23,0029-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,X,,
24,0029-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,,X,
25,0029-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0029-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0029-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0029-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,X,,,
1,0030-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,,,,X,
2,0030-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,,X,,
3,0030-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,,X,
4,0030-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0030-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,X,,,
6,0030-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,,X,,
7,0030-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,X,,,
8,0030-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,,X,,
9,0030-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,0030-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,X,,
11,0030-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,0030-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,,X,,
13,0030-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,0030-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,X,,
15,0030-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,0030-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,,X,,
17,0030-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0030-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,0030-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,,X,
20,0030-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,,X,,
21,0030-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,0030-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,X,,
23,0030-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,,X,
24,0030-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,X,,
25,0030-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,0030-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,X,,
27,0030-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,,,X,
28,0030-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,0031-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0031-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,0031-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,0031-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0031-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,X,,
6,0031-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,0031-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,X,,,,
8,0031-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,0031-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0031-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,X,,
11,0031-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,0031-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,0031-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,0031-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0031-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0031-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,,X,,
17,0031-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0031-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0031-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0031-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,0031-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0031-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
