y2_hhid,ag_c00,dist_hh,slope,elevation,twi
0434-001,R02,0,1,1240,13
0435-001,R01,.1,5,1330,12
0435-001,R02,.7,2,1340,15
0436-001,R01,0,2,1230,13
0437-002,R01,0,3,1350,14
0438-001,R01,.8,4,1240,16
0438-001,R02,.5,4,1240,13
0439-001,R01,0,3,1320,13
0439-001,R02,1.7,3,1360,13
0439-001,R03,1.7,1,1330,14
0439-001,R04,1.7,1,1330,14
0440-001,R01,0,2,1240,13
0440-001,R02,.8,1,1250,15
0440-001,R03,.3,0,1250,13
0440-001,R04,0,2,1240,14
0440-001,R05,.3,1,1240,13
0440-001,R06,.1,2,1240,14
0441-001,R01,0,4,1320,13
0443-001,R01,0,4,1320,13
0443-001,R02,1.9,3,1370,14
0443-001,R03,1.9,3,1370,14
0444-001,R01,.8,2,1250,14
0444-003,R01,.4,5,1310,14
0444-003,R02,.1,7,1300,13
0445-001,R01,.6,4,1330,13
0446-001,R01,.1,4,1330,12
0446-001,R02,.1,6,1330,12
0447-002,R01,1.2,4,1320,15
0449-001,R01,.5,1,1210,19
0449-001,R02,.1,4,1220,14
0450-001,R01,.1,3,1320,13
0450-001,R02,.1,4,1320,12
0451-001,R01,.1,3,1210,14
0451-001,R02,.1,3,1210,14
0452-001,R01,0,4,1360,14
0453-001,R01,.5,6,1230,16
0453-001,R02,.9,4,1260,15
0453-001,R03,0,1,1230,13
0455-002,R01,.5,3,1240,12
0455-002,R02,.4,3,1240,13
0456-001,R01,.1,4,1360,12
0456-001,R02,.2,4,1350,13
0457-001,R01,.6,8,1270,12
0457-001,R02,.7,7,1260,12
0457-001,R03,.7,5,1260,13
0458-001,R01,0,4,1310,14
0458-001,R02,.5,4,1320,13
0458-001,R03,.5,5,1320,13
0459-002,R01,.2,5,1230,13
0460-001,R01,.2,4,1360,14
0460-001,R02,.1,4,1370,12
0461-001,R01,1.1,7,1240,12
0462-001,R01,0,3,1370,13
0462-001,R02,2.9,5,1320,12
0462-001,R03,2.9,5,1320,12
0463-001,R01,0,3,1240,18
0464-001,R01,.1,5,1360,12
0464-001,R02,3.1,5,1320,13
0466-001,R01,.6,3,1310,18
0466-001,R02,.1,6,1320,13
0467-001,R01,.1,4,1210,13
0467-001,R02,.3,4,1210,14
0467-001,R03,.2,4,1210,13
0467-001,R04,0,3,1210,13
0468-001,R01,.6,4,1330,15
0468-001,R02,.7,7,1350,13
0469-001,R01,0,5,1240,15
0470-001,R01,.3,3,1330,12
0470-001,R02,.2,2,1330,13
0471-001,R01,.1,5,1230,15
0471-001,R02,.1,5,1230,16
0472-002,R01,0,1,1330,13
0473-001,R01,0,2,1210,13
0473-001,R02,0,2,1210,13
0474-001,R01,0,2,1360,14
0474-001,R02,.1,3,1360,13
0475-001,R01,0,4,1210,14
0477-001,R01,0,3,1220,14
0477-001,R02,0,3,1220,14
0477-001,R03,.3,2,1210,14
0477-002,R01,.3,2,1210,15
0477-002,R02,.4,2,1210,13
0478-001,R01,.5,3,1150,13
0478-001,R02,0,5,1130,14
0478-001,R03,.3,3,1130,14
0479-002,R01,.5,5,1220,12
0479-002,R02,.1,3,1210,15
0480-001,R01,.3,2,1140,13
0481-001,R01,.1,11,1560,12
0481-001,R02,0,11,1560,12
0482-001,R01,.1,2,1120,14
0482-001,R02,.1,3,1120,13
0483-001,R01,0,9,1540,12
0483-001,R02,.1,8,1530,14
0483-001,R03,0,9,1540,12
0484-001,R01,.3,3,1140,13
0484-001,R02,.6,2,1130,14
0484-001,R03,.6,2,1130,14
0484-001,R04,.5,3,1130,14
0485-001,R01,.1,11,1580,11
0486-001,R01,.5,3,1110,13
0486-001,R02,.4,3,1110,14
0486-001,R03,.3,2,1120,14
0487-001,R01,0,15,1510,12
0487-001,R02,.1,14,1510,12
0487-007,R01,.5,11,1480,12
0487-007,R02,.5,9,1490,12
0487-007,R03,.4,9,1500,12
0487-007,R04,.4,14,1490,11
0487-007,R05,.3,12,1490,12
0487-007,R06,.1,6,1510,14
0488-001,R01,0,2,1150,14
0488-001,R02,.1,2,1150,14
0489-001,R01,.1,12,1550,14
0489-001,R02,.4,10,1520,12
0489-004,R01,0,6,1360,13
0490-001,R01,.2,4,1160,13
0490-001,R02,.1,4,1150,13
0490-001,R03,.1,5,1150,13
0491-001,R01,0,13,1550,11
0491-001,R02,.1,13,1550,12
0491-001,R03,.2,14,1540,12
0492-001,R01,0,5,1150,12
0493-001,R01,0,10,1540,12
0493-001,R02,.8,9,1470,11
0494-001,R01,0,5,1130,12
0494-001,R02,.1,5,1130,12
0495-001,R01,0,12,1540,13
0495-001,R02,.2,17,1560,12
0495-001,R03,.2,13,1550,11
0496-001,R01,.2,4,1130,15
0496-001,R02,.2,3,1140,17
0497-002,R01,0,12,1540,11
0497-002,R02,0,12,1540,11
0498-001,R01,.2,3,1140,13
0498-001,R02,.5,2,1140,14
0498-001,R03,.2,4,1140,13
0500-001,R01,0,4,1140,14
0500-001,R02,.2,4,1140,13
0500-001,R03,.1,5,1140,14
0501-002,R01,.2,15,1520,11
0502-001,R01,0,2,1130,14
0502-001,R02,0,3,1130,14
0503-001,R01,0,11,1530,12
0503-001,R02,1,5,1460,16
0503-001,R03,1,6,1460,17
0503-003,R01,.9,5,1450,15
0504-001,R01,.2,4,1110,14
0504-001,R02,.3,4,1100,14
0504-001,R03,.4,3,1100,14
0505-001,R01,1.2,6,1470,13
0505-001,R02,.8,8,1530,12
0506-001,R01,0,3,1150,14
0506-001,R02,0,3,1150,14
0506-001,R03,.6,5,1140,15
0506-001,R04,.6,5,1140,13
0506-001,R05,.6,5,1140,15
0507-001,R01,1.5,4,1460,12
0507-001,R02,0,10,1550,13
0508-001,R01,.1,3,1120,15
0508-001,R02,.1,2,1120,15
0508-001,R03,.3,4,1130,13
0508-001,R04,.3,4,1130,14
0509-001,R01,.9,6,1460,14
0509-001,R02,.5,8,1470,11
0509-002,R01,.1,6,1470,12
0509-002,R02,.1,7,1460,12
0509-005,R01,.6,4,1370,14
0510-001,R01,0,2,1240,14
0511-001,R01,0,9,1550,12
0512-001,R01,1.1,3,1240,13
0512-001,R02,1.1,3,1240,13
0512-001,R03,1.1,3,1240,13
0512-001,R04,1.1,3,1240,13
0513-001,R01,1.2,4,1400,13
0513-001,R02,1.2,5,1400,13
0514-001,R01,.4,2,1240,14
0514-001,R02,1.1,4,1230,14
0514-001,R03,0,4,1240,12
0515-001,R01,1,4,1430,12
0515-001,R02,.9,9,1420,12
0516-001,R01,.8,3,1250,13
0516-001,R02,.8,3,1250,13
0516-001,R03,.9,3,1260,13
0516-001,R04,.8,3,1260,12
0516-001,R05,0,2,1240,14
0517-001,R01,.3,5,1430,14
0517-001,R02,.3,5,1430,13
0517-001,R03,.3,5,1430,12
0517-001,R04,.3,5,1430,13
0517-001,R05,2.2,4,1370,12
0517-001,R06,1.6,2,1420,14
0518-001,R01,.2,5,1260,13
0518-001,R02,0,5,1270,13
0518-001,R03,.2,4,1260,14
0518-001,R04,.7,3,1270,15
0518-004,R01,.4,3,1260,13
0519-001,R01,.2,3,1400,14
0519-001,R02,.2,3,1400,14
0519-001,R03,.2,5,1400,13
0519-001,R04,0,2,1400,14
0520-001,R01,0,3,1240,14
0520-002,R01,.2,5,1230,13
0521-001,R01,.1,6,1400,13
0521-001,R02,.1,4,1390,14
0521-001,R03,.8,5,1390,12
0521-001,R04,.2,5,1380,14
0521-003,R01,.1,7,530,12
0522-001,R01,.4,3,1230,13
0522-001,R02,.5,6,1230,13
0522-001,R03,0,3,1240,13
0523-001,R01,0,3,1430,13
0524-001,R01,0,3,1280,14
0524-001,R02,10.9,2,1170,13
0525-001,R01,.1,4,1420,12
0525-001,R02,1.4,5,1410,13
0526-002,R01,0,1,1240,14
0526-002,R02,.1,2,1240,14
0526-002,R03,1.7,2,1260,13
0526-002,R04,1.7,2,1260,13
0526-002,R05,1.7,2,1260,13
0527-001,R01,.1,3,1400,13
0528-002,R01,1.5,4,1270,13
0528-002,R02,1.6,3,1270,13
0529-001,R01,.1,3,1400,13
0529-001,R02,.1,2,1400,13
0530-001,R01,.7,4,1200,13
0530-001,R02,1,6,1210,14
0531-001,R01,0,4,1420,12
0531-001,R02,0,5,1420,12
0531-001,R03,0,5,1420,12
0531-001,R04,.2,3,1430,13
0532-001,R01,.6,4,1250,12
0532-001,R02,.5,3,1260,13
0534-001,R01,.4,4,1230,13
0534-001,R02,.2,5,1240,13
0534-001,R03,.2,5,1240,13
0534-001,R04,.2,5,1240,13
0534-001,R05,.4,4,1230,13
0535-001,R01,0,5,1420,14
0536-001,R01,.5,2,1250,15
0536-001,R02,.3,4,1240,13
0537-001,R01,0,2,1410,13
0537-001,R02,0,2,1410,13
0537-001,R03,.1,2,1410,13
0537-001,R04,.2,3,1410,14
0537-001,R05,0,2,1410,13
0538-001,R01,1.6,2,1190,18
0538-001,R02,1.6,2,1190,18
0538-001,R03,0,5,1240,14
0538-001,R04,1.4,3,1200,13
0538-001,R05,1.5,3,1200,13
0539-001,R01,.3,3,1400,13
0539-001,R02,.4,4,1400,13
0540-001,R01,0,1,1280,15
0540-001,R02,.1,4,1280,13
0541-001,R01,0,2,1400,13
0542-001,R01,0,4,1110,13
0542-001,R02,0,4,1110,13
0542-003,R01,.3,4,970,13
0542-003,R02,.4,4,970,16
0543-001,R01,1.8,3,1400,13
0544-001,R01,1.1,3,1110,14
0544-001,R02,1.2,3,1110,13
0545-001,R01,0,4,1180,13
0546-001,R01,0,7,1100,13
0546-001,R02,.1,7,1100,12
0546-001,R03,.1,8,1090,16
0547-001,R01,8.199999999999999,3,1210,19
0547-001,R02,8.199999999999999,3,1210,19
0548-001,R01,1.4,4,1130,13
0549-001,R01,.3,8,1190,13
0549-001,R02,.4,9,1190,12
0549-006,R01,.1,4,1240,13
0550-001,R01,.6,3,1120,13
0551-001,R01,0,3,1190,13
0551-001,R02,0,3,1190,13
0552-001,R01,1.9,4,1100,13
0552-003,R01,.1,6,1150,13
0553-001,R01,1.1,1,1210,14
0553-001,R02,1,2,1210,14
0554-001,R01,2.7,14,1160,12
0555-001,R01,.1,5,1230,13
0555-001,R02,.6,1,1220,14
0555-001,R03,.6,1,1220,15
0556-001,R01,1.7,4,1100,13
0557-001,R01,.6,4,1200,14
0557-001,R02,.6,4,1200,14
0557-001,R03,.5,4,1200,13
0557-001,R04,0,3,1190,13
0558-001,R01,.1,5,1100,14
0559-001,R01,.2,7,1200,15
0559-001,R02,.2,8,1190,13
0559-003,R01,.2,4,1220,15
0559-003,R02,.2,4,1220,14
0559-004,R01,.3,11,1390,12
0559-004,R02,0,12,1410,12
0560-001,R01,.4,4,1140,13
0561-001,R01,.4,4,1200,14
0561-001,R02,.4,4,1200,14
0561-001,R03,0,3,1200,14
0562-001,R01,0,6,1120,13
0562-001,R02,0,6,1120,13
0563-001,R01,1.8,3,1210,17
0563-001,R02,.1,4,1200,13
0563-001,R03,.2,4,1200,13
0564-001,R01,0,6,1110,13
0564-001,R02,.2,3,1110,15
0564-003,R01,0,4,1210,13
0564-003,R02,0,5,1210,14
0564-004,R01,.4,3,1110,13
0564-004,R02,.3,3,1100,13
0565-001,R01,.4,7,1180,13
0566-001,R01,0,6,1090,13
0566-001,R02,.1,6,1090,13
0566-001,R03,1,3,1080,12
0567-001,R01,6.8,4,1200,12
0567-001,R02,6.9,3,1200,13
0568-001,R01,.2,4,1120,14
0569-001,R01,.3,7,1190,13
0569-001,R02,.2,5,1190,13
0569-001,R03,1.5,2,1220,14
0569-001,R04,1.5,2,1220,14
0569-001,R05,.4,3,1210,13
0570-001,R01,0,4,1110,13
0570-001,R02,.2,6,1110,12
0571-001,R01,0,4,1190,13
0571-001,R02,1.1,3,1210,14
0572-001,R01,1.5,5,1100,13
0573-001,R01,0,5,1220,13
0573-001,R02,0,5,1220,13
0573-001,R03,.1,5,1220,13
0573-001,R04,.1,5,1220,13
0573-001,R05,.1,5,1220,13
0574-001,R01,.1,4,1310,13
0574-001,R02,.1,3,1310,14
0574-001,R03,.2,1,1310,14
0574-001,R04,.2,4,1310,14
0574-004,R01,1.9,3,1320,14
0574-004,R02,.4,4,1310,15
0574-004,R03,.4,4,1310,15
0575-002,R01,0,3,1240,14
0576-001,R01,.1,2,1300,14
0576-001,R02,.1,2,1300,14
0576-001,R03,0,2,1300,14
0577-001,R01,.1,4,1290,13
0577-001,R02,.1,4,1290,13
0577-001,R03,1.3,7,1310,13
0577-001,R04,1.3,6,1310,13
0578-001,R01,.1,3,1310,15
0579-001,R01,.1,2,1290,15
0579-001,R02,.1,2,1290,14
0579-001,R03,.1,3,1290,13
0579-001,R04,.1,4,1290,13
0580-001,R01,.7,2,1340,15
0580-001,R02,.8,3,1340,13
0580-001,R03,.7,3,1340,13
0581-001,R01,.1,2,1260,13
0581-001,R02,1,2,1230,14
0581-001,R03,1,3,1230,14
0581-001,R04,1,3,1250,15
0582-001,R01,.4,3,1300,13
0583-001,R01,46.8,3,1250,13
0583-001,R02,46.9,2,1250,12
0584-001,R01,0,3,1330,13
0584-001,R02,.5,3,1320,13
0584-001,R03,.5,4,1330,13
0585-001,R01,0,3,1230,14
0585-001,R02,.1,4,1230,13
0585-001,R03,.1,4,1230,13
0585-001,R04,.2,4,1220,14
0586-001,R01,0,3,1310,14
0587-001,R01,1.7,4,1290,13
0587-001,R02,1.8,2,1290,14
0587-001,R03,1.3,4,1270,13
0588-001,R01,0,4,1340,13
0589-001,R01,0,5,1230,12
0590-001,R01,.1,5,1400,14
0590-001,R02,0,6,1390,15
0590-001,R03,.1,5,1400,14
0591-001,R01,.1,4,1290,13
0591-001,R02,0,4,1290,12
0591-001,R03,0,4,1290,13
0592-005,R01,.5,2,1320,13
0592-005,R02,.4,2,1320,14
0592-005,R03,.3,3,1320,14
0592-005,R04,.7,1,1320,14
0594-001,R01,,,,
0594-001,R02,,,,
0594-001,R03,,,,
0595-001,R01,0,4,1290,13
0595-001,R02,0,4,1290,13
0595-001,R03,.2,3,1280,13
0595-001,R04,.2,3,1280,13
0595-001,R05,.1,4,1280,14
0596-001,R01,0,3,1320,14
0596-001,R02,.2,2,1320,14
0597-001,R01,.1,4,1260,13
0597-001,R02,.1,4,1260,13
0597-001,R03,.1,4,1260,13
0598-001,R01,0,4,1300,13
0598-001,R02,.3,10,1280,12
0598-001,R03,.3,8,1280,13
0599-001,R01,0,7,1230,13
0599-001,R02,.1,7,1230,12
0599-001,R03,.9,5,1260,13
0599-003,R01,1,4,1260,13
0599-004,R01,.1,7,1230,12
0600-001,R01,.7,1,1330,14
0602-001,R01,.2,4,1300,14
0602-001,R02,.4,3,1290,15
0602-001,R03,.2,4,1300,14
0603-001,R01,1.6,5,1260,12
0603-001,R02,1.7,9,1250,16
0603-001,R03,1.7,7,1250,13
0604-001,R01,0,3,1300,13
0604-001,R02,1.1,2,1320,13
0604-001,R03,1.2,2,1320,15
0605-001,R01,1,3,1270,14
0605-001,R02,1.2,5,1260,13
0605-001,R03,1.2,5,1260,13
0605-001,R04,1.2,4,1260,13
0605-001,R05,1,3,1270,13
0606-001,R01,8.1,4,1310,13
0606-001,R02,8.1,4,1310,13
0606-004,R01,,,,
0609-001,R01,0,2,1310,12
0613-001,R01,3.1,8,1310,13
0613-001,R02,3.1,8,1310,13
0614-001,R01,0,7,1340,12
0614-001,R02,0,8,1340,12
0621-001,R01,.6,5,1290,13
0621-001,R02,0,3,1290,14
0624-001,R01,30.9,4,600,12
0628-001,R01,0,6,1350,14
0628-001,R02,.1,6,1350,14
0628-001,R03,0,5,1350,14
0628-008,R01,0,4,1030,12
0628-008,R02,.2,4,1030,13
0630-001,R01,0,10,1340,13
0630-001,R02,.1,8,1340,13
0630-001,R03,.1,6,1330,14
0632-005,R01,,,,
0632-005,R02,,,,
0635-002,R01,.2,5,1190,15
0644-001,R01,16.2,2,1200,14
0644-001,R02,16.2,3,1200,13
0650-001,R01,12.2,10,1250,12
0666-001,R01,12.8,16,1270,19
0672-001,R01,13.8,4,1320,12
0672-004,R01,11.6,5,1310,13
0676-001,R01,4.4,8,1320,13
0677-001,R01,21.8,3,1140,13
0679-001,R01,13.4,1,1260,13
0679-001,R02,13.4,1,1260,13
0679-007,R01,1.8,4,1260,14
0682-001,R01,2.3,4,1310,12
0682-004,R01,1,11,1500,12
0684-005,R01,1.4,4,1320,13
0684-005,R02,1.4,3,1360,12
0684-005,R03,1.3,3,1350,12
0686-001,R01,.2,4,1270,13
0687-003,R01,0,5,1400,13
0687-003,R02,.1,5,1400,12
0692-001,R01,,,,
0692-001,R02,,,,
0692-001,R03,,,,
0696-002,R01,3.2,3,1080,14
0700-001,R01,29.9,6,1180,13
0701-003,R01,.6,1,510,15
0701-003,R02,.5,2,510,13
0707-001,R01,11.8,8,1290,12
0714-003,R01,43.9,9,1660,12
0719-001,R01,11.9,6,1280,14
0720-002,R01,2.4,8,1530,12
0721-004,R01,29,1,1080,21
0725-006,R01,.2,3,1190,17
0726-002,R01,,,,
0727-005,R01,.6,9,1250,12
0733-001,R01,.1,7,1320,12
0734-001,R01,.1,7,1310,13
0736-001,R01,,,,
0736-001,R02,,,,
0736-001,R03,,,,
0737-008,R01,.1,7,1320,13
0737-008,R02,.2,4,1330,13
0743-001,R01,0,3,1290,12
0744-001,R01,0,4,1320,12
0744-001,R02,0,4,1320,13
0746-001,R01,0,6,1310,12
0746-001,R02,.3,6,1290,14
0747-003,R01,1.1,6,1520,17
0750-001,R01,1.9,12,1310,12
0750-001,R02,0,8,1320,13
0751-001,R01,0,3,1310,13
0751-001,R02,0,3,1310,13
0753-001,R01,1,5,1300,13
0754-001,R01,.2,11,1480,12
0756-001,R01,4.5,12,1240,11
0758-001,R01,0,4,1300,15
0759-001,R01,3.8,1,1260,14
0759-004,R01,3.8,7,1310,13
0759-008,R01,.1,2,1160,14
0759-008,R02,0,2,1160,13
0759-008,R03,.1,2,1160,13
0760-001,R01,2,9,1290,12
0760-002,R01,.1,1,1280,13
0760-002,R02,.1,1,1280,16
0761-001,R01,.1,6,1270,13
0761-001,R02,1.4,3,1300,15
0762-001,R01,0,7,1290,13
0762-001,R02,0,7,1290,13
0763-001,R01,.1,5,1290,12
0764-001,R01,1,15,1270,12
0764-001,R02,46.4,9,1160,13
0764-003,R01,4.1,17,1270,15
0764-003,R02,4.1,17,1270,15
0766-001,R01,.1,4,1090,14
0766-001,R02,.2,4,1090,15
0766-001,R03,.2,5,1090,15
0767-001,R01,2.2,6,1280,14
0768-001,R01,1.3,2,1060,13
0768-001,R02,1.3,2,1060,14
0768-001,R03,1.3,2,1060,14
0769-004,R01,.2,3,1030,12
0769-004,R02,.1,3,1030,13
0769-004,R03,.1,3,1030,13
0770-001,R01,1,1,1080,15
0770-001,R02,1,2,1070,13
0770-001,R03,1.1,2,1070,14
0770-004,R01,1.1,2,1070,15
0770-004,R02,.5,1,1080,14
0771-001,R01,.8,6,1000,13
0771-001,R02,.8,5,1000,14
0772-001,R01,.3,2,1090,14
0772-001,R02,.4,3,1090,14
0773-001,R01,.1,3,1020,13
0773-001,R02,.2,3,1020,13
0774-001,R01,4,3,1100,13
0774-001,R02,3.4,2,1090,14
0774-001,R03,4,2,1100,13
0774-001,R04,4,2,1100,13
0774-008,R01,1.1,3,990,13
0774-008,R02,1.1,2,990,13
0774-008,R03,.1,1,1000,13
0775-001,R01,.5,2,1030,14
0775-001,R02,.1,3,1030,14
0775-001,R03,.4,2,1030,14
0776-001,R01,0,2,1080,13
0776-001,R02,0,2,1080,13
0776-001,R03,.3,2,1080,15
0776-001,R04,.4,2,1080,16
0777-001,R01,.2,3,1020,13
0777-001,R02,.1,3,1010,12
0777-001,R03,.3,2,1010,14
0777-001,R04,.1,4,1010,13
0778-001,R01,.1,3,1090,14
0778-001,R02,.6,2,1090,14
0778-001,R03,.6,2,1090,14
0779-001,R01,0,3,1010,13
0779-001,R02,.2,5,1000,13
0779-001,R03,.1,5,1000,14
0780-002,R01,.4,2,1070,14
0780-002,R02,.4,2,1070,14
0780-001,R01,1.4,3,1060,13
0780-001,R02,1.4,3,1060,14
0781-001,R01,38,3,1020,13
0781-001,R02,38,4,1020,13
0781-001,R03,37.9,3,1020,13
0782-001,R01,91.09999999999999,3,1070,14
0783-001,R01,1.5,3,1010,13
0783-001,R02,1.1,3,980,13
0783-001,R03,.9,5,1000,13
0784-001,R01,1.2,2,1100,14
0784-001,R02,1.3,1,1100,15
0785-001,R01,.2,2,1020,14
0785-001,R02,2.1,2,980,13
0786-001,R01,.3,2,1090,13
0786-001,R02,.4,3,1090,13
0787-001,R01,.2,2,1030,13
0787-001,R02,1.5,2,1020,15
0788-001,R01,33.4,2,1050,13
0788-001,R02,33.4,2,1050,13
0789-002,R01,.1,1,1030,15
0789-002,R02,.3,1,1020,14
0789-002,R03,0,2,1030,14
0790-002,R01,2.9,2,1090,14
0790-002,R02,2.9,2,1090,13
0790-004,R01,0,5,1140,14
0790-004,R02,.1,5,1140,14
0790-004,R03,.2,4,1140,14
0791-001,R01,.6,4,1000,15
0791-001,R02,.5,3,1000,14
0791-003,R01,.1,3,980,13
0791-003,R02,.1,4,980,13
0791-004,R01,.1,12,1520,12
0791-004,R02,.7,11,1520,12
0792-001,R01,.6,2,1080,15
0792-001,R02,.6,2,1080,15
0792-001,R03,.3,3,1080,14
0792-003,R01,38.4,2,1100,15
0793-001,R01,.1,2,1030,14
0793-001,R02,.1,2,1030,14
0793-002,R01,.4,3,1040,13
0794-001,R01,.5,4,1080,13
0795-001,R01,.2,5,1010,17
0795-001,R02,.2,4,1010,13
0795-001,R03,.5,1,1020,14
0796-001,R01,36.6,3,1080,13
0796-002,R01,.1,3,1080,13
0796-002,R02,.1,3,1080,13
0797-001,R01,2.1,3,1020,13
0798-001,R01,0,2,1060,14
0799-001,R01,.7,4,1000,13
0799-001,R02,.1,3,1000,14
0800-001,R01,.2,2,1060,15
0800-001,R02,1.9,2,1060,15
0800-001,R03,1.9,2,1060,15
0801-001,R01,.4,9,1090,12
0801-001,R02,.4,9,1090,12
0802-001,R01,6.6,1,1040,16
0802-003,R01,9.6,2,1050,13
0802-003,R02,9.699999999999999,2,1050,14
0803-001,R01,.1,6,1020,13
0803-001,R02,.1,6,1020,12
0803-001,R03,.1,4,1020,13
0804-001,R01,.1,1,1060,14
0804-001,R02,.1,1,1050,13
0805-001,R01,.2,7,1030,12
0805-001,R02,.2,6,1030,13
0805-001,R03,.3,7,1020,13
0805-001,R04,.1,7,1030,12
0806-001,R01,,,,
0806-001,R02,,,,
0806-001,R03,,,,
0807-001,R01,.1,9,1070,13
0807-001,R02,.2,6,1070,12
0807-001,R03,.1,9,1070,13
0807-001,R04,.2,7,1080,12
0808-001,R01,.5,2,1070,15
0808-001,R02,.4,3,1070,15
0808-003,R01,.8,2,1060,13
0808-003,R02,.5,2,1070,14
0809-001,R01,1,4,1090,13
0809-001,R02,.3,6,1030,12
0809-001,R03,.2,9,1030,12
0809-001,R04,1.1,5,1090,13
0810-001,R01,.4,1,1060,13
0810-001,R02,.3,1,1060,14
0810-002,R01,.4,2,1050,16
0810-002,R02,.4,2,1060,14
0811-001,R01,1,3,1040,13
0812-001,R01,1,2,1060,15
0812-001,R02,.9,1,1060,15
0813-001,R01,0,6,1100,12
0813-001,R02,.1,9,1090,13
0814-001,R01,48.6,2,1050,13
0814-001,R02,48.6,3,1050,14
0814-001,R03,48.6,2,1050,14
0815-001,R01,0,7,950,13
0815-001,R02,0,5,950,14
0815-001,R03,.2,7,950,12
0815-001,R04,.3,5,950,12
0815-003,R01,.2,9,1020,12
0815-003,R02,.1,4,1040,13
0815-003,R03,.1,4,1020,12
0816-001,R01,.2,1,1060,15
0817-001,R01,.2,7,1020,13
0817-001,R02,.3,6,1020,13
0817-001,R03,.3,7,1020,13
0817-001,R04,.3,7,1020,13
0818-001,R01,1.1,1,1060,14
0819-001,R01,.1,5,1020,19
0819-001,R02,.1,5,1020,16
0821-001,R01,.1,4,1090,12
0821-001,R02,.1,5,1100,13
0821-001,R03,.2,3,1090,12
0822-001,R01,.4,2,1070,14
0822-001,R02,.4,2,1070,14
0822-008,R01,.7,2,1060,15
0822-008,R02,.8,2,1060,16
0822-008,R03,.1,1,1060,13
0822-008,R04,.1,1,1070,13
0823-001,R01,1.8,9,1060,12
0823-001,R02,.4,4,1020,13
0823-001,R03,.2,3,1020,15
0823-001,R04,1.3,2,1040,13
0823-001,R05,.2,3,1020,15
0824-001,R01,.1,2,1050,14
0824-001,R02,.1,2,1050,14
0824-001,R03,0,2,1050,15
0824-001,R04,.1,2,1050,14
0824-001,R05,.1,2,1050,14
0825-001,R01,.1,6,1100,12
0825-001,R02,0,6,1100,12
0825-002,R01,.2,6,950,13
0825-002,R02,.2,6,950,13
0826-001,R01,.8,2,1430,15
0826-001,R02,.9,2,1430,15
0827-001,R01,.1,4,1030,14
0828-001,R01,.7,1,1060,15
0828-001,R02,.8,1,1060,16
0829-001,R01,.3,5,1030,13
0829-001,R02,.3,5,1030,13
0829-001,R03,.3,6,1040,12
0829-001,R04,.3,6,1040,13
0830-001,R01,.2,2,1070,14
0830-001,R02,.4,1,1080,13
0830-001,R03,.3,1,1080,13
0831-001,R01,0,7,1030,13
0831-001,R02,.1,7,1030,12
0831-001,R03,.2,5,1040,12
0831-001,R04,.2,5,1030,13
0831-004,R01,.3,4,1020,15
0831-004,R02,.4,4,1020,15
0831-004,R03,.5,3,1010,13
0832-001,R01,1.1,2,1100,14
0832-001,R02,1.1,2,1100,14
0833-001,R01,.5,13,1150,14
0833-001,R02,.3,8,1190,12
0833-001,R03,.5,13,1170,13
0833-003,R01,.1,9,1190,14
0833-003,R02,0,9,1200,13
0834-001,R01,.4,1,1070,14
0834-001,R02,.4,1,1070,14
0834-001,R03,.3,1,1070,14
0834-002,R01,,,,
0834-002,R02,,,,
0834-003,R01,.2,2,1060,13
0834-003,R02,.4,1,1070,14
0835-001,R01,.5,7,1180,13
0835-001,R02,.5,6,1190,13
0835-002,R01,0,6,1190,12
0835-002,R02,.1,5,1200,13
0836-001,R01,.2,3,1070,14
0836-001,R02,.1,3,1070,14
0837-001,R01,.2,8,1190,12
0837-001,R02,.2,3,1190,12
0837-001,R03,.6,7,1170,13
0837-001,R04,.2,6,1190,13
0838-001,R01,1.1,2,1080,14
0839-001,R01,4.2,14,1130,16
0839-001,R02,3.9,8,1130,13
0839-001,R03,3.9,8,1100,11
0839-002,R01,1.6,2,620,14
0841-002,R01,1.9,3,1240,14
0841-002,R02,1.9,3,1240,15
0842-001,R01,.6,3,1070,15
0842-001,R02,.1,2,1070,14
0842-001,R03,.5,2,1070,14
0843-001,R01,.3,7,1170,13
0843-001,R02,.3,8,1170,13
0844-001,R01,.1,1,1080,14
0844-001,R02,.8,1,1070,14
0844-001,R03,2.6,2,1070,14
0844-001,R04,2.5,1,1070,14
0845-001,R01,0,1,1050,17
0845-001,R02,.6,4,1050,15
0846-001,R01,1,3,1100,13
0846-001,R02,1.1,2,1090,14
0847-001,R01,.1,12,1120,12
0847-001,R02,.1,13,1100,12
0848-001,R01,1,2,1060,13
0848-001,R02,.1,2,1080,14
0848-001,R03,.1,2,1080,13
0849-001,R01,1.7,12,1140,12
0850-001,R01,.9,3,1080,13
0851-001,R01,4.1,13,1130,15
0851-001,R02,4.4,7,1160,13
0851-001,R03,4,12,1140,15
0852-001,R01,.4,1,1070,13
0852-001,R02,.4,3,1060,13
0852-001,R03,.5,2,1060,14
0852-001,R04,.4,3,1060,13
0853-001,R01,77.40000000000001,2,1170,14
0853-001,R02,1,1,1150,14
0853-001,R03,,,,10
0854-001,R01,.2,2,1110,14
0854-001,R02,.2,1,1110,15
0854-001,R03,,,,
0855-001,R01,4.1,5,1100,13
0855-001,R02,4.1,5,1100,12
0856-002,R01,.5,3,1070,14
