HHID,case_id,qx_type,visit,ea_id,ag_f0a,ag_f0c,ag_f0c_os,ag_f01a,ag_f01b,ag_f01b_os,ag_f02,ag_f03,ag_f04,ag_f15,ag_f16a,ag_f16b,ag_f16b_os,ag_f17,ag_f17_os,ag_f18,ag_f19,ag_f20,ag_f21,ag_f22,ag_f23,ag_f24,ag_f25,ag_f26a,ag_f26b,ag_f26b_os,ag_f27,ag_f27_os,ag_f28,ag_f29,ag_f30,ag_f31,ag_f32,ag_f33,ag_f34,ag_f35,ag_f36a,ag_f36b,ag_f36b_os,ag_f37,ag_f38a,ag_f38b,ag_f38b_os,ag_f39a,ag_f39b,ag_f40,ag_f41,ag_f42a,ag_f42b,ag_f42b_os,ag_f43,ag_f44a,ag_f44b,ag_f44b_os
13,101012150026,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,101012150026,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,200,Kilogram,,Truck / Bus / Minibus,,400,24800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1,101012150028,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101012150028,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101012150028,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,101012150034,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,101012150034,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,101012150034,Panel A,1,10101215,Yes,D COMPOUND,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,2,50 kg bag,,Truck / Bus / Minibus,,800,17560,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
25,101012150034,Panel A,1,10101215,Yes,CAN,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,2,50 kg bag,,Truck / Bus / Minibus,,800,12000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
25,101012150034,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,101012150034,Panel A,1,10101215,Yes,HERBICIDE,,1,Liter,,"Yes, The Figures Matched",No,Yes,N03,1,Liter,,Truck / Bus / Minibus,,0,950,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
9,101012150038,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,101012150038,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,101012150038,Panel A,1,10101215,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,101012150040,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,101012150040,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,101012150040,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,101012150045,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,101012150045,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,101012150045,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,101012150048,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,250,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
29,101012150048,Panel A,1,10101215,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,250,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
29,101012150048,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,100,15500,Received on credit,0,5500,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,100,5500,Received on credit,0,5500,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,D COMPOUND,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,100,6500,Received on credit,0,6500,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,HERBICIDE,,15,Liter,,"Yes, The Figures Matched",No,Yes,N03,15,Liter,,Truck / Bus / Minibus,,0,2000,Received on credit,0,2000,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,INSECTICIDE,,40,Liter,,"Yes, The Figures Matched",No,Yes,N03,40,Liter,,Truck / Bus / Minibus,,0,2000,Received on credit,0,2000,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
27,101012150049,Panel A,1,10101215,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,100,5000,Received on credit,0,5000,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
23,101012150053,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,2,Wheelbarrow,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,2,Wheelbarrow,
23,101012150053,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,101012150059,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,101012150059,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,101012150059,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101012150060,Panel A,1,10101215,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,101012150074,Panel A,1,10101215,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,101012150074,Panel A,1,10101215,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,101012150074,Panel A,1,10101215,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,101015620009,Panel B,1,10101562,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,101015620020,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,14,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,14,Ox cart,,N05,,0,No,,,,No,,,
30,101015620020,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,50,Kilogram,,Own Bicycle or Oxcart,,0,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
30,101015620020,Panel B,1,10101562,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,50,Kilogram,,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
10,101015620031,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,101015620031,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,101015620031,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,101015620042,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
6,101015620042,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,101015620042,Panel B,1,10101562,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2,101015620053,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101015620053,Panel B,1,10101562,Yes,UREA,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,20,Kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2,101015620053,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,20,Kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
8,101015620064,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,101015620064,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,101015620064,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,101015620075,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,101015620075,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,101015620075,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,101015620086,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Truck / Bus / Minibus,,300,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,Yes,1,50 kg bag,,N03,,0,No,,,,,,,
16,101015620086,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,101015620086,Panel B,1,10101562,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Truck / Bus / Minibus,,300,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,Yes,1,50 kg bag,,N03,,0,No,,,,,,,
26,101015620096,Panel B,1,10101562,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Truck / Bus / Minibus,,100,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
26,101015620096,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,101015620096,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,101015620118,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Bicycle Taxi,,250,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
28,101015620118,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Bicycle Taxi,,250,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
28,101015620118,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,101015620140,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,101015620140,Panel B,1,10101562,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,6075,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
32,101015620140,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,2,50 kg bag,,Own Bicycle or Oxcart,,0,10500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
12,101015620162,Panel B,1,10101562,Yes,D COMPOUND,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,4,50 kg bag,,Truck / Bus / Minibus,,960,24000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
12,101015620162,Panel B,1,10101562,Yes,CAN,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,3,50 kg bag,,Truck / Bus / Minibus,,720,16500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
12,101015620162,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,101015620162,Panel B,1,10101562,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,3,50 kg bag,,Truck / Bus / Minibus,,720,15225,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
12,101015620162,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,2,50 kg bag,,Truck / Bus / Minibus,,480,12500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
4,101015620184,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,25,Kilogram,,Bicycle Taxi,,50,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
4,101015620184,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,101015620184,Panel B,1,10101562,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N05,25,Kilogram,,Bicycle Taxi,,50,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
22,101015620195,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,101015620195,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,101015620195,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,101015620205,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,101015620205,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,101015620205,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,101015620227,Panel B,1,10101562,Yes,23:21:0+4S/CHITOWE,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,3,50 kg bag,,Truck / Bus / Minibus,,1500,19800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
24,101015620227,Panel B,1,10101562,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Truck / Bus / Minibus,,500,5789,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
24,101015620227,Panel B,1,10101562,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,101020040001,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,8000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
79,101020040001,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,101020040001,Panel A,1,10102004,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,101020040008,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,101020040008,Panel A,1,10102004,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,50 kg bag,,,,,
87,101020040008,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,101020040012,Panel A,1,10102004,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,101020040012,Panel A,1,10102004,Yes,CAN,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,100,Kilogram,,Truck / Bus / Minibus,,450,10000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
89,101020040012,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,250,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,200,Kilogram,,Truck / Bus / Minibus,,900,24000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
89,101020040012,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,101020040015,Panel A,1,10102004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,101020040028,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,70,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,70,Kilogram,,Bicycle Taxi,,0,7500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
83,101020040028,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,101020040028,Panel A,1,10102004,Yes,UREA,,80,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,80,Kilogram,,Bicycle Taxi,,0,8000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
75,101020040031,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,101020040031,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,8000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
75,101020040031,Panel A,1,10102004,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,7800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
65,101020040034,Panel A,1,10102004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,101020040039,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,101020040039,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,101020040039,Panel A,1,10102004,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,101020040042,Panel A,1,10102004,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,650,5275,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
71,101020040042,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,101020040042,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,101020040042,Panel A,1,10102004,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,101020040042,Panel A,1,10102004,Yes,D COMPOUND,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Truck / Bus / Minibus,,650,6250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
69,101020040059,Panel A,1,10102004,Yes,UREA,,10,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Kilogram,,N02,,0,No,,,,,,,
69,101020040059,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,101020040059,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,20,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,20,Kilogram,,N02,,0,No,,,,,,,
81,101020040061,Panel A,1,10102004,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,101020040061,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,101020040061,Panel A,1,10102004,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,101020040093,Panel A,1,10102004,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,Own Bicycle or Oxcart,,500,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
