occ,y2_hhid,qx_type,interview_status,ag_c00,ag_c02,ag_c03_2,ag_c04a,ag_c04b,ag_c04c,ag_c05e,ag_c06,ag_c07
1,0085-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0085-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUT,RG02,.25,ACRE,.2,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0086-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.69999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,0086-001,PANEL B,Panel B - 2 Visits,R02,CHALIMBANA GROUND NUTS,RG02,.25,ACRE,.2,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,0087-001,PANEL A,Panel A - 2 Visits,R01,H.MAIZE RECY,RG01,1.25,ACRE,.25,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0087-001,PANEL A,Panel A - 2 Visits,R02,BEANS,RG02,.25,ACRE,.12,,11,PARTLY CLOUDY / PARTLY SUNNY
3,0087-001,PANEL A,Panel A - 2 Visits,R03,TOBACCO,RG03,.25,ACRE,.36000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0088-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,1.25,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0089-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1,ACRE,.64999998,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0089-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,1,ACRE,.41999999,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0090-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.80000001,ACRE,.079999998,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0090-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,1.04,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0091-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.25,ACRE,2.0999999,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,0091-001,PANEL A,Panel A - 2 Visits,R02,KILOMBELO RICE,RG02,.25,ACRE,1.3,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0092-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0092-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,1.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0093-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.5,,12,CLEAR / SUNNY
2,0093-001,PANEL A,Panel A - 2 Visits,R02,MWASUNGO RICE,RG01,.25,ACRE,.2,,12,CLEAR / SUNNY
1,0094-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.60000002,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,0095-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.5,,11,CLEAR / SUNNY
1,0096-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1.3,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0096-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0097-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID,RG01,1,ACRE,1.8,,10,PARTLY CLOUDY / PARTLY SUNNY
2,0097-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO BURLEY,RG02,.5,ACRE,.40000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0098-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.30000001,,10,CLEAR / SUNNY
2,0098-001,PANEL B,Panel B - 2 Visits,R02,RICE KILOMBERO,RG02,.5,ACRE,.30000001,,10,CLEAR / SUNNY
1,0099-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.80000001,,12,CLEAR / SUNNY
1,0100-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,1.48,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0100-001,PANEL B,Panel B - 2 Visits,R02,RICE KILOMBERO,RG02,2,ACRE,1.26,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0100-003,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.44,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0100-003,PANEL B,Panel B - 2 Visits,R02,RICE TCG 10,RG02,1,ACRE,1.14,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0101-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.40000001,,9,PARTLY CLOUDY / PARTLY SUNNY
2,0101-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS MANIPINTAR,RG02,.25,ACRE,.40000001,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0102-001,PANEL B,Panel B - 2 Visits,R01,KILOMBERO RICE,RG01,.5,ACRE,.1,,12,CLEAR / SUNNY
2,0102-001,PANEL B,Panel B - 2 Visits,R02,HYBRIDE MAIZE RECYCLE,RG02,.5,ACRE,.2,,12,CLEAR / SUNNY
1,0103-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID,RG01,1,ACRE,1.8,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0103-003,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.89999998,,9,MOSTLY CLEAR / MOSTLY SUNNY
2,0103-003,PANEL A,Panel A - 2 Visits,R02,FINGER MILLET,RG02,.25,ACRE,.30000001,,9,MOSTLY CLEAR / MOSTLY SUNNY
1,0104-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.40000001,,11,CLEAR / SUNNY
2,0104-001,PANEL B,Panel B - 2 Visits,R02,KILOMBERO RICE,RG01,.25,ACRE,.2,,11,CLEAR / SUNNY
1,0105-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRIDE MAIZE,RG01,1,ACRE,.69999999,,10,CLEAR / SUNNY
2,0105-001,PANEL A,Panel A - 2 Visits,R02,RECYCLED HYBRIDE MAIZE,RG02,.5,ACRE,.89999998,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0106-001,PANEL B,Panel B - 2 Visits,R01,MUNDA WA CHIMANGA,RG01,.5,ACRE,.2,,10,CLEAR / SUNNY
2,0106-001,PANEL B,Panel B - 2 Visits,R02,MUNDA WA MPUNGA (RICE),RG02,1,ACRE,.5,,10,CLEAR / SUNNY
1,0107-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0108-001,PANEL B,Panel B - 2 Visits,R01,HYBRIDE MAIZE,RG01,.5,ACRE,.40000001,,12,CLEAR / SUNNY
2,0108-001,PANEL B,Panel B - 2 Visits,R02,KILOMBERO RICE,RG02,.5,ACRE,.1,,12,CLEAR / SUNNY
3,0108-001,PANEL B,Panel B - 2 Visits,R03,FAYA RICE,RG03,.5,ACRE,.0099999998,,12,CLEAR / SUNNY
4,0108-001,PANEL B,Panel B - 2 Visits,R04,T.C.G10  RICE,RG04,.25,ACRE,.039999999,,12,CLEAR / SUNNY
1,0109-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA PANYUMBA,RG01,1,ACRE,.69999999,,11,CLEAR / SUNNY
1,0110-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.56,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0110-001,PANEL B,Panel B - 2 Visits,R02,RICE,RG02,1,ACRE,.85000002,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0110-006,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.5,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,0110-006,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,0110-007,PANEL B,Panel B - 2 Visits,R01,RICE KILOMBERO,RG01,1,ACRE,.85000002,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0111-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1,ACRE,.60000002,,11,CLEAR / SUNNY
2,0111-001,PANEL A,Panel A - 2 Visits,R02,FINGER MILLET,RG02,.25,ACRE,.1,,11,CLEAR / SUNNY
1,0112-001,PANEL B,Panel B - 2 Visits,R01,RICE KILOMBERO,RG01,1,ACRE,.41999999,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0112-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.75,ACRE,.74000001,,11,PARTLY CLOUDY / PARTLY SUNNY
3,0112-001,PANEL B,Panel B - 2 Visits,R03,GROUND NUTS JL 24,RG03,.5,ACRE,.34999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0113-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE RECYCLED,RG01,1,ACRE,1.14,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0115-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.57999998,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0115-001,PANEL A,Panel A - 2 Visits,R02,BARLEY TOBACCO,RG02,1,ACRE,.34,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0116-001,PANEL B,Panel B - 2 Visits,R01,HYBRID,RG01,1,ACRE,1.3,,10,CLEAR / SUNNY
2,0116-001,PANEL B,Panel B - 2 Visits,R02,KILOMBERO RICE,RG02,.5,ACRE,.30000001,,10,CLEAR / SUNNY
1,0117-002,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.69999999,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0117-002,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG01,.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
3,0117-002,PANEL A,Panel A - 2 Visits,R03,SWEET POTATO,RG02,.25,ACRE,.2,,11,PARTLY CLOUDY / PARTLY SUNNY
4,0117-002,PANEL A,Panel A - 2 Visits,R04,BUYAYA G/NUTS,RG03,.25,ACRE,.2,,11,PARTLY CLOUDY / PARTLY SUNNY
5,0117-002,PANEL A,Panel A - 2 Visits,R05,FALLOW,RG04,1,ACRE,.69999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0118-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,0118-001,PANEL B,Panel B - 2 Visits,R02,KILOMBERO RICE,RG02,.5,ACRE,1,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,0118-001,PANEL B,Panel B - 2 Visits,R03,GROUND NUTS MANIPINTA,RG03,.5,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,0119-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.89999998,,10,PARTLY CLOUDY / PARTLY SUNNY
2,0119-001,PANEL A,Panel A - 2 Visits,R02,MANIPINTAR G/NUTS,RG02,.5,ACRE,.40000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0119-002,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,.2,,10,CLEAR / SUNNY
2,0119-002,PANEL A,Panel A - 2 Visits,R02,BEANS,RG02,.75,ACRE,.30000001,,10,CLEAR / SUNNY
1,0120-001,PANEL B,Panel B - 2 Visits,R01,KILOMBERO RICE,RG01,1,ACRE,1,,11,CLEAR / SUNNY
1,0121-001,PANEL A,Panel A - 2 Visits,R01,HYBRIDE MAIZE,RG01,.5,ACRE,.2,,12,CLEAR / SUNNY
2,0121-001,PANEL A,Panel A - 2 Visits,R02,CHALIMBANA GROUNDNUTS,RG02,.2,ACRE,.5,,12,CLEAR / SUNNY
1,0123-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.05,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0123-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS JL24,RG02,.25,ACRE,.37,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0124-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.1,,10,CLEAR / SUNNY
2,0124-001,PANEL B,Panel B - 2 Visits,R02,KILOMBERO RICE,RG02,1,ACRE,1,,11,CLEAR / SUNNY
1,0125-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1.4299999,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0125-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO BARLEY,RG02,.5,ACRE,.51999998,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0126-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.69999999,,10,CLEAR / SUNNY
2,0126-001,PANEL B,Panel B - 2 Visits,R02,FAYA RICE,RG02,1,ACRE,1,,10,CLEAR / SUNNY
1,0127-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.69999999,,11,CLEAR / SUNNY
2,0127-001,PANEL A,Panel A - 2 Visits,R02,CHALIMBANA G/NUTS,RG02,.25,ACRE,.1,,11,CLEAR / SUNNY
1,0128-001,PANEL B,Panel B - 2 Visits,R01,RICE KILOMBERO,RG01,1,ACRE,.61000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0128-003,PANEL B,Panel B - 2 Visits,R01,RICE KILOMBERO,RG01,.75,ACRE,.68000001,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0128-003,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.34,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0128-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0129-001,PANEL A,Panel A - 2 Visits,R01,RICE  KILOMBERO,RG01,2,ACRE,.63999999,,10,CLEAR / SUNNY
1,0129-002,PANEL A,Panel A - 2 Visits,R01,KILOMBERO  RICE,RG01,1,ACRE,.60000002,,11,CLEAR / SUNNY
2,0129-002,PANEL A,Panel A - 2 Visits,R02,KILOMBERO  RICE,RG02,1,ACRE,1.4,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0130-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.40000001,,11,
2,0130-001,PANEL B,Panel B - 2 Visits,R02,BAKA G/NUT,RG02,.25,ACRE,.1,,11,CLEAR / SUNNY
1,0131-001,PANEL A,Panel A - 2 Visits,R01,MAIZE LOCAL,RG01,.5,ACRE,.2,,11,CLEAR / SUNNY
2,0131-001,PANEL A,Panel A - 2 Visits,R02,KILOMBERO,RG02,.40000001,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
3,0131-001,PANEL A,Panel A - 2 Visits,R03,ZAMBIA,RG03,.5,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0132-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,.30000001,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0133-002,PANEL A,Panel A - 2 Visits,R01,HYBRID  RECYCLED,RG01,.5,ACRE,.2,,10,CLEAR / SUNNY
2,0133-002,PANEL A,Panel A - 2 Visits,R02,FAYA  RICE,RG02,.5,ACRE,.5,,9,PARTLY CLOUDY / PARTLY SUNNY
3,0133-002,PANEL A,Panel A - 2 Visits,R03,FAYA  RICE,RG03,.5,ACRE,.5,,9,PARTLY CLOUDY / PARTLY SUNNY
4,0133-002,PANEL A,Panel A - 2 Visits,R04,TCG  10,RG04,.69999999,ACRE,1,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0134-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE RECYCLED,RG01,.25,ACRE,.17,,10,PARTLY CLOUDY / PARTLY SUNNY
2,0134-001,PANEL B,Panel B - 2 Visits,R02,FINGER MILLET,RG02,.5,ACRE,.23999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0135-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.30000001,,8,CLEAR / SUNNY
2,0135-001,PANEL A,Panel A - 2 Visits,R02,KILOMBERO RICE,RG02,1,ACRE,1,,8,CLEAR / SUNNY
1,0136-001,PANEL B,Panel B - 2 Visits,R01,MAIZE LOCAL,RG01,1,ACRE,.62,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,0136-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.25,ACRE,.30000001,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0137-001,PANEL A,Panel A - 2 Visits,R01,KILOMBERO  RICE,RG01,2,ACRE,.40000001,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,0137-001,PANEL A,Panel A - 2 Visits,R02,KILOMBERO  RICE,RG02,1,ACRE,.30000001,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,0137-001,PANEL A,Panel A - 2 Visits,R03,KILOMBERO  RICE,RG03,1,ACRE,.40000001,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0138-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,.25,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0138-001,PANEL B,Panel B - 2 Visits,R02,H.MAIZE RECYCLED,RG02,1,ACRE,.20999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0139-001,PANEL A,Panel A - 2 Visits,R01,LOCAL  MAIZE,RG01,1,ACRE,.1,,11,CLEAR / SUNNY
2,0139-001,PANEL A,Panel A - 2 Visits,R02,KILOMBERO  RICE,RG02,1,ACRE,.40000001,,10,CLEAR / SUNNY
3,0139-001,PANEL A,Panel A - 2 Visits,R03,KILOMBERO  RICE,RG03,1,ACRE,1.1,,11,CLEAR / SUNNY
4,0139-001,PANEL A,Panel A - 2 Visits,R04,SENGA  RICE,RG04,1,ACRE,1.1,,11,CLEAR / SUNNY
1,0140-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE RECYCLED,RG01,1,ACRE,.37,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0140-001,PANEL B,Panel B - 2 Visits,R02,FINGER MILLET,RG02,.5,ACRE,.28,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0141-001,PANEL A,Panel A - 2 Visits,R01,KILOMBELO,RG01,1,ACRE,.40000001,,11,CLEAR / SUNNY
1,0142-001,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,2,ACRE,2.0999999,,10,CLEAR / SUNNY
2,0142-001,PANEL B,Panel B - 2 Visits,R02,FINGER MILLET,RG02,.5,ACRE,.14,,10,CLEAR / SUNNY
1,0142-003,PANEL B,Panel B - 2 Visits,R01,MUNDA WA KUNSINJE (LOCAL,RG01,1,ACRE,.80000001,,10,PARTLY CLOUDY / PARTLY SUNNY
2,0142-003,PANEL B,Panel B - 2 Visits,R02,MALIMBA G/NUTS,RG01,.25,ACRE,.15000001,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0143-002,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.5,ACRE,.30000001,,11,CLEAR / SUNNY
2,0143-002,PANEL A,Panel A - 2 Visits,R02,KILOMBERO,RG02,.5,ACRE,.5,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0144-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.2,,9,PARTLY CLOUDY / PARTLY SUNNY
2,0144-001,PANEL B,Panel B - 2 Visits,R02,SOYA BEAN,RG02,.25,ACRE,1.1,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0145-001,PANEL A,Panel A - 2 Visits,R01,RICE  KILOMBERO,RG01,5,ACRE,5.9400001,,11,CLEAR / SUNNY
2,0145-001,PANEL A,Panel A - 2 Visits,R02,RICE  KILOMBERO,RG02,.75,ACRE,.69999999,,11,CLEAR / SUNNY
3,0145-001,PANEL A,Panel A - 2 Visits,R03,RICE  KILOMBERO,RG03,.75,ACRE,1.75,,11,CLEAR / SUNNY
1,0146-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,2.5,ACRE,2.9000001,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0146-001,PANEL B,Panel B - 2 Visits,R02,FINGER MILLET,RG01,.5,ACRE,.15000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0147-001,PANEL A,Panel A - 2 Visits,R01,MAIZE  LOCAL,RG01,1,ACRE,1.4,,11,PARTLY CLOUDY / PARTLY SUNNY
2,0147-001,PANEL A,Panel A - 2 Visits,R02,RICE KILOMBELO,RG02,1,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0148-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1.4,,7,PARTLY CLOUDY / PARTLY SUNNY
2,0148-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO BURLEY,RG02,1.25,ACRE,.40000001,,7,PARTLY CLOUDY / PARTLY SUNNY
1,0149-001,PANEL A,Panel A - 2 Visits,R01,KILOMBERO,RG01,.25,ACRE,.40000001,,10,CLEAR / SUNNY
2,0149-001,PANEL A,Panel A - 2 Visits,R02,ZAMBIA,RG01,1,ACRE,.30000001,,10,CLEAR / SUNNY
3,0149-001,PANEL A,Panel A - 2 Visits,R03,HYBRID,RG02,.25,ACRE,.30000001,,10,CLEAR / SUNNY
1,0152-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.89999998,,9,PARTLY CLOUDY / PARTLY SUNNY
1,0153-001,PANEL A,Panel A - 2 Visits,R01,HYBRID  MAIZE  KWA SONGWE,RG01,2,ACRE,.60000002,,9,CLEAR / SUNNY
2,0153-001,PANEL A,Panel A - 2 Visits,R02,KILOMBERO  RICE KWA MPOND,RG02,.30000001,ACRE,.5,,10,CLEAR / SUNNY
3,0153-001,PANEL A,Panel A - 2 Visits,R03,ZAMBIA  RICE  KWA  MPONDA,RG03,1,ACRE,.80000001,,11,CLEAR / SUNNY
1,0154-001,PANEL B,Panel B - 2 Visits,R01,MAIZE HYBRID,RG01,1,ACRE,.16,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0154-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.34999999,,11,PARTLY CLOUDY / PARTLY SUNNY
3,0154-001,PANEL B,Panel B - 2 Visits,R03,MAIZE HYBRID,RG03,.25,ACRE,.07,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0155-001,PANEL A,Panel A - 2 Visits,R01,KILOMBERO  RICE,RG01,1,ACRE,1.3,,11,CLEAR / SUNNY
2,0155-001,PANEL A,Panel A - 2 Visits,R02,ZAMBIA  RICE,RG02,.25,ACRE,.2,,11,CLEAR / SUNNY
3,0155-001,PANEL A,Panel A - 2 Visits,R03,HYBRID  MAIZE,RG03,.25,ACRE,.5,,11,CLEAR / SUNNY
1,0156-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.5,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0156-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.25,ACRE,.30000001,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0157-001,PANEL A,Panel A - 2 Visits,R01,KILOMBELO  RICE,RG01,2,ACRE,.1,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,0157-001,PANEL A,Panel A - 2 Visits,R02,KILOMBELO  RICE,RG02,1.5,ACRE,2.5999999,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0158-001,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,.5,ACRE,.60000002,,11,CLEAR / SUNNY
2,0158-001,PANEL B,Panel B - 2 Visits,R02,CHALIMBANA,RG02,1,ACRE,1,,11,CLEAR / SUNNY
3,0158-001,PANEL B,Panel B - 2 Visits,R03,HYBRID RECYCLED,RG03,.5,ACRE,.69999999,,11,CLEAR / SUNNY
4,0158-001,PANEL B,Panel B - 2 Visits,R04,SOYA BEAN,RG04,.5,ACRE,.5,,11,CLEAR / SUNNY
5,0158-001,PANEL B,Panel B - 2 Visits,R05,SWEET POTATO,RG04,.40000001,ACRE,.1,,11,CLEAR / SUNNY
1,0159-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.75,ACRE,.27000001,,11,CLEAR / SUNNY
2,0159-001,PANEL A,Panel A - 2 Visits,R02,RICE  KILOMBERO,RG02,1.5,ACRE,.38999999,,11,CLEAR / SUNNY
3,0159-001,PANEL A,Panel A - 2 Visits,R03,RICE  KILOMBERO,RG03,1.5,ACRE,.44999999,,11,CLEAR / SUNNY
1,0160-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE RECYCLED,RG01,1.75,ACRE,1.05,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0161-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,.63999999,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,0161-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,1.0700001,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,0161-006,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0162-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.4,,12,CLEAR / SUNNY
1,0163-001,PANEL A,Panel A - 2 Visits,R01,COMPOSITE MAIZE,RG01,1,ACRE,.69999999,,11,CLEAR / SUNNY
2,0163-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,.80000001,,11,CLEAR / SUNNY
3,0163-001,PANEL A,Panel A - 2 Visits,R03,SWEET POTATO,RG03,.25,ACRE,.1,,11,CLEAR / SUNNY
1,0164-001,PANEL B,Panel B - 2 Visits,R01,MAIZE HYBRID,RG01,.5,ACRE,.2,,12,CLEAR / SUNNY
2,0164-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.30000001,,12,CLEAR / SUNNY
3,0164-001,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZE,RG03,1,ACRE,.80000001,,12,CLEAR / SUNNY
1,0165-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID,RG01,1.5,ACRE,.5,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0166-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.1,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,0166-001,PANEL B,Panel B - 2 Visits,R02,MANIPINTA GROUNDNUTS,RG02,.5,ACRE,.1,,10,MOSTLY CLEAR / MOSTLY SUNNY
