occ,y2_hhid,qx_type,interview_status,ag_a1_start,ag_a1_end,ag_a2_start,ag_a2_end,ag_b_start,ag_b_end,ag_b_start_day,ag_b_start_month,ag_b_start_hour,ag_b_start_minute,ag_b_end_hour,ag_b_end_minute,ag_b_respondent,ag_b1_start,ag_b1_end,ag_b1_start_day,ag_b1_start_month,ag_b1_start_hour,ag_b1_start_minute,ag_b1_end_hour,ag_b1_end_minute,ag_b1_respondent,ag_c_start,ag_c_end,ag_c_start_day,ag_c_start_month,ag_c_start_hour,ag_c_start_minute,ag_c_end_hour,ag_c_end_minute,ag_c_respondent,ag_d_start,ag_d_end,ag_d_start_day,ag_d_start_month,ag_d_start_hour,ag_d_start_minute,ag_d_end_hour,ag_d_end_minute,ag_d_respondent,ag_e_start,ag_e_end,ag_e_start_day,ag_e_start_month,ag_e_start_hour,ag_e_start_minute,ag_e_end_hour,ag_e_end_minute,ag_e_respondent,ag_f_start,ag_f_end,ag_f_start_day,ag_f_start_month,ag_f_start_hour,ag_f_start_minute,ag_f_end_hour,ag_f_end_minute,ag_f_respondent,ag_g_start,ag_g_end,ag_g_start_day,ag_g_start_month,ag_g_start_hour,ag_g_start_minute,ag_g_end_hour,ag_g_end_minute,ag_h_start,ag_h_end,ag_h_start_day,ag_h_start_month,ag_h_start_hour,ag_h_start_minute,ag_h_end_hour,ag_h_end_minute,ag_h_respondent,ag_r_start,ag_r_end,ag_r_start_day,ag_r_start_month,ag_r_start_hour,ag_r_start_minute,ag_r_end_hour,ag_r_end_minute,ag_s_start,ag_s_end,ag_s_start_day,ag_s_start_month,ag_s_start_hour,ag_s_start_minute,ag_s_end_hour,ag_s_end_minute,ag_s_respondent,ag_i_start,ag_i_end,ag_i_start_day,ag_i_start_month,ag_i_start_hour,ag_i_start_minute,ag_i_end_hour,ag_i_end_minute,ag_i1_start,ag_i1_end,ag_i1_start_day,ag_i1_start_month,ag_i1_start_hour,ag_i1_start_minute,ag_i1_end_hour,ag_i1_end_minute,ag_i1_respondent,ag_j_start,ag_j_end,ag_j_start_day,ag_j_start_month,ag_j_start_hour,ag_j_start_minute,ag_j_end_hour,ag_j_end_minute,ag_j_respondent,ag_k_start,ag_k_end,ag_k_start_day,ag_k_start_month,ag_k_start_hour,ag_k_start_minute,ag_k_end_hour,ag_k_end_minute,ag_k_respondent,ag_l_start,ag_l_end,ag_l_start_day,ag_l_start_month,ag_l_start_hour,ag_l_start_minute,ag_l_end_hour,ag_l_end_minute,ag_l_respondent,ag_m_start,ag_m_end,ag_m_start_day,ag_m_start_month,ag_m_start_hour,ag_m_start_minute,ag_m_end_hour,ag_m_end_minute,ag_m_respondent,ag_n_start,ag_n_end,ag_n_start_day,ag_n_start_month,ag_n_start_hour,ag_n_start_minute,ag_n_end_hour,ag_n_end_minute,ag_n_respondent,ag_o1_start,ag_o1_end,ag_o1_start_day,ag_o1_start_month,ag_o1_start_hour,ag_o1_start_minute,ag_o1_end_hour,ag_o1_end_minute,ag_o11_start,ag_o11_end,ag_o11_start_day,ag_o11_start_month,ag_o11_start_hour,ag_o11_start_minute,ag_o11_end_hour,ag_o11_end_minute,ag_o11_respondent,ag_o2_start,ag_o2_end,ag_o2_start_day,ag_o2_start_month,ag_o2_start_hour,ag_o2_start_minute,ag_o2_end_hour,ag_o2_end_minute,ag_o2_respondent,ag_p_start,ag_p_end,ag_p_start_day,ag_p_start_month,ag_p_start_hour,ag_p_start_minute,ag_p_end_hour,ag_p_end_minute,ag_p_respondent,ag_q_start,ag_q_end,ag_q_start_day,ag_q_start_month,ag_q_start_hour,ag_q_start_minute,ag_q_end_hour,ag_q_end_minute,ag_t_start,ag_t_end,ag_t_start_day,ag_t_start_month,ag_t_start_hour,ag_t_start_minute,ag_t_end_hour,ag_t_end_minute,ag_t_respondent,ag_u1_start,ag_u1_end,ag_u1_start_day,ag_u1_start_month,ag_u1_start_hour,ag_u1_start_minute,ag_u1_manager,ag_u1_manager_a,ag_u1_end_hour,ag_u1_end_minute,ag_u2_start,ag_u2_end,ag_u2_start_day,ag_u2_start_month,ag_u2_start_hour,ag_u2_start_minute,ag_u2_manager_a,ag_u2_end_hour,ag_u2_end_minute,ag_u3_start,ag_u3_end,ag_u3_start_day,ag_u3_start_month,ag_u3_start_hour,ag_u3_start_minute,ag_u3_manager_a,ag_u3_end_hour,ag_u3_end_minute,ag_u4_start,ag_u4_end,ag_u4_start_day,ag_u4_start_month,ag_u4_start_hour,ag_u4_start_minute,ag_u4_manager_a,ag_u4_end_hour,ag_u4_end_minute,ag_nr_start,ag_nr_end
1,0219-001,PANEL A,Panel A - 2 Visits,26/05/13 11:58:18,26/05/13 12:10:22,,02/09/13 11:42:41,26/05/13 12:10:22,02/09/13 11:42:41,22,MAY,11,3,11,8,1,26/05/13 12:13:09,02/09/13 11:42:41,22,MAY,11,8,11,9,1,26/05/13 12:14:58,02/09/13 11:42:41,22,MAY,11,9,11,10,1,26/05/13 12:17:06,02/09/13 11:42:43,22,MAY,11,10,11,22,1,26/05/13 12:21:16,02/09/13 11:42:43,22,MAY,11,22,11,24,1,26/05/13 12:22:19,02/09/13 11:42:43,22,MAY,11,24,11,34,1,26/05/13 12:30:01,02/09/13 11:42:43,22,MAY,11,34,11,36,26/05/13 14:51:38,02/09/13 11:42:43,22,MAY,11,36,11,39,1,26/05/13 14:52:47,02/09/13 11:42:45,22,MAY,11,40,11,40,,02/09/13 11:42:45,,,,,,,,02/09/13 11:43:47,02/09/13 11:44:16,28,AUGUST,11,13,11,17,02/09/13 11:44:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 11:44:17,,,,,,,,,02/09/13 11:44:31,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 11:44:32,02/09/13 11:44:55,28,AUGUST,11,22,11,28,1,02/09/13 11:44:55,02/09/13 11:46:41,28,AUGUST,11,29,1,1,11,38,02/09/13 11:46:41,02/09/13 11:47:07,28,AUGUST,11,38,1,11,48,02/09/13 11:47:07,,,,,,,,,,,,,,,,,,26/05/13 14:53:10,26/05/13 14:53:10
1,0220-001,PANEL B,Panel B - 2 Visits,03/07/13 14:46:08,03/07/13 14:47:22,,09/10/13 15:27:34,03/07/13 14:47:22,09/10/13 15:27:35,2,JULY,14,11,14,17,1,03/07/13 14:49:05,09/10/13 15:27:35,2,JULY,14,17,14,21,1,03/07/13 14:50:18,09/10/13 15:27:35,2,JULY,14,21,14,23,1,03/07/13 14:51:44,09/10/13 15:27:36,2,JULY,14,24,14,3,1,03/07/13 14:55:13,09/10/13 15:27:36,2,JULY,14,35,14,36,1,03/07/13 14:55:51,09/10/13 15:27:37,2,JULY,14,37,14,40,1,03/07/13 14:56:28,09/10/13 15:27:37,2,JULY,14,40,14,43,03/07/13 14:57:13,09/10/13 15:27:37,2,JULY,14,43,14,45,1,03/07/13 14:57:53,09/10/13 15:27:37,2,JULY,14,47,14,51,03/07/13 14:59:11,09/10/13 15:27:37,2,JULY,14,51,14,52,1,09/10/13 15:28:59,09/10/13 15:30:10,6,OCTOBER,14,8,14,14,09/10/13 15:30:10,09/10/13 15:30:48,6,OCTOBER,14,14,14,16,1,09/10/13 15:30:48,09/10/13 15:33:28,6,OCTOBER,14,15,14,17,1,09/10/13 15:33:28,09/10/13 15:34:59,6,OCTOBER,14,17,14,23,1,09/10/13 15:34:59,09/10/13 15:35:15,6,OCTOBER,14,23,14,24,1,09/10/13 15:35:15,09/10/13 15:35:43,6,OCTOBER,14,24,14,26,1,09/10/13 15:35:43,09/10/13 15:36:23,6,OCTOBER,14,26,14,29,1,09/10/13 15:36:23,09/10/13 15:36:51,6,OCTOBER,14,29,14,32,09/10/13 15:36:51,09/10/13 15:37:27,6,OCTOBER,14,32,14,34,1,09/10/13 15:37:28,09/10/13 15:38:18,6,OCTOBER,14,34,14,36,1,09/10/13 15:38:18,09/10/13 15:38:49,6,OCTOBER,14,36,14,42,1,09/10/13 15:38:49,09/10/13 15:39:30,6,OCTOBER,14,42,14,47,09/10/13 15:39:31,09/10/13 15:40:04,6,OCTOBER,14,47,14,50,1,09/10/13 15:40:04,09/10/13 15:41:39,6,OCTOBER,14,51,2,1,14,59,09/10/13 15:41:39,09/10/13 15:41:59,6,OCTOBER,14,59,1,15,4,09/10/13 15:41:59,09/10/13 15:43:27,6,OCTOBER,15,4,2,15,8,09/10/13 15:43:28,09/10/13 15:43:47,6,OCTOBER,15,8,2,15,13,03/07/13 14:59:36,03/07/13 14:59:37
1,0221-001,PANEL A,Panel A - 2 Visits,23/05/13 15:38:55,23/05/13 15:41:06,,02/09/13 13:07:41,23/05/13 15:41:06,02/09/13 13:07:41,21,MAY,10,22,10,23,1,23/05/13 15:53:12,02/09/13 13:07:41,21,MAY,10,23,10,37,1,23/05/13 15:54:43,02/09/13 13:07:41,21,MAY,10,37,10,39,1,23/05/13 15:56:44,02/09/13 13:07:44,21,MAY,10,40,11,1,1,23/05/13 16:03:53,02/09/13 13:07:44,21,MAY,11,2,11,16,1,23/05/13 16:09:13,02/09/13 13:07:44,21,MAY,11,17,11,18,1,23/05/13 16:09:45,02/09/13 13:07:44,21,MAY,11,18,11,22,23/05/13 16:11:23,02/09/13 13:07:44,21,MAY,11,22,11,24,1,23/05/13 16:12:46,02/09/13 13:07:44,21,MAY,11,25,11,30,23/05/13 16:14:31,02/09/13 13:07:44,21,MAY,11,28,11,35,1,02/09/13 13:09:35,02/09/13 13:10:34,28,AUGUST,11,24,11,27,02/09/13 13:10:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 13:10:35,,,,,,,,,02/09/13 13:10:47,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 13:10:47,02/09/13 13:11:11,28,AUGUST,11,28,11,29,1,02/09/13 13:11:11,02/09/13 13:13:06,28,AUGUST,11,30,1,1,11,38,02/09/13 13:13:06,02/09/13 13:13:20,28,AUGUST,11,38,1,11,44,02/09/13 13:13:20,02/09/13 13:14:42,28,AUGUST,11,44,2,11,52,02/09/13 13:14:42,02/09/13 13:15:06,28,AUGUST,11,52,2,11,57,23/05/13 16:14:54,23/05/13 16:17:10
1,0221-005,PANEL A,Panel A - 2 Visits,15/08/13 09:20:58,15/08/13 09:23:07,,02/09/13 14:26:49,15/08/13 09:23:07,15/08/13 09:23:41,23,MAY,10,22,10,29,1,15/08/13 09:23:41,15/08/13 09:24:29,23,MAY,10,29,10,31,1,15/08/13 09:24:29,15/08/13 09:26:11,23,MAY,10,33,10,34,1,15/08/13 09:26:11,15/08/13 09:27:52,23,MAY,23,5,10,51,1,15/08/13 09:27:52,15/08/13 09:31:46,23,MAY,10,51,11,13,1,15/08/13 09:31:46,15/08/13 09:32:11,23,MAY,11,13,11,13,1,15/08/13 09:32:11,15/08/13 09:32:43,23,MAY,11,13,11,15,15/08/13 09:32:43,15/08/13 09:33:09,23,MAY,11,15,11,18,1,15/08/13 09:33:09,15/08/13 09:34:08,23,MAY,11,18,11,24,15/08/13 09:34:08,15/08/13 09:34:41,23,MAY,11,24,11,25,1,02/09/13 14:31:21,02/09/13 14:31:48,28,AUGUST,14,32,14,35,02/09/13 14:31:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 14:31:56,,,,,,,,,02/09/13 14:32:18,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 14:32:18,02/09/13 14:32:44,28,AUGUST,14,36,14,38,2,02/09/13 14:32:44,02/09/13 14:34:20,28,AUGUST,14,38,2,1,14,44,02/09/13 14:34:20,02/09/13 14:34:38,28,AUGUST,14,44,1,14,50,02/09/13 14:34:38,02/09/13 14:36:15,28,AUGUST,14,50,2,14,56,02/09/13 14:36:15,02/09/13 14:36:49,28,AUGUST,14,56,2,15,2,15/08/13 09:34:42,15/08/13 09:35:34
1,0222-001,PANEL B,Panel B - 2 Visits,03/07/13 11:03:05,03/07/13 11:04:15,,09/10/13 16:07:04,03/07/13 11:04:15,09/10/13 16:07:04,1,JULY,11,17,11,23,1,03/07/13 11:04:59,09/10/13 16:07:05,1,JULY,11,24,11,24,1,03/07/13 11:05:40,09/10/13 16:07:05,1,JULY,11,25,11,25,1,03/07/13 11:06:34,09/10/13 16:07:05,1,JULY,11,26,11,35,1,03/07/13 11:07:43,09/10/13 16:07:05,1,JULY,11,36,11,37,1,03/07/13 11:08:39,09/10/13 16:07:05,1,JULY,11,37,11,39,1,03/07/13 11:08:57,09/10/13 16:07:05,1,JULY,11,39,11,41,03/07/13 11:09:21,09/10/13 16:07:05,1,JULY,11,41,11,44,1,03/07/13 11:10:06,09/10/13 16:07:05,1,JULY,11,44,11,47,03/07/13 11:11:07,09/10/13 16:07:05,1,JULY,11,47,11,48,1,09/10/13 16:08:08,09/10/13 16:08:32,5,OCTOBER,15,42,13,46,09/10/13 16:08:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/10/13 16:08:33,09/10/13 16:09:38,5,OCTOBER,13,49,13,52,2,09/10/13 16:09:38,09/10/13 16:10:41,5,OCTOBER,13,52,13,55,1,09/10/13 16:10:41,09/10/13 16:11:09,5,OCTOBER,13,55,14,0,2,09/10/13 16:11:09,09/10/13 16:12:11,5,OCTOBER,14,0,14,4,09/10/13 16:12:12,09/10/13 16:12:27,5,OCTOBER,14,4,14,7,2,09/10/13 16:12:27,09/10/13 16:13:50,5,OCTOBER,14,7,2,2,14,12,09/10/13 16:13:50,09/10/13 16:14:08,5,OCTOBER,14,12,2,14,16,09/10/13 16:14:08,09/10/13 16:15:25,5,OCTOBER,14,18,1,14,25,09/10/13 16:15:25,09/10/13 16:15:44,5,OCTOBER,14,25,1,14,30,03/07/13 11:11:23,03/07/13 11:11:38
1,0224-001,PANEL B,Panel B - 2 Visits,03/07/13 10:35:23,03/07/13 10:37:30,,08/10/13 11:53:05,03/07/13 10:37:30,08/10/13 11:53:05,1,JULY,12,21,12,24,1,03/07/13 10:38:03,08/10/13 11:53:05,1,JULY,12,24,12,25,1,03/07/13 10:38:43,08/10/13 11:53:05,1,JULY,12,26,12,26,1,03/07/13 10:39:23,08/10/13 11:53:07,1,JULY,12,26,12,31,1,03/07/13 10:40:54,08/10/13 11:53:07,1,JULY,12,32,12,36,1,03/07/13 10:43:31,08/10/13 11:53:07,1,JULY,12,36,12,38,1,03/07/13 10:44:19,08/10/13 11:53:07,1,JULY,12,38,12,39,03/07/13 10:44:44,08/10/13 11:53:07,1,JULY,12,39,12,40,1,03/07/13 10:45:06,08/10/13 11:53:07,1,JULY,12,40,12,44,03/07/13 10:46:09,08/10/13 11:53:07,1,JULY,12,44,12,45,1,08/10/13 11:54:17,08/10/13 11:54:58,5,OCTOBER,14,10,14,15,08/10/13 11:54:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/13 11:54:59,08/10/13 11:55:40,5,OCTOBER,14,15,14,18,1,08/10/13 11:55:40,08/10/13 11:56:58,5,OCTOBER,14,18,14,23,1,08/10/13 11:56:58,08/10/13 11:58:01,5,OCTOBER,14,23,14,30,1,08/10/13 11:58:01,08/10/13 11:58:30,5,OCTOBER,14,30,14,35,08/10/13 11:58:31,08/10/13 11:59:00,5,OCTOBER,14,35,14,40,1,08/10/13 11:59:00,08/10/13 12:00:31,5,OCTOBER,14,40,2,1,14,50,08/10/13 12:00:31,08/10/13 12:00:50,5,OCTOBER,14,50,1,14,59,08/10/13 12:00:50,08/10/13 12:02:58,5,OCTOBER,14,59,2,15,8,08/10/13 12:02:58,08/10/13 12:03:19,5,OCTOBER,15,8,2,15,17,03/07/13 10:46:28,03/07/13 10:46:57
1,0224-003,PANEL B,Panel B - 2 Visits,04/07/13 07:10:47,04/07/13 07:12:04,,08/10/13 16:15:09,04/07/13 07:12:04,08/10/13 16:15:10,3,JULY,7,36,7,40,1,04/07/13 07:13:50,08/10/13 16:15:10,3,JULY,7,40,7,41,1,04/07/13 07:14:27,08/10/13 16:15:10,3,JULY,7,41,7,42,1,04/07/13 07:15:22,08/10/13 16:15:24,3,JULY,7,42,7,49,1,04/07/13 07:17:06,08/10/13 16:15:24,3,JULY,7,49,7,50,1,04/07/13 07:17:41,08/10/13 16:15:24,3,JULY,7,50,7,50,1,04/07/13 07:17:55,08/10/13 16:15:24,3,JULY,7,51,7,52,04/07/13 07:18:18,08/10/13 16:15:24,3,JULY,7,52,7,55,1,04/07/13 07:18:40,08/10/13 16:15:26,3,JULY,7,53,7,53,,08/10/13 16:15:26,,,,,,,,08/10/13 16:17:03,08/10/13 16:17:55,8,OCTOBER,10,0,10,5,08/10/13 16:17:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/13 16:17:56,,,,,,,,,08/10/13 16:18:08,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/13 16:18:08,08/10/13 16:18:30,8,OCTOBER,10,6,10,11,1,08/10/13 16:18:30,08/10/13 16:19:59,8,OCTOBER,10,11,2,1,10,21,08/10/13 16:19:59,08/10/13 16:20:20,8,OCTOBER,10,21,1,10,31,08/10/13 16:20:20,08/10/13 16:21:41,8,OCTOBER,10,31,2,10,40,08/10/13 16:21:41,08/10/13 16:22:07,8,OCTOBER,10,40,2,10,50,04/07/13 07:18:50,04/07/13 07:18:54
1,0224-009,PANEL B,Panel B - 2 Visits,03/07/13 17:50:06,03/07/13 17:51:19,,08/10/13 15:49:53,03/07/13 17:51:19,08/10/13 15:49:53,3,JULY,11,24,11,30,1,03/07/13 17:52:23,08/10/13 15:49:53,3,JULY,11,30,11,32,1,03/07/13 17:54:11,08/10/13 15:49:53,3,JULY,11,32,11,32,1,03/07/13 17:55:50,08/10/13 15:50:02,3,JULY,11,33,11,41,1,03/07/13 17:58:18,08/10/13 15:50:02,3,JULY,11,41,11,42,1,03/07/13 17:58:53,08/10/13 15:50:02,3,JULY,11,42,11,46,1,03/07/13 17:59:40,08/10/13 15:50:02,3,JULY,11,46,11,48,03/07/13 18:00:19,08/10/13 15:50:04,3,JULY,11,48,11,52,1,03/07/13 18:01:16,08/10/13 15:50:08,3,JULY,11,52,11,52,,08/10/13 15:50:08,,,,,,,,08/10/13 15:53:15,08/10/13 15:53:52,7,OCTOBER,8,0,8,5,08/10/13 15:53:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/13 15:53:53,,,,,,,,,08/10/13 15:54:09,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/13 15:54:09,08/10/13 15:54:41,7,OCTOBER,8,7,8,12,1,08/10/13 15:54:41,08/10/13 15:56:07,7,OCTOBER,8,12,1,1,8,20,08/10/13 15:56:07,08/10/13 15:56:29,7,OCTOBER,8,20,1,8,27,08/10/13 15:56:29,,,,,,,,,,,,,,,,,,03/07/13 18:01:26,03/07/13 18:02:08
1,0224-010,PANEL B,Panel B - 2 Visits,03/07/13 18:16:50,03/07/13 18:17:52,,08/10/13 14:50:11,03/07/13 18:17:52,08/10/13 14:50:11,3,JULY,16,4,16,9,1,03/07/13 18:18:35,08/10/13 14:50:11,3,JULY,16,9,16,10,1,03/07/13 18:19:22,08/10/13 14:50:11,3,JULY,16,10,16,11,1,03/07/13 18:20:05,08/10/13 14:50:11,3,JULY,16,11,16,17,1,03/07/13 18:21:36,08/10/13 14:50:11,3,JULY,16,18,16,19,1,03/07/13 18:22:18,08/10/13 14:50:11,3,JULY,16,19,16,22,1,03/07/13 18:23:09,08/10/13 14:50:11,3,JULY,16,22,16,23,03/07/13 18:23:46,08/10/13 14:50:11,3,JULY,16,25,16,25,1,03/07/13 18:24:11,08/10/13 14:50:11,3,JULY,16,25,16,27,03/07/13 18:24:54,08/10/13 14:50:11,3,JULY,16,27,16,30,1,08/10/13 14:51:12,08/10/13 14:51:52,7,OCTOBER,15,52,15,57,08/10/13 14:51:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/13 14:51:53,08/10/13 14:52:31,7,OCTOBER,15,57,16,1,1,08/10/13 14:52:31,08/10/13 14:53:02,7,OCTOBER,16,1,16,5,1,08/10/13 14:53:02,08/10/13 14:53:52,7,OCTOBER,16,5,16,9,1,08/10/13 14:53:52,08/10/13 14:54:10,7,OCTOBER,16,9,16,14,08/10/13 14:54:10,08/10/13 14:54:26,7,OCTOBER,16,14,16,18,1,08/10/13 14:54:26,08/10/13 14:55:50,7,OCTOBER,16,18,2,1,16,28,08/10/13 14:55:50,08/10/13 14:56:15,7,OCTOBER,16,28,1,16,38,08/10/13 14:56:15,08/10/13 14:57:58,7,OCTOBER,16,38,2,16,48,08/10/13 14:57:58,08/10/13 14:58:26,7,OCTOBER,16,38,2,16,58,03/07/13 18:25:07,03/07/13 18:25:25
1,0226-002,PANEL B,Panel B - 2 Visits,13/06/13 06:24:40,13/06/13 06:26:06,,26/09/13 06:34:58,13/06/13 06:26:06,26/09/13 06:35:00,9,JUNE,8,50,9,0,1,13/06/13 06:28:05,26/09/13 06:35:00,9,JUNE,9,1,9,2,1,13/06/13 06:29:49,26/09/13 06:35:00,9,JUNE,9,2,9,4,1,13/06/13 06:31:39,26/09/13 06:35:00,9,JUNE,9,4,9,20,1,13/06/13 06:35:02,26/09/13 06:35:00,9,JUNE,9,21,9,26,1,13/06/13 06:35:50,26/09/13 06:35:00,9,JUNE,9,26,9,31,1,13/06/13 06:36:44,26/09/13 06:35:00,9,JUNE,9,32,9,36,13/06/13 06:37:46,26/09/13 06:35:00,9,JUNE,9,37,9,44,1,13/06/13 06:38:51,26/09/13 06:35:00,9,JUNE,9,45,9,55,13/06/13 06:40:31,26/09/13 06:35:00,9,JUNE,9,55,9,58,1,26/09/13 06:37:06,26/09/13 06:38:11,23,SEPTEMBER,8,40,8,44,26/09/13 06:38:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/09/13 06:38:13,,,,,,,,,26/09/13 06:38:31,26/09/13 06:39:09,23,SEPTEMBER,8,47,8,49,1,26/09/13 06:39:09,26/09/13 06:40:01,23,SEPTEMBER,8,49,8,52,1,26/09/13 06:40:01,26/09/13 06:40:24,23,SEPTEMBER,8,52,8,55,26/09/13 06:40:24,26/09/13 06:40:42,23,SEPTEMBER,8,55,8,57,1,26/09/13 06:40:42,26/09/13 06:42:35,23,SEPTEMBER,8,57,2,1,9,7,26/09/13 06:42:35,26/09/13 06:42:54,23,SEPTEMBER,9,7,1,9,12,26/09/13 06:42:54,26/09/13 06:44:27,23,SEPTEMBER,9,12,2,9,22,26/09/13 06:44:27,26/09/13 06:44:47,23,SEPTEMBER,9,22,2,9,27,13/06/13 06:41:01,13/06/13 06:42:13
1,0228-001,PANEL B,Panel B - 2 Visits,12/06/13 10:58:53,12/06/13 11:00:45,,27/09/13 12:22:19,12/06/13 11:00:45,27/09/13 12:22:19,9,JUNE,12,3,12,12,1,12/06/13 11:01:22,27/09/13 12:22:19,9,JUNE,12,13,12,15,1,12/06/13 11:01:59,27/09/13 12:22:19,9,JUNE,12,16,10,18,1,12/06/13 11:02:38,27/09/13 12:22:19,9,JUNE,12,19,12,25,1,12/06/13 11:04:04,27/09/13 12:22:19,9,JUNE,12,26,12,33,1,12/06/13 11:04:49,27/09/13 12:22:19,9,JUNE,12,33,12,40,1,12/06/13 11:05:55,27/09/13 12:22:19,9,JUNE,12,40,12,42,12/06/13 11:06:18,27/09/13 12:22:19,9,JUNE,12,43,12,50,1,12/06/13 11:06:47,27/09/13 12:22:19,9,JUNE,12,50,12,58,12/06/13 11:07:33,27/09/13 12:22:19,9,JUNE,12,58,12,58,1,27/09/13 12:23:11,27/09/13 12:23:31,24,SEPTEMBER,11,36,11,40,27/09/13 12:23:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/09/13 12:23:32,,,,,,,,,27/09/13 12:23:45,,,,,,,,,,,,,,,,,,,,,,,,,,27/09/13 12:23:45,27/09/13 12:24:06,24,SEPTEMBER,11,49,11,53,2,27/09/13 12:24:06,27/09/13 12:25:53,24,SEPTEMBER,11,53,2,2,11,58,27/09/13 12:25:53,27/09/13 12:26:42,24,SEPTEMBER,11,58,2,12,3,27/09/13 12:26:42,27/09/13 12:28:22,24,SEPTEMBER,12,6,1,12,11,27/09/13 12:28:22,27/09/13 12:28:44,24,SEPTEMBER,12,11,1,12,16,12/06/13 11:07:46,12/06/13 11:07:58
1,0229-001,PANEL A,Panel A - 2 Visits,02/07/13 06:54:05,02/07/13 06:56:59,,11/09/13 16:43:04,02/07/13 06:56:59,11/09/13 16:43:06,23,JUNE,11,19,11,25,1,02/07/13 06:58:49,11/09/13 16:43:06,23,JUNE,11,26,11,30,1,02/07/13 07:02:53,11/09/13 16:43:07,23,JUNE,11,30,11,31,1,02/07/13 07:09:13,11/09/13 16:43:07,23,JUNE,11,33,11,48,1,02/07/13 07:16:20,11/09/13 16:43:09,23,JUNE,11,51,11,58,1,02/07/13 07:25:57,11/09/13 16:43:09,23,JUNE,13,6,13,9,1,02/07/13 07:27:30,11/09/13 16:43:09,23,JUNE,13,10,13,18,02/07/13 07:35:02,11/09/13 16:43:09,23,JUNE,13,18,13,23,1,02/07/13 07:36:57,11/09/13 16:43:09,23,JUNE,13,24,13,34,02/07/13 07:38:58,11/09/13 16:43:09,23,JUNE,13,34,13,38,1,11/09/13 16:51:04,11/09/13 16:52:21,29,AUGUST,8,22,8,25,11/09/13 16:52:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/09/13 16:52:23,11/09/13 16:54:29,29,AUGUST,8,25,8,27,2,11/09/13 16:54:29,11/09/13 16:56:13,29,AUGUST,8,27,8,30,2,11/09/13 16:56:13,11/09/13 17:02:12,29,AUGUST,8,30,8,33,2,11/09/13 17:02:12,11/09/13 17:02:59,29,AUGUST,8,33,8,36,11/09/13 17:02:59,11/09/13 17:04:27,29,AUGUST,8,36,8,37,2,11/09/13 17:04:27,11/09/13 17:06:31,29,AUGUST,8,37,1,1,8,49,11/09/13 17:06:31,11/09/13 17:07:03,29,AUGUST,8,50,1,8,56,11/09/13 17:07:03,,,,,,,,,,,,,,,,,,02/07/13 07:39:28,02/07/13 07:41:35
