occ,y2_hhid,qx_type,interview_status,ag_b0a,ag_b0c,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03b,ag_b04a,ag_b04b,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11c,ag_b12a,ag_b12b,ag_b12c,ag_b13a,ag_b13b,ag_b13c,ag_b14a,ag_b14b,ag_b14c,ag_b15a,ag_b15b,ag_b15c,ag_b16a,ag_b16b,ag_b16c,ag_b16d,ag_b17a,ag_b17b,ag_b18,ag_b19,ag_b20a,ag_b20b,ag_b20c,ag_b21a,ag_b21b,ag_b22a,ag_b22b
2,0034-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.75,ACRE,NO,,,60,PAIL (LARGE),UNSHELLED,JULY,JULY,NO,,,,,,,,6,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0035-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,NO,,,40,PAIL (LARGE),SHELLED,JUNE,JULY,YES,8,PAIL (LARGE),SHELLED,20000,2,3,0,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0035-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,70,PAIL (LARGE),UNSHELLED,APRIL,MAY,YES,5,PAIL (LARGE),UNSHELLED,9000,2,4,0,4,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,2,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
1,0036-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,DROUGHT,,20,PAIL (LARGE),SHELLED,JUNE,JUNE,YES,2,PAIL (LARGE),SHELLED,1600,1,2,0,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0036-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.25,ACRE,YES,DROUGHT,,30,PAIL (LARGE),SHELLED,JULY,JULY,YES,2,PAIL (LARGE),UNSHELLED,8000,1,2,0,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0037-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.25,ACRE,YES,OTHER (SPECIFY),,14,PAIL (LARGE),SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0037-001,PANEL A,Panel A - 2 Visits,YES,OTHER GROUNDNUT (SPECIFY),.25,ACRE,NO,,,2,PAIL (LARGE),UNSHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0038-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,2,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0038-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,1,50 KG BAG,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0040-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID RECYCLED,1.25,ACRE,NO,,,3,50 KG BAG,SHELLED,JULY,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0041-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,1,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,15,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0041-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,3,ACRE,NO,,,30,50 KG BAG,SHELLED,JUNE,JULY,YES,2,50 KG BAG,SHELLED,18000,1,2,0,1,50 KG BAG,SHELLED,0,,,0,,,0,,,1,50 KG BAG,SHELLED,50,50 KG BAG,UNSHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0041-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,2,ACRE,NO,,,12,50 KG BAG,UNSHELLED,APRIL,MAY,YES,10,50 KG BAG,UNSHELLED,40000,1,2,0,0,,,0,,,0,,,0,,,30,KILOGRAM,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,0041-001,PANEL A,Panel A - 2 Visits,YES,BEANS,3.25,ACRE,NO,,,2,KILOGRAM,SHELLED,MAY,JUNE,YES,1,50 KG BAG,SHELLED,30000,1,2,0,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
5,0041-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.25,ACRE,NO,,,140,KILOGRAM,NOT APPLICABLE,APRIL,JUNE,YES,140,KILOGRAM,NOT APPLICABLE,76000,1,2,7000,0,,,0,,,0,,,0,,,4,NO 10 PLATE,NOT APPLICABLE,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,0042-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,3,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0042-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.75,ACRE,NO,,,2,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0043-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,3,50 KG BAG,SHELLED,JULY,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0043-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,4,50 KG BAG,SHELLED,JULY,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0043-001,PANEL A,Panel A - 2 Visits,YES,SWEET POTATO,.25,ACRE,NO,,,60,KILOGRAM,NOT APPLICABLE,APRIL,MAY,YES,30,KILOGRAM,NOT APPLICABLE,5000,1,2,900,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0044-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID RECYCLED,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0044-001,PANEL B,Panel B - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,NO,,,4,50 KG BAG,NOT APPLICABLE,JULY,JULY,YES,4,50 KG BAG,NOT APPLICABLE,56000,1,2,12000,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,0045-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DISEASES,LACK OF HIRED LABOR,2,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0046-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,OTHER (SPECIFY),,10,PAIL (LARGE),SHELLED,MAY,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0046-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,OTHER (SPECIFY),,10,PAIL (LARGE),SHELLED,MAY,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0047-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DROUGHT,,12,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0047-001,PANEL A,Panel A - 2 Visits,YES,OTHER GROUNDNUT (SPECIFY),.25,ACRE,YES,DROUGHT,,3,PAIL (LARGE),UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0048-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,NO,,,80,PAIL (LARGE),SHELLED,JULY,JULY,NO,,,,,,,,10,PAIL (LARGE),SHELLED,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,PAIL (LARGE),SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0048-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.25,ACRE,NO,,,4,PAIL (LARGE),UNSHELLED,AUGUST,AUGUST,NO,,,,,,,,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,10,KILOGRAM,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0049-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,12,50 KG BAG,SHELLED,JUNE,JUNE,YES,5,50 KG BAG,SHELLED,28000,1,2,0,0,,,0,,,0,,,0,,,20,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0049-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.1,ACRE,NO,,,6,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0049-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.1,ACRE,NO,,,3,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0050-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DROUGHT,IRREGULAR RAINS,20,PAIL (LARGE),SHELLED,AUGUST,AUGUST,NO,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0050-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,10,PAIL (LARGE),UNSHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0050-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.25,ACRE,NO,,,2,PAIL (LARGE),SHELLED,JUNE,JUNE,YES,1,PAIL (SMALL),SHELLED,1000,1,2,0,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0051-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,2,ACRE,NO,,,120,PAIL (LARGE),SHELLED,MAY,JUNE,YES,40,PAIL (LARGE),SHELLED,80000,1,2,0,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
2,0051-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1.5,ACRE,NO,,,80,PAIL (LARGE),SHELLED,MAY,JUNE,NO,,,,,,,,5,PAIL (LARGE),SHELLED,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0051-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,65,PAIL (LARGE),UNSHELLED,APRIL,MAY,YES,30,PAIL (LARGE),UNSHELLED,60000,1,2,0,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0052-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,50,PAIL (LARGE),SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0052-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,20,PAIL (LARGE),UNSHELLED,MAY,JUNE,YES,10,PAIL (LARGE),UNSHELLED,30000,1,2,0,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0053-002,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,8,50 KG BAG,SHELLED,SEPTEMBER,OCTOBER,YES,5,50 KG BAG,SHELLED,100000,1,,5000,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0053-002,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,1,ACRE,NO,,,3,50 KG BAG,NOT APPLICABLE,FEBRUARY,FEBRUARY,YES,3,50 KG BAG,NOT APPLICABLE,100000,1,,3000,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,0054-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,50,PAIL (LARGE),SHELLED,JUNE,JULY,YES,3,PAIL (LARGE),SHELLED,2400,1,2,0,7,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0054-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,20,PAIL (LARGE),UNSHELLED,AUGUST,AUGUST,YES,2,PAIL (LARGE),UNSHELLED,3500,1,2,0,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0054-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.25,ACRE,NO,,,3,PAIL (LARGE),SHELLED,APRIL,MAY,YES,2,PAIL (LARGE),SHELLED,8000,1,2,0,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,0054-001,PANEL B,Panel B - 2 Visits,YES,SUNFLOWER,.5,ACRE,NO,,,10,PAIL (LARGE),SHELLED,APRIL,MAY,YES,3,PAIL (LARGE),SHELLED,2000,1,2,0,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0055-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,.75,ACRE,NO,,,70,PAIL (LARGE),SHELLED,MAY,JUNE,YES,30,PAIL (LARGE),SHELLED,60000,1,2,0,0,,,0,,,0,,,0,,,3,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0055-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.75,ACRE,NO,,,24,50 KG BAG,UNSHELLED,APRIL,MAY,YES,15,50 KG BAG,UNSHELLED,31500,1,2,0,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0055-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,2,ACRE,NO,,,150,PAIL (LARGE),SHELLED,MAY,JUNE,YES,50,PAIL (LARGE),SHELLED,100000,1,2,0,4,PAIL (LARGE),SHELLED,0,,,0,,,0,,,3,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0056-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,6,50 KG BAG,SHELLED,JULY,AUGUST,YES,1,50 KG BAG,SHELLED,2400,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0056-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.25,ACRE,NO,,,25,KILOGRAM,SHELLED,JULY,AUGUST,YES,25,50 KG BAG,SHELLED,4500,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,0057-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,50,PAIL (LARGE),SHELLED,MAY,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,3,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,8,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0057-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,48,PAIL (LARGE),SHELLED,MAY,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0057-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,NO,,,38,PAIL (LARGE),UNSHELLED,APRIL,MAY,YES,25,PAIL (LARGE),UNSHELLED,37500,1,2,0,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,2,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
4,0057-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,.5,ACRE,NO,,,28,PAIL (LARGE),SHELLED,MAY,JUNE,YES,10,PAIL (LARGE),SHELLED,20000,1,2,0,6,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
5,0057-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,NO,,,24,PAIL (LARGE),UNSHELLED,APRIL,MAY,YES,15,PAIL (LARGE),UNSHELLED,22500,1,2,0,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,2,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
1,0058-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,NO,,,10,PAIL (LARGE),SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0058-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,NO,,,25,PAIL (LARGE),SHELLED,JUNE,JULY,YES,10,PAIL (LARGE),SHELLED,20000,1,2,0,0,,,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
3,0058-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,NO,,,7,PAIL (LARGE),SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0059-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DROUGHT,IRREGULAR RAINS,6,PAIL (LARGE),SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0059-001,PANEL A,Panel A - 2 Visits,YES,BEANS,.25,ACRE,YES,DROUGHT,,1,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0060-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID RECYCLED,.89999998,ACRE,NO,,,3,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,0061-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,5,50 KG BAG,SHELLED,JULY,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0061-001,PANEL A,Panel A - 2 Visits,YES,SWEET POTATO,.25,ACRE,NO,,,2,50 KG BAG,NOT APPLICABLE,MAY,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0061-001,PANEL A,Panel A - 2 Visits,YES,SUNFLOWER,.25,ACRE,NO,,,1,50 KG BAG,UNSHELLED,MAY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,0061-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT MANIPINTA,.15000001,ACRE,NO,,,1,50 KG BAG,UNSHELLED,MAY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0062-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,8,50 KG BAG,UNSHELLED,JULY,AUGUST,YES,2,50 KG BAG,SHELLED,12000,1,,0,0,,,0,,,0,,,0,,,0,,,20,KILOGRAM,UNSHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0063-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,OTHER (SPECIFY),,20,PAIL (LARGE),SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0063-001,PANEL A,Panel A - 2 Visits,YES,BEANS,.25,ACRE,YES,OTHER (SPECIFY),,1,PAIL (LARGE),SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0064-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,8,50 KG BAG,SHELLED,JULY,AUGUST,YES,2,50 KG BAG,SHELLED,15000,1,,0,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0064-001,PANEL B,Panel B - 2 Visits,YES,SOYABEAN,.15000001,ACRE,NO,,,1,50 KG BAG,SHELLED,JULY,AUGUST,YES,1,50 KG BAG,SHELLED,5000,1,,0,0,,,0,,,0,,,0,,,4,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,0064-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT MANIPINTA,.25,ACRE,NO,,,2,50 KG BAG,SHELLED,JULY,AUGUST,YES,2,50 KG BAG,SHELLED,8000,1,,0,0,,,0,,,0,,,0,,,12,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,0065-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,4,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
