HHID,case_id,qx_type,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
86,101034140003,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
66,101034140009,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
66,101034140009,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
66,101034140009,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
96,101034140020,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,
96,101034140020,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,900,0,0,1,2
96,101034140020,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
72,101034140025,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
72,101034140025,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
72,101034140025,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
90,101034140031,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,6000,0,0,1,2
90,101034140031,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3600,0,0,1,2
90,101034140031,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,5400,0,0,1,2
80,101034140042,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
80,101034140042,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,100,0,1,
80,101034140042,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
92,101034140047,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
92,101034140047,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1800,0,0,1,2
92,101034140047,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
84,101034140053,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
84,101034140053,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1600,0,0,1,2
84,101034140053,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
70,101034140064,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
70,101034140064,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
70,101034140064,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
76,101034140069,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
76,101034140069,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
76,101034140069,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
78,101034140075,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
78,101034140075,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,2
78,101034140075,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
94,101034140086,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
94,101034140086,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
94,101034140086,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,500,0,0,1,2
74,101034140091,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
74,101034140091,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
74,101034140091,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1700,0,0,1,2
88,101034140097,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
88,101034140097,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,4
88,101034140097,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
82,101034140108,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,2
82,101034140108,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
82,101034140108,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
68,101034140114,Panel B,2,10103414,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
68,101034140114,Panel B,2,10103414,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
68,101034140114,Panel B,2,10103414,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
123,101041500004,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
123,101041500004,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
123,101041500004,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
127,101041500006,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,
127,101041500006,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
127,101041500006,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
113,101041500012,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
113,101041500012,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
113,101041500012,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
109,101041500013,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
109,101041500013,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
109,101041500013,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
111,101041500015,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
111,101041500015,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
111,101041500015,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
99,101041500023,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
99,101041500023,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
99,101041500023,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
103,101041500027,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
103,101041500027,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
103,101041500027,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107,101041500045,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
107,101041500045,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
107,101041500045,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
115,101041500048,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,850,0,0,1,2
115,101041500048,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
115,101041500048,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
97,101041500053,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
97,101041500053,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
97,101041500053,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
105,101041500054,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,0,0,1,2
105,101041500054,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
105,101041500054,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
125,101041500057,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
125,101041500057,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
125,101041500057,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101,101041500063,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101,101041500063,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101,101041500063,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
119,101041500067,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
119,101041500067,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
119,101041500067,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
117,101041500076,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
117,101041500076,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
117,101041500076,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
121,101041500079,Panel A,1,10104150,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
121,101041500079,Panel A,1,10104150,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
121,101041500079,Panel A,1,10104150,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
102,102016880002,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3500,0,0,1,2
102,102016880002,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
102,102016880002,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
100,102016880010,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
100,102016880010,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
100,102016880010,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
108,102016880018,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
108,102016880018,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
108,102016880018,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
120,102016880033,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
120,102016880033,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
120,102016880033,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
118,102016880041,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
118,102016880041,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2900,0,0,1,2
118,102016880041,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,0,0,1,2
106,102016880049,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
106,102016880049,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1200,0,0,1,2
106,102016880049,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
128,102016880064,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
128,102016880064,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
128,102016880064,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
116,102016880072,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
116,102016880072,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2200,0,0,1,6
116,102016880072,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
122,102016880080,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
122,102016880080,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,
122,102016880080,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
98,102016880095,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
98,102016880095,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
98,102016880095,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
112,102016880103,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
112,102016880103,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,0,1000,1,
112,102016880103,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
110,102016880111,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
110,102016880111,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2100,0,0,1,2
110,102016880111,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
126,102016880126,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
126,102016880126,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
126,102016880126,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
104,102016880134,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,600,0,0,1,2
104,102016880134,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
104,102016880134,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
114,102016880142,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
114,102016880142,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
114,102016880142,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
124,102016880157,Panel B,2,10201688,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
124,102016880157,Panel B,2,10201688,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
124,102016880157,Panel B,2,10201688,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
139,102025140004,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,7500,0,0,1,
139,102025140004,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
139,102025140004,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2500,0,0,1,
155,102025140019,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,2
155,102025140019,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
155,102025140019,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
145,102025140060,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
145,102025140060,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
145,102025140060,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
143,102025140064,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
143,102025140064,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
143,102025140064,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
131,102025140068,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
131,102025140068,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
131,102025140068,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
129,102025140087,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,0,800,1,
129,102025140087,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
129,102025140087,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
137,102025140089,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,7000,0,0,1,2
137,102025140089,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
137,102025140089,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
157,102025140104,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
157,102025140104,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
157,102025140104,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
153,102025140122,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
153,102025140122,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
153,102025140122,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
133,102025140144,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
133,102025140144,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1800,0,0,1,2
133,102025140144,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
151,102025140145,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
151,102025140145,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
151,102025140145,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
149,102025140149,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
149,102025140149,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
149,102025140149,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
147,102025140151,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
147,102025140151,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
147,102025140151,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
135,102025140160,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
135,102025140160,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
135,102025140160,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
159,102025140161,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,300,0,0,1,
159,102025140161,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1600,0,0,1,
159,102025140161,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
141,102025140169,Panel A,1,10202514,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,
141,102025140169,Panel A,1,10202514,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1600,0,0,1,2
141,102025140169,Panel A,1,10202514,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
150,102031760004,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
150,102031760004,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
150,102031760004,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
142,102031760009,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
142,102031760009,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
142,102031760009,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
138,102031760014,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
138,102031760014,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1400,0,0,1,2
138,102031760014,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
136,102031760024,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
136,102031760024,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
136,102031760024,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
148,102031760029,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
148,102031760029,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,2
148,102031760029,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
132,102031760033,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
132,102031760033,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
132,102031760033,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
140,102031760043,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,300,0,0,1,2
140,102031760043,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,1,2
140,102031760043,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
134,102031760048,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
134,102031760048,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
134,102031760048,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
146,102031760053,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
146,102031760053,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
146,102031760053,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
158,102031760063,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,22000,0,0,1,2
158,102031760063,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
158,102031760063,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
152,102031760067,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
152,102031760067,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
152,102031760067,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
144,102031760072,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
144,102031760072,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
144,102031760072,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
154,102031760082,Panel B,2,10203176,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4500,0,0,1,2
154,102031760082,Panel B,2,10203176,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
154,102031760082,Panel B,2,10203176,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
