HHID,case_id,qx_type,visit,ea_id,ag_i0b,ag_i0b_os,ag_i01,ag_i02a,ag_i02b,ag_i02b_os,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12b_os,ag_i12c,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i17_os,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21b_os,ag_i21c,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i26_os,ag_i27,ag_i28,ag_i29,ag_i30a,ag_i30b,ag_i30b_os,ag_i30c,ag_i31a,ag_i31b,ag_i31b_os,ag_i31c,ag_i32a,ag_i32b,ag_i32b_os,ag_i32c,ag_i33a,ag_i33b,ag_i33b_os,ag_i33c,ag_i34a,ag_i34b,ag_i34b_os,ag_i34c,ag_i35a,ag_i35b,ag_i35b_os,ag_i35c,ag_i36a,ag_i36b,ag_i36b_os,ag_i36c,ag_i36d,ag_i36e,ag_i37a,ag_i37a_os,ag_i37b,ag_i37b_os,ag_i38,ag_i39,ag_i39_os,ag_i40a,ag_i40b,ag_i40b_os,ag_i40c,ag_i41a,ag_i41a_os,ag_i41b,ag_i41b_os,ag_i42a,ag_i42a_os,ag_i42b,ag_i42b_os
50,101012040037,Panel B,2,10101204,MAIZE HYBRID,,YES,5,PAIL (LARGE),,S: SHELLED,2500,N07,5,PAIL (LARGE),,S: SHELLED,2500,1,2,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,25,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,Wait for arrival of buyer,
54,101012040041,Panel B,2,10101204,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,10,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
54,101012040041,Panel B,2,10101204,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
54,101012040041,Panel B,2,10101204,TOBACCO BURLEY,,YES,360,KILOGRAM,,NOT APPLICABLE,82000,N06,360,KILOGRAM,,NOT APPLICABLE,82000,1,2,June,2010,1,Buyer picked up the crop,,3400,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
54,101012040041,Panel B,2,10101204,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
48,101012040045,Panel B,2,10101204,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
48,101012040045,Panel B,2,10101204,MAIZE COMPOSITE/OPV,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
48,101012040045,Panel B,2,10101204,TOBACCO BURLEY,,YES,260,KILOGRAM,,NOT APPLICABLE,34500,N05,260,KILOGRAM,,NOT APPLICABLE,34500,1,2,June,2010,1,Truck / Bus / Minibus,,4350,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
48,101012040045,Panel B,2,10101204,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
36,101012040054,Panel B,2,10101204,TOBACCO BURLEY,,YES,360,KILOGRAM,,NOT APPLICABLE,34000,N05,360,KILOGRAM,,NOT APPLICABLE,34000,1,2,June,2010,1,Truck / Bus / Minibus,,5500,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
36,101012040054,Panel B,2,10101204,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,30,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,,
56,101012040058,Panel B,2,10101204,MAIZE HYBRID,,YES,2,PAIL (LARGE),,S: SHELLED,800,N08,2,PAIL (LARGE),,S: SHELLED,800,1,2,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,20,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,Wait for arrival of buyer,
56,101012040058,Panel B,2,10101204,TOBACCO BURLEY,,YES,142,KILOGRAM,,NOT APPLICABLE,48000,N09,142,KILOGRAM,,NOT APPLICABLE,48000,1,2,June,2010,1,Truck / Bus / Minibus,,4080,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Wait for arrival of buyer,,,
64,101012040062,Panel B,2,10101204,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,90 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
64,101012040062,Panel B,2,10101204,MAIZE HYBRID,,YES,10,PAIL (LARGE),,S: SHELLED,4000,N08,10,PAIL (LARGE),,S: SHELLED,4000,1,,July,2010,2,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,4,90 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
64,101012040062,Panel B,2,10101204,TOBACCO BURLEY,,YES,150,KILOGRAM,,NOT APPLICABLE,35000,N09,150,KILOGRAM,,NOT APPLICABLE,35000,1,,July,2010,1,Truck / Bus / Minibus,,3000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
34,101012040071,Panel B,2,10101204,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,6,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Food for household,,,
34,101012040071,Panel B,2,10101204,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
34,101012040071,Panel B,2,10101204,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,50,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,,
34,101012040071,Panel B,2,10101204,TOBACCO BURLEY,,YES,200,KILOGRAM,,NOT APPLICABLE,50000,N05,200,KILOGRAM,,NOT APPLICABLE,50000,1,2,July,2010,1,Truck / Bus / Minibus,,4050,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Wait for arrival of buyer,,,
58,101012040075,Panel B,2,10101204,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,8,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
58,101012040075,Panel B,2,10101204,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,12,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
58,101012040075,Panel B,2,10101204,TOBACCO BURLEY,,YES,15,KILOGRAM,,NOT APPLICABLE,1500,N03,15,KILOGRAM,,NOT APPLICABLE,1500,1,2,April,2010,2,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
58,101012040075,Panel B,2,10101204,MAIZE HYBRID RECYCLED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,2,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
46,101012040079,Panel B,2,10101204,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BASKET (DENGU),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
46,101012040079,Panel B,2,10101204,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,9,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
46,101012040079,Panel B,2,10101204,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,2,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
60,101012040087,Panel B,2,10101204,MAIZE LOCAL,,YES,2,PAIL (LARGE),,S: SHELLED,700,N05,2,PAIL (LARGE),,S: SHELLED,700,1,,July,2010,2,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
21,101012150001,Panel A,2,10101215,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
21,101012150001,Panel A,2,10101215,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
21,101012150001,Panel A,2,10101215,SUNFLOWER,,YES,5,PAIL (LARGE),,S: SHELLED,1500,N05,5,PAIL (LARGE),,S: SHELLED,1500,1,,June,2010,3,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
21,101012150001,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,1.5,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,6,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
17,101012150004,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BASKET (DENGU),,U: UNSHELLED,0,,,,0,,,,0,,,,5,BASKET (DENGU),,U: UNSHELLED,0,,,,,,,,,,YES,Traditional Nkhokwe,,2.5,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
17,101012150004,Panel A,2,10101215,PEA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,1,PAIL (SMALL),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
17,101012150004,Panel A,2,10101215,SUNFLOWER,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,1,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,.5,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
11,101012150021,Panel A,2,10101215,MAIZE LOCAL,,YES,4,PAIL (LARGE),,S: SHELLED,2000,N06,4,PAIL (LARGE),,S: SHELLED,2000,2,,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,20,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Wait for arrival of buyer,
11,101012150021,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
5,101012150022,Panel A,2,10101215,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
5,101012150022,Panel A,2,10101215,GROUNDNUT CHALIMBANA,,YES,1,PAIL (LARGE),,U: UNSHELLED,350,N06,1,PAIL (LARGE),,U: UNSHELLED,350,1,2,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,1,PAIL (SMALL),,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
5,101012150022,Panel A,2,10101215,BEANS,,YES,3,PAIL (SMALL),,S: SHELLED,7500,N06,3,PAIL (SMALL),,S: SHELLED,7500,1,2,June,2010,3,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
5,101012150022,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,28,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
13,101012150026,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,40,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
13,101012150026,Panel A,2,10101215,MAIZE HYBRID,,YES,30,PAIL (LARGE),,S: SHELLED,18000,N02,30,PAIL (LARGE),,S: SHELLED,18000,1,2,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,10,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,110,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Wait for arrival of buyer,
13,101012150026,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
1,101012150028,Panel A,2,10101215,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,90 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
1,101012150028,Panel A,2,10101215,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
1,101012150028,Panel A,2,10101215,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
1,101012150028,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
1,101012150028,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
25,101012150034,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,25,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
25,101012150034,Panel A,2,10101215,MAIZE HYBRID,,YES,10,PAIL (LARGE),,S: SHELLED,5000,N05,10,PAIL (LARGE),,S: SHELLED,5000,1,2,June,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,60,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
25,101012150034,Panel A,2,10101215,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
25,101012150034,Panel A,2,10101215,TOBACCO BURLEY,,YES,500,KILOGRAM,,NOT APPLICABLE,70000,N06,500,KILOGRAM,,NOT APPLICABLE,70000,1,2,June,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
9,101012150038,Panel A,2,10101215,GROUNDNUT MAWANGA,,YES,2,PAIL (LARGE),,U: UNSHELLED,600,N05,2,PAIL (LARGE),,S: SHELLED,600,1,,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,OTHER (SPECIFY),CUP,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Wait for arrival of buyer,
9,101012150038,Panel A,2,10101215,MAIZE LOCAL,,YES,3,PAIL (LARGE),,S: SHELLED,1500,N05,3,PAIL (LARGE),,S: SHELLED,1500,1,,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,.5,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,2,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,,
9,101012150038,Panel A,2,10101215,BEANS,,YES,.5,PAIL (LARGE),,S: SHELLED,200,N05,.5,PAIL (LARGE),,S: SHELLED,200,1,,June,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,OTHER (SPECIFY),CUP,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Wait for arrival of buyer,
31,101012150040,Panel A,2,10101215,GROUNDNUT CHALIMBANA,,YES,1,PAIL (LARGE),,U: UNSHELLED,300,N05,1,PAIL (LARGE),,U: UNSHELLED,300,1,2,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,2,PAIL (SMALL),,U: UNSHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,2,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
31,101012150040,Panel A,2,10101215,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,15,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
31,101012150040,Panel A,2,10101215,SUNFLOWER,,YES,7,PAIL (LARGE),,S: SHELLED,2100,N05,7,PAIL (LARGE),,S: SHELLED,2100,1,2,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Wait for arrival of buyer,,,
15,101012150045,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
15,101012150045,Panel A,2,10101215,MAIZE LOCAL,,YES,10,PAIL (LARGE),,S: SHELLED,4000,N03,10,PAIL (LARGE),,S: SHELLED,4000,1,,July,2010,5,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,10,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
29,101012150048,Panel A,2,10101215,MAIZE HYBRID,,YES,40,PAIL (LARGE),,S: SHELLED,25200,N02,40,PAIL (LARGE),,S: SHELLED,25200,1,2,July,2010,1,Own Bicycle or Oxcart,,1200,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,13,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
29,101012150048,Panel A,2,10101215,BEANS,,YES,3,PAIL (LARGE),,S: SHELLED,3000,N05,3,PAIL (LARGE),,S: SHELLED,3000,1,2,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Wait for arrival of buyer,,,
27,101012150049,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,.5,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,.5,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,,
27,101012150049,Panel A,2,10101215,TOBACCO BURLEY,,YES,657,KILOGRAM,,NOT APPLICABLE,39450,N05,657,KILOGRAM,,NOT APPLICABLE,39450,1,2,August,2010,1,Truck / Bus / Minibus,,10850,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
27,101012150049,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,PAIL (LARGE),,S: SHELLED,.5,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,27,PAIL (LARGE),,S: SHELLED,Spraying,,,,Food for household,,,
27,101012150049,Panel A,2,10101215,MAIZE HYBRID,,YES,39,PAIL (LARGE),,S: SHELLED,43590,N02,39,PAIL (LARGE),,S: SHELLED,43590,1,2,September,2010,1,Own Bicycle or Oxcart,,1170,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Wait for arrival of buyer,
27,101012150049,Panel A,2,10101215,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
23,101012150053,Panel A,2,10101215,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,1,PAIL (SMALL),,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
23,101012150053,Panel A,2,10101215,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,24,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
23,101012150053,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,2,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
19,101012150059,Panel A,2,10101215,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
