HHID,case_id,qx_type,visit,ea_id,hh_h01,hh_h02a,hh_h02b,hh_h02c,hh_h02d,hh_h02e,hh_h03a,hh_h03b,hh_h04,hh_h05a_01,hh_h05a_02,hh_h05a_03,hh_h05a_04,hh_h05a_05,hh_h05a_06,hh_h05a_07,hh_h05a_08,hh_h05a_09,hh_h05a_10,hh_h05b_01,hh_h05b_02,hh_h05b_03,hh_h05b_04,hh_h05b_05,hh_h05b_06,hh_h05b_07,hh_h05b_08,hh_h05b_09,hh_h05b_10,hh_h05b_11,hh_h05b_12,hh_h05b_13,hh_h05b_14,hh_h05b_15,hh_h06a,hh_h06a_os,hh_h06b,hh_h06b_os,hh_h06c,hh_h06c_os
190,102037440045,Panel B,2,10203744,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,102037440051,Panel B,2,10203744,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
180,102037440062,Panel B,2,10203744,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,102037440068,Panel B,2,10203744,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
176,102037440073,Panel B,2,10203744,Yes,2,1,0,1,0,2,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
174,102037440084,Panel B,2,10203744,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,102037440090,Panel B,2,10203744,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
170,102037440095,Panel B,2,10203744,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
168,102037440107,Panel B,2,10203744,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
184,102037440112,Panel B,2,10203744,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
202,102043220004,Panel B,2,10204322,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,102043220009,Panel B,2,10204322,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,102043220019,Panel B,2,10204322,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,102043220023,Panel B,2,10204322,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,102043220028,Panel B,2,10204322,No,0,0,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,102043220038,Panel B,2,10204322,Yes,0,3,4,0,3,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Other (Specify),LACK OF HOUSEHOLD LABOR,,,,
210,102043220043,Panel B,2,10204322,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,102043220047,Panel B,2,10204322,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,102043220057,Panel B,2,10204322,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,102043220062,Panel B,2,10204322,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,102043220067,Panel B,2,10204322,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,102043220076,Panel B,2,10204322,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,102043220081,Panel B,2,10204322,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,102043220086,Panel B,2,10204322,Yes,4,4,7,0,0,2,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Other (Specify),SOLD FOOD STOCK,,,,
222,102043220095,Panel B,2,10204322,Yes,4,4,3,4,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,102043220100,Panel B,2,10204322,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
183,102045860004,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,102045860010,Panel A,1,10204586,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,102045860012,Panel A,1,10204586,Yes,3,1,0,0,0,2,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
165,102045860025,Panel A,1,10204586,Yes,0,0,0,0,2,3,3,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
191,102045860049,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,102045860053,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,102045860054,Panel A,1,10204586,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
175,102045860065,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,102045860070,Panel A,1,10204586,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,102045860107,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,102045860112,Panel A,1,10204586,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,102045860115,Panel A,1,10204586,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
177,102045860122,Panel A,1,10204586,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
167,102045860123,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,102045860161,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,102045860164,Panel A,1,10204586,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,102201030013,Panel B,2,10220103,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
242,102201030021,Panel B,2,10220103,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,102201030028,Panel B,2,10220103,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,102201030035,Panel B,2,10220103,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,102201030050,Panel B,2,10220103,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,102201030058,Panel B,2,10220103,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,102201030065,Panel B,2,10220103,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,102201030073,Panel B,2,10220103,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,102201030088,Panel B,2,10220103,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,102201030095,Panel B,2,10220103,Yes,2,2,1,0,0,3,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
250,102201030103,Panel B,2,10220103,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,102201030110,Panel B,2,10220103,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
254,102201030125,Panel B,2,10220103,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,,,
240,102201030133,Panel B,2,10220103,No,0,3,0,0,0,2,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
238,102201030140,Panel B,2,10220103,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
236,102201030155,Panel B,2,10220103,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
205,102207050019,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,102207050044,Panel A,1,10220705,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,102207050054,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,102207050056,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,102207050062,Panel A,1,10220705,Yes,1,0,2,2,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
211,102207050084,Panel A,1,10220705,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,102207050090,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,102207050112,Panel A,1,10220705,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
201,102207050138,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,102207050170,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,102207050199,Panel A,1,10220705,Yes,2,2,1,0,0,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
203,102207050206,Panel A,1,10220705,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,Inadequate household food stocks due to small land size,,,
219,102207050298,Panel A,1,10220705,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,102207050319,Panel A,1,10220705,Yes,7,1,1,0,1,2,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
193,102207050344,Panel A,1,10220705,No,0,0,0,0,0,3,,Yes,,,X,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),PAID FOR WEDDING CEREMONY,,,,
195,102207050359,Panel A,1,10220705,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,,
255,103016630054,Panel A,1,10301663,Yes,1,2,0,0,1,3,3,Yes,,,,,,,,X,,,,,,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,Food in the market was very expensive,,,
229,103016630124,Panel A,1,10301663,No,1,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,103016630160,Panel A,1,10301663,No,1,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,103016630181,Panel A,1,10301663,No,4,0,0,0,1,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,103016630188,Panel A,1,10301663,Yes,4,2,1,0,1,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,103016630198,Panel A,1,10301663,No,2,2,2,2,2,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,103016630217,Panel A,1,10301663,Yes,4,0,0,0,3,3,3,Yes,,,,,,,,,X,X,X,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,
231,103016630224,Panel A,1,10301663,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,103016630233,Panel A,1,10301663,No,2,2,2,2,2,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,103016630235,Panel A,1,10301663,No,2,2,2,2,2,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,103016630289,Panel A,1,10301663,Yes,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,103016630300,Panel A,1,10301663,No,0,0,2,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,103016630307,Panel A,1,10301663,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,103016630351,Panel A,1,10301663,Yes,1,1,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,103016630379,Panel A,1,10301663,Yes,2,2,1,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,103016630383,Panel A,1,10301663,Yes,3,3,1,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,103020100009,Panel A,1,10302010,No,0,2,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,103020100012,Panel A,1,10302010,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,103020100016,Panel A,1,10302010,Yes,2,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
265,103020100019,Panel A,1,10302010,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,103020100028,Panel A,1,10302010,No,1,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,103020100034,Panel A,1,10302010,No,1,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,103020100037,Panel A,1,10302010,No,0,1,0,1,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,103020100047,Panel A,1,10302010,Yes,0,1,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,103020100054,Panel A,1,10302010,Yes,2,2,3,2,1,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,103020100056,Panel A,1,10302010,Yes,2,3,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,103020100076,Panel A,1,10302010,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,103020100089,Panel A,1,10302010,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,103020100105,Panel A,1,10302010,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,103020100106,Panel A,1,10302010,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,103020100107,Panel A,1,10302010,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,103020100112,Panel A,1,10302010,Yes,1,0,3,1,0,2,3,Yes,,,,,,,,,,X,,X,,X,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
313,103040120012,Panel A,1,10304012,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,103040120023,Panel A,1,10304012,Yes,2,1,0,3,1,3,3,Yes,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,
303,103040120049,Panel A,1,10304012,Yes,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,103040120062,Panel A,1,10304012,No,2,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,103040120074,Panel A,1,10304012,No,2,3,2,2,2,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Other (Specify),ALI ASAKOLORE,,,,
291,103040120101,Panel A,1,10304012,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,103040120105,Panel A,1,10304012,Yes,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,103040120125,Panel A,1,10304012,Yes,2,0,4,1,0,3,,Yes,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Food in the market was very expensive,,,
295,103040120126,Panel A,1,10304012,No,3,0,2,0,1,3,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
301,103040120129,Panel A,1,10304012,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Other (Specify),FAILED TO PROCESS CASSAVA,,,,
297,103040120132,Panel A,1,10304012,No,2,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,103040120141,Panel A,1,10304012,No,3,0,0,1,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,103040120148,Panel A,1,10304012,No,5,4,1,2,1,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,103040120153,Panel A,1,10304012,No,2,1,0,1,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,103040120166,Panel A,1,10304012,No,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,103040120171,Panel A,1,10304012,No,1,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,103054460016,Panel B,2,10305446,Yes,4,0,1,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,103054460029,Panel B,2,10305446,No,0,0,1,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,103054460042,Panel B,2,10305446,Yes,0,0,4,2,1,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,103054460055,Panel B,2,10305446,No,0,0,0,1,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,103054460081,Panel B,2,10305446,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,103054460094,Panel B,2,10305446,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,103054460107,Panel B,2,10305446,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,103054460120,Panel B,2,10305446,Yes,0,0,0,0,2,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,103054460146,Panel B,2,10305446,No,3,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,103054460159,Panel B,2,10305446,No,2,3,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,103054460172,Panel B,2,10305446,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,103054460185,Panel B,2,10305446,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,103054460224,Panel B,2,10305446,No,2,2,2,2,2,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,103054460237,Panel B,2,10305446,No,2,2,2,2,2,3,,Yes,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,Other (Specify),LACK OF LABOR,,
280,103054460263,Panel B,2,10305446,No,2,2,2,2,2,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,103074130018,Panel A,1,10307413,Yes,2,2,3,1,1,1,1,Yes,,,,,,X,X,,,,X,X,X,X,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Inadequate household food stocks due to small land size,,Floods/water logging,
335,103074130028,Panel A,1,10307413,No,0,2,0,0,0,3,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Floods/water logging,,,,,
327,103074130044,Panel A,1,10307413,No,0,0,0,0,0,3,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,103074130047,Panel A,1,10307413,No,2,0,0,0,0,3,5,Yes,,,,,,,,X,,,,,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
339,103074130052,Panel A,1,10307413,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,103074130071,Panel A,1,10307413,Yes,3,1,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,103074130087,Panel A,1,10307413,Yes,3,2,1,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,103074130099,Panel A,1,10307413,No,0,3,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,103074130110,Panel A,1,10307413,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
321,103074130139,Panel A,1,10307413,Yes,4,1,2,1,4,3,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to crop pest damage,,Inadequate household food stocks due to lack of farm inputs,
345,103074130171,Panel A,1,10307413,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,103074130190,Panel A,1,10307413,Yes,4,5,2,4,0,3,3,Yes,,,,,,,,,,,X,,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to crop pest damage,,Inadequate household food stocks due to lack of farm inputs,
351,103074130225,Panel A,1,10307413,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,103074130252,Panel A,1,10307413,No,1,2,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,103074130255,Panel A,1,10307413,No,2,2,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,103074130258,Panel A,1,10307413,Yes,4,2,1,1,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,103086360009,Panel B,2,10308636,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,X,X,,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
312,103086360036,Panel B,2,10308636,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,103086360045,Panel B,2,10308636,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,103086360054,Panel B,2,10308636,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,103086360063,Panel B,2,10308636,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,103086360072,Panel B,2,10308636,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,103086360073,Panel B,2,10308636,Yes,4,1,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,103086360081,Panel B,2,10308636,Yes,2,1,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,103086360090,Panel B,2,10308636,No,0,2,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,103086360099,Panel B,2,10308636,Yes,0,1,0,1,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,103086360117,Panel B,2,10308636,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,103086360126,Panel B,2,10308636,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,103086360135,Panel B,2,10308636,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,103086360153,Panel B,2,10308636,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to crop pest damage,,,
308,103086360162,Panel B,2,10308636,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,104011400012,Panel B,2,10401140,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,104011400028,Panel B,2,10401140,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,104011400045,Panel B,2,10401140,Yes,3,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,104011400061,Panel B,2,10401140,Yes,2,0,0,0,1,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,104011400079,Panel B,2,10401140,Yes,2,3,3,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,104011400112,Panel B,2,10401140,No,2,2,2,2,2,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,104011400129,Panel B,2,10401140,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,104011400146,Panel B,2,10401140,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,104011400196,Panel B,2,10401140,Yes,0,1,0,0,1,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,104011400213,Panel B,2,10401140,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,104011400229,Panel B,2,10401140,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,104011400263,Panel B,2,10401140,Yes,0,2,2,0,2,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,104011400280,Panel B,2,10401140,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
352,104011400296,Panel B,2,10401140,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,104011400330,Panel B,2,10401140,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
