occ,ea_id,com_cj0b,com_cj01,com_cj02,com_cj03,com_cj04,com_cj05,com_cj06
11,20804768,CULTURAL GROUP,YES,1,WEEKLY,10,5,5
12,20804768,HEALTH COMMITTEE,YES,1,MONTHLY,10,8,1
13,20804768,SCHOOL COMMITTEE,NO,,,,,
14,20804768,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,2,2,0
15,20804768,SPORTS GROUP,YES,1,WEEKLY,26,10,10
16,20804768,NGO,NO,,,,,
17,20804768,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,26,0,0
18,20804768,DISABLED ASSOC.,NO,,,,,
19,20804768,OTHER (SPECIFY),YES,1,MONTHLY,10,7,7
1,20806131,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,16,7,0
2,20806131,AGRICULTURAL COOP,NO,,,,,
3,20806131,TOBACCO CLUB,NO,,,,,
4,20806131,FARMERS` GROUP,NO,,,,,
5,20806131,SAVING AND CREDIT COOP,NO,,,,,
6,20806131,BUSINESS ASSOC,NO,,,,,
7,20806131,WOMEN`S GROUP,NO,,,,,
8,20806131,YOUTH GROUP,NO,,,,,
9,20806131,POLITICAL GROUP,YES,3,OTHER (SPECIFY),12,6,0
10,20806131,RELIGIOUS GROUP,YES,2,WEEKLY,25,15,8
11,20806131,CULTURAL GROUP,NO,,,,,
12,20806131,HEALTH COMMITTEE,NO,,,,,
13,20806131,SCHOOL COMMITTEE,YES,1,MONTHLY,9,0,0
14,20806131,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,0
15,20806131,SPORTS GROUP,NO,,,,,
16,20806131,NGO,NO,,,,,
17,20806131,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,5,0,0
18,20806131,DISABLED ASSOC.,NO,,,,,
19,20806131,OTHER (SPECIFY),YES,1,MONTHLY,10,8,2
1,20807727,VILLAGE DEVELOPMENT COMMITTE,YES,2,WEEKLY,20,11,2
2,20807727,AGRICULTURAL COOP,NO,,,,,
3,20807727,TOBACCO CLUB,NO,,,,,
4,20807727,FARMERS` GROUP,NO,,,,,
5,20807727,SAVING AND CREDIT COOP,NO,,,,,
6,20807727,BUSINESS ASSOC,NO,,,,,
7,20807727,WOMEN`S GROUP,NO,,,,,
8,20807727,YOUTH GROUP,YES,1,WEEKLY,60,20,20
9,20807727,POLITICAL GROUP,YES,3,OTHER (SPECIFY),75,40,15
10,20807727,RELIGIOUS GROUP,YES,4,WEEKLY,120,80,30
11,20807727,CULTURAL GROUP,YES,1,WEEKLY,10,5,5
12,20807727,HEALTH COMMITTEE,NO,,,,,
13,20807727,SCHOOL COMMITTEE,YES,1,WEEKLY,10,6,2
14,20807727,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,5,1
15,20807727,SPORTS GROUP,YES,1,WEEKLY,60,11,11
16,20807727,NGO,YES,2,MONTHLY,20,11,6
17,20807727,COMMUNITY POLICE/WATCH GROUP,YES,2,WEEKLY,40,11,0
18,20807727,DISABLED ASSOC.,YES,1,WEEKLY,10,4,0
19,20807727,OTHER (SPECIFY),YES,1,WEEKLY,12,4,0
1,20808421,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,60,30,10
2,20808421,AGRICULTURAL COOP,NO,,,,,
3,20808421,TOBACCO CLUB,NO,,,,,
4,20808421,FARMERS` GROUP,NO,,,,,
5,20808421,SAVING AND CREDIT COOP,YES,2,MONTHLY,55,45,12
6,20808421,BUSINESS ASSOC,NO,,,,,
7,20808421,WOMEN`S GROUP,NO,,,,,
8,20808421,YOUTH GROUP,NO,,,,,
9,20808421,POLITICAL GROUP,YES,4,OTHER (SPECIFY),300,220,40
10,20808421,RELIGIOUS GROUP,YES,4,WEEKLY,220,200,35
11,20808421,CULTURAL GROUP,NO,,,,,
12,20808421,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,1
13,20808421,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,2
14,20808421,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,6,0
15,20808421,SPORTS GROUP,YES,2,WEEKLY,45,19,19
16,20808421,NGO,YES,1,WEEKLY,40,24,4
17,20808421,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,0,0
18,20808421,DISABLED ASSOC.,NO,,,,,
19,20808421,OTHER (SPECIFY),NO,,,,,
1,20903583,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,7,4,1
2,20903583,AGRICULTURAL COOP,YES,1,SEMI-ANNUALLY,32,25,5
3,20903583,TOBACCO CLUB,NO,,,,,
4,20903583,FARMERS` GROUP,YES,1,WEEKLY,52,40,20
5,20903583,SAVING AND CREDIT COOP,YES,6,WEEKLY,150,130,75
6,20903583,BUSINESS ASSOC,NO,,,,,
7,20903583,WOMEN`S GROUP,NO,,,,,
8,20903583,YOUTH GROUP,NO,,,,,
9,20903583,POLITICAL GROUP,YES,4,WEEKLY,150,100,80
10,20903583,RELIGIOUS GROUP,YES,14,WEEKLY,140,50,30
11,20903583,CULTURAL GROUP,NO,,,,,
12,20903583,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,1
13,20903583,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,0
14,20903583,PARENT-TEACHER ASSOC.,NO,,,,,
15,20903583,SPORTS GROUP,YES,1,WEEKLY,70,25,25
16,20903583,NGO,YES,1,WEEKLY,15,12,5
17,20903583,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,8,0,0
18,20903583,DISABLED ASSOC.,YES,1,MONTHLY,8,4,4
19,20903583,OTHER (SPECIFY),YES,1,WEEKLY,25,15,10
1,20906524,VILLAGE DEVELOPMENT COMMITTE,YES,3,MONTHLY,30,17,0
2,20906524,AGRICULTURAL COOP,NO,,,,,
3,20906524,TOBACCO CLUB,YES,5,MONTHLY,48,10,0
4,20906524,FARMERS` GROUP,NO,,,,,
5,20906524,SAVING AND CREDIT COOP,YES,3,WEEKLY,30,21,6
6,20906524,BUSINESS ASSOC,NO,,,,,
7,20906524,WOMEN`S GROUP,NO,,,,,
8,20906524,YOUTH GROUP,YES,1,WEEKLY,20,9,9
9,20906524,POLITICAL GROUP,YES,4,OTHER (SPECIFY),75,40,10
10,20906524,RELIGIOUS GROUP,YES,4,WEEKLY,50,30,10
11,20906524,CULTURAL GROUP,YES,1,WEEKLY,4,0,0
12,20906524,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,0
13,20906524,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,5,0
14,20906524,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,5,0
15,20906524,SPORTS GROUP,YES,1,WEEKLY,10,5,5
16,20906524,NGO,NO,,,,,
17,20906524,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,4,0
18,20906524,DISABLED ASSOC.,NO,,,,,
19,20906524,OTHER (SPECIFY),NO,,,,,
1,20906605,VILLAGE DEVELOPMENT COMMITTE,YES,3,MONTHLY,12,3,1
2,20906605,AGRICULTURAL COOP,NO,,,,,
3,20906605,TOBACCO CLUB,YES,1,WEEKLY,33,16,0
4,20906605,FARMERS` GROUP,NO,,,,,
5,20906605,SAVING AND CREDIT COOP,YES,2,WEEKLY,44,19,0
6,20906605,BUSINESS ASSOC,NO,,,,,
7,20906605,WOMEN`S GROUP,YES,10,WEEKLY,108,108,16
8,20906605,YOUTH GROUP,NO,,,,,
9,20906605,POLITICAL GROUP,YES,4,WEEKLY,410,250,40
10,20906605,RELIGIOUS GROUP,YES,1,WEEKLY,20,20,3
11,20906605,CULTURAL GROUP,NO,,,,,
12,20906605,HEALTH COMMITTEE,YES,1,MONTHLY,15,8,4
13,20906605,SCHOOL COMMITTEE,YES,1,MONTHLY,10,2,0
14,20906605,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,6,0
15,20906605,SPORTS GROUP,YES,1,WEEKLY,20,10,10
16,20906605,NGO,NO,,,,,
17,20906605,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,4,0
18,20906605,DISABLED ASSOC.,NO,,,,,
19,20906605,OTHER (SPECIFY),YES,1,WEEKLY,10,10,0
1,20908088,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,2
2,20908088,AGRICULTURAL COOP,NO,,,,,
3,20908088,TOBACCO CLUB,NO,,,,,
4,20908088,FARMERS` GROUP,NO,,,,,
5,20908088,SAVING AND CREDIT COOP,YES,10,WEEKLY,211,211,10
6,20908088,BUSINESS ASSOC,YES,1,WEEKLY,10,5,2
7,20908088,WOMEN`S GROUP,YES,3,WEEKLY,30,30,2
8,20908088,YOUTH GROUP,YES,1,WEEKLY,25,9,9
9,20908088,POLITICAL GROUP,YES,7,MONTHLY,72,40,10
10,20908088,RELIGIOUS GROUP,YES,10,MONTHLY,10,10,6
11,20908088,CULTURAL GROUP,NO,,,,,
12,20908088,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,2
13,20908088,SCHOOL COMMITTEE,YES,1,WEEKLY,10,2,0
14,20908088,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,7,0
15,20908088,SPORTS GROUP,YES,1,WEEKLY,10,5,5
16,20908088,NGO,NO,,,,,
17,20908088,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,5,5
18,20908088,DISABLED ASSOC.,YES,1,WEEKLY,10,5,5
19,20908088,OTHER (SPECIFY),YES,1,MONTHLY,10,5,5
1,20908119,VILLAGE DEVELOPMENT COMMITTE,YES,4,WEEKLY,40,20,0
2,20908119,AGRICULTURAL COOP,NO,,,,,
3,20908119,TOBACCO CLUB,YES,1,MONTHLY,5,2,0
4,20908119,FARMERS` GROUP,NO,,,,,
5,20908119,SAVING AND CREDIT COOP,YES,1,MONTHLY,30,24,3
6,20908119,BUSINESS ASSOC,NO,,,,,
7,20908119,WOMEN`S GROUP,NO,,,,,
8,20908119,YOUTH GROUP,NO,,,,,
9,20908119,POLITICAL GROUP,YES,3,OTHER (SPECIFY),310,184,30
10,20908119,RELIGIOUS GROUP,YES,3,WEEKLY,230,160,45
11,20908119,CULTURAL GROUP,NO,,,,,
12,20908119,HEALTH COMMITTEE,YES,1,MONTHLY,6,3,0
13,20908119,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,0
14,20908119,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,3,3
15,20908119,SPORTS GROUP,YES,1,WEEKLY,70,20,20
16,20908119,NGO,NO,,,,,
17,20908119,COMMUNITY POLICE/WATCH GROUP,YES,2,MONTHLY,40,11,6
18,20908119,DISABLED ASSOC.,NO,,,,,
19,20908119,OTHER (SPECIFY),NO,,,,,
1,20909113,VILLAGE DEVELOPMENT COMMITTE,YES,4,QUARTERLY,40,20,5
2,20909113,AGRICULTURAL COOP,NO,,,,,
3,20909113,TOBACCO CLUB,NO,,,,,
4,20909113,FARMERS` GROUP,NO,,,,,
5,20909113,SAVING AND CREDIT COOP,NO,,,,,
6,20909113,BUSINESS ASSOC,NO,,,,,
7,20909113,WOMEN`S GROUP,YES,3,MONTHLY,30,30,10
8,20909113,YOUTH GROUP,NO,,,,,
9,20909113,POLITICAL GROUP,YES,4,OTHER (SPECIFY),72,55,15
10,20909113,RELIGIOUS GROUP,YES,3,WEEKLY,111,81,31
11,20909113,CULTURAL GROUP,NO,,,,,
12,20909113,HEALTH COMMITTEE,YES,1,QUARTERLY,10,5,0
13,20909113,SCHOOL COMMITTEE,YES,1,MONTHLY,9,3,0
14,20909113,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,0
15,20909113,SPORTS GROUP,NO,,,,,
16,20909113,NGO,NO,,,,,
17,20909113,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,4,4
18,20909113,DISABLED ASSOC.,NO,,,,,
19,20909113,OTHER (SPECIFY),YES,1,MONTHLY,10,10,0
1,21037030,VILLAGE DEVELOPMENT COMMITTE,YES,1,QUARTERLY,12,6,0
2,21037030,AGRICULTURAL COOP,NO,,,,,
3,21037030,TOBACCO CLUB,NO,,,,,
4,21037030,FARMERS` GROUP,NO,,,,,
5,21037030,SAVING AND CREDIT COOP,NO,,,,,
6,21037030,BUSINESS ASSOC,NO,,,,,
7,21037030,WOMEN`S GROUP,NO,,,,,
8,21037030,YOUTH GROUP,NO,,,,,
9,21037030,POLITICAL GROUP,YES,6,QUARTERLY,50,30,15
10,21037030,RELIGIOUS GROUP,YES,3,WEEKLY,40,30,8
11,21037030,CULTURAL GROUP,NO,,,,,
12,21037030,HEALTH COMMITTEE,NO,,,,,
13,21037030,SCHOOL COMMITTEE,NO,,,,,
14,21037030,PARENT-TEACHER ASSOC.,NO,,,,,
15,21037030,SPORTS GROUP,NO,,,,,
16,21037030,NGO,NO,,,,,
17,21037030,COMMUNITY POLICE/WATCH GROUP,YES,2,MONTHLY,12,0,10
18,21037030,DISABLED ASSOC.,NO,,,,,
19,21037030,OTHER (SPECIFY),NO,,,,,
1,21037536,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21037536,AGRICULTURAL COOP,NO,,,,,
3,21037536,TOBACCO CLUB,NO,,,,,
4,21037536,FARMERS` GROUP,NO,,,,,
5,21037536,SAVING AND CREDIT COOP,NO,,,,,
6,21037536,BUSINESS ASSOC,NO,,,,,
7,21037536,WOMEN`S GROUP,YES,1,WEEKLY,50,50,20
8,21037536,YOUTH GROUP,NO,,,,,
9,21037536,POLITICAL GROUP,NO,,,,,
10,21037536,RELIGIOUS GROUP,NO,,,,,
11,21037536,CULTURAL GROUP,YES,1,MONTHLY,150,99,20
12,21037536,HEALTH COMMITTEE,YES,1,WEEKLY,25,24,0
13,21037536,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,4,0
14,21037536,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,8,0
15,21037536,SPORTS GROUP,NO,,,,,
16,21037536,NGO,NO,,,,,
17,21037536,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,21037536,DISABLED ASSOC.,NO,,,,,
19,21037536,OTHER (SPECIFY),NO,,,,,
1,21048764,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,6,0
2,21048764,AGRICULTURAL COOP,NO,,,,,
3,21048764,TOBACCO CLUB,NO,,,,,
4,21048764,FARMERS` GROUP,NO,,,,,
5,21048764,SAVING AND CREDIT COOP,NO,,,,,
6,21048764,BUSINESS ASSOC,YES,10,WEEKLY,40,20,8
7,21048764,WOMEN`S GROUP,YES,15,WEEKLY,40,40,0
8,21048764,YOUTH GROUP,NO,,,,,
9,21048764,POLITICAL GROUP,YES,3,WEEKLY,40,15,8
10,21048764,RELIGIOUS GROUP,YES,5,WEEKLY,40,40,0
11,21048764,CULTURAL GROUP,NO,,,,,
12,21048764,HEALTH COMMITTEE,NO,,,,,
13,21048764,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,0
14,21048764,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,4,0
15,21048764,SPORTS GROUP,YES,2,WEEKLY,20,10,20
16,21048764,NGO,NO,,,,,
17,21048764,COMMUNITY POLICE/WATCH GROUP,YES,2,MONTHLY,15,2,9
18,21048764,DISABLED ASSOC.,NO,,,,,
19,21048764,OTHER (SPECIFY),NO,,,,,
1,21051203,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21051203,AGRICULTURAL COOP,NO,,,,,
3,21051203,TOBACCO CLUB,NO,,,,,
4,21051203,FARMERS` GROUP,NO,,,,,
5,21051203,SAVING AND CREDIT COOP,NO,,,,,
6,21051203,BUSINESS ASSOC,NO,,,,,
7,21051203,WOMEN`S GROUP,YES,3,MONTHLY,12,12,2
8,21051203,YOUTH GROUP,NO,,,,,
9,21051203,POLITICAL GROUP,NO,,,,,
10,21051203,RELIGIOUS GROUP,NO,,,,,
11,21051203,CULTURAL GROUP,NO,,,,,
12,21051203,HEALTH COMMITTEE,NO,,,,,
13,21051203,SCHOOL COMMITTEE,YES,1,QUARTERLY,12,4,0
14,21051203,PARENT-TEACHER ASSOC.,NO,,,,,
15,21051203,SPORTS GROUP,NO,,,,,
16,21051203,NGO,NO,,,,,
17,21051203,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,6,0,4
18,21051203,DISABLED ASSOC.,NO,,,,,
19,21051203,OTHER (SPECIFY),NO,,,,,
1,21052427,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21052427,AGRICULTURAL COOP,NO,,,,,
3,21052427,TOBACCO CLUB,NO,,,,,
4,21052427,FARMERS` GROUP,NO,,,,,
5,21052427,SAVING AND CREDIT COOP,NO,,,,,
6,21052427,BUSINESS ASSOC,NO,,,,,
7,21052427,WOMEN`S GROUP,NO,,,,,
8,21052427,YOUTH GROUP,NO,,,,,
9,21052427,POLITICAL GROUP,NO,,,,,
10,21052427,RELIGIOUS GROUP,NO,,,,,
11,21052427,CULTURAL GROUP,NO,,,,,
12,21052427,HEALTH COMMITTEE,YES,1,WEEKLY,23,21,15
13,21052427,SCHOOL COMMITTEE,YES,1,QUARTERLY,30,18,2
14,21052427,PARENT-TEACHER ASSOC.,NO,,,,,
15,21052427,SPORTS GROUP,NO,,,,,
16,21052427,NGO,NO,,,,,
17,21052427,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,21052427,DISABLED ASSOC.,NO,,,,,
19,21052427,OTHER (SPECIFY),NO,,,,,
1,21053745,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21053745,AGRICULTURAL COOP,NO,,,,,
3,21053745,TOBACCO CLUB,NO,,,,,
4,21053745,FARMERS` GROUP,NO,,,,,
5,21053745,SAVING AND CREDIT COOP,NO,,,,,
6,21053745,BUSINESS ASSOC,NO,,,,,
7,21053745,WOMEN`S GROUP,NO,,,,,
8,21053745,YOUTH GROUP,NO,,,,,
9,21053745,POLITICAL GROUP,NO,,,,,
10,21053745,RELIGIOUS GROUP,NO,,,,,
11,21053745,CULTURAL GROUP,NO,,,,,
12,21053745,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,0
13,21053745,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,3,0
14,21053745,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,3,0
15,21053745,SPORTS GROUP,NO,,,,,
16,21053745,NGO,NO,,,,,
17,21053745,COMMUNITY POLICE/WATCH GROUP,YES,3,MONTHLY,35,0,35
18,21053745,DISABLED ASSOC.,NO,,,,,
19,21053745,OTHER (SPECIFY),NO,,,,,
1,21055241,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,4,0
2,21055241,AGRICULTURAL COOP,NO,,,,,
3,21055241,TOBACCO CLUB,NO,,,,,
4,21055241,FARMERS` GROUP,NO,,,,,
5,21055241,SAVING AND CREDIT COOP,NO,,,,,
6,21055241,BUSINESS ASSOC,NO,,,,,
7,21055241,WOMEN`S GROUP,YES,12,WEEKLY,40,40,5
8,21055241,YOUTH GROUP,NO,,,,,
9,21055241,POLITICAL GROUP,YES,6,QUARTERLY,60,20,30
10,21055241,RELIGIOUS GROUP,YES,30,WEEKLY,50,30,0
11,21055241,CULTURAL GROUP,NO,,,,,
12,21055241,HEALTH COMMITTEE,NO,,,,,
13,21055241,SCHOOL COMMITTEE,NO,,,,,
14,21055241,PARENT-TEACHER ASSOC.,NO,,,,,
15,21055241,SPORTS GROUP,NO,,,,,
16,21055241,NGO,NO,,,,,
17,21055241,COMMUNITY POLICE/WATCH GROUP,YES,8,MONTHLY,15,0,0
18,21055241,DISABLED ASSOC.,NO,,,,,
19,21055241,OTHER (SPECIFY),NO,,,,,
1,21055693,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21055693,AGRICULTURAL COOP,NO,,,,,
3,21055693,TOBACCO CLUB,NO,,,,,
4,21055693,FARMERS` GROUP,NO,,,,,
5,21055693,SAVING AND CREDIT COOP,YES,77,WEEKLY,30,30,5
6,21055693,BUSINESS ASSOC,NO,,,,,
7,21055693,WOMEN`S GROUP,NO,,,,,
8,21055693,YOUTH GROUP,YES,1,MONTHLY,25,0,23
9,21055693,POLITICAL GROUP,NO,,,,,
10,21055693,RELIGIOUS GROUP,YES,2,WEEKLY,2,17,8
11,21055693,CULTURAL GROUP,NO,,,,,
12,21055693,HEALTH COMMITTEE,YES,1,MONTHLY,7,2,1
13,21055693,SCHOOL COMMITTEE,YES,1,MONTHLY,15,7,3
14,21055693,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,12,3,0
15,21055693,SPORTS GROUP,NO,,,,,
16,21055693,NGO,NO,,,,,
17,21055693,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,21055693,DISABLED ASSOC.,NO,,,,,
19,21055693,OTHER (SPECIFY),NO,,,,,
1,21066096,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,2
2,21066096,AGRICULTURAL COOP,NO,,,,,
3,21066096,TOBACCO CLUB,NO,,,,,
4,21066096,FARMERS` GROUP,NO,,,,,
5,21066096,SAVING AND CREDIT COOP,NO,,,,,
6,21066096,BUSINESS ASSOC,NO,,,,,
7,21066096,WOMEN`S GROUP,NO,,,,,
8,21066096,YOUTH GROUP,NO,,,,,
9,21066096,POLITICAL GROUP,NO,,,,,
10,21066096,RELIGIOUS GROUP,YES,10,WEEKLY,20,12,3
11,21066096,CULTURAL GROUP,NO,,,,,
12,21066096,HEALTH COMMITTEE,NO,,,,,
13,21066096,SCHOOL COMMITTEE,YES,1,QUARTERLY,12,3,0
14,21066096,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,4,0
15,21066096,SPORTS GROUP,NO,,,,,
16,21066096,NGO,NO,,,,,
17,21066096,COMMUNITY POLICE/WATCH GROUP,YES,10,MONTHLY,10,0,8
18,21066096,DISABLED ASSOC.,NO,,,,,
19,21066096,OTHER (SPECIFY),NO,,,,,
1,21066339,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,2
2,21066339,AGRICULTURAL COOP,NO,,,,,
3,21066339,TOBACCO CLUB,NO,,,,,
4,21066339,FARMERS` GROUP,NO,,,,,
5,21066339,SAVING AND CREDIT COOP,NO,,,,,
6,21066339,BUSINESS ASSOC,NO,,,,,
7,21066339,WOMEN`S GROUP,NO,,,,,
8,21066339,YOUTH GROUP,NO,,,,,
9,21066339,POLITICAL GROUP,NO,,,,,
10,21066339,RELIGIOUS GROUP,YES,10,WEEKLY,20,12,3
11,21066339,CULTURAL GROUP,NO,,,,,
12,21066339,HEALTH COMMITTEE,NO,,,,,
13,21066339,SCHOOL COMMITTEE,YES,1,QUARTERLY,12,3,0
14,21066339,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,4,0
15,21066339,SPORTS GROUP,NO,,,,,
16,21066339,NGO,NO,,,,,
17,21066339,COMMUNITY POLICE/WATCH GROUP,YES,10,MONTHLY,10,0,8
18,21066339,DISABLED ASSOC.,NO,,,,,
19,21066339,OTHER (SPECIFY),NO,,,,,
1,21074510,VILLAGE DEVELOPMENT COMMITTE,YES,1,QUARTERLY,20,6,8
2,21074510,AGRICULTURAL COOP,NO,,,,,
3,21074510,TOBACCO CLUB,NO,,,,,
4,21074510,FARMERS` GROUP,NO,,,,,
5,21074510,SAVING AND CREDIT COOP,NO,,,,,
6,21074510,BUSINESS ASSOC,NO,,,,,
7,21074510,WOMEN`S GROUP,NO,,,,,
8,21074510,YOUTH GROUP,YES,3,MONTHLY,50,50,10
9,21074510,POLITICAL GROUP,YES,1,WEEKLY,30,10,30
10,21074510,RELIGIOUS GROUP,YES,6,MONTHLY,15,7,6
11,21074510,CULTURAL GROUP,YES,3,WEEKLY,60,40,102
12,21074510,HEALTH COMMITTEE,YES,1,QUARTERLY,12,6,0
13,21074510,SCHOOL COMMITTEE,YES,1,QUARTERLY,18,8,0
14,21074510,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,16,8,2
15,21074510,SPORTS GROUP,NO,,,,,
16,21074510,NGO,NO,,,,,
17,21074510,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,20,0,4
18,21074510,DISABLED ASSOC.,NO,,,,,
19,21074510,OTHER (SPECIFY),YES,0,WEEKLY,30,15,8
1,21077725,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21077725,AGRICULTURAL COOP,NO,,,,,
3,21077725,TOBACCO CLUB,NO,,,,,
4,21077725,FARMERS` GROUP,NO,,,,,
5,21077725,SAVING AND CREDIT COOP,NO,,,,,
6,21077725,BUSINESS ASSOC,NO,,,,,
7,21077725,WOMEN`S GROUP,NO,,,,,
8,21077725,YOUTH GROUP,NO,,,,,
9,21077725,POLITICAL GROUP,NO,,,,,
10,21077725,RELIGIOUS GROUP,NO,,,,,
11,21077725,CULTURAL GROUP,NO,,,,,
12,21077725,HEALTH COMMITTEE,NO,,,,,
13,21077725,SCHOOL COMMITTEE,NO,,,,,
14,21077725,PARENT-TEACHER ASSOC.,NO,,,,,
15,21077725,SPORTS GROUP,NO,,,,,
16,21077725,NGO,NO,,,,,
17,21077725,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,21077725,DISABLED ASSOC.,NO,,,,,
19,21077725,OTHER (SPECIFY),NO,,,,,
1,21080308,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,1,5
2,21080308,AGRICULTURAL COOP,NO,,,,,
3,21080308,TOBACCO CLUB,NO,,,,,
4,21080308,FARMERS` GROUP,NO,,,,,
5,21080308,SAVING AND CREDIT COOP,NO,,,,,
6,21080308,BUSINESS ASSOC,YES,8,MONTHLY,12,7,1
7,21080308,WOMEN`S GROUP,YES,3,WEEKLY,20,20,4
8,21080308,YOUTH GROUP,NO,,,,,
9,21080308,POLITICAL GROUP,YES,5,QUARTERLY,8,2,3
10,21080308,RELIGIOUS GROUP,YES,5,WEEKLY,12,4,0
11,21080308,CULTURAL GROUP,NO,,,,,
12,21080308,HEALTH COMMITTEE,YES,1,MONTHLY,10,7,0
13,21080308,SCHOOL COMMITTEE,YES,1,QUARTERLY,9,4,0
14,21080308,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,14,10,0
15,21080308,SPORTS GROUP,NO,,,,,
16,21080308,NGO,NO,,,,,
17,21080308,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,3,6
18,21080308,DISABLED ASSOC.,NO,,,,,
19,21080308,OTHER (SPECIFY),NO,,,,,
1,21081573,VILLAGE DEVELOPMENT COMMITTE,YES,1,QUARTERLY,12,5,0
2,21081573,AGRICULTURAL COOP,NO,,,,,
3,21081573,TOBACCO CLUB,NO,,,,,
4,21081573,FARMERS` GROUP,NO,,,,,
5,21081573,SAVING AND CREDIT COOP,NO,,,,,
6,21081573,BUSINESS ASSOC,NO,,,,,
7,21081573,WOMEN`S GROUP,NO,,,,,
8,21081573,YOUTH GROUP,NO,,,,,
9,21081573,POLITICAL GROUP,NO,,,,,
10,21081573,RELIGIOUS GROUP,NO,,,,,
11,21081573,CULTURAL GROUP,NO,,,,,
12,21081573,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,1
13,21081573,SCHOOL COMMITTEE,NO,,,,,
14,21081573,PARENT-TEACHER ASSOC.,NO,,,,,
15,21081573,SPORTS GROUP,NO,,,,,
16,21081573,NGO,NO,,,,,
17,21081573,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,15,2,12
18,21081573,DISABLED ASSOC.,NO,,,,,
19,21081573,OTHER (SPECIFY),NO,,,,,
1,21086069,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,12,3,0
2,21086069,AGRICULTURAL COOP,NO,,,,,
3,21086069,TOBACCO CLUB,NO,,,,,
4,21086069,FARMERS` GROUP,NO,,,,,
5,21086069,SAVING AND CREDIT COOP,NO,,,,,
