HHID,case_id,ea_id,qx_type,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00,_merge
407,104052130146,10405213,Panel A,,Yes,,No,,Yes,both in master and using data
403,104052130162,10405213,Panel A,,Yes,,No,,Yes,both in master and using data
393,104052130167,10405213,Panel A,,Yes,,No,,Yes,both in master and using data
424,105015050001,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
428,105015050002,10501505,Panel B,,Yes,,,,No,both in master and using data
426,105015050004,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
434,105015050005,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
418,105015050006,10501505,Panel B,,Yes,,No,,No,both in master and using data
420,105015050007,10501505,Panel B,,Yes,,No,,No,both in master and using data
438,105015050008,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
444,105015050009,10501505,Panel B,,Yes,,Yes,Yes,No,both in master and using data
436,105015050010,10501505,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
414,105015050011,10501505,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
432,105015050012,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
416,105015050013,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
430,105015050014,10501505,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
422,105015050015,10501505,Panel B,,Yes,,No,,No,both in master and using data
440,105015050016,10501505,Panel B,,Yes,,No,,Yes,both in master and using data
431,105017090009,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
423,105017090026,10501709,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
417,105017090049,10501709,Panel A,,Yes,,No,,No,both in master and using data
425,105017090050,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
441,105017090062,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
443,105017090064,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
419,105017090069,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
433,105017090077,10501709,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
447,105017090083,10501709,Panel A,,Yes,,No,,No,both in master and using data
439,105017090086,10501709,Panel A,,Yes,,Yes,Yes,No,both in master and using data
435,105017090091,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
437,105017090117,10501709,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
445,105017090120,10501709,Panel A,,Yes,,No,,No,both in master and using data
427,105017090122,10501709,Panel A,,Yes,,No,,Yes,both in master and using data
421,105017090131,10501709,Panel A,,Yes,,Yes,Yes,No,both in master and using data
429,105017090142,10501709,Panel A,,Yes,,No,,No,both in master and using data
457,105022680036,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
463,105022680063,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
469,105022680090,10502268,Panel A,,Yes,,No,,No,both in master and using data
449,105022680170,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
473,105022680216,10502268,Panel A,,Yes,,No,,No,both in master and using data
477,105022680242,10502268,Panel A,,Yes,,No,,No,both in master and using data
475,105022680273,10502268,Panel A,,Yes,,Yes,Yes,No,both in master and using data
471,105022680301,10502268,Panel A,,Yes,,No,,No,both in master and using data
459,105022680323,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
465,105022680324,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
453,105022680337,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
455,105022680350,10502268,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
451,105022680375,10502268,Panel A,,Yes,,No,,No,both in master and using data
479,105022680376,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
467,105022680391,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
461,105022680406,10502268,Panel A,,Yes,,No,,Yes,both in master and using data
450,105025930009,10502593,Panel B,,Yes,,Yes,Yes,No,both in master and using data
472,105025930015,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
476,105025930020,10502593,Panel B,,Yes,,No,,No,both in master and using data
456,105025930026,10502593,Panel B,,Yes,,No,,No,both in master and using data
446,105025930037,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
466,105025930042,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
454,105025930047,10502593,Panel B,,Yes,,,,No,both in master and using data
460,105025930064,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
458,105025930069,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
464,105025930075,10502593,Panel B,,Yes,,No,,No,both in master and using data
474,105025930080,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
462,105025930091,10502593,Panel B,,Yes,,Yes,Yes,No,both in master and using data
468,105025930097,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
470,105025930102,10502593,Panel B,,Yes,,No,,Yes,both in master and using data
452,105025930113,10502593,Panel B,,Yes,,No,,No,both in master and using data
497,105033670001,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
493,105033670004,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
491,105033670007,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
481,105033670008,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
483,105033670009,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
487,105033670014,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
509,105033670017,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
501,105033670018,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
505,105033670021,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
503,105033670024,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
511,105033670028,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
507,105033670030,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
489,105033670032,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
499,105033670035,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
495,105033670040,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
485,105033670045,10503367,Panel A,,Yes,,No,,Yes,both in master and using data
531,105051360004,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
535,105051360005,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
513,105051360010,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
525,105051360013,10505136,Panel A,,Yes,,No,,No,both in master and using data
543,105051360016,10505136,Panel A,,Yes,,No,,No,both in master and using data
533,105051360034,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
517,105051360035,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
537,105051360062,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
529,105051360068,10505136,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
539,105051360069,10505136,Panel A,,Yes,,No,,Yes,both in master and using data
519,105051360070,10505136,Panel A,,Yes,,Yes,Yes,No,both in master and using data
527,105051360075,10505136,Panel A,,Yes,,No,,No,both in master and using data
541,105051360077,10505136,Panel A,,Yes,,No,,No,both in master and using data
521,105051360081,10505136,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
523,105051360098,10505136,Panel A,,Yes,,No,,No,both in master and using data
488,105053100003,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
506,105053100008,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
492,105053100020,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
490,105053100025,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
480,105053100031,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
484,105053100042,10505310,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
496,105053100048,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
498,105053100054,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
500,105053100065,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
494,105053100071,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
478,105053100076,10505310,Panel B,,Yes,,No,,No,both in master and using data
504,105053100088,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
482,105053100093,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
502,105053100099,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
508,105053100110,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
486,105053100116,10505310,Panel B,,Yes,,No,,Yes,both in master and using data
538,105055080001,10505508,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
528,105055080010,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
514,105055080021,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
510,105055080031,10505508,Panel B,,Yes,,No,,No,both in master and using data
532,105055080041,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
530,105055080061,10505508,Panel B,,Yes,,Yes,Yes,No,both in master and using data
512,105055080072,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
520,105055080082,10505508,Panel B,,Yes,,Yes,Yes,No,both in master and using data
534,105055080092,10505508,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
516,105055080113,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
536,105055080123,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
522,105055080133,10505508,Panel B,,Yes,,No,,No,both in master and using data
526,105055080164,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
524,105055080174,10505508,Panel B,,Yes,,Yes,Yes,No,both in master and using data
540,105055080195,10505508,Panel B,,Yes,,No,,Yes,both in master and using data
518,105055080205,10505508,Panel B,,Yes,,No,,No,both in master and using data
572,105071750010,10507175,Panel B,,Yes,,No,,Yes,both in master and using data
562,105071750022,10507175,Panel B,,Yes,,No,,No,both in master and using data
544,105071750033,10507175,Panel B,,Yes,,No,,No,both in master and using data
550,105071750045,10507175,Panel B,,Yes,,No,,Yes,both in master and using data
556,105071750069,10507175,Panel B,,Yes,,No,,No,both in master and using data
552,105071750081,10507175,Panel B,,Yes,,No,,No,both in master and using data
542,105071750093,10507175,Panel B,,Yes,,No,,Yes,both in master and using data
546,105071750104,10507175,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
570,105071750116,10507175,Panel B,,Yes,,No,,No,both in master and using data
566,105071750128,10507175,Panel B,,Yes,,No,,No,both in master and using data
558,105071750152,10507175,Panel B,,Yes,,No,,Yes,both in master and using data
568,105071750163,10507175,Panel B,,Yes,,No,,Yes,both in master and using data
564,105071750175,10507175,Panel B,,Yes,,No,,No,both in master and using data
560,105071750199,10507175,Panel B,,Yes,,No,,No,both in master and using data
554,105071750211,10507175,Panel B,,Yes,,No,,No,both in master and using data
548,105071750246,10507175,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
557,105073440008,10507344,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
571,105073440016,10507344,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
569,105073440027,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
565,105073440033,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
575,105073440041,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
547,105073440053,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
545,105073440060,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
551,105073440081,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
555,105073440103,10507344,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
573,105073440106,10507344,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
567,105073440115,10507344,Panel A,,Yes,,No,,No,both in master and using data
561,105073440121,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
559,105073440126,10507344,Panel A,,Yes,,No,,No,both in master and using data
549,105073440131,10507344,Panel A,,Yes,,No,,Yes,both in master and using data
563,105073440136,10507344,Panel A,,Yes,,No,,No,both in master and using data
553,105073440152,10507344,Panel A,,Yes,,No,,No,both in master and using data
585,105093190002,10509319,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
603,105093190013,10509319,Panel A,,Yes,,No,,No,both in master and using data
599,105093190021,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
589,105093190045,10509319,Panel A,,Yes,,No,,No,both in master and using data
581,105093190056,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
593,105093190058,10509319,Panel A,,Yes,,No,,No,both in master and using data
583,105093190062,10509319,Panel A,,Yes,,No,,,both in master and using data
597,105093190116,10509319,Panel A,,Yes,,No,,No,both in master and using data
607,105093190129,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
577,105093190148,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
601,105093190150,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
587,105093190189,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
579,105093190205,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
595,105093190214,10509319,Panel A,,Yes,,No,,Yes,both in master and using data
591,105093190217,10509319,Panel A,,Yes,,No,,No,both in master and using data
605,105093190245,10509319,Panel A,,Yes,,No,,No,both in master and using data
588,105103880009,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
580,105103880018,10510388,Panel B,,Yes,,No,,No,both in master and using data
590,105103880027,10510388,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
574,105103880036,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
602,105103880054,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
594,105103880062,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
576,105103880071,10510388,Panel B,,Yes,,No,,No,both in master and using data
598,105103880080,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
604,105103880098,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
582,105103880107,10510388,Panel B,,Yes,,Yes,Yes,No,both in master and using data
578,105103880116,10510388,Panel B,,Yes,,No,,No,both in master and using data
586,105103880124,10510388,Panel B,,Yes,,No,,Yes,both in master and using data
596,105103880142,10510388,Panel B,,Yes,,No,,No,both in master and using data
