HHID,case_id,qx_type,visit,ea_id,hh_n0a,hh_n0b,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08
268,103054460016,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
266,103054460029,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
278,103054460042,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
262,103054460055,Panel B,2,10305446,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
282,103054460081,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
274,103054460094,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
276,103054460107,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
286,103054460120,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
260,103054460146,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
258,103054460159,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
272,103054460172,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
270,103054460185,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
284,103054460224,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
264,103054460237,Panel B,2,10305446,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
280,103054460263,Panel B,2,10305446,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
325,103074130018,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
335,103074130028,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
327,103074130044,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
349,103074130047,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
339,103074130052,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333,103074130071,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
343,103074130087,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323,103074130099,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
329,103074130110,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
321,103074130139,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
345,103074130171,Panel A,1,10307413,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
331,103074130190,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
351,103074130225,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
337,103074130252,Panel A,1,10307413,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
347,103074130255,Panel A,1,10307413,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
341,103074130258,Panel A,1,10307413,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
292,103086360009,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
312,103086360036,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
288,103086360045,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
290,103086360054,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
310,103086360063,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
298,103086360072,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
304,103086360073,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
314,103086360081,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
300,103086360090,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
294,103086360099,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
296,103086360117,Panel B,2,10308636,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
302,103086360126,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
316,103086360135,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
306,103086360153,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
308,103086360162,Panel B,2,10308636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
370,104011400012,Panel B,2,10401140,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
364,104011400028,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
366,104011400045,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
372,104011400061,Panel B,2,10401140,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
358,104011400079,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
374,104011400112,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
380,104011400129,Panel B,2,10401140,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
356,104011400146,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
354,104011400196,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
376,104011400213,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
360,104011400229,Panel B,2,10401140,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
362,104011400263,Panel B,2,10401140,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
368,104011400280,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
352,104011400296,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
350,104011400330,Panel B,2,10401140,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
378,104011400347,Panel B,2,10401140,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
359,104015020020,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
375,104015020027,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
357,104015020056,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
361,104015020074,Panel A,1,10401502,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO
381,104015020081,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
373,104015020084,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
383,104015020099,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
369,104015020102,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
363,104015020103,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
355,104015020121,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
367,104015020122,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
379,104015020127,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
365,104015020133,Panel A,1,10401502,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
377,104015020148,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
353,104015020157,Panel A,1,10401502,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
371,104015020173,Panel A,1,10401502,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
346,104015220004,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
344,104015220008,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
340,104015220019,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
338,104015220038,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
324,104015220041,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
330,104015220042,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
332,104015220054,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
342,104015220055,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
318,104015220061,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
326,104015220063,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
322,104015220065,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
336,104015220068,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
348,104015220087,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
320,104015220088,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
328,104015220091,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
334,104015220092,Panel B,2,10401522,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
388,104041860008,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
396,104041860012,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
384,104041860017,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
404,104041860021,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
410,104041860030,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
386,104041860034,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
406,104041860039,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
394,104041860043,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
398,104041860052,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
392,104041860056,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
408,104041860061,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
390,104041860065,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
402,104041860074,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
400,104041860079,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
412,104041860083,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
382,104041860092,Panel B,2,10404186,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
411,104052130003,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
385,104052130007,Panel A,1,10405213,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
387,104052130011,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
415,104052130019,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
409,104052130039,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
401,104052130045,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
389,104052130054,Panel A,1,10405213,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
405,104052130062,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
395,104052130081,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
391,104052130093,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
399,104052130100,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
397,104052130110,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
413,104052130122,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
407,104052130146,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
403,104052130162,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
393,104052130167,Panel A,1,10405213,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
424,105015050001,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
428,105015050002,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
442,105015050003,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
426,105015050004,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
434,105015050005,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
418,105015050006,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
420,105015050007,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
438,105015050008,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
444,105015050009,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
436,105015050010,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
414,105015050011,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
432,105015050012,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
416,105015050013,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
430,105015050014,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
422,105015050015,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
440,105015050016,Panel B,2,10501505,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
431,105017090009,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
423,105017090026,Panel A,1,10501709,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
417,105017090049,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
425,105017090050,Panel A,1,10501709,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
441,105017090062,Panel A,1,10501709,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
443,105017090064,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
419,105017090069,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
433,105017090077,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
447,105017090083,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
439,105017090086,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
435,105017090091,Panel A,1,10501709,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
437,105017090117,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
445,105017090120,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
427,105017090122,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
421,105017090131,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
429,105017090142,Panel A,1,10501709,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
457,105022680036,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
463,105022680063,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
469,105022680090,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
449,105022680170,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
473,105022680216,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
477,105022680242,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
475,105022680273,Panel A,1,10502268,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
471,105022680301,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
459,105022680323,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
465,105022680324,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
453,105022680337,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
455,105022680350,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
451,105022680375,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
479,105022680376,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
467,105022680391,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
461,105022680406,Panel A,1,10502268,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
450,105025930009,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
472,105025930015,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
476,105025930020,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
456,105025930026,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
446,105025930037,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
466,105025930042,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
454,105025930047,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
448,105025930053,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
460,105025930064,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
458,105025930069,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
464,105025930075,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
474,105025930080,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
462,105025930091,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
468,105025930097,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
470,105025930102,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
452,105025930113,Panel B,2,10502593,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
497,105033670001,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
493,105033670004,Panel A,1,10503367,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
491,105033670007,Panel A,1,10503367,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
481,105033670008,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
483,105033670009,Panel A,1,10503367,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
487,105033670014,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
509,105033670017,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
501,105033670018,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
505,105033670021,Panel A,1,10503367,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES
503,105033670024,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
511,105033670028,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
507,105033670030,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
489,105033670032,Panel A,1,10503367,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
499,105033670035,Panel A,1,10503367,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES
495,105033670040,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
485,105033670045,Panel A,1,10503367,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
531,105051360004,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
535,105051360005,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
513,105051360010,Panel A,1,10505136,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
525,105051360013,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
543,105051360016,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
533,105051360034,Panel A,1,10505136,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
517,105051360035,Panel A,1,10505136,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
515,105051360053,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
537,105051360062,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
529,105051360068,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
539,105051360069,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
519,105051360070,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
527,105051360075,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
541,105051360077,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
521,105051360081,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
523,105051360098,Panel A,1,10505136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
488,105053100003,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
506,105053100008,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
492,105053100020,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
490,105053100025,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
480,105053100031,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
484,105053100042,Panel B,2,10505310,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
496,105053100048,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
498,105053100054,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
500,105053100065,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
494,105053100071,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
478,105053100076,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
504,105053100088,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
482,105053100093,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
502,105053100099,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
508,105053100110,Panel B,2,10505310,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
486,105053100116,Panel B,2,10505310,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
538,105055080001,Panel B,2,10505508,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
528,105055080010,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
514,105055080021,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
510,105055080031,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
532,105055080041,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
530,105055080061,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
512,105055080072,Panel B,2,10505508,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
520,105055080082,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
534,105055080092,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
516,105055080113,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
536,105055080123,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
522,105055080133,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
526,105055080164,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
524,105055080174,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
540,105055080195,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
518,105055080205,Panel B,2,10505508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
572,105071750010,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
562,105071750022,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
544,105071750033,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
550,105071750045,Panel B,2,10507175,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
556,105071750069,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
552,105071750081,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
542,105071750093,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
546,105071750104,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
570,105071750116,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
566,105071750128,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
558,105071750152,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
568,105071750163,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
564,105071750175,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
560,105071750199,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
554,105071750211,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
548,105071750246,Panel B,2,10507175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
557,105073440008,Panel A,1,10507344,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
571,105073440016,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
569,105073440027,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
565,105073440033,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
575,105073440041,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
547,105073440053,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
545,105073440060,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
551,105073440081,Panel A,1,10507344,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
555,105073440103,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
573,105073440106,Panel A,1,10507344,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
567,105073440115,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
561,105073440121,Panel A,1,10507344,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
559,105073440126,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
549,105073440131,Panel A,1,10507344,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
563,105073440136,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
553,105073440152,Panel A,1,10507344,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
585,105093190002,Panel A,1,10509319,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
603,105093190013,Panel A,1,10509319,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
599,105093190021,Panel A,1,10509319,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
