HHID,case_id,qx_type,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
77,101020040121,Panel A,1,10102004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,101020040128,Panel A,1,10102004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,101034140003,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,101034140009,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,101034140020,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,101034140025,Panel B,2,10103414,1,PARAFIN SELLER,62,1,2,2,1,2,0,0,,1,2010,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,Lack of cash,,,,Yes,,,,,,1,30,8,2,30,6,8,,,,,,,,,,0,,,,0,,,,0,,,,2000,Average sales,,,,,,,800,0,1200,0,0,0,0,0,0
90,101034140031,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,101034140042,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,101034140047,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,101034140053,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,101034140064,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,101034140069,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,101034140075,Panel B,2,10103414,1,GROCERY OWNER,62,1,2,2,1,2,0,0,,4,1999,Own-savings from non-agriculture,,,,Home (inside residence),,,Final consumers,Traders,No,No,Yes,No,No,,,,,,,,,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,Yes,,,,,,1,6,30,12,2,20,72,12,3,2,6,12,,,,,0,,,,0,,,,0,,,,15550,Average sales,,,9800,19700,,,3200,0,11550,800,0,0,0,0,0
94,101034140086,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,101034140091,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,101034140097,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,101034140108,Panel B,2,10103414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,101034140114,Panel B,2,10103414,1,PALM MAT WEAVING,33,1,,1,1,,0,0,,3,1992,Other (specify),,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,Yes,,,,,,1,3,24,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,2500,High sales,,,,,900,1800,2200,300,0,0,0,0,0,0,0
123,101041500004,Panel A,1,10104150,1,MAKING MATS,32,1,,1,1,,1,0,Almost none,4,2010,Other (specify),,Other (specify),,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,HIGH,,,,,,,,,,Other (Specify),LACK OF RAW MATERIALS,,,Yes,,,,,,1,2,3,3,,,,,,,,,,,,,1,1,3,0,0,,,,0,,,,1600,High sales,,,,,0,500,1600,0,0,0,0,0,0,0,0
127,101041500006,Panel A,1,10104150,1,BEANS TRADING,62,1,,1,1,,0,0,,2,2007,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,AVERAGE,,,,,,,,,,Not profitable,,,,Yes,,,,,,1,3,20,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,4600,Average sales,,,2400,6800,,,1700,0,2500,0,0,0,0,0,400
113,101041500012,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,101041500013,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,101041500015,Panel A,1,10104150,1,BANANA SELLER,62,2,,2,2,,0,0,,3,2009,Own-savings from agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,Lack of cash,,,,Yes,,,,,,2,8,70,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,300,Average sales,,,0,0,,,150,0,150,0,0,0,0,0,0
99,101041500023,Panel A,1,10104150,1,BAKING AND SELLING VITUMB,31,2,,2,2,,0,0,,4,1999,Own-savings from agriculture,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,HIGH,,,,,,,,,,Seasonal work,,Not profitable,,Yes,,,,,,2,12,8,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,490,High sales,,,,,250,300,190,270,0,0,0,0,0,0,30
103,101041500027,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,101041500045,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,101041500048,Panel A,1,10104150,1,SELLING SECOND HAND CLOTH,62,1,,1,1,,0,0,,10,2004,Own-savings from agriculture,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,AVERAGE,HIGH,,,,,,,,,,Not profitable,,,,Yes,,,,,,1,6,24,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,4850,High sales,,,,,1700,3450,1650,0,2200,1000,0,0,0,0,0
97,101041500053,Panel A,1,10104150,1,SELLIMG SALT,62,1,2,1,1,2,0,0,,7,2009,Own-savings from agriculture,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,HIGH,,,,,,,,,,Not profitable,,,,Yes,,,,,,1,4,12,10,2,2,4,2,,,,,,,,,0,,,,0,,,,0,,,,4300,High sales,,,,,2000,3200,1000,0,2300,1000,0,0,0,0,0
105,101041500054,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,101041500057,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101041500063,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,101041500067,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,101041500076,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,101041500079,Panel A,1,10104150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102016880002,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,102016880010,Panel B,2,10201688,1,CARPENTER,33,1,,2,1,,1,0,About half,6,2005,Own-savings from agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,LOW,,,,,,,Seasonal work,,,,Yes,,,,,,1,20,120,6,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,Low sales,0,0,,,,,4000,2600,0,0,0,0,0,0,0
108,102016880018,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,102016880033,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,102016880041,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,102016880049,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,102016880064,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,102016880072,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,102016880080,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,102016880095,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,102016880103,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,102016880111,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,102016880126,Panel B,2,10201688,1,TOMATO SELLER,62,2,,2,2,,0,0,,8,2000,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,,,,,,,,,,,Yes,,,,,,2,15,90,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,9000,High sales,,,,,4700,7000,1500,7500,0,0,0,0,0,0,0
104,102016880134,Panel B,2,10201688,1,BAKING MANDAZI,31,2,3,2,2,3,0,0,,7,2006,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,LOW,LOW,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,Yes,,,,,,2,18,162,10,3,13,39,10,,,,,,,,,0,,,,0,,,,0,,,,8000,Average sales,,,4000,10000,,,2000,5400,0,600,0,0,0,0,0
114,102016880142,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,102016880157,Panel B,2,10201688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,102025140004,Panel A,1,10202514,1,SELLING RICE,62,1,,1,1,,0,0,,7,2009,Own-savings from agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Lack of cash,,Seasonal work,,Yes,,,,,,1,6,8,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,Average sales,,,0,0,,,15000,0,35000,10000,0,0,0,0,0
155,102025140019,Panel A,1,10202514,1,BUYING AND SELING GROCERY,62,1,2,1,1,2,0,0,,7,2009,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,AVERAGE,AVERAGE,HIGH,AVERAGE,LOW,,,,,,,,,,,,,,,,,,Yes,,,,,,1,28,84,12,2,29,140,12,,,,,,,,,0,,,,0,,,,0,,,,10000,Low sales,15000,20000,,,,,3000,0,6800,200,0,0,0,0,0
145,102025140060,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,102025140064,Panel A,1,10202514,1,BUYING&SELLING COCOA,62,1,2,1,1,2,0,0,,3,2009,Own-savings from agriculture,,,,Home (outside residence),,,Traders,,No,No,No,No,No,,,,LOW,LOW,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Seasonal work,,,,No,Yes,,,,,1,4,5,10,2,6,4,3,3,2,2,2,,,,,0,,,,0,,,,0,,,,10000,High sales,,,,,3000,5200,3000,0,7000,0,0,0,0,0,0
131,102025140068,Panel A,1,10202514,1,BUYING&SELLING COCOA,62,1,2,1,1,2,0,0,,7,2009,Own-savings from non-agriculture,,,,Mobile,,,Traders,,No,No,No,No,No,,,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Other (Specify),BUSY WITH FARM WORK,,,No,Yes,,,,,1,12,48,8,2,3,4,4,,,,,,,,,0,,,,0,,,,0,,,,5000,High sales,,,,,1500,3000,1500,0,3500,0,0,0,0,0,0
129,102025140087,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,102025140089,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,102025140104,Panel A,1,10202514,1,SELLING TRADITIONA MEDICI,93,1,,1,1,,0,0,,8,1963,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,NONE:NOT IN OPERATION,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Own-Illness/Need to care for household members,,,,No,Yes,,,,,1,5,6,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,Low sales,1500,2000,,,,,0,0,0,100,0,0,0,0,0
153,102025140122,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,102025140144,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,102025140145,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,102025140149,Panel A,1,10202514,1,RICE TRADER,62,1,,1,1,,0,0,,6,2007,Own-savings from agriculture,,,,Mobile,,,Traders,,No,No,No,No,No,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,,Seasonal work,,,,No,Yes,,,,,1,5,6,6,,,,,,,,,,,,,0,,,,0,,,,0,,,,35000,High sales,,,,,10000,,20000,0,10000,5000,0,0,0,0,0
147,102025140151,Panel A,1,10202514,1,BAKING AND SELLING MANDAZ,31,4,,4,4,,0,0,,8,2009,Gift from family/friends,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,LOW,AVERAGE,HIGH,LOW,AVERAGE,LOW,HIGH,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Seasonal work,,Lack of cash,,No,Yes,,,,,4,4,6,8,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,Average sales,,,800,5000,,,500,1500,0,0,0,0,0,0,0
135,102025140160,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,102025140161,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,102025140169,Panel A,1,10202514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,102031760004,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,102031760009,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,102031760014,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,102031760024,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,102031760029,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,102031760033,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,102031760043,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,102031760048,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,102031760053,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,102031760063,Panel B,2,10203176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
