HHID,case_id,qx_type,visit,ea_id,hh_g08a,hh_g08b,hh_g08c
29,101012150048,Panel A,1,10101215,B,"Root, Tubers and Plantains",1
29,101012150048,Panel A,1,10101215,C,Nuts and Pulses,2
29,101012150048,Panel A,1,10101215,D,Vegetables,7
29,101012150048,Panel A,1,10101215,E,"Meat, Fish and Animal Products",0
29,101012150048,Panel A,1,10101215,F,Fruits,3
29,101012150048,Panel A,1,10101215,G,Milk/Milk Products,1
29,101012150048,Panel A,1,10101215,H,Fats/Oil,4
29,101012150048,Panel A,1,10101215,I,Sugar/Sugar Products/Honey,7
29,101012150048,Panel A,1,10101215,J,Spices/Condiments,7
27,101012150049,Panel A,1,10101215,A,"Cereals, Grains and Cereal Products",7
27,101012150049,Panel A,1,10101215,B,"Root, Tubers and Plantains",3
27,101012150049,Panel A,1,10101215,C,Nuts and Pulses,4
27,101012150049,Panel A,1,10101215,D,Vegetables,5
27,101012150049,Panel A,1,10101215,E,"Meat, Fish and Animal Products",3
27,101012150049,Panel A,1,10101215,F,Fruits,1
27,101012150049,Panel A,1,10101215,G,Milk/Milk Products,0
27,101012150049,Panel A,1,10101215,H,Fats/Oil,6
27,101012150049,Panel A,1,10101215,I,Sugar/Sugar Products/Honey,4
27,101012150049,Panel A,1,10101215,J,Spices/Condiments,7
23,101012150053,Panel A,1,10101215,A,"Cereals, Grains and Cereal Products",7
23,101012150053,Panel A,1,10101215,B,"Root, Tubers and Plantains",7
23,101012150053,Panel A,1,10101215,C,Nuts and Pulses,6
23,101012150053,Panel A,1,10101215,D,Vegetables,3
23,101012150053,Panel A,1,10101215,E,"Meat, Fish and Animal Products",1
23,101012150053,Panel A,1,10101215,F,Fruits,7
23,101012150053,Panel A,1,10101215,G,Milk/Milk Products,6
23,101012150053,Panel A,1,10101215,H,Fats/Oil,0
23,101012150053,Panel A,1,10101215,I,Sugar/Sugar Products/Honey,0
23,101012150053,Panel A,1,10101215,J,Spices/Condiments,7
19,101012150059,Panel A,1,10101215,A,"Cereals, Grains and Cereal Products",7
19,101012150059,Panel A,1,10101215,B,"Root, Tubers and Plantains",3
19,101012150059,Panel A,1,10101215,C,Nuts and Pulses,4
19,101012150059,Panel A,1,10101215,D,Vegetables,3
19,101012150059,Panel A,1,10101215,E,"Meat, Fish and Animal Products",0
19,101012150059,Panel A,1,10101215,F,Fruits,2
19,101012150059,Panel A,1,10101215,G,Milk/Milk Products,0
19,101012150059,Panel A,1,10101215,H,Fats/Oil,0
19,101012150059,Panel A,1,10101215,I,Sugar/Sugar Products/Honey,0
19,101012150059,Panel A,1,10101215,J,Spices/Condiments,7
3,101012150060,Panel A,1,10101215,A,"Cereals, Grains and Cereal Products",7
3,101012150060,Panel A,1,10101215,B,"Root, Tubers and Plantains",1
3,101012150060,Panel A,1,10101215,C,Nuts and Pulses,1
3,101012150060,Panel A,1,10101215,D,Vegetables,2
3,101012150060,Panel A,1,10101215,E,"Meat, Fish and Animal Products",2
3,101012150060,Panel A,1,10101215,F,Fruits,0
3,101012150060,Panel A,1,10101215,G,Milk/Milk Products,0
3,101012150060,Panel A,1,10101215,H,Fats/Oil,0
3,101012150060,Panel A,1,10101215,I,Sugar/Sugar Products/Honey,0
3,101012150060,Panel A,1,10101215,J,Spices/Condiments,7
7,101012150074,Panel A,1,10101215,A,"Cereals, Grains and Cereal Products",7
7,101012150074,Panel A,1,10101215,B,"Root, Tubers and Plantains",2
7,101012150074,Panel A,1,10101215,C,Nuts and Pulses,7
7,101012150074,Panel A,1,10101215,D,Vegetables,7
7,101012150074,Panel A,1,10101215,E,"Meat, Fish and Animal Products",0
7,101012150074,Panel A,1,10101215,F,Fruits,3
7,101012150074,Panel A,1,10101215,G,Milk/Milk Products,0
7,101012150074,Panel A,1,10101215,H,Fats/Oil,7
7,101012150074,Panel A,1,10101215,I,Sugar/Sugar Products/Honey,3
7,101012150074,Panel A,1,10101215,J,Spices/Condiments,7
20,101015620009,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
20,101015620009,Panel B,2,10101562,B,"Root, Tubers and Plantains",5
20,101015620009,Panel B,2,10101562,C,Nuts and Pulses,6
20,101015620009,Panel B,2,10101562,D,Vegetables,7
20,101015620009,Panel B,2,10101562,E,"Meat, Fish and Animal Products",5
20,101015620009,Panel B,2,10101562,F,Fruits,2
20,101015620009,Panel B,2,10101562,G,Milk/Milk Products,2
20,101015620009,Panel B,2,10101562,H,Fats/Oil,2
20,101015620009,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,6
20,101015620009,Panel B,2,10101562,J,Spices/Condiments,7
30,101015620020,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
30,101015620020,Panel B,2,10101562,B,"Root, Tubers and Plantains",0
30,101015620020,Panel B,2,10101562,C,Nuts and Pulses,0
30,101015620020,Panel B,2,10101562,D,Vegetables,7
30,101015620020,Panel B,2,10101562,E,"Meat, Fish and Animal Products",4
30,101015620020,Panel B,2,10101562,F,Fruits,2
30,101015620020,Panel B,2,10101562,G,Milk/Milk Products,1
30,101015620020,Panel B,2,10101562,H,Fats/Oil,7
30,101015620020,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,7
30,101015620020,Panel B,2,10101562,J,Spices/Condiments,7
10,101015620031,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
10,101015620031,Panel B,2,10101562,B,"Root, Tubers and Plantains",3
10,101015620031,Panel B,2,10101562,C,Nuts and Pulses,1
10,101015620031,Panel B,2,10101562,D,Vegetables,4
10,101015620031,Panel B,2,10101562,E,"Meat, Fish and Animal Products",3
10,101015620031,Panel B,2,10101562,F,Fruits,0
10,101015620031,Panel B,2,10101562,G,Milk/Milk Products,0
10,101015620031,Panel B,2,10101562,H,Fats/Oil,7
10,101015620031,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,6
10,101015620031,Panel B,2,10101562,J,Spices/Condiments,7
6,101015620042,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
6,101015620042,Panel B,2,10101562,B,"Root, Tubers and Plantains",1
6,101015620042,Panel B,2,10101562,C,Nuts and Pulses,4
6,101015620042,Panel B,2,10101562,D,Vegetables,7
6,101015620042,Panel B,2,10101562,E,"Meat, Fish and Animal Products",4
6,101015620042,Panel B,2,10101562,F,Fruits,2
6,101015620042,Panel B,2,10101562,G,Milk/Milk Products,1
6,101015620042,Panel B,2,10101562,H,Fats/Oil,3
6,101015620042,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,4
6,101015620042,Panel B,2,10101562,J,Spices/Condiments,7
2,101015620053,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
2,101015620053,Panel B,2,10101562,B,"Root, Tubers and Plantains",2
2,101015620053,Panel B,2,10101562,C,Nuts and Pulses,0
2,101015620053,Panel B,2,10101562,D,Vegetables,3
2,101015620053,Panel B,2,10101562,E,"Meat, Fish and Animal Products",7
2,101015620053,Panel B,2,10101562,F,Fruits,1
2,101015620053,Panel B,2,10101562,G,Milk/Milk Products,1
2,101015620053,Panel B,2,10101562,H,Fats/Oil,7
2,101015620053,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,5
2,101015620053,Panel B,2,10101562,J,Spices/Condiments,7
8,101015620064,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
8,101015620064,Panel B,2,10101562,B,"Root, Tubers and Plantains",5
8,101015620064,Panel B,2,10101562,C,Nuts and Pulses,4
8,101015620064,Panel B,2,10101562,D,Vegetables,7
8,101015620064,Panel B,2,10101562,E,"Meat, Fish and Animal Products",5
8,101015620064,Panel B,2,10101562,F,Fruits,2
8,101015620064,Panel B,2,10101562,G,Milk/Milk Products,4
8,101015620064,Panel B,2,10101562,H,Fats/Oil,7
8,101015620064,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,7
8,101015620064,Panel B,2,10101562,J,Spices/Condiments,7
18,101015620075,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
18,101015620075,Panel B,2,10101562,B,"Root, Tubers and Plantains",3
18,101015620075,Panel B,2,10101562,C,Nuts and Pulses,1
18,101015620075,Panel B,2,10101562,D,Vegetables,3
18,101015620075,Panel B,2,10101562,E,"Meat, Fish and Animal Products",5
18,101015620075,Panel B,2,10101562,F,Fruits,0
18,101015620075,Panel B,2,10101562,G,Milk/Milk Products,0
18,101015620075,Panel B,2,10101562,H,Fats/Oil,0
18,101015620075,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,0
18,101015620075,Panel B,2,10101562,J,Spices/Condiments,7
16,101015620086,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
16,101015620086,Panel B,2,10101562,B,"Root, Tubers and Plantains",3
16,101015620086,Panel B,2,10101562,C,Nuts and Pulses,5
16,101015620086,Panel B,2,10101562,D,Vegetables,7
16,101015620086,Panel B,2,10101562,E,"Meat, Fish and Animal Products",0
16,101015620086,Panel B,2,10101562,F,Fruits,0
16,101015620086,Panel B,2,10101562,G,Milk/Milk Products,0
16,101015620086,Panel B,2,10101562,H,Fats/Oil,7
16,101015620086,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,4
16,101015620086,Panel B,2,10101562,J,Spices/Condiments,7
26,101015620096,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
26,101015620096,Panel B,2,10101562,B,"Root, Tubers and Plantains",3
26,101015620096,Panel B,2,10101562,C,Nuts and Pulses,2
26,101015620096,Panel B,2,10101562,D,Vegetables,7
26,101015620096,Panel B,2,10101562,E,"Meat, Fish and Animal Products",4
26,101015620096,Panel B,2,10101562,F,Fruits,0
26,101015620096,Panel B,2,10101562,G,Milk/Milk Products,0
26,101015620096,Panel B,2,10101562,H,Fats/Oil,7
26,101015620096,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,6
26,101015620096,Panel B,2,10101562,J,Spices/Condiments,7
28,101015620118,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
28,101015620118,Panel B,2,10101562,B,"Root, Tubers and Plantains",0
28,101015620118,Panel B,2,10101562,C,Nuts and Pulses,1
28,101015620118,Panel B,2,10101562,D,Vegetables,7
28,101015620118,Panel B,2,10101562,E,"Meat, Fish and Animal Products",5
28,101015620118,Panel B,2,10101562,F,Fruits,0
28,101015620118,Panel B,2,10101562,G,Milk/Milk Products,0
28,101015620118,Panel B,2,10101562,H,Fats/Oil,7
28,101015620118,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,0
28,101015620118,Panel B,2,10101562,J,Spices/Condiments,7
32,101015620140,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
32,101015620140,Panel B,2,10101562,B,"Root, Tubers and Plantains",3
32,101015620140,Panel B,2,10101562,C,Nuts and Pulses,4
32,101015620140,Panel B,2,10101562,D,Vegetables,5
32,101015620140,Panel B,2,10101562,E,"Meat, Fish and Animal Products",4
32,101015620140,Panel B,2,10101562,F,Fruits,1
32,101015620140,Panel B,2,10101562,G,Milk/Milk Products,1
32,101015620140,Panel B,2,10101562,H,Fats/Oil,1
32,101015620140,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,7
32,101015620140,Panel B,2,10101562,J,Spices/Condiments,7
12,101015620162,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
12,101015620162,Panel B,2,10101562,B,"Root, Tubers and Plantains",4
12,101015620162,Panel B,2,10101562,C,Nuts and Pulses,4
12,101015620162,Panel B,2,10101562,D,Vegetables,7
12,101015620162,Panel B,2,10101562,E,"Meat, Fish and Animal Products",2
12,101015620162,Panel B,2,10101562,F,Fruits,0
12,101015620162,Panel B,2,10101562,G,Milk/Milk Products,0
12,101015620162,Panel B,2,10101562,H,Fats/Oil,7
12,101015620162,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,7
12,101015620162,Panel B,2,10101562,J,Spices/Condiments,7
4,101015620184,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
4,101015620184,Panel B,2,10101562,B,"Root, Tubers and Plantains",2
4,101015620184,Panel B,2,10101562,C,Nuts and Pulses,4
4,101015620184,Panel B,2,10101562,D,Vegetables,7
4,101015620184,Panel B,2,10101562,E,"Meat, Fish and Animal Products",7
4,101015620184,Panel B,2,10101562,F,Fruits,7
4,101015620184,Panel B,2,10101562,G,Milk/Milk Products,3
4,101015620184,Panel B,2,10101562,H,Fats/Oil,7
4,101015620184,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,7
4,101015620184,Panel B,2,10101562,J,Spices/Condiments,7
22,101015620195,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
22,101015620195,Panel B,2,10101562,B,"Root, Tubers and Plantains",0
22,101015620195,Panel B,2,10101562,C,Nuts and Pulses,0
22,101015620195,Panel B,2,10101562,D,Vegetables,5
22,101015620195,Panel B,2,10101562,E,"Meat, Fish and Animal Products",2
22,101015620195,Panel B,2,10101562,F,Fruits,0
22,101015620195,Panel B,2,10101562,G,Milk/Milk Products,0
22,101015620195,Panel B,2,10101562,H,Fats/Oil,6
22,101015620195,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,2
22,101015620195,Panel B,2,10101562,J,Spices/Condiments,7
14,101015620205,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
14,101015620205,Panel B,2,10101562,B,"Root, Tubers and Plantains",4
14,101015620205,Panel B,2,10101562,C,Nuts and Pulses,2
14,101015620205,Panel B,2,10101562,D,Vegetables,6
14,101015620205,Panel B,2,10101562,E,"Meat, Fish and Animal Products",1
14,101015620205,Panel B,2,10101562,F,Fruits,0
14,101015620205,Panel B,2,10101562,G,Milk/Milk Products,0
14,101015620205,Panel B,2,10101562,H,Fats/Oil,1
14,101015620205,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,2
14,101015620205,Panel B,2,10101562,J,Spices/Condiments,7
24,101015620227,Panel B,2,10101562,A,"Cereals, Grains and Cereal Products",7
24,101015620227,Panel B,2,10101562,B,"Root, Tubers and Plantains",0
24,101015620227,Panel B,2,10101562,C,Nuts and Pulses,2
24,101015620227,Panel B,2,10101562,D,Vegetables,5
24,101015620227,Panel B,2,10101562,E,"Meat, Fish and Animal Products",4
24,101015620227,Panel B,2,10101562,F,Fruits,0
24,101015620227,Panel B,2,10101562,G,Milk/Milk Products,0
24,101015620227,Panel B,2,10101562,H,Fats/Oil,7
24,101015620227,Panel B,2,10101562,I,Sugar/Sugar Products/Honey,7
24,101015620227,Panel B,2,10101562,J,Spices/Condiments,7
79,101020040001,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
79,101020040001,Panel A,1,10102004,B,"Root, Tubers and Plantains",4
79,101020040001,Panel A,1,10102004,C,Nuts and Pulses,5
79,101020040001,Panel A,1,10102004,D,Vegetables,6
79,101020040001,Panel A,1,10102004,E,"Meat, Fish and Animal Products",1
79,101020040001,Panel A,1,10102004,F,Fruits,2
79,101020040001,Panel A,1,10102004,G,Milk/Milk Products,2
79,101020040001,Panel A,1,10102004,H,Fats/Oil,7
79,101020040001,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
79,101020040001,Panel A,1,10102004,J,Spices/Condiments,7
87,101020040008,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
87,101020040008,Panel A,1,10102004,B,"Root, Tubers and Plantains",1
87,101020040008,Panel A,1,10102004,C,Nuts and Pulses,3
87,101020040008,Panel A,1,10102004,D,Vegetables,2
87,101020040008,Panel A,1,10102004,E,"Meat, Fish and Animal Products",3
87,101020040008,Panel A,1,10102004,F,Fruits,2
87,101020040008,Panel A,1,10102004,G,Milk/Milk Products,0
87,101020040008,Panel A,1,10102004,H,Fats/Oil,0
87,101020040008,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
87,101020040008,Panel A,1,10102004,J,Spices/Condiments,7
89,101020040012,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",2
89,101020040012,Panel A,1,10102004,B,"Root, Tubers and Plantains",7
89,101020040012,Panel A,1,10102004,C,Nuts and Pulses,2
89,101020040012,Panel A,1,10102004,D,Vegetables,3
89,101020040012,Panel A,1,10102004,E,"Meat, Fish and Animal Products",1
89,101020040012,Panel A,1,10102004,F,Fruits,2
89,101020040012,Panel A,1,10102004,G,Milk/Milk Products,0
89,101020040012,Panel A,1,10102004,H,Fats/Oil,0
89,101020040012,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
89,101020040012,Panel A,1,10102004,J,Spices/Condiments,7
85,101020040015,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
85,101020040015,Panel A,1,10102004,B,"Root, Tubers and Plantains",7
85,101020040015,Panel A,1,10102004,C,Nuts and Pulses,3
85,101020040015,Panel A,1,10102004,D,Vegetables,3
85,101020040015,Panel A,1,10102004,E,"Meat, Fish and Animal Products",0
85,101020040015,Panel A,1,10102004,F,Fruits,5
85,101020040015,Panel A,1,10102004,G,Milk/Milk Products,0
85,101020040015,Panel A,1,10102004,H,Fats/Oil,7
85,101020040015,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
85,101020040015,Panel A,1,10102004,J,Spices/Condiments,7
83,101020040028,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
83,101020040028,Panel A,1,10102004,B,"Root, Tubers and Plantains",3
83,101020040028,Panel A,1,10102004,C,Nuts and Pulses,7
83,101020040028,Panel A,1,10102004,D,Vegetables,3
83,101020040028,Panel A,1,10102004,E,"Meat, Fish and Animal Products",4
83,101020040028,Panel A,1,10102004,F,Fruits,7
83,101020040028,Panel A,1,10102004,G,Milk/Milk Products,0
83,101020040028,Panel A,1,10102004,H,Fats/Oil,5
83,101020040028,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
83,101020040028,Panel A,1,10102004,J,Spices/Condiments,7
75,101020040031,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
75,101020040031,Panel A,1,10102004,B,"Root, Tubers and Plantains",4
75,101020040031,Panel A,1,10102004,C,Nuts and Pulses,5
75,101020040031,Panel A,1,10102004,D,Vegetables,6
75,101020040031,Panel A,1,10102004,E,"Meat, Fish and Animal Products",1
75,101020040031,Panel A,1,10102004,F,Fruits,0
75,101020040031,Panel A,1,10102004,G,Milk/Milk Products,0
75,101020040031,Panel A,1,10102004,H,Fats/Oil,7
75,101020040031,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,3
75,101020040031,Panel A,1,10102004,J,Spices/Condiments,7
65,101020040034,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
65,101020040034,Panel A,1,10102004,B,"Root, Tubers and Plantains",4
65,101020040034,Panel A,1,10102004,C,Nuts and Pulses,4
65,101020040034,Panel A,1,10102004,D,Vegetables,5
65,101020040034,Panel A,1,10102004,E,"Meat, Fish and Animal Products",3
65,101020040034,Panel A,1,10102004,F,Fruits,3
65,101020040034,Panel A,1,10102004,G,Milk/Milk Products,7
65,101020040034,Panel A,1,10102004,H,Fats/Oil,7
65,101020040034,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,7
65,101020040034,Panel A,1,10102004,J,Spices/Condiments,7
93,101020040039,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
93,101020040039,Panel A,1,10102004,B,"Root, Tubers and Plantains",7
93,101020040039,Panel A,1,10102004,C,Nuts and Pulses,2
93,101020040039,Panel A,1,10102004,D,Vegetables,6
93,101020040039,Panel A,1,10102004,E,"Meat, Fish and Animal Products",1
93,101020040039,Panel A,1,10102004,F,Fruits,2
93,101020040039,Panel A,1,10102004,G,Milk/Milk Products,0
93,101020040039,Panel A,1,10102004,H,Fats/Oil,5
93,101020040039,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
93,101020040039,Panel A,1,10102004,J,Spices/Condiments,7
71,101020040042,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
71,101020040042,Panel A,1,10102004,B,"Root, Tubers and Plantains",2
71,101020040042,Panel A,1,10102004,C,Nuts and Pulses,1
71,101020040042,Panel A,1,10102004,D,Vegetables,4
71,101020040042,Panel A,1,10102004,E,"Meat, Fish and Animal Products",0
71,101020040042,Panel A,1,10102004,F,Fruits,0
71,101020040042,Panel A,1,10102004,G,Milk/Milk Products,0
71,101020040042,Panel A,1,10102004,H,Fats/Oil,0
71,101020040042,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,1
71,101020040042,Panel A,1,10102004,J,Spices/Condiments,7
69,101020040059,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
69,101020040059,Panel A,1,10102004,B,"Root, Tubers and Plantains",6
69,101020040059,Panel A,1,10102004,C,Nuts and Pulses,0
69,101020040059,Panel A,1,10102004,D,Vegetables,7
69,101020040059,Panel A,1,10102004,E,"Meat, Fish and Animal Products",2
69,101020040059,Panel A,1,10102004,F,Fruits,0
69,101020040059,Panel A,1,10102004,G,Milk/Milk Products,0
69,101020040059,Panel A,1,10102004,H,Fats/Oil,0
69,101020040059,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,0
69,101020040059,Panel A,1,10102004,J,Spices/Condiments,7
81,101020040061,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
81,101020040061,Panel A,1,10102004,B,"Root, Tubers and Plantains",2
81,101020040061,Panel A,1,10102004,C,Nuts and Pulses,3
81,101020040061,Panel A,1,10102004,D,Vegetables,7
81,101020040061,Panel A,1,10102004,E,"Meat, Fish and Animal Products",2
81,101020040061,Panel A,1,10102004,F,Fruits,2
81,101020040061,Panel A,1,10102004,G,Milk/Milk Products,0
81,101020040061,Panel A,1,10102004,H,Fats/Oil,0
81,101020040061,Panel A,1,10102004,I,Sugar/Sugar Products/Honey,6
81,101020040061,Panel A,1,10102004,J,Spices/Condiments,7
73,101020040093,Panel A,1,10102004,A,"Cereals, Grains and Cereal Products",7
73,101020040093,Panel A,1,10102004,B,"Root, Tubers and Plantains",2
73,101020040093,Panel A,1,10102004,C,Nuts and Pulses,2
73,101020040093,Panel A,1,10102004,D,Vegetables,1
73,101020040093,Panel A,1,10102004,E,"Meat, Fish and Animal Products",1
