HHID,case_id,qx_type,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
198,102043220047,Panel B,2,10204322,NO,,,,,,,,,,,,,,,,,,,,,,
212,102043220057,Panel B,2,10204322,YES,T1,CASSAVA,,PLANTATION,.75,ACRE,,,,,October,2009,December,2009,NO,,,,,30,90 KG BAG,
216,102043220062,Panel B,2,10204322,YES,T1,CASSAVA,,PLANTATION,.30000001,ACRE,,,,,October,2009,February,2010,NO,,,,,25,BASKET (DENGU),
208,102043220067,Panel B,2,10204322,YES,T1,CASSAVA,,PLANTATION,.2,ACRE,,,,,October,2009,January,2010,NO,,,,,3,90 KG BAG,
204,102043220081,Panel B,2,10204322,NO,,,,,,,,,,,,,,,,,,,,,,
224,102043220086,Panel B,2,10204322,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,October,2009,September,2010,NO,,,,,288,BASKET (DENGU),
222,102043220095,Panel B,2,10204322,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,September,2010,NO,,,,,42,BASKET (DENGU),
220,102043220100,Panel B,2,10204322,YES,T2,BANANA,,SCATTERED,,,,999,2008,0,October,2009,September,2010,NO,,,,,11,OTHER (SPECIFY),MKOKO
220,102043220100,Panel B,2,10204322,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,September,2010,NO,,,,,22,BASKET (DENGU),
183,102045860004,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,August,2010,NO,,,,,17,BASKET (DENGU),
179,102045860010,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,December,2009,April,2010,YES,Animals,,,,25,BASKET (DENGU),
181,102045860012,Panel A,2,10204586,YES,T2,MANGO,,SCATTERED,,,,3,1970,0,November,2009,January,2010,NO,,,,,13,BASKET (DENGU),
181,102045860012,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,September,2009,August,2010,NO,,,,,72,BASKET (DENGU),
165,102045860025,Panel A,2,10204586,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2009,January,2010,NO,,,,,27,BASKET (DENGU),
191,102045860049,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,.2,ACRE,,,,,August,2010,September,2010,NO,,,,,15,BASKET (DENGU),
173,102045860053,Panel A,2,10204586,NO,,,,,,,,,,,,,,,,,,,,,,
185,102045860054,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,December,2009,March,2010,YES,Animals,,,,20,BASKET (DENGU),
161,102045860070,Panel A,2,10204586,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2009,November,2009,NO,,,,,13,BASKET (DENGU),
169,102045860107,Panel A,2,10204586,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2009,April,2010,NO,,,,,45,BASKET (DENGU),
163,102045860112,Panel A,2,10204586,YES,R1,CASSAVA,,PLANTATION,1.4400001,ACRE,,,,,September,2009,February,2010,NO,,,,,1,OX - CART,
163,102045860112,Panel A,2,10204586,YES,R2,CASSAVA,,PLANTATION,1.25,ACRE,,,,,September,2009,February,2010,NO,,,,,1,OX - CART,
189,102045860115,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,September,2009,August,2010,NO,,,,,148,BASKET (DENGU),
189,102045860115,Panel A,2,10204586,YES,T2,MANGO,,SCATTERED,,,,4,1960,0,November,2009,January,2010,YES,Other (Specify),EFFECTS OF WIND,,,33,BASKET (DENGU),
177,102045860122,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,August,2010,September,2010,NO,,,,,25,BASKET (DENGU),
167,102045860123,Panel A,2,10204586,YES,T2,LEMON,LEMONS,SCATTERED,,,,1,1985,0,June,2010,July,2010,NO,,,,,2,50 KG BAG,
167,102045860123,Panel A,2,10204586,YES,T1,ORANGE,,SCATTERED,,,,3,1985,1,June,2010,July,2010,NO,,,,,3,50 KG BAG,
171,102045860161,Panel A,2,10204586,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,June,2010,August,2010,NO,,,,,12,BASKET (DENGU),
171,102045860161,Panel A,2,10204586,YES,T2,MANGO,,SCATTERED,,,,16,1985,0,November,2009,January,2010,NO,,,,,21,BASKET (DENGU),
187,102045860164,Panel A,2,10204586,YES,R3,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,4,90 KG BAG,
252,102201030013,Panel B,2,10220103,NO,,,,,,,,,,,,,,,,,,,,,,
242,102201030021,Panel B,2,10220103,YES,T1,CASSAVA,,SCATTERED,,,,,,,October,2009,January,2010,YES,Rains,,,,18,BASKET (DENGU),
230,102201030028,Panel B,2,10220103,YES,T2,CASSAVA,,SCATTERED,,,,,,,August,2009,September,2009,YES,Rains,,,,5,BASKET (DENGU),
230,102201030028,Panel B,2,10220103,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2009,October,2009,YES,Rains,,,,11,BASKET (DENGU),
232,102201030035,Panel B,2,10220103,YES,T1,CASSAVA,,SCATTERED,,,,,,,October,2009,December,2009,NO,,,,,28,BASKET (DENGU),
234,102201030050,Panel B,2,10220103,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,July,2010,NO,,,,,5,BASKET (DENGU),
228,102201030058,Panel B,2,10220103,YES,R1,CASSAVA,,SCATTERED,,,,,,,October,2009,October,2009,NO,,,,,2,BASKET (DENGU),
256,102201030065,Panel B,2,10220103,YES,T1,MANGO,,SCATTERED,,,,3,2004,0,November,2009,December,2009,YES,Drought,,,,0,,
246,102201030073,Panel B,2,10220103,YES,T1,CASSAVA,,PLANTATION,.25,ACRE,,,,,June,2010,August,2010,NO,,,,,1,OX - CART,
226,102201030088,Panel B,2,10220103,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,July,2010,August,2010,NO,,,,,16,BASKET (DENGU),
226,102201030088,Panel B,2,10220103,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,August,2010,August,2010,NO,,,,,5,BASKET (DENGU),
244,102201030095,Panel B,2,10220103,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,June,2010,August,2010,NO,,,,,36,BASKET (DENGU),
250,102201030103,Panel B,2,10220103,YES,T2,MANGO,,SCATTERED,,,,4,1989,0,November,2009,January,2010,YES,Other (Specify),EFFECTS OF WIND,,,28,BASKET (DENGU),
250,102201030103,Panel B,2,10220103,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,September,2009,August,2010,NO,,,,,60,BASKET (DENGU),
248,102201030110,Panel B,2,10220103,YES,T1,MANGO,,SCATTERED,,,,4,1991,0,December,2009,January,2010,YES,Diseases,,,,22,BASKET (DENGU),
248,102201030110,Panel B,2,10220103,YES,T2,CASSAVA,,PLANTATION,.25,ACRE,,,,,July,2010,August,2010,NO,,,,,15,BASKET (DENGU),
254,102201030125,Panel B,2,10220103,NO,,,,,,,,,,,,,,,,,,,,,,
240,102201030133,Panel B,2,10220103,NO,,,,,,,,,,,,,,,,,,,,,,
238,102201030140,Panel B,2,10220103,NO,,,,,,,,,,,,,,,,,,,,,,
236,102201030155,Panel B,2,10220103,NO,,,,,,,,,,,,,,,,,,,,,,
217,102207050044,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
221,102207050054,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
207,102207050056,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
211,102207050084,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
197,102207050090,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
209,102207050112,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
203,102207050206,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
219,102207050298,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
193,102207050344,Panel A,2,10220705,YES,T1,CASSAVA,,PLANTATION,.25,ACRE,,,,,July,2010,July,2010,NO,,,,,3,BASKET (DENGU),
195,102207050359,Panel A,2,10220705,NO,,,,,,,,,,,,,,,,,,,,,,
229,103016630124,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
239,103016630160,Panel A,2,10301663,YES,R2,CASSAVA,,PLANTATION,1,ACRE,,,,,December,2009,August,2010,YES,Drought,,Rains,,5,BASKET (DENGU),
243,103016630188,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
225,103016630198,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
249,103016630217,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
247,103016630235,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
241,103016630300,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
251,103016630307,Panel A,2,10301663,NO,,,,,,,,,,,,,,,,,,,,,,
235,103016630351,Panel A,2,10301663,YES,R1,CASSAVA,,PLANTATION,.25,ACRE,,,,,April,2010,August,2010,YES,Animals,,,,6,50 KG BAG,
233,103016630379,Panel A,2,10301663,YES,R2,CASSAVA,,PLANTATION,.81999999,ACRE,,,,,April,2010,September,2010,NO,,,,,7,50 KG BAG,
237,103016630383,Panel A,2,10301663,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,May,2010,September,2010,NO,,,,,10,50 KG BAG,
273,103020100009,Panel A,2,10302010,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,February,2010,October,2010,NO,,,,,1,OTHER (SPECIFY),CHITAALA
287,103020100012,Panel A,2,10302010,YES,R1,CASSAVA,,PLANTATION,3.5,ACRE,,,,,January,2010,July,2010,NO,,,,,4,90 KG BAG,
285,103020100016,Panel A,2,10302010,YES,R1,CASSAVA,,PLANTATION,2,ACRE,,,,,July,2010,October,2010,YES,Drought,,Crop theft,,12,BASKET (DENGU),
265,103020100019,Panel A,2,10302010,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,December,2009,September,2010,NO,,,,,0,,
265,103020100019,Panel A,2,10302010,YES,R2,CASSAVA,,PLANTATION,1,ACRE,,,,,December,2009,September,2010,NO,,,,,2,90 KG BAG,
263,103020100028,Panel A,2,10302010,YES,R4,CASSAVA,,PLANTATION,1,ACRE,,,,,February,2009,August,2010,NO,,,,,30,BASKET (DENGU),
263,103020100028,Panel A,2,10302010,YES,R3,CASSAVA,,PLANTATION,.5,ACRE,,,,,February,2009,August,2010,NO,,,,,30,BASKET (DENGU),
263,103020100028,Panel A,2,10302010,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,June,2009,July,2010,NO,,,,,20,BASKET (DENGU),
281,103020100034,Panel A,2,10302010,YES,R3,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2009,February,2010,YES,Drought,,Rains,,15,BASKET (DENGU),
281,103020100034,Panel A,2,10302010,YES,R2,CASSAVA,,PLANTATION,2,ACRE,,,,,December,2009,September,2010,YES,Drought,,Rains,,20,BASKET (DENGU),
269,103020100037,Panel A,2,10302010,YES,R4,CASSAVA,,PLANTATION,1,ACRE,,,,,January,2008,August,2010,YES,Drought,,Rains,,20,50 KG BAG,
279,103020100047,Panel A,2,10302010,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,December,2009,September,2010,NO,,,,,30,BASKET (DENGU),
277,103020100054,Panel A,2,10302010,YES,R2,CASSAVA,,PLANTATION,1,ACRE,,,,,April,2010,September,2010,NO,,,,,20,BASKET (DENGU),
277,103020100054,Panel A,2,10302010,YES,R3,CASSAVA,,PLANTATION,1,ACRE,,,,,June,2010,September,2010,NO,,,,,15,BASKET (DENGU),
261,103020100056,Panel A,2,10302010,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,September,2010,NO,,,,,20,BASKET (DENGU),
257,103020100076,Panel A,2,10302010,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,January,2010,October,2010,NO,,,,,10,BASKET (DENGU),
267,103020100089,Panel A,2,10302010,YES,R2,CASSAVA,,PLANTATION,1.5,ACRE,,,,,June,2010,September,2010,NO,,,,,10,BASKET (DENGU),
271,103020100105,Panel A,2,10302010,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,July,2010,September,2010,NO,,,,,4,BASKET (DENGU),
271,103020100105,Panel A,2,10302010,YES,T2,CASSAVA,,PLANTATION,1,ACRE,,,,,April,2010,August,2010,NO,,,,,3,50 KG BAG,
271,103020100105,Panel A,2,10302010,YES,T3,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,September,2010,NO,,,,,5,BASKET (DENGU),
275,103020100106,Panel A,2,10302010,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,August,2010,NO,,,,,2,50 KG BAG,
275,103020100106,Panel A,2,10302010,YES,T2,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,September,2010,NO,,,,,4,50 KG BAG,
259,103020100107,Panel A,2,10302010,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,September,2010,NO,,,,,3,50 KG BAG,
259,103020100107,Panel A,2,10302010,YES,T2,CASSAVA,,PLANTATION,.75,ACRE,,,,,July,2010,September,2010,NO,,,,,4,BASKET (DENGU),
283,103020100112,Panel A,2,10302010,YES,T2,MANGO,,SCATTERED,,,,7,1982,0,November,2009,April,2010,NO,,,,,7,50 KG BAG,
283,103020100112,Panel A,2,10302010,YES,T1,CASSAVA,,PLANTATION,2,ACRE,,,,,April,2010,September,2010,NO,,,,,5,50 KG BAG,
313,103040120012,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,April,2010,June,2010,NO,,,,,6,50 KG BAG,
309,103040120023,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,July,2010,NO,,,,,3,50 KG BAG,
303,103040120049,Panel A,2,10304012,YES,T2,CASSAVA,,PLANTATION,.75,ACRE,,,,,May,2010,August,2010,NO,,,,,6,BASKET (DENGU),
303,103040120049,Panel A,2,10304012,YES,T3,CASSAVA,,PLANTATION,1,ACRE,,,,,October,2009,December,2009,NO,,,,,4,50 KG BAG,
303,103040120049,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,September,2009,December,2009,NO,,,,,10,50 KG BAG,
319,103040120062,Panel A,2,10304012,NO,,,,,,,,,,,,,,,,,,,,,,
305,103040120074,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,.75,ACRE,,,,,April,2010,June,2010,NO,,,,,1,90 KG BAG,
291,103040120101,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,.25,ACRE,,,,,December,2010,May,2010,NO,,,,,13,OTHER (SPECIFY),CHITAALA
315,103040120105,Panel A,2,10304012,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,May,2010,August,2010,NO,,,,,1,90 KG BAG,
315,103040120105,Panel A,2,10304012,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,August,2010,NO,,,,,2,90 KG BAG,
293,103040120125,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,June,2010,July,2010,NO,,,,,7,BASKET (DENGU),
295,103040120126,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,July,2010,August,2010,YES,Animals,,,,15,BASKET (DENGU),
301,103040120129,Panel A,2,10304012,YES,T2,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,August,2010,NO,,,,,3,BASKET (DENGU),
301,103040120129,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,2,ACRE,,,,,July,2010,August,2010,NO,,,,,8,BASKET (DENGU),
297,103040120132,Panel A,2,10304012,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,June,2010,August,2010,NO,,,,,10,BASKET (DENGU),
317,103040120141,Panel A,2,10304012,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,December,2009,July,2010,NO,,,,,6,BASKET (DENGU),
317,103040120141,Panel A,2,10304012,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,December,2009,July,2010,NO,,,,,7,BASKET (DENGU),
299,103040120148,Panel A,2,10304012,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,December,2009,July,2010,YES,Drought,,Rains,,6,BASKET (DENGU),
307,103040120153,Panel A,2,10304012,NO,,,,,,,,,,,,,,,,,,,,,,
311,103040120166,Panel A,2,10304012,NO,,,,,,,,,,,,,,,,,,,,,,
289,103040120171,Panel A,2,10304012,YES,R2,CASSAVA,,PLANTATION,.25,ACRE,,,,,December,2009,July,2010,YES,Drought,,Rains,,4,BASKET (DENGU),
268,103054460016,Panel B,2,10305446,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,March,2010,July,2010,NO,,,,,3,50 KG BAG,
266,103054460029,Panel B,2,10305446,YES,R1,CASSAVA,,PLANTATION,3,ACRE,,,,,March,2010,July,2010,NO,,,,,17,BASKET (DENGU),
262,103054460055,Panel B,2,10305446,YES,R3,CASSAVA,,PLANTATION,.25,ACRE,,,,,May,2010,August,2010,NO,,,,,3,BASKET (DENGU),
262,103054460055,Panel B,2,10305446,YES,R4,CASSAVA,,PLANTATION,.25,ACRE,,,,,May,2010,August,2010,NO,,,,,3,BASKET (DENGU),
262,103054460055,Panel B,2,10305446,YES,R2,CASSAVA,,PLANTATION,.25,ACRE,,,,,April,2010,August,2010,NO,,,,,2,BASKET (DENGU),
262,103054460055,Panel B,2,10305446,YES,R5,CASSAVA,,PLANTATION,.25,ACRE,,,,,May,2010,August,2010,NO,,,,,3,BASKET (DENGU),
282,103054460081,Panel B,2,10305446,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,August,2009,June,2010,NO,,,,,5,90 KG BAG,
282,103054460081,Panel B,2,10305446,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,August,2009,February,2010,NO,,,,,2,90 KG BAG,
274,103054460094,Panel B,2,10305446,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,November,2010,NO,,,,,2,50 KG BAG,
276,103054460107,Panel B,2,10305446,YES,R1,CASSAVA,,PLANTATION,.5,,,,,,May,2010,May,2010,NO,,,,,2,90 KG BAG,
260,103054460146,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,May,2010,August,2010,NO,,,,,65,BASKET (DENGU),
258,103054460159,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,3,ACRE,,,,,July,2010,August,2010,NO,,,,,20,BASKET (DENGU),
258,103054460159,Panel B,2,10305446,YES,T2,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,August,2010,NO,,,,,30,BASKET (DENGU),
272,103054460172,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,2,ACRE,,,,,July,2010,August,2010,YES,Animals,,,,100,BASKET (DENGU),
270,103054460185,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,July,2010,August,2010,NO,,,,,12,BASKET (DENGU),
284,103054460224,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,July,2010,October,2010,NO,,,,,3,BASKET (DENGU),
264,103054460237,Panel B,2,10305446,YES,T3,MANGO,,SCATTERED,,,,2,1989,0,November,2009,March,2010,NO,,,,,6,BASKET (DENGU),
264,103054460237,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,1,,,,,,July,2010,November,2010,NO,,,,,2,50 KG BAG,
264,103054460237,Panel B,2,10305446,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,1,1999,0,June,2010,September,2010,NO,,,,,1,BASKET (DENGU),
280,103054460263,Panel B,2,10305446,YES,T2,CASSAVA,,PLANTATION,.5,ACRE,,,,,May,2010,November,2010,NO,,,,,2,BASKET (DENGU),
280,103054460263,Panel B,2,10305446,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,June,2010,November,2010,NO,,,,,13,OTHER (SPECIFY),IN FARM
280,103054460263,Panel B,2,10305446,YES,T3,CASSAVA,,PLANTATION,.5,ACRE,,,,,June,2010,November,2010,NO,,,,,13,OTHER (SPECIFY),IN FARM
325,103074130018,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,.1,ACRE,,,,,January,2010,June,2010,NO,,,,,2,BASKET (DENGU),
335,103074130028,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,.25,ACRE,,,,,October,2009,May,2010,NO,,,,,5,BASKET (DENGU),
327,103074130044,Panel A,2,10307413,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,April,2010,September,2010,YES,Animals,,,,2,OTHER (SPECIFY),CHITAALA
349,103074130047,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,February,2010,July,2010,NO,,,,,3,90 KG BAG,
339,103074130052,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,1,ACRE,,,,,August,2010,September,2010,YES,Animals,,,,2,50 KG BAG,
339,103074130052,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,June,2010,August,2010,NO,,,,,8,50 KG BAG,
333,103074130071,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,3,ACRE,,,,,March,2010,September,2010,NO,,,,,15,50 KG BAG,
333,103074130071,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,1.5,ACRE,,,,,June,2010,September,2010,NO,,,,,5,50 KG BAG,
343,103074130087,Panel A,2,10307413,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,April,2010,August,2010,NO,,,,,2,50 KG BAG,
343,103074130087,Panel A,2,10307413,YES,T2,CASSAVA,,PLANTATION,1,ACRE,,,,,March,2010,August,2010,NO,,,,,4,50 KG BAG,
323,103074130099,Panel A,2,10307413,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,May,2010,August,2010,NO,,,,,4,BASKET (DENGU),
329,103074130110,Panel A,2,10307413,YES,T1,CASSAVA,,PLANTATION,2,ACRE,,,,,June,2010,September,2010,NO,,,,,7,BASKET (DENGU),
321,103074130139,Panel A,2,10307413,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,December,2009,April,2010,NO,,,,,6,50 KG BAG,
345,103074130171,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,1.5,ACRE,,,,,March,2009,June,2010,NO,,,,,12,BASKET (DENGU),
331,103074130190,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,3,ACRE,,,,,July,2009,August,2010,YES,Rains,,Lack of hired labor,,17,BASKET (DENGU),
351,103074130225,Panel A,2,10307413,YES,R3,CASSAVA,,PLANTATION,.5,ACRE,,,,,April,2009,July,2010,NO,,,,,10,BASKET (DENGU),
351,103074130225,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,April,2009,July,2010,NO,,,,,10,BASKET (DENGU),
351,103074130225,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,April,2009,July,2010,NO,,,,,12,BASKET (DENGU),
351,103074130225,Panel A,2,10307413,YES,R4,CASSAVA,,PLANTATION,.5,ACRE,,,,,April,2009,July,2010,NO,,,,,10,BASKET (DENGU),
337,103074130252,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,3,ACRE,,,,,June,2010,September,2010,NO,,,,,6,50 KG BAG,
337,103074130252,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,August,2010,September,2010,NO,,,,,10,50 KG BAG,
347,103074130255,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,1,ACRE,,,,,June,2010,September,2010,YES,Animals,,,,3,50 KG BAG,
347,103074130255,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,.5,ACRE,,,,,May,2010,September,2010,NO,,,,,4,50 KG BAG,
341,103074130258,Panel A,2,10307413,YES,R3,CASSAVA,,PLANTATION,1.5,ACRE,,,,,June,2009,June,2009,YES,Drought,,Rains,,10,BASKET (DENGU),
341,103074130258,Panel A,2,10307413,YES,R1,CASSAVA,,PLANTATION,1.25,ACRE,,,,,February,2009,May,2010,YES,Drought,,Rains,,10,BASKET (DENGU),
341,103074130258,Panel A,2,10307413,YES,R2,CASSAVA,,PLANTATION,2,ACRE,,,,,June,2009,June,2009,YES,Drought,,Rains,,10,BASKET (DENGU),
292,103086360009,Panel B,2,10308636,YES,R2,CASSAVA,,PLANTATION,.5,ACRE,,,,,December,2010,March,2010,NO,,,,,0,,
312,103086360036,Panel B,2,10308636,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,December,2008,February,2010,NO,,,,,15,BASKET (DENGU),
312,103086360036,Panel B,2,10308636,YES,R2,CASSAVA,,PLANTATION,2,ACRE,,,,,December,2008,February,2010,NO,,,,,15,BASKET (DENGU),
288,103086360045,Panel B,2,10308636,YES,R2,CASSAVA,,PLANTATION,3,ACRE,,,,,December,2008,January,2010,NO,,,,,20,BASKET (DENGU),
288,103086360045,Panel B,2,10308636,YES,R1,CASSAVA,,PLANTATION,2,ACRE,,,,,December,2008,January,2010,NO,,,,,20,BASKET (DENGU),
290,103086360054,Panel B,2,10308636,YES,R2,CASSAVA,,PLANTATION,2,ACRE,,,,,August,2010,September,2010,NO,,,,,3,50 KG BAG,
310,103086360063,Panel B,2,10308636,YES,R1,CASSAVA,,PLANTATION,1.5,ACRE,,,,,July,2010,September,2010,NO,,,,,3,50 KG BAG,
310,103086360063,Panel B,2,10308636,YES,R2,CASSAVA,,PLANTATION,1,ACRE,,,,,June,2010,September,2010,NO,,,,,4,50 KG BAG,
298,103086360072,Panel B,2,10308636,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,May,2010,August,2010,NO,,,,,4,BASKET (DENGU),
298,103086360072,Panel B,2,10308636,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,April,2010,August,2010,NO,,,,,5,50 KG BAG,
304,103086360073,Panel B,2,10308636,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,April,2010,August,2010,NO,,,,,2,90 KG BAG,
314,103086360081,Panel B,2,10308636,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,June,2010,September,2010,YES,Animals,,,,8,50 KG BAG,
300,103086360090,Panel B,2,10308636,YES,R2,CASSAVA,,PLANTATION,2,ACRE,,,,,March,2010,September,2010,YES,Animals,,,,10,50 KG BAG,
300,103086360090,Panel B,2,10308636,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,June,2010,September,2010,NO,,,,,3,50 KG BAG,
294,103086360099,Panel B,2,10308636,YES,T1,CASSAVA,,PLANTATION,1,ACRE,,,,,February,2009,July,2010,NO,,,,,10,BASKET (DENGU),
296,103086360117,Panel B,2,10308636,YES,T3,CASSAVA,,PLANTATION,.75,ACRE,,,,,February,2009,July,2010,NO,,,,,6,BASKET (DENGU),
296,103086360117,Panel B,2,10308636,YES,T1,CASSAVA,,PLANTATION,.5,ACRE,,,,,February,2009,July,2010,NO,,,,,5,BASKET (DENGU),
296,103086360117,Panel B,2,10308636,YES,T2,CASSAVA,,PLANTATION,1,ACRE,,,,,February,2009,July,2010,NO,,,,,15,BASKET (DENGU),
302,103086360126,Panel B,2,10308636,YES,R1,CASSAVA,,PLANTATION,1,ACRE,,,,,April,2010,November,2010,NO,,,,,0,,
