occ,y2_hhid,qx_type,interview_status,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08,hh_n0b
1,0233-005,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0234-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0236-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0237-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,YES,YES
1,0237-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0238-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0239-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0240-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0241-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0242-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0243-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0244-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0244-003,PANEL B,Panel B - Combined Visit,YES,YES,NO,NO,NO,NO,NO,NO,YES
1,0245-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0246-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0247-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0247-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0248-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0249-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0250-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0251-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0252-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0252-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,0253-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0254-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0254-008,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0254-010,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0255-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0256-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,0256-007,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0257-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0258-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0259-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0260-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0261-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0262-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0262-004,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0263-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0264-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0265-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0266-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0266-006,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0267-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0268-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0269-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0270-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0271-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0272-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0273-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0274-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0275-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0276-001,PANEL B,Panel B - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,0277-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0278-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0278-003,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0279-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0280-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0281-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0282-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0283-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0284-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0285-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0286-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0287-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0288-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0289-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0289-003,PANEL A,Panel A - Combined Visit,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0290-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0290-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0291-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0292-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0293-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0294-003,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0295-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0296-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0297-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0297-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0298-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0299-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0299-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0299-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0299-005,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0300-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0301-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0302-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0303-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0304-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0305-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0305-007,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0305-008,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0306-004,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0307-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0307-003,PANEL A,Panel A - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0308-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0309-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0310-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0311-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,,,YES,YES
1,0312-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0313-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0314-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0315-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0316-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0317-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0318-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0318-004,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0319-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0319-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0320-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0321-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0323-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0324-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0324-005,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0325-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0325-005,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0326-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0327-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0327-004,PANEL A,Panel A - Combined Visit,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0328-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0329-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0330-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0331-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0332-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0333-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,YES,NO,NO,NO,YES
1,0333-006,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,0334-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0335-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0336-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0337-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0338-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0339-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,0340-002,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0341-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,0342-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0342-004,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0343-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0345-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0346-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0346-003,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0346-008,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0347-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0348-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0349-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0350-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0351-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0352-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0354-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0354-004,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0355-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0356-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0357-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0357-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0358-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0359-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0360-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0360-003,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0361-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,YES,YES
1,0362-002,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0363-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0364-002,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0364-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0365-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,YES,YES
1,0366-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0366-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0368-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0369-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0370-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0371-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0372-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0372-003,PANEL B,Panel B - Combined Visit,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0373-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0374-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0375-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0376-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0377-001,PANEL A,Panel A - Combined Visit,NO,NO,NO,NO,NO,YES,NO,NO,YES
1,0378-001,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0379-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0380-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,YES,YES
1,0381-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0382-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0383-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0384-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0385-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0386-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0387-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0388-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0389-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0390-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0391-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0392-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0393-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0394-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0395-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,YES,YES
1,0395-006,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,YES,YES
1,0396-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0397-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0398-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0398-004,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0399-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0400-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0401-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0401-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0401-004,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0402-001,PANEL B,Panel B - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,0403-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0404-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0405-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,0406-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0407-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0408-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0409-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0409-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0410-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0411-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0411-004,PANEL A,Panel A - Combined Visit,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0411-005,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0412-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0413-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0414-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0415-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0416-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0417-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0417-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0418-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0419-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0419-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0420-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0421-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,0422-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0423-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,0424-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0425-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0426-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0427-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0428-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0429-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0430-001,PANEL B,Panel B - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,0431-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0432-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0433-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0433-006,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0434-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0435-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0436-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0437-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0438-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0439-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0440-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0441-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0443-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0444-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0444-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0445-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0446-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0447-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0448-001,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0449-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0450-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0451-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0452-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0453-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0455-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0456-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0457-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0458-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0459-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0460-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,0461-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
