occ,y2_hhid,qx_type,interview_status,ag_m0a,ag_m00,ag_m0b,ag_m0c,ag_m0d,ag_m01,ag_m02,ag_m03,ag_m04a,ag_m04b,ag_m05a,ag_m05b,ag_m07,ag_m08a,ag_m08b,ag_m08c,ag_m09,ag_m10a,ag_m10b,ag_m11a,ag_m11b,ag_m11c,ag_m12a,ag_m12b,ag_m13a,ag_m13b
1,0224-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0224-009,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0224-010,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0226-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0228-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0229-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0230-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0231-001,PANEL A,Panel A - Combined Visit,YES,D01,NSAWAWA,PEA,2,MIXED STAND,YES,,500,GRAM,AUGUST,2013,NO,4,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,0231-001,PANEL A,Panel A - Combined Visit,YES,D01,MPIRU,TANAPOSI,2,MIXED STAND,YES,,10,GRAM,AUGUST,2013,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0232-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0232-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0233-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0234-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0236-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0237-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0237-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0238-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0239-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,1,KILOGRAM,JULY,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,0239-001,PANEL A,Panel A - 2 Visits,YES,D01,MPILU,OTHER (SPECIFY),1,MIXED STAND,YES,,25,GRAM,JULY,2013,NO,2,PAIL (SMALL),SHELLED,,,,,,,,,,
1,0240-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0242-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0243-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0244-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0246-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0247-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0248-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0249-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,2,KILOGRAM,AUGUST,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
2,0249-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,1/4,500,GRAM,AUGUST,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0250-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0252-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0252-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0254-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0254-010,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0256-002,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,2 KG BAG,MAY,2013,NO,15,OTHER (SPECIFY),UNSHELLED,,,,,,,,,,
1,0256-007,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0257-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0258-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0259-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0260-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0261-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,SEPTEMBER,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
2,0261-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,15,KILOGRAM,SEPTEMBER,2013,NO,1,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0262-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0263-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0264-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0265-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,7,PURE STAND,,,8,KILOGRAM,JUNE,2013,YES,,,,YES,OTHER (SPECIFY),,6,50 KG BAG,UNSHELLED,SEPTEMBER,SEPTEMBER,7,
1,0266-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0267-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0268-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0269-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0270-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0271-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0272-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0273-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0274-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0275-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0276-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0277-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0278-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0278-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0279-001,PANEL A,Panel A - 2 Visits,YES,D01,ONION,ONION,1,MIXED STAND,YES,,50,GRAM,JUNE,2013,YES,,,,NO,,,3,PAIL (LARGE),NOT APPLICABLE,JULY,AUGUST,1,
1,0280-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0281-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0282-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0283-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0284-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0285-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0286-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0287-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0288-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0289-001,PANEL A,Panel A - 2 Visits,YES,D01,MPILU,OTHER (SPECIFY),2,PURE STAND,,,10,KILOGRAM,JULY,2013,NO,10,KILOGRAM,NOT APPLICABLE,,,,,,,,,,
1,0289-003,PANEL A,Panel A - Combined Visit,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,200,GRAM,SEPTEMBER,2013,NO,6,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0289-003,PANEL A,Panel A - Combined Visit,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,25,GRAM,SEPTEMBER,2013,NO,10,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0290-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0290-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0291-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0292-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0293-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0295-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0297-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0297-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0298-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0299-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0299-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0299-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0299-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0301-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0302-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0303-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0304-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0305-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0305-007,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0305-008,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0306-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0307-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0307-003,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0308-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0309-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0310-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0311-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0312-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0313-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0314-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,50,GRAM,JUNE,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0315-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0316-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0317-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0318-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0318-004,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0319-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0321-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0323-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0324-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0324-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0325-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0325-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0326-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0327-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0327-004,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0329-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0330-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0331-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0332-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0333-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0333-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0335-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0336-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0337-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0338-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0339-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0340-002,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0341-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0342-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0342-004,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0343-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0345-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0346-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0346-008,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0347-001,PANEL A,Panel A - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,1,PURE STAND,,,100,KILOGRAM,JUNE,2013,NO,10,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,0349-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0350-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0351-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0352-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0354-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0354-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0355-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0356-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0357-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0358-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0359-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0360-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0360-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0361-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0363-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0364-002,PANEL B,Panel B - Combined Visit,YES,D01,BEANS,BEANS,1,PURE STAND,,,3,KILOGRAM,JULY,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
2,0364-002,PANEL B,Panel B - Combined Visit,YES,D02,ONION,ONION,1,PURE STAND,,,500,GRAM,JUNE,2013,NO,3,OXCART,NOT APPLICABLE,,,,,,,,,,
3,0364-002,PANEL B,Panel B - Combined Visit,YES,D03,IRISH POTATOE,IRISH [MALAWI] POTATO,1,PURE STAND,,,50,KILOGRAM,MAY,2013,YES,,,,NO,,,15,50 KG BAG,NOT APPLICABLE,AUGUST,SEPTEMBER,1,
1,0364-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0365-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0366-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0366-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0368-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0369-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0371-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0372-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0373-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0374-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0375-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,PURE STAND,,,4,KILOGRAM,MARCH,2013,YES,,,,NO,,,5,50 KG BAG,SHELLED,AUGUST,,2,
1,0376-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0379-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0380-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0381-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0383-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0384-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0386-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0387-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0388-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0389-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0390-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0391-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0392-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0393-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0394-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0395-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0395-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0396-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0397-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0398-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0398-004,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0399-001,PANEL A,Panel A - 2 Visits,YES,D01,RAPE,TANAPOSI,1,MIXED STAND,YES,,25,GRAM,AUGUST,2013,YES,,,,NO,,,1,50 KG BAG,NOT APPLICABLE,SEPTEMBER,OCTOBER,1,7
2,0399-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISHPOTATO,IRISH [MALAWI] POTATO,1,MIXED STAND,YES,,10,KILOGRAM,AUGUST,2013,YES,,,,NO,,,4,PAIL (LARGE),NOT APPLICABLE,SEPTEMBER,OCTOBER,1,7
3,0399-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,25,GRAM,AUGUST,2013,YES,,,,NO,,,3,PAIL (LARGE),NOT APPLICABLE,SEPTEMBER,OCTOBER,1,7
1,0400-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0401-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0401-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0402-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0403-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0404-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0405-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,2,GRAM,JULY,2013,NO,17,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0407-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,MIXED STAND,YES,,5,KILOGRAM,OCTOBER,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
2,0407-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,2,MIXED STAND,NO,LESS THAN 1/4,1,KILOGRAM,OCTOBER,2013,NO,5,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0408-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0409-001,PANEL A,Panel A - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,PURE STAND,,,5,KILOGRAM,SEPTEMBER,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
1,0409-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0410-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0411-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0411-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0412-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0413-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0414-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0415-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0416-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0417-002,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,40,KILOGRAM,JULY,2013,NO,4,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,0418-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0419-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,30,KILOGRAM,JUNE,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,0419-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0420-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0421-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0422-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0423-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0424-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0425-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0426-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0427-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,30,KILOGRAM,JUNE,2013,NO,30,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,0428-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0429-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0431-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0432-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0433-002,PANEL A,Panel A - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,1,PURE STAND,,,24,KILOGRAM,JULY,2013,NO,14,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,0433-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0434-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0435-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0436-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
