occ,y2_hhid,qx_type,interview_status,ag_o01,ag_o00,ag_o02,ag_o03_2,ag_o04a,ag_o04b,ag_o04c,ag_o05e,ag_o06,ag_o07
2,0171-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG03,.5,ACRE,.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0171-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0172-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.25,ACRE,.30000001,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,0174-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0176-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0177-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1.5,ACRE,1.8,,10,CLEAR/SUNNY
1,0177-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0178-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,.30000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0178-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG02,.5,ACRE,.60000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0178-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0178-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0179-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,1.36,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0180-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0181-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.30000001,,12,CLEAR/SUNNY
2,0181-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG01,.75,ACRE,.40000001,,12,CLEAR/SUNNY
1,0182-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0184-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0185-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,.72000003,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0186-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0188-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0189-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1.5,ACRE,.91000003,,12,PARTLY CLOUDY/PARTLY SUNNY
1,0189-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,1.28,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0190-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0191-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1.2,ACRE,.30000001,,11,CLEAR/SUNNY
1,0192-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0192-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0193-002,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,1,ACRE,.60000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0194-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0195-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0196-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0197-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO GARDEN,RG01,.5,SQUARE METERS,.0099999998,,12,CLEAR/SUNNY
1,0198-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0202-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0203-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0203-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0204-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.80000001,,12,CLEAR/SUNNY
1,0205-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0207-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,.1,SQUARE METERS,0,,12,CLEAR/SUNNY
1,0208-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA GARDEN,RG02,.5,ACRE,.5,,10,CLEAR/SUNNY
1,0209-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,.25,ACRE,.13,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0210-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.40000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0212-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0214-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0216-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG02,.5,ACRE,.2,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0217-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,TG01,.25,ACRE,.15000001,,12,MOSTLY CLEAR/MOSTLY SUNNY
2,0217-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,TG02,.25,ACRE,.16,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,0218-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0219-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0220-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA GARDEN,RG01,.5,ACRE,.89999998,,10,CLEAR/SUNNY
1,0221-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0221-005,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0222-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,1.5,,12,CLEAR/SUNNY
2,0222-001,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,TG01,.5,ACRE,1.5,,12,CLEAR/SUNNY
1,0224-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,TG01,.30000001,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0224-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,RG01,2,ACRE,1.5,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0224-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0224-009,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0224-010,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.60000002,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0226-002,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.75,ACRE,.63,,12,PARTLY CLOUDY/PARTLY SUNNY
1,0228-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0229-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,.2,ACRE,1.5,,10,CLEAR/SUNNY
2,0229-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,RG02,.40000001,ACRE,.1,,7,CLEAR/SUNNY
1,0230-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.2,ACRE,.1,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,0230-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG01,1,ACRE,.30000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0231-001,PANEL A,Panel A - Combined Visit,YES,T01,DIMBA,RG03,.25,ACRE,.2,,10,CLEAR/SUNNY
1,0232-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.69999999,,12,CLEAR/SUNNY
1,0232-003,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA GARDEN,RG01,.25,ACRE,.2,,10,CLEAR/SUNNY
1,0233-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.47999999,,8,CLEAR/SUNNY
1,0234-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.30000001,ACRE,.40000001,,12,CLEAR/SUNNY
1,0236-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,1,,10,PARTLY CLOUDY/PARTLY SUNNY
2,0236-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG02,1,ACRE,.89999998,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0237-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.2,ACRE,.60000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0237-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,.2,ACRE,.60000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0237-003,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.5,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0237-003,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,1,ACRE,.1,,9,MOSTLY CLEAR/MOSTLY SUNNY
3,0237-003,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,TG03,.079999998,SQUARE METERS,.079999998,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0238-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0239-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.40000001,,6,MOSTLY CLEAR/MOSTLY SUNNY
1,0240-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.30000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0242-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0243-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.40000001,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0244-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA GARDEN,RG01,1,ACRE,1.3,,12,CLEAR/SUNNY
1,0246-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.76999998,,11,PARTLY CLOUDY/PARTLY SUNNY
2,0246-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,RG03,1.5,ACRE,.46000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0247-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,
1,0248-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG02,.5,ACRE,.69999999,,12,CLEAR/SUNNY
2,0248-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,RG03,.2,ACRE,.1,,12,CLEAR/SUNNY
1,0249-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0250-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.30000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,0250-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG02,.5,ACRE,.60000002,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0252-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO GARDEN,RG01,.1,SQUARE METERS,.0099999998,,10,CLEAR/SUNNY
1,0252-002,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA GARDEN,TG01,.5,ACRE,.30000001,,10,CLEAR/SUNNY
1,0254-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0254-010,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0256-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO GARDEN,RG01,.15000001,ACRE,.0099999998,,10,CLEAR/SUNNY
1,0256-007,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0257-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,1,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,0257-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,.1,SQUARE METERS,1,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0258-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,1.55,,6,CLEAR/SUNNY
2,0258-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,TG02,.5,ACRE,.37,,7,CLEAR/SUNNY
3,0258-001,PANEL B,Panel B - 2 Visits,YES,T03,CASSAVA,TG03,1,ACRE,1.09,,7,CLEAR/SUNNY
1,0259-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.68000001,,8,CLEAR/SUNNY
2,0259-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,.5,ACRE,.23,,7,CLEAR/SUNNY
3,0259-001,PANEL A,Panel A - 2 Visits,YES,T03,CASSAVA,TG03,.5,ACRE,.1,,7,CLEAR/SUNNY
1,0260-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.25,ACRE,.029999999,,9,CLEAR/SUNNY
1,0261-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.37,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0262-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.1,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0263-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.02,,8,CLEAR/SUNNY
1,0264-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.1,ACRE,.050000001,,8,CLEAR/SUNNY
1,0265-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.44999999,,8,CLEAR/SUNNY
2,0265-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,1,ACRE,.51999998,,9,CLEAR/SUNNY
3,0265-001,PANEL A,Panel A - 2 Visits,YES,T03,CASSAVA,TG03,.25,ACRE,.059999999,,6,CLEAR/SUNNY
1,0266-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.2,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0267-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.34,,10,COMPLETELY CLOUDY
1,0268-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.31,,7,CLEAR/SUNNY
1,0269-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.02,,9,CLEAR/SUNNY
2,0269-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,1,ACRE,.079999998,,9,CLEAR/SUNNY
3,0269-001,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,TG03,.15000001,SQUARE METERS,.67000002,,8,CLEAR/SUNNY
1,0270-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.69999999,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0270-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG02,.0099999998,ACRE,.74000001,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0271-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.25,ACRE,.80000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0272-003,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.059999999,,9,CLEAR/SUNNY
2,0272-003,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,TG02,1,ACRE,.050000001,,9,CLEAR/SUNNY
1,0273-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.60000002,,12,MOSTLY CLEAR/MOSTLY SUNNY
2,0273-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,.050000001,SQUARE METERS,.02,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,0274-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.40000001,,8,MOSTLY CLEAR/MOSTLY SUNNY
2,0274-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG02,.2,SQUARE METERS,.2,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0275-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.47,,7,CLEAR/SUNNY
2,0275-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,.5,ACRE,.13,,9,CLEAR/SUNNY
3,0275-001,PANEL A,Panel A - 2 Visits,YES,T03,CASSAVA,TG03,.5,ACRE,.13,,8,CLEAR/SUNNY
4,0275-001,PANEL A,Panel A - 2 Visits,YES,T04,CASSAVA,TG04,.5,ACRE,.20999999,,10,CLEAR/SUNNY
5,0275-001,PANEL A,Panel A - 2 Visits,YES,T05,MANGO,TG05,.5,ACRE,.13,,9,CLEAR/SUNNY
1,0276-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.40000001,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0277-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.23999999,,10,CLEAR/SUNNY
1,0278-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.25,ACRE,.0099999998,,9,CLEAR/SUNNY
2,0278-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,TG01,.5,ACRE,.079999998,,9,CLEAR/SUNNY
1,0278-003,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.25,ACRE,.039999999,,8,CLEAR/SUNNY
1,0279-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.89999998,,10,CLEAR/SUNNY
2,0279-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,TG01,.5,ACRE,.079999998,,10,CLEAR/SUNNY
1,0280-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,.079999998,,6,CLEAR/SUNNY
1,0281-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.55000001,,11,CLEAR/SUNNY
2,0281-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,.5,ACRE,.44,,11,CLEAR/SUNNY
3,0281-001,PANEL A,Panel A - 2 Visits,YES,T03,BANANA,TG02,.1,ACRE,.44,,11,CLEAR/SUNNY
1,0282-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,.30000001,ACRE,.2,,10,CLEAR/SUNNY
2,0282-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA,TG02,.30000001,ACRE,.30000001,,10,CLEAR/SUNNY
3,0282-001,PANEL B,Panel B - 2 Visits,YES,T03,MANGO,TG03,.02,ACRE,.02,,10,CLEAR/SUNNY
1,0283-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.059999999,,9,CLEAR/SUNNY
2,0283-002,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,.1,SQUARE METERS,.92000002,,8,CLEAR/SUNNY
1,0284-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.30000001,,10,CLEAR/SUNNY
2,0284-001,PANEL B,Panel B - 2 Visits,YES,T02,ORANGE,TG02,.1,ACRE,.0099999998,,10,CLEAR/SUNNY
1,0285-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.02,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0286-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.36000001,,8,CLEAR/SUNNY
1,0287-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,3,ACRE,4.8800001,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,0287-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,.5,ACRE,1.1799999,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
3,0287-001,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,TG03,.25,ACRE,.079999998,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
4,0287-001,PANEL A,Panel A - 2 Visits,YES,T04,LEMON,TG04,.25,ACRE,.02,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0288-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.059999999,,9,CLEAR/SUNNY
1,0289-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,,,
2,0289-001,PANEL A,Panel A - 2 Visits,YES,T02,MEXICAN APPLE,TG02,,,,,,
1,0289-003,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,0290-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,1.02,,9,CLEAR/SUNNY
1,0290-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0291-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.40000001,ACRE,.2,,11,CLEAR/SUNNY
2,0291-002,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,,,,,,
1,0292-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.059999999,,8,CLEAR/SUNNY
1,0293-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.25,ACRE,.07,,9,CLEAR/SUNNY
1,0295-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,.40000001,ACRE,.5,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0297-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1.5,ACRE,.69999999,,8,MOSTLY CLEAR/MOSTLY SUNNY
2,0297-001,PANEL A,Panel A - 2 Visits,YES,T02,LEMONS,TG02,10,SQUARE METERS,.029999999,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,0297-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1.5,ACRE,.69999999,,8,MOSTLY CLEAR/MOSTLY SUNNY
2,0297-002,PANEL A,Panel A - 2 Visits,YES,T02,LEMON,TG02,10,SQUARE METERS,.029999999,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,0298-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.17,,10,CLEAR/SUNNY
1,0299-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.60000002,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0299-002,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,1.1,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0299-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0299-005,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG02,1,ACRE,.41999999,,11,CLEAR/SUNNY
1,0301-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.75999999,,7,MOSTLY CLEAR/MOSTLY SUNNY
2,0301-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,1,ACRE,1.39,,7,MOSTLY CLEAR/MOSTLY SUNNY
3,0301-001,PANEL A,Panel A - 2 Visits,YES,T03,CASSAVA,TG03,.5,ACRE,.81999999,,8,MOSTLY CLEAR/MOSTLY SUNNY
4,0301-001,PANEL A,Panel A - 2 Visits,YES,T04,ORANGE,TG04,,,,OTHER (SPECIFY),,MOSTLY CLEAR/MOSTLY SUNNY
5,0301-001,PANEL A,Panel A - 2 Visits,YES,T05,LEMON,TG05,,,,OTHER (SPECIFY),,MOSTLY CLEAR/MOSTLY SUNNY
1,0302-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.60000002,,8,MOSTLY CLEAR/MOSTLY SUNNY
2,0302-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG02,.1,ACRE,.19,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0303-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.02,,9,PARTLY CLOUDY/PARTLY SUNNY
2,0303-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,.25,ACRE,.0099999998,,10,CLEAR/SUNNY
3,0303-001,PANEL A,Panel A - 2 Visits,YES,T03,CASSAVA,TG03,.25,ACRE,.029999999,,10,CLEAR/SUNNY
4,0303-001,PANEL A,Panel A - 2 Visits,YES,T04,CASSAVA,TG04,1,ACRE,1,,9,CLEAR/SUNNY
1,0304-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.30000001,ACRE,.20999999,,8,CLEAR/SUNNY
1,0305-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.30000001,,10,PARTLY CLOUDY/PARTLY SUNNY
2,0305-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG02,.40000001,ACRE,.2,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0305-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0305-008,PANEL A,Panel A - 2 Visits,YES,T01,MANGO TREES,TG01,.1,ACRE,0,,12,CLEAR/SUNNY
2,0305-008,PANEL A,Panel A - 2 Visits,YES,T02,MANGO TREES,TG02,.1,ACRE,0,,12,CLEAR/SUNNY
1,0306-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,
1,0307-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0307-003,PANEL A,Panel A - Combined Visit,YES,T01,LOCAL MAIZE,RG01,1.5,ACRE,1.8,,10,CLEAR/SUNNY
2,0307-003,PANEL A,Panel A - Combined Visit,YES,T02,FRUITS,TG01,,,,,10,CLEAR/SUNNY
1,0308-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1.5,ACRE,.89999998,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0309-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.5,,7,MOSTLY CLEAR/MOSTLY SUNNY
2,0309-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,,,,OTHER (SPECIFY),,MOSTLY CLEAR/MOSTLY SUNNY
1,0310-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,1,ACRE,.47,,10,CLEAR/SUNNY
1,0311-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0312-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.2,,9,CLEAR/SUNNY
1,0313-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,.090000004,,9,PARTLY CLOUDY/PARTLY SUNNY
2,0313-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,TG01,1,ACRE,.050000001,,7,PARTLY CLOUDY/PARTLY SUNNY
1,0314-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.1,ACRE,.050000001,,10,CLEAR/SUNNY
1,0315-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,.31999999,,7,CLEAR/SUNNY
2,0315-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG02,1,ACRE,.88999999,,10,CLEAR/SUNNY
