occ,y2_hhid,qx_type,interview_status,ag_t0a,ag_t01,ag_t02
7,0019-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0019-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0019-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0019-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0019-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0019-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0019-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0019-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0020-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0020-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0020-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0020-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0020-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0020-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0020-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0020-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0020-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0020-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0020-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0020-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0020-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0020-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0021-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0021-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0021-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0021-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0021-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0021-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0021-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0021-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0021-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0021-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0021-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0021-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0021-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0021-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0022-001,PANEL B,Panel B - 2 Visits,,,
1,0023-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0023-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0023-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0023-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0023-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0023-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0023-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0023-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0023-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0023-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0023-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0023-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0023-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0023-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0024-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0024-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0024-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0024-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0024-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0024-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0024-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0024-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0024-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0024-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0024-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0024-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0024-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0024-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0025-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0025-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,0025-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0025-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,0025-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,0025-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
7,0025-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0025-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0025-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0025-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0025-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0025-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0025-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0025-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0026-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0026-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0026-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0026-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0026-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0026-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0026-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0026-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0026-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0026-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0026-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0026-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0026-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0026-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0027-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0027-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0027-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0027-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0027-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0027-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0027-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0027-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0027-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0027-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0027-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0027-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0027-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0027-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0028-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0028-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0028-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0028-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0028-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0028-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0028-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0028-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0028-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0028-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0028-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,0028-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0028-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0028-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0029-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
2,0029-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
3,0029-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
4,0029-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0029-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0029-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0029-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0029-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0029-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0029-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0029-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0029-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0029-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0029-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0030-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0030-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0030-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0030-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0030-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0030-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0030-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0030-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0030-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0030-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0030-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0030-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0030-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0030-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0031-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0031-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0031-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0031-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0031-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0031-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0031-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0031-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0031-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0031-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0031-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0031-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0031-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0031-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0032-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0032-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0032-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0032-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0032-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0032-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0032-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0032-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0032-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0032-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0032-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0032-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0032-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0032-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0033-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0033-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0033-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0033-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0033-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0033-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0033-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0033-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0033-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0033-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0033-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0033-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,0033-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0033-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0034-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0034-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0034-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0034-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0034-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0034-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0034-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0034-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0034-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0034-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0034-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0034-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0034-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0034-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0035-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0035-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
3,0035-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
4,0035-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
5,0035-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0035-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
7,0035-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0035-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0035-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0035-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
11,0035-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
12,0035-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,0035-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0035-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0036-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0036-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,LEAD FARMER
3,0036-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0036-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,0036-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,0036-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,LEAD FARMER
7,0036-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0036-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0036-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0036-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0036-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0036-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0036-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0036-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0037-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0037-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0037-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0037-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0037-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0037-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0037-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0037-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0037-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0037-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0037-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0037-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,0037-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0037-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0038-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0038-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0038-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0038-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0038-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0038-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0038-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0038-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0038-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0038-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0038-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0038-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0038-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0038-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0040-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0040-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0040-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0040-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0040-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0040-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0040-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0040-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0040-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0040-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0040-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0040-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0040-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0040-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0041-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0041-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0041-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0041-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0041-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0041-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0041-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0041-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0041-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0041-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0041-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0041-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,0041-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0041-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0042-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0042-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0042-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0042-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0042-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0042-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0042-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0042-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0042-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0042-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0042-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0042-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0042-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0042-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0043-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0043-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0043-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0043-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0043-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0043-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0043-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0043-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0043-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0043-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0043-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0043-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
13,0043-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0043-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0044-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0044-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0044-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0044-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0044-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0044-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0044-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0044-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,0044-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0044-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
