HHID,case_id,qx_type,visit,ea_id,hh_o00,hh_o0a,hh_o0b,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o09_os,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o14,hh_o15,hh_o16,hh_o16_os,hh_o17
125,101041500057,Panel A,1,10104150,No,,,,,,,,,,,,,,,,,,,,,,,
101,101041500063,Panel A,1,10104150,No,,,,,,,,,,,,,,,,,,,,,,,
119,101041500067,Panel A,1,10104150,No,,,,,,,,,,,,,,,,,,,,,,,
117,101041500076,Panel A,1,10104150,No,,,,,,,,,,,,,,,,,,,,,,,
121,101041500079,Panel A,1,10104150,No,,,,,,,,,,,,,,,,,,,,,,,
102,102016880002,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
100,102016880010,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
108,102016880018,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
120,102016880033,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
118,102016880041,Panel B,2,10201688,Yes,2,1,28,Female,std8,No,,Karonga,Karonga,28,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,2800
118,102016880041,Panel B,2,10201688,Yes,2,2,22,Male,form2,No,,Tanzania,Tanzania,5,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,18000
118,102016880041,Panel B,2,10201688,Yes,2,3,17,Male,std8,No,,Karonga,Karonga,17,Year,Unemployed,,,,No,,,,No,,,
118,102016880041,Panel B,2,10201688,Yes,2,4,15,Female,std5,Yes,2009,Tanzania,Tanzania,1,Year,Student,,,,No,,,,No,,,
106,102016880049,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
128,102016880064,Panel B,2,10201688,Yes,1,1,25,Male,std8,No,,Karonga,Karonga,25,Year,Unemployed,,,,No,,,,No,,,
116,102016880072,Panel B,2,10201688,Yes,6,1,21,Female,form1,Yes,2008,Karonga,Karonga,21,Year,Unemployed,,,,Yes,Sporadically as needed,,1600,Yes,Sporadically as needed,,2000
122,102016880080,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
98,102016880095,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
112,102016880103,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
110,102016880111,Panel B,2,10201688,Yes,2,1,30,Female,form4,Yes,2005,Chitipa,Chitipa,5,Year,Unemployed,,,,No,,,,No,,,
110,102016880111,Panel B,2,10201688,Yes,2,2,27,Female,form4,Yes,2009,Karonga,Karonga,27,Year,Unemployed,,,,No,,,,No,,,
126,102016880126,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
104,102016880134,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
114,102016880142,Panel B,2,10201688,No,,,,,,,,,,,,,,,,,,,,,,,
124,102016880157,Panel B,2,10201688,Yes,1,1,62,Female,std2,Yes,1966,Karonga,Karonga,44,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,Yes,Sporadically as needed,,2400
124,102016880157,Panel B,2,10201688,Yes,1,2,42,Female,std6,Yes,1976,Karonga,Karonga,34,Year,Unemployed,,,,Yes,Sporadically as needed,,3000,Yes,Sporadically as needed,,4000
124,102016880157,Panel B,2,10201688,Yes,1,3,40,Male,std2,Yes,1994,Karonga,Karonga,16,Year,Unemployed,,,,Yes,Sporadically as needed,,800,Yes,Sporadically as needed,,1800
139,102025140004,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
155,102025140019,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
145,102025140060,Panel A,1,10202514,Yes,1,1,29,Male,std5,Yes,2006,Karonga,Karonga,29,Year,Unemployed,,,,Yes,Annually,,10000,No,,,
145,102025140060,Panel A,1,10202514,Yes,1,2,27,Male,std7,Yes,2008,Karonga,Karonga,27,Year,Unemployed,,,,No,,,,No,,,
145,102025140060,Panel A,1,10202514,Yes,1,3,21,Male,std8,Yes,2008,Karonga,Karonga,21,Year,Unemployed,,,,No,,,,No,,,
145,102025140060,Panel A,1,10202514,Yes,1,4,18,Female,std5,Yes,2007,Karonga,Karonga,18,Year,House work,,,,No,,,,No,,,
143,102025140064,Panel A,1,10202514,Yes,1,1,19,Female,std5,Yes,2009,Karonga,Karonga,10,Month,House work,,,,No,,,,Yes,Sporadically as needed,,800
143,102025140064,Panel A,1,10202514,Yes,1,2,17,Female,std4,Yes,2009,Karonga,Karonga,8,Month,House work,,,,No,,,,Yes,Sporadically as needed,,600
131,102025140068,Panel A,1,10202514,Yes,1,1,17,Female,std5,Yes,2007,Karonga,Karonga,17,Year,House work,,,,Yes,Twice or more per month,200,,No,,,
129,102025140087,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
137,102025140089,Panel A,1,10202514,Yes,2,1,30,Male,std4,Yes,1996,Karonga,Karonga,30,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,2000
137,102025140089,Panel A,1,10202514,Yes,2,2,24,Female,std7,Yes,2004,Karonga,Karonga,24,Year,Unemployed,,,,Yes,Sporadically as needed,,60,No,,,
137,102025140089,Panel A,1,10202514,Yes,2,3,18,Female,std3,Yes,2006,Karonga,Karonga,18,Year,Unemployed,,,,No,,,,No,,,
137,102025140089,Panel A,1,10202514,Yes,2,4,18,Female,std3,No,,Karonga,Karonga,18,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,3000
157,102025140104,Panel A,1,10202514,Yes,1,1,40,Male,std8,Yes,1991,Karonga,Karonga,40,Year,Unemployed,,,,No,,,,No,,,
157,102025140104,Panel A,1,10202514,Yes,1,2,36,Male,std7,Yes,1997,Karonga,Karonga,36,Year,Unemployed,,,,No,,,,No,,,
153,102025140122,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
133,102025140144,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
151,102025140145,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
149,102025140149,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
147,102025140151,Panel A,1,10202514,Yes,1,1,43,Male,std8,Yes,1980,Karonga,Karonga,42,Year,Unemployed,,,,Yes,Semi-annually,,600,No,,,
147,102025140151,Panel A,1,10202514,Yes,1,2,35,Female,std4,Yes,1994,Karonga,Karonga,35,Year,Unemployed,,,,Yes,Semi-annually,,1000,Yes,Sporadically as needed,,2000
147,102025140151,Panel A,1,10202514,Yes,1,3,34,Male,std5,Yes,1996,Karonga,Karonga,34,Year,Unemployed,,,,No,,,,No,,,
147,102025140151,Panel A,1,10202514,Yes,1,4,28,Male,std5,Yes,2010,Karonga,Karonga,28,Year,Unemployed,,,,No,,,,No,,,
147,102025140151,Panel A,1,10202514,Yes,1,5,23,Male,std8,Yes,2008,Karonga,Karonga,23,Year,Unemployed,,,,No,,,,No,,,
135,102025140160,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
159,102025140161,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
141,102025140169,Panel A,1,10202514,No,,,,,,,,,,,,,,,,,,,,,,,
150,102031760004,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
142,102031760009,Panel B,2,10203176,Yes,2,1,34,Female,std5,Yes,1982,Karonga,Karonga,34,Year,Unemployed,,,,No,,,,No,,,
142,102031760009,Panel B,2,10203176,Yes,2,2,31,Male,std7,Yes,1997,Karonga,Karonga,31,Year,Unemployed,,,,No,,,,No,,,
142,102031760009,Panel B,2,10203176,Yes,2,3,29,Female,std5,Yes,1998,Karonga,Karonga,29,Year,Unemployed,,,,Yes,Sporadically as needed,,2800,Yes,Sporadically as needed,,2000
142,102031760009,Panel B,2,10203176,Yes,2,4,26,Female,std4,Yes,2000,Karonga,Karonga,26,Year,Unemployed,,,,No,,,,No,,,
142,102031760009,Panel B,2,10203176,Yes,2,5,24,Female,std5,Yes,2003,Karonga,Karonga,24,Year,Unemployed,,,,No,,,,No,,,
138,102031760014,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
136,102031760024,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
148,102031760029,Panel B,2,10203176,Yes,2,1,23,Female,std6,Yes,1999,Karonga,Karonga,23,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,750
148,102031760029,Panel B,2,10203176,Yes,2,2,21,Female,Nursery/Pre school,Yes,2003,Karonga,Karonga,21,Year,Unemployed,,,,Yes,Sporadically as needed,,5000,No,,,
148,102031760029,Panel B,2,10203176,Yes,2,3,17,Female,std4,Yes,2009,Karonga,Karonga,17,Year,Unemployed,,,,No,,,,No,,,
132,102031760033,Panel B,2,10203176,Yes,1,1,63,Male,std8,Yes,1966,Karonga,Karonga,44,Year,Unemployed,,,,Yes,Sporadically as needed,,2000,Yes,Sporadically as needed,,800
132,102031760033,Panel B,2,10203176,Yes,1,2,60,Male,std8,Yes,1982,Karonga,Karonga,28,Year,Unemployed,,,,Yes,Sporadically as needed,,1300,Yes,Sporadically as needed,,400
132,102031760033,Panel B,2,10203176,Yes,1,3,47,Male,std5,Yes,1997,Karonga,Karonga,13,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,1200
132,102031760033,Panel B,2,10203176,Yes,1,4,36,Male,std7,Yes,1998,Karonga,Karonga,12,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,1000
140,102031760043,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
134,102031760048,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
146,102031760053,Panel B,2,10203176,Yes,1,1,30,Male,Nursery/Pre school,Yes,1990,Karonga,Karonga,20,Year,Unemployed,,,,No,,,,No,,,
146,102031760053,Panel B,2,10203176,Yes,1,2,28,Male,Nursery/Pre school,Yes,1998,Karonga,Karonga,12,Year,Unemployed,,,,No,,,,No,,,
146,102031760053,Panel B,2,10203176,Yes,1,3,19,Female,Nursery/Pre school,Yes,2008,Karonga,Karonga,2,Year,Unemployed,,,,No,,,,No,,,
158,102031760063,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
152,102031760067,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
144,102031760072,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
154,102031760082,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
130,102031760087,Panel B,2,10203176,Yes,1,1,29,Male,form3,Yes,2004,Mzimba,Mzimba,3,Year,Unemployed,,,,No,,,,No,,,
130,102031760087,Panel B,2,10203176,Yes,1,2,26,Male,form4,Yes,2000,Karonga,Karonga,26,Year,Working,,SUPERVISOR FOR LABOURS AT,70,Yes,Monthly,2000,,No,,,
130,102031760087,Panel B,2,10203176,Yes,1,3,23,Male,std8,Yes,2002,Karonga,Karonga,23,Year,Unemployed,,,,Yes,Sporadically as needed,,3000,No,,,
130,102031760087,Panel B,2,10203176,Yes,1,4,18,Female,std8,Yes,2007,Karonga,Karonga,18,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,1000
156,102031760092,Panel B,2,10203176,Yes,1,1,44,Male,std8,No,,Karonga,Karonga,40,Year,Working,,VILLAGE HEADMAN,22,Yes,Sporadically as needed,,1500,Yes,Sporadically as needed,,600
156,102031760092,Panel B,2,10203176,Yes,1,2,41,Male,std8,No,,Karonga,Karonga,41,Year,Unemployed,,,,Yes,Sporadically as needed,,800,Yes,Sporadically as needed,,300
156,102031760092,Panel B,2,10203176,Yes,1,3,39,Female,std5,Yes,1998,Karonga,Karonga,39,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,Yes,Sporadically as needed,,2000
156,102031760092,Panel B,2,10203176,Yes,1,4,35,Female,std7,Yes,2000,Karonga,Karonga,35,Year,Unemployed,,,,No,,,,No,,,
160,102031760101,Panel B,2,10203176,No,,,,,,,,,,,,,,,,,,,,,,,
192,102037440001,Panel B,2,10203744,Yes,1,1,31,Male,form4,Yes,2002,Mzuzu City,Mzuzu City,8,Year,Working,,POLICE OFFICER,58,Yes,Semi-annually,,13000,Yes,Semi-annually,,4000
192,102037440001,Panel B,2,10203744,Yes,1,2,29,Female,form1,Yes,2000,Karonga,Karonga,10,Year,Unemployed,,,,No,,,,Yes,Semi-annually,,3000
192,102037440001,Panel B,2,10203744,Yes,1,3,21,Male,form4,Yes,2007,Mzuzu City,Mzuzu City,3,Year,Student,,,,No,,,,No,,,
192,102037440001,Panel B,2,10203744,Yes,1,4,21,Female,form3,Yes,2008,Zomba City,Zomba City,2,Year,Student,,,,No,,,,No,,,
192,102037440001,Panel B,2,10203744,Yes,1,5,16,Male,form1,Yes,2005,Mzuzu City,Mzuzu City,5,Year,Student,,,,No,,,,No,,,
182,102037440006,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
188,102037440017,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
164,102037440023,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
172,102037440029,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
178,102037440040,Panel B,2,10203744,Yes,2,1,42,Female,std4,Yes,1985,Karonga,Karonga,42,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,Yes,Sporadically as needed,,1500
178,102037440040,Panel B,2,10203744,Yes,2,2,39,Female,std4,Yes,1990,Karonga,Karonga,39,Year,Unemployed,,,,Yes,Sporadically as needed,,2000,Yes,Sporadically as needed,,1600
178,102037440040,Panel B,2,10203744,Yes,2,3,36,Female,std3,Yes,1993,Karonga,Karonga,36,Year,Unemployed,,,,Yes,Sporadically as needed,,2400,Yes,Sporadically as needed,,850
190,102037440045,Panel B,2,10203744,Yes,2,1,21,Female,form2,Yes,2006,Karonga,Karonga,21,Year,Unemployed,,,,No,,,,No,,,
166,102037440051,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
180,102037440062,Panel B,2,10203744,Yes,1,1,40,Male,form2,Yes,1972,Zambia,Zambia,38,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,4000
180,102037440062,Panel B,2,10203744,Yes,1,2,35,Female,std8,Yes,1989,Karonga,Karonga,35,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,6000
186,102037440068,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
176,102037440073,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
174,102037440084,Panel B,2,10203744,Yes,1,1,59,Male,std8,Yes,1982,Karonga,Karonga,59,Year,Unemployed,,,,Yes,Sporadically as needed,,2000,No,,,
174,102037440084,Panel B,2,10203744,Yes,1,2,57,Female,form1,Yes,1983,Karonga,Karonga,57,Year,Unemployed,,,,No,,,,No,,,
174,102037440084,Panel B,2,10203744,Yes,1,3,55,Female,std8,Yes,1980,Karonga,Karonga,55,Year,Unemployed,,,,No,,,,No,,,
174,102037440084,Panel B,2,10203744,Yes,1,4,52,Female,std8,Yes,1982,Karonga,Karonga,52,Year,Unemployed,,,,No,,,,No,,,
174,102037440084,Panel B,2,10203744,Yes,1,5,50,Male,form4,Yes,1988,Lilongwe City,Lilongwe City,22,Year,Working,,B.P CLERK,39,Yes,Sporadically as needed,,20000,Yes,Sporadically as needed,,10000
174,102037440084,Panel B,2,10203744,Yes,1,6,48,Female,std8,Yes,1990,Karonga,Karonga,48,Year,Unemployed,,,,No,,,,No,,,
174,102037440084,Panel B,2,10203744,Yes,1,7,47,Female,std8,Yes,1995,Karonga,Karonga,47,Year,Unemployed,,,,No,,,,No,,,
174,102037440084,Panel B,2,10203744,Yes,1,8,45,Female,std7,Yes,1999,Karonga,Karonga,45,Year,Unemployed,,,,No,,,,No,,,
162,102037440090,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
170,102037440095,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
168,102037440107,Panel B,2,10203744,Yes,1,1,46,Female,std8,Yes,1985,Karonga,Karonga,46,Year,Unemployed,,,,No,,,,No,,,
168,102037440107,Panel B,2,10203744,Yes,1,2,34,Female,std8,Yes,1994,Zomba,Zomba,16,Year,Unemployed,,,,No,,,,No,,,
168,102037440107,Panel B,2,10203744,Yes,1,3,28,Male,form4,Yes,2007,Mzuzu City,Mzuzu City,3,Year,Working,,SOLDIER,58,No,,,,No,,,
168,102037440107,Panel B,2,10203744,Yes,1,4,26,Female,std8,Yes,2005,Karonga,Karonga,26,Year,Unemployed,,,,No,,,,No,,,
184,102037440112,Panel B,2,10203744,No,,,,,,,,,,,,,,,,,,,,,,,
202,102043220004,Panel B,2,10204322,Yes,1,1,20,Male,std7,Yes,2009,Mzuzu City,Mzuzu City,1,Year,Unemployed,,,,No,,,,No,,,
194,102043220009,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
218,102043220019,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
214,102043220023,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
196,102043220028,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
206,102043220038,Panel B,2,10204322,Yes,1,1,29,Male,std5,No,,Karonga,Karonga,20,Year,Unemployed,,,,Yes,Sporadically as needed,,4000,Yes,Sporadically as needed,,1000
210,102043220043,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
198,102043220047,Panel B,2,10204322,Yes,1,1,22,Female,std7,Yes,2006,Karonga,Karonga,22,Month,Unemployed,,,,No,,,,No,,,
198,102043220047,Panel B,2,10204322,Yes,1,2,19,Female,form3,Yes,2010,Karonga,Karonga,19,Month,Unemployed,,,,No,,,,No,,,
212,102043220057,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
216,102043220062,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
208,102043220067,Panel B,2,10204322,Yes,1,1,30,Female,std5,Yes,1992,Karonga,Karonga,30,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,4000
208,102043220067,Panel B,2,10204322,Yes,1,2,27,Female,std7,Yes,2000,Karonga,Karonga,27,Year,Unemployed,,,,No,,,,No,,,
208,102043220067,Panel B,2,10204322,Yes,1,3,25,Male,form4,Yes,2008,Karonga,Karonga,25,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,2000
208,102043220067,Panel B,2,10204322,Yes,1,4,23,Female,form2,Yes,2006,Karonga,Karonga,23,Year,Unemployed,,,,No,,,,No,,,
200,102043220076,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
204,102043220081,Panel B,2,10204322,Yes,1,1,38,Male,std8,Yes,1992,Karonga,Karonga,18,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,12000
204,102043220081,Panel B,2,10204322,Yes,1,2,35,Female,std7,Yes,1990,Karonga,Karonga,20,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,3000
224,102043220086,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
222,102043220095,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
220,102043220100,Panel B,2,10204322,No,,,,,,,,,,,,,,,,,,,,,,,
183,102045860004,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
179,102045860010,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
181,102045860012,Panel A,1,10204586,Yes,1,1,25,Female,std8,Yes,2008,Rumphi,Rumphi,2,Year,House work,,,,No,,,,No,,,
181,102045860012,Panel A,1,10204586,Yes,1,2,21,Female,std8,Yes,2008,Rumphi,Rumphi,2,Year,House work,,,,No,,,,No,,,
165,102045860025,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
191,102045860049,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
173,102045860053,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
185,102045860054,Panel A,1,10204586,Yes,1,1,20,Female,std7,Yes,2009,Rumphi,Rumphi,1,Year,Unemployed,,,,Yes,Annually,,5000,Yes,Sporadically as needed,,3000
175,102045860065,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
161,102045860070,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
169,102045860107,Panel A,1,10204586,Yes,1,1,32,Female,form5,Yes,1983,Blantyre City,Blantyre City,27,Year,Working,,NURSE AT PRIVATE HOSPITAL,6,Yes,Sporadically as needed,,9000,No,,,
169,102045860107,Panel A,1,10204586,Yes,1,2,27,Male,form5,Yes,1986,Blantyre City,Blantyre City,14,Year,Student,,,,No,,,,No,,,
169,102045860107,Panel A,1,10204586,Yes,1,3,25,Female,form5,Yes,1998,Blantyre City,Blantyre City,12,Year,Student,,,,No,,,,No,,,
169,102045860107,Panel A,1,10204586,Yes,1,4,21,Female,form5,Yes,1999,Blantyre City,Blantyre City,11,Year,Student,,,,No,,,,No,,,
163,102045860112,Panel A,1,10204586,Yes,1,1,18,Female,form2,No,,,,1,Year,Unemployed,,,,No,,,,No,,,
189,102045860115,Panel A,1,10204586,Yes,1,1,35,Male,form2,Yes,2001,Blantyre City,Blantyre City,9,Year,Student,,,,No,,,,No,,,
177,102045860122,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
167,102045860123,Panel A,1,10204586,Yes,1,1,44,Male,univ 5 & above,Yes,1980,Lilongwe,Lilongwe,18,Year,Working,,DOCTOR AT LILONGWE HOSPIT,6,Yes,Sporadically as needed,,24000,No,,,
171,102045860161,Panel A,1,10204586,Yes,1,1,55,Male,univ 4,Yes,1989,Zambia,Zambia,21,Year,Working,,MEDICAL DOCTOR,93,Yes,Quarterly,,100000,No,,,
171,102045860161,Panel A,1,10204586,Yes,1,2,45,Male,univ 4,Yes,1998,SCOTLAND,Other Country(Specify),10,Year,Working,,LECTURER AT UNIVERSITY,93,Yes,Quarterly,,175000,No,,,
187,102045860164,Panel A,1,10204586,No,,,,,,,,,,,,,,,,,,,,,,,
252,102201030013,Panel B,2,10220103,Yes,1,1,48,Female,std8,Yes,1985,Karonga,Karonga,43,Year,Unemployed,,,,Yes,Sporadically as needed,,1450,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,2,39,Male,std8,Yes,1989,Kasungu,Kasungu,8,Year,Unemployed,,,,Yes,Sporadically as needed,,4500,Yes,Sporadically as needed,,1600
252,102201030013,Panel B,2,10220103,Yes,1,3,37,Female,std7,Yes,1992,Rumphi,Rumphi,5,Year,Unemployed,,,,Yes,Sporadically as needed,,3800,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,4,34,Female,std3,Yes,1995,Karonga,Karonga,34,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,5,32,Female,std2,Yes,1998,Karonga,Karonga,32,Year,Unemployed,,,,Yes,Sporadically as needed,,1900,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,6,32,Male,form4,Yes,1998,Karonga,Karonga,32,Year,Unemployed,,,,Yes,Sporadically as needed,,3300,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,7,29,Female,std8,Yes,2001,Karonga,Karonga,29,Year,Unemployed,,,,No,,,,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,8,28,Female,std4,Yes,2004,Karonga,Karonga,28,Year,Unemployed,,,,No,,,,No,,,
252,102201030013,Panel B,2,10220103,Yes,1,9,25,Male,Nursery/Pre school,Yes,2007,Karonga,Karonga,25,Year,Unemployed,,,,No,,,,No,,,
242,102201030021,Panel B,2,10220103,Yes,2,1,25,Male,form4,No,,Karonga,Karonga,25,Year,Unemployed,,,,Yes,Sporadically as needed,,10000,Yes,Sporadically as needed,,8000
242,102201030021,Panel B,2,10220103,Yes,2,2,21,Female,form4,No,,Karonga,Karonga,21,Year,Student,,,,No,,,,No,,,
230,102201030028,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
232,102201030035,Panel B,2,10220103,Yes,2,1,15,Female,std8,Yes,2008,Karonga,Karonga,15,Year,Student,,,,No,,,,No,,,
234,102201030050,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
228,102201030058,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
256,102201030065,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
246,102201030073,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
226,102201030088,Panel B,2,10220103,Yes,1,1,16,Female,std6,Yes,2009,Karonga,Karonga,8,Month,Unemployed,,,,No,,,,No,,,
244,102201030095,Panel B,2,10220103,Yes,1,1,15,Female,std7,Yes,2009,Karonga,Karonga,1,Year,Student,,,,No,,,,No,,,
250,102201030103,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
248,102201030110,Panel B,2,10220103,Yes,1,1,2,Female,std6,Yes,2010,Karonga,Karonga,6,Month,Unemployed,,,,No,,,,No,,,
254,102201030125,Panel B,2,10220103,Yes,1,1,16,Female,std8,Yes,2010,Karonga,Karonga,16,Year,Unemployed,,,,No,,,,No,,,
240,102201030133,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
238,102201030140,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
236,102201030155,Panel B,2,10220103,No,,,,,,,,,,,,,,,,,,,,,,,
205,102207050019,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
217,102207050044,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
221,102207050054,Panel A,1,10220705,Yes,1,1,46,Female,std8,No,,Karonga,Karonga,15,Year,Unemployed,,,,Yes,Twice or more per month,2000,,Yes,Monthly,,3000
207,102207050056,Panel A,1,10220705,Yes,1,1,22,Male,form4,Yes,2009,Blantyre City,Blantyre City,1,Year,Student,,,,No,,,,No,,,
213,102207050062,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
211,102207050084,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
197,102207050090,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
209,102207050112,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
201,102207050138,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
199,102207050170,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
223,102207050199,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
203,102207050206,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
219,102207050298,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
215,102207050319,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
193,102207050344,Panel A,1,10220705,Yes,1,1,42,Male,form4,Yes,1992,Karonga,Karonga,18,Year,Working,,POLICE OFFICER,91,Yes,Sporadically as needed,,10000,Yes,Semi-annually,,20000
193,102207050344,Panel A,1,10220705,Yes,1,2,40,Female,form4,Yes,1993,Mzuzu City,Mzuzu City,17,Year,Working,,TEACHER PRIMARY,93,Yes,Sporadically as needed,,6000,No,,,
193,102207050344,Panel A,1,10220705,Yes,1,3,35,Female,form4,Yes,1994,Mzimba,Mzimba,16,Year,Working,,HEALTH ASSISTANT,93,Yes,Sporadically as needed,,3000,No,,,
193,102207050344,Panel A,1,10220705,Yes,1,4,30,Female,form4,Yes,1997,Mzuzu City,Mzuzu City,12,Year,Working,,TEACHER PRIMARY,93,Yes,Sporadically as needed,,2500,No,,,
195,102207050359,Panel A,1,10220705,No,,,,,,,,,,,,,,,,,,,,,,,
