occ,y2_hhid,qx_type,interview_status,ag_j00,ag_j03,ag_j04_2,ag_j05a,ag_j05b,ag_j05c,ag_j06e,ag_j07,ag_j08
1,0349-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0350-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0351-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0352-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0354-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0354-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0355-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0356-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0357-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0358-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0359-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0360-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0360-003,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0361-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0363-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0364-002,PANEL B,Panel B - Combined Visit,D01,BEANS,DG01,.25,ACRE,.2,,12,MOSTLY CLEAR/MOSTLY SUNNY
2,0364-002,PANEL B,Panel B - Combined Visit,D02,ONION,DG02,.25,ACRE,.30000001,,12,MOSTLY CLEAR/MOSTLY SUNNY
3,0364-002,PANEL B,Panel B - Combined Visit,D03,IRISH POTATOE,DG03,.5,ACRE,.1,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,0364-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0365-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0366-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0366-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0368-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0369-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0371-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0372-003,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0373-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0374-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0375-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,RG05,.5,ACRE,.80000001,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0376-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0379-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0380-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0381-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0383-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0384-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0386-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0387-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0388-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0389-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0390-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0391-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0392-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0393-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0394-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0395-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0395-006,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0396-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0397-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0398-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0398-004,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0399-001,PANEL A,Panel A - 2 Visits,D01,RAPE,DG01,.5,ACRE,.64999998,,10,CLEAR/SUNNY
1,0400-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0401-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0401-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0402-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0403-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0404-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0405-001,PANEL A,Panel A - 2 Visits,D01,TOMATO,RG02,.50999999,ACRE,.25999999,,7,CLEAR/SUNNY
1,0407-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,1,ACRE,.30000001,,12,CLEAR/SUNNY
1,0408-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0409-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,1,ACRE,.60000002,,12,CLEAR/SUNNY
1,0409-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0410-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0411-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0411-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0412-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0413-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0414-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0415-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0416-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0417-002,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,1,ACRE,.22,,11,CLEAR/SUNNY
1,0418-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0419-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,0419-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0420-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0421-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0422-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0423-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0424-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0425-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0426-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0427-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,.5,ACRE,.14,,11,CLEAR/SUNNY
1,0428-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0429-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0431-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0432-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0433-002,PANEL A,Panel A - 2 Visits,D01,SWEET POTATO,DG01,1,ACRE,.1,,9,CLEAR/SUNNY
1,0433-006,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0434-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0435-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0436-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0437-002,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.2,,9,CLEAR/SUNNY
1,0438-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0439-001,PANEL A,Panel A - 2 Visits,D01,HYBRID RECYCLED,DG01,.25,ACRE,.090000004,,10,CLEAR/SUNNY
1,0440-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0441-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0443-001,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.12,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0444-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0444-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0445-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0446-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0447-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0449-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0450-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0451-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0452-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0453-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0455-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0456-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0457-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0458-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0459-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0460-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0461-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0462-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0463-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0464-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0466-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0467-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0468-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0469-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0470-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0471-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0472-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0473-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0474-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0475-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0477-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0477-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0478-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0479-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0480-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0481-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0482-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0483-001,PANEL A,Panel A - 2 Visits,D01,TANAPOSI,RG01,.5,ACRE,.14,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0484-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0485-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0486-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0487-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0487-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0488-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0489-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0489-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0490-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0491-001,PANEL A,Panel A - 2 Visits,D01,TANAPOSI,DG01,.25,ACRE,.30000001,,9,PARTLY CLOUDY/PARTLY SUNNY
1,0492-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0493-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0494-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0495-001,PANEL A,Panel A - 2 Visits,D01,TOMATO PLOT,DG01,.5,ACRE,.1,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0496-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0497-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0498-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0500-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0501-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0502-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0503-001,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.039999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,0503-001,PANEL A,Panel A - 2 Visits,D02,TANAPOSI,DG02,.25,ACRE,.0099999998,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0503-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0504-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0505-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0506-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0507-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0508-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0509-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0509-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0509-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0510-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0511-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0512-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0513-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0514-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0515-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0516-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0517-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0518-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0518-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0519-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0520-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0520-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0521-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0521-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0522-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0523-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0524-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0525-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,.5,ACRE,.2,,11,CLEAR/SUNNY
1,0526-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0527-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0528-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0529-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0530-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0531-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0532-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0534-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0535-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0536-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0537-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0538-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0539-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0540-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0541-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0542-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0542-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0543-001,PANEL A,Panel A - 2 Visits,D01,HYBRID RECYCLED,DG01,.34999999,ACRE,.1,,11,CLEAR/SUNNY
1,0544-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0545-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0546-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0547-001,PANEL A,Panel A - Combined Visit,D01,IRISH DIMBA,DG01,.25,ACRE,.1,,9,CLEAR/SUNNY
1,0548-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0549-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0549-006,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0550-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0551-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0552-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0552-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0553-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0554-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0555-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0556-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0557-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0558-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0559-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0559-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0559-004,PANEL A,Panel A - Combined Visit,D01,BEANS PLOT,DG01,.1,ACRE,.1,,11,CLEAR/SUNNY
2,0559-004,PANEL A,Panel A - Combined Visit,D02,TOMATOE,DG01,.1,ACRE,0,,11,CLEAR/SUNNY
3,0559-004,PANEL A,Panel A - Combined Visit,D03,RAPE,DG01,.1,ACRE,0,,11,CLEAR/SUNNY
4,0559-004,PANEL A,Panel A - Combined Visit,D04,IRISH POTATOE,DG02,.1,ACRE,.1,,9,CLEAR/SUNNY
1,0560-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0561-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.25,ACRE,.34,,9,CLEAR/SUNNY
1,0562-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0563-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0564-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0564-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0564-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0565-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0566-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0567-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0568-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0569-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0570-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0571-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0572-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0573-001,PANEL A,Panel A - 2 Visits,D01,MAIZE GARDEN,DG01,1,ACRE,.51999998,,11,CLEAR/SUNNY
1,0574-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0574-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0575-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0576-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0577-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0578-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0579-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0580-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0581-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0582-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0583-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0584-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0585-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,.25,ACRE,.1,,12,CLEAR/SUNNY
1,0586-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,0587-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0588-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0589-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0590-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0591-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0592-005,PANEL B,Panel B - 2 Visits,D01,DIMBA,DG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,0594-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0595-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0596-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0597-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0598-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0599-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0599-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0599-004,PANEL A,Panel A - 2 Visits,D01,MAYULA,DG01,.25,ACRE,0,,8,PARTLY CLOUDY/PARTLY SUNNY
1,0600-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0602-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0603-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0604-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0605-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0606-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.1,ACRE,.2,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0606-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0607-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0608-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0609-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0613-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0613-004,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,0614-001,PANEL B,Panel B - 2 Visits,D01,RAPE,DG01,.40000001,SQUARE METERS,.090000004,,8,PARTLY CLOUDY/PARTLY SUNNY
1,0616-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0621-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0623-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0624-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0626-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0628-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0628-008,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0630-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0632-001,PANEL B,Panel B - 2 Visits,D01,RAPE\TANAPOSI,DG01,.5,ACRE,.25,,7,CLEAR/SUNNY
1,0632-005,PANEL B,Panel B - Combined Visit,D01,IRISH POTATO,RG02,.5,ACRE,,TOO FAR,,
1,0635-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0644-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0646-002,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0650-001,PANEL B,Panel B - 2 Visits,D01,RAPE,DG01,.1,SQUARE METERS,.090000004,,8,CLEAR/SUNNY
1,0652-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0657-001,PANEL A,Panel A - 2 Visits,D01,MPHANGWE,DG01,.1,SQUARE METERS,.34999999,,9,CLEAR/SUNNY
1,0658-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0660-001,PANEL B,Panel B - Combined Visit,D01,KUDAMU,DG01,.30000001,ACRE,.02,,11,CLEAR/SUNNY
1,0660-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0666-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0668-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0672-001,PANEL B,Panel B - 2 Visits,D01,SUGAR CANE,DG01,.25,ACRE,.17,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0672-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0675-001,PANEL A,Panel A - 2 Visits,D01,SWEET POTATO,DG01,.2,ACRE,.28,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0676-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0677-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0679-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0679-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0682-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0682-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0684-005,PANEL B,Panel B - 2 Visits,D01,MPIRU,DG01,.0099999998,ACRE,.029999999,,10,PARTLY CLOUDY/PARTLY SUNNY
2,0684-005,PANEL B,Panel B - 2 Visits,D02,MAIZE,DG01,.0099999998,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0685-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0685-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0686-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0687-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0690-001,PANEL B,Panel B - 2 Visits,D01,PEA,DG01,.25,ACRE,.61000001,,7,MOSTLY CLEAR/MOSTLY SUNNY
1,0692-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0696-002,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0696-006,PANEL B,Panel B - 2 Visits,D01,RAPE,DG01,.050000001,ACRE,.0099999998,,12,CLEAR/SUNNY
1,0699-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0700-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0701-001,PANEL A,Panel A - 2 Visits,D01,MPILU,DG01,.25,ACRE,.17,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,0701-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0707-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0710-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0714-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0714-003,PANEL B,Panel B - Combined Visit,D01,BEANS,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,0719-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0720-002,PANEL B,Panel B - Combined Visit,D01,IRISH POTATOE,DG01,.25,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0721-004,PANEL A,Panel A - Combined Visit,D01,PAKHOMO,DG01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
1,0725-006,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,0726-002,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0727-005,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,0729-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0733-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0734-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0736-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0737-008,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0743-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0744-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0746-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0747-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0749-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0750-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,0751-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0753-001,PANEL A,Panel A - 2 Visits,D01,TANAPOSI,RG01,.1,ACRE,.2,,9,PARTLY CLOUDY/PARTLY SUNNY
1,0754-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,0755-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,0756-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
