occ,y2_hhid,qx_type,interview_status,hh_o0a,hh_o00,hh_o01_2,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o13_1a,hh_o13_1b,hh_o14,hh_o14_1a,hh_o14_1b,hh_o15,hh_o16,hh_o17,hh_o18a,hh_o18b
1,0107-001,PANEL A,Panel A - 2 Visits,1,YES,99,50,FEMALE,NURSERY/PRE SCHOOL,NO,,CHITIPA,CHITIPA,20,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0107-001,PANEL A,Panel A - 2 Visits,1,YES,99,34,FEMALE,STD5,NO,,CHITIPA,CHITIPA,17,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0107-001,PANEL A,Panel A - 2 Visits,1,YES,99,25,FEMALE,STD8,YES,8,CHITIPA,CHITIPA,8,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0107-001,PANEL A,Panel A - 2 Visits,1,YES,99,20,FEMALE,STD8,YES,7,CHITIPA,CHITIPA,7,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0107-001,PANEL A,Panel A - 2 Visits,1,YES,99,46,MALE,STD7,NO,,CHITIPA,CHITIPA,19,YEAR,UNEMPLOYED,,,YES,TWICE OR MORE PER MONTH,500,1,,,,,NO,,,,
1,0108-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0109-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-001,PANEL B,Panel B - 2 Visits,1,YES,3,35,MALE,FORM4,YES,2010,RUMPHI,RUMPHI,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2500,1,2
2,0110-001,PANEL B,Panel B - 2 Visits,1,YES,99,34,FEMALE,FORM4,YES,2005,CHITIPA,CHITIPA,8,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0110-001,PANEL B,Panel B - 2 Visits,1,YES,99,31,FEMALE,FORM4,YES,2010,BLANTYRE,BLANTYRE CITY,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0110-001,PANEL B,Panel B - 2 Visits,1,YES,5,26,MALE,FORM4,YES,2011,MZUZU,MZUZU CITY,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,1500,1,2
5,0110-001,PANEL B,Panel B - 2 Visits,1,YES,6,23,FEMALE,FORM6,YES,2009,DOWA,DOWA,4,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,0110-001,PANEL B,Panel B - 2 Visits,1,YES,7,21,FEMALE,FORM4,YES,2011,KARONGA,KARONGA,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
7,0110-001,PANEL B,Panel B - 2 Visits,1,YES,9,15,FEMALE,STD8,YES,2011,RUMPHI,RUMPHI,1,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,0110-003,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-005,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-006,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0110-007,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0111-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0112-001,PANEL B,Panel B - 2 Visits,1,YES,99,42,MALE,FORM4,NO,,KARONGA,KARONGA,42,YEAR,WORKING,HEALTH SURVEILLANCE ASSIS,6,YES,MONTHLY,50000,1,,,,,YES,MONTHLY,30000,1,
2,0112-001,PANEL B,Panel B - 2 Visits,1,YES,99,35,MALE,FORM4,NO,,KARONGA,KARONGA,35,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,10000,1,,YES,QUARTERLY,6000,1,
1,0113-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0114-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0115-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0116-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0117-001,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0117-002,PANEL A,Panel A - 2 Visits,1,YES,99,33,FEMALE,FORM2,YES,2002,CHITIPA,CHITIPA,11,YEAR,UNEMPLOYED,,,YES,QUARTERLY,,,,3000,1,2,NO,,,,
2,0117-002,PANEL A,Panel A - 2 Visits,1,YES,99,35,FEMALE,STD8,YES,2003,CHITIPA,CHITIPA,10,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,ANNUALLY,1800,1,2
3,0117-002,PANEL A,Panel A - 2 Visits,1,YES,99,30,FEMALE,FORM2,YES,2009,KARONGA,KARONGA,4,YEAR,WORKING,,,YES,ANNUALLY,,,,6500,1,2,YES,ANNUALLY,2000,1,2
4,0117-002,PANEL A,Panel A - 2 Visits,1,YES,99,22,FEMALE,STD8,YES,2011,CHITIPA,CHITIPA,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,ANNUALLY,2200,1,2
1,0118-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0119-001,PANEL A,Panel A - 2 Visits,1,YES,99,44,MALE,FORM4,YES,1995,BLANTYRE,BLANTYRE CITY,18,YEAR,WORKING,PRIVATE SEC SCHOOL TEACHE,13,YES,TWICE OR MORE PER MONTH,5000,1,,,,,NO,,,,
2,0119-001,PANEL A,Panel A - 2 Visits,1,YES,99,41,FEMALE,FORM4,YES,1988,MZUZU,MZUZU CITY,25,YEAR,WORKING,MZUZU WATER BOARD CLERK,39,YES,TWICE OR MORE PER MONTH,2000,1,,,,,NO,,,,
3,0119-001,PANEL A,Panel A - 2 Visits,1,YES,99,38,MALE,FORM4,YES,2013,CHITIPA,CHITIPA,4,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0119-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0120-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0121-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0122-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0123-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0124-001,PANEL B,Panel B - 2 Visits,1,YES,99,43,FEMALE,STD8,YES,1982,KARONGA,KARONGA,21,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,4600,1,,YES,SEMI-ANNUALLY,7000,1,
2,0124-001,PANEL B,Panel B - 2 Visits,1,YES,99,39,FEMALE,STD8,YES,1986,KARONGA,KARONGA,17,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SEMI-ANNUALLY,500,1,
3,0124-001,PANEL B,Panel B - 2 Visits,1,YES,99,36,MALE,STD8,YES,1989,KARONGA,KARONGA,14,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,2000,1,,YES,SEMI-ANNUALLY,6000,1,
1,0125-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0126-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0127-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-001,PANEL B,Panel B - 2 Visits,1,YES,99,26,MALE,STD8,NO,,KARONGA,KARONGA,26,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,2700,1,2,YES,SPORADICALLY AS NEEDED,4000,1,2
2,0128-001,PANEL B,Panel B - 2 Visits,1,YES,99,22,FEMALE,FORM4,NO,,KARONGA,KARONGA,22,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0128-001,PANEL B,Panel B - 2 Visits,1,YES,3,22,FEMALE,STD8,YES,2011,KARONGA,KARONGA,22,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0128-001,PANEL B,Panel B - 2 Visits,1,YES,4,17,FEMALE,STD6,YES,2011,KARONGA,KARONGA,17,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0128-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0128-004,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,48,MALE,STD8,NO,,KARONGA,KARONGA,48,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,46,FEMALE,STD3,NO,,KARONGA,KARONGA,46,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,44,MALE,STD5,NO,,KARONGA,KARONGA,44,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,1850,1,2
4,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,40,MALE,STD5,NO,,KARONGA,KARONGA,40,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,36,FEMALE,STD4,NO,,TANZANIA,TANZANIA,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,33,FEMALE,STD4,NO,,TANZANIA,TANZANIA,30,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
7,0129-001,PANEL A,Panel A - 2 Visits,1,YES,99,30,MALE,STD7,NO,,TANZANIA,TANZANIA,27,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0129-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0130-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,FORM3,YES,2002,KARONGA,KARONGA,11,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,QUARTERLY,2000,1,
2,0130-001,PANEL B,Panel B - 2 Visits,1,YES,99,30,MALE,FORM4,YES,2004,KARONGA,KARONGA,9,YEAR,WORKING,CLEANER KAYELEKELA,39,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,78000,1,
3,0130-001,PANEL B,Panel B - 2 Visits,1,YES,99,25,MALE,STD8,YES,2010,KARONGA,KARONGA,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0131-001,PANEL A,Panel A - 2 Visits,1,YES,99,20,FEMALE,STD5,YES,2007,KARONGA,KARONGA,20,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0131-001,PANEL A,Panel A - 2 Visits,1,YES,99,18,FEMALE,STD6,YES,2007,KARONGA,KARONGA,18,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
3,0131-001,PANEL A,Panel A - 2 Visits,1,YES,99,15,FEMALE,STD4,YES,2007,KARONGA,KARONGA,15,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,0132-001,PANEL B,Panel B - 2 Visits,1,YES,99,43,MALE,NURSERY/PRE SCHOOL,YES,1981,KARONGA,KARONGA,43,MONTH,UNEMPLOYED,,,YES,TWICE OR MORE PER MONTH,1500,1,,,,,NO,,,,
1,0133-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0134-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0135-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0136-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0137-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0138-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0139-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0140-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0141-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0141-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0142-001,PANEL B,Panel B - 2 Visits,1,YES,99,30,FEMALE,STD8,YES,1998,KARONGA,KARONGA,15,YEAR,HOUSE WORK,,,YES,ANNUALLY,,,,3000,1,2,NO,,,,
2,0142-001,PANEL B,Panel B - 2 Visits,1,YES,99,33,FEMALE,STD8,YES,1996,KARONGA,KARONGA,17,YEAR,HOUSE WORK,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,1200,1,2
3,0142-001,PANEL B,Panel B - 2 Visits,1,YES,99,35,FEMALE,STD7,YES,1997,CHITIPA,CHITIPA,16,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
4,0142-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,STD6,YES,1984,KARONGA,KARONGA,29,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,400,1,2
5,0142-001,PANEL B,Panel B - 2 Visits,1,YES,3,28,MALE,FORM2,YES,2012,KARONGA,KARONGA,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,0142-001,PANEL B,Panel B - 2 Visits,1,YES,99,27,FEMALE,NURSERY/PRE SCHOOL,NO,,KARONGA,KARONGA,16,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,0142-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0143-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0144-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0145-001,PANEL A,Panel A - 2 Visits,2,YES,99,31,MALE,STD5,YES,2002,TANZANIA,TANZANIA,12,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2000,1,2
2,0145-001,PANEL A,Panel A - 2 Visits,2,YES,99,28,MALE,STD7,YES,2007,TANZANIA,TANZANIA,6,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0145-001,PANEL A,Panel A - 2 Visits,2,YES,4,25,FEMALE,STD6,YES,2011,KARONGA,KARONGA,25,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,1800,1,2
4,0145-001,PANEL A,Panel A - 2 Visits,2,YES,99,23,MALE,STD8,YES,2008,KARONGA,KARONGA,23,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0145-001,PANEL A,Panel A - 2 Visits,2,YES,99,20,FEMALE,STD6,YES,2009,TANZANIA,TANZANIA,4,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,4000,1,2
1,0146-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,STD4,NO,,KARONGA,KARONGA,20,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,4000,1,2
2,0146-001,PANEL B,Panel B - 2 Visits,1,YES,99,37,MALE,STD7,NO,,KARONGA,KARONGA,16,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,1500,1,2
3,0146-001,PANEL B,Panel B - 2 Visits,1,YES,99,27,MALE,STD8,NO,,KARONGA,KARONGA,7,YEAR,WORKING,HOUSE BOY,54,YES,SPORADICALLY AS NEEDED,,,,8000,1,2,YES,SPORADICALLY AS NEEDED,2000,1,2
1,0146-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0147-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0148-001,PANEL B,Panel B - 2 Visits,1,YES,99,26,FEMALE,STD3,YES,2007,KARONGA,KARONGA,26,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0149-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0150-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0152-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0153-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0154-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0155-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0156-001,PANEL B,Panel B - 2 Visits,1,YES,99,54,FEMALE,STD8,NO,,KARONGA,KARONGA,25,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,2500,1,,NO,,,,
2,0156-001,PANEL B,Panel B - 2 Visits,1,YES,99,41,MALE,STD8,NO,,KARONGA,KARONGA,15,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,5000,1,,NO,,,,
3,0156-001,PANEL B,Panel B - 2 Visits,1,YES,99,37,FEMALE,STD8,NO,,KARONGA,KARONGA,12,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,1000,1,,YES,SPORADICALLY AS NEEDED,1200,1,
1,0157-001,PANEL A,Panel A - 2 Visits,1,YES,99,45,MALE,STD8,YES,1998,KARONGA,KARONGA,15,YEAR,UNEMPLOYED,,,YES,QUARTERLY,,,,2000,1,,YES,SEMI-ANNUALLY,7000,1,
2,0157-001,PANEL A,Panel A - 2 Visits,1,YES,99,27,MALE,FORM2,YES,2012,TANZANIA,TANZANIA,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SEMI-ANNUALLY,2500,1,
1,0158-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0159-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0160-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0161-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0161-006,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0162-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0163-001,PANEL A,Panel A - 2 Visits,1,YES,99,29,FEMALE,FORM2,YES,2006,KARONGA,KARONGA,7,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,600,1,2,YES,SPORADICALLY AS NEEDED,1200,1,2
1,0164-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0165-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0166-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0167-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,48,FEMALE,STD8,NO,,KARONGA,KARONGA,48,YEAR,UNEMPLOYED,,,YES,QUARTERLY,,,,3500,1,,YES,QUARTERLY,1000,1,
2,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,44,FEMALE,STD8,NO,,KARONGA,KARONGA,44,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,6000,1,,YES,SPORADICALLY AS NEEDED,2500,1,
3,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,43,FEMALE,STD8,NO,,KARONGA,KARONGA,43,YEAR,UNEMPLOYED,,,YES,QUARTERLY,,,,4200,1,,YES,QUARTERLY,3000,1,
4,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,FEMALE,STD8,NO,,KARONGA,KARONGA,40,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,3500,1,,YES,SPORADICALLY AS NEEDED,2000,1,
5,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,FORM2,NO,,KARONGA,KARONGA,40,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,2700,1,,YES,SPORADICALLY AS NEEDED,4600,1,
6,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,37,FEMALE,STD8,NO,,ZOMBA,ZOMBA CITY,12,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,19500,1,,YES,SPORADICALLY AS NEEDED,10000,1,
7,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,33,MALE,STD8,NO,,KARONGA,KARONGA,33,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,4500,1,,YES,SPORADICALLY AS NEEDED,5000,1,
8,0168-001,PANEL B,Panel B - 2 Visits,1,YES,99,31,MALE,FORM4,YES,2006,MZUZU,MZUZU CITY,7,YEAR,WORKING,SOLDIER,58,YES,QUARTERLY,,,,20000,1,,YES,QUARTERLY,12500,1,
1,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,30,MALE,FORM4,NO,,KARONGA,KARONGA,30,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,12000,1,2,YES,SPORADICALLY AS NEEDED,5000,1,2
2,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,28,FEMALE,FORM4,NO,,CHITIPA,CHITIPA,3,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,8500,1,2,YES,SPORADICALLY AS NEEDED,2500,1,2
3,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,26,MALE,FORM4,NO,,KARONGA,KARONGA,26,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,5000,1,2,YES,SPORADICALLY AS NEEDED,1700,1,2
4,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,24,MALE,FORM4,NO,,KARONGA,KARONGA,24,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,22,FEMALE,FORM4,NO,,KARONGA,KARONGA,22,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,19,FEMALE,FORM4,NO,,KARONGA,KARONGA,19,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
7,0168-002,PANEL B,Panel B - 2 Visits,1,YES,99,16,FEMALE,FORM4,NO,,KARONGA,KARONGA,16,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0168-006,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0169-001,PANEL A,Panel A - 2 Visits,1,YES,99,37,FEMALE,FORM4,NO,,BLANTYRE,BLANTYRE CITY,11,YEAR,WORKING,SECRETARY AT WATER BOARD,42,YES,TWICE OR MORE PER MONTH,3000,1,2,,,,NO,,,,
2,0169-001,PANEL A,Panel A - 2 Visits,1,YES,99,30,MALE,FORM4,NO,,LILONGWE,LILONGWE CITY,30,YEAR,WORKING,MECHANICAL,95,NO,,,,,,,,NO,,,,
3,0169-001,PANEL A,Panel A - 2 Visits,1,YES,99,28,FEMALE,TC YR 4,NO,,BLANTYRE,BLANTYRE CITY,5,YEAR,WORKING,TEACHER AT PRIMARY SCHOOL,93,YES,TWICE OR MORE PER MONTH,3000,1,2,,,,NO,,,,
4,0169-001,PANEL A,Panel A - 2 Visits,1,YES,99,24,FEMALE,FORM4,NO,,BLANTYRE,BLANTYRE CITY,3,YEAR,WORKING,OIBM BANK TELLER,81,YES,TWICE OR MORE PER MONTH,3000,1,2,,,,NO,,,,
1,0170-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0171-001,PANEL A,Panel A - 2 Visits,1,YES,99,61,FEMALE,FORM4,YES,1980,KARONGA,KARONGA,6,YEAR,UNEMPLOYED,,,YES,TWICE OR MORE PER MONTH,5000,1,,,,,NO,,,,
2,0171-001,PANEL A,Panel A - 2 Visits,1,YES,99,57,MALE,UNIV 1,YES,1991,ZAMBIA,ZAMBIA,10,YEAR,WORKING,ACCOUNTANT COAL MINE,29,YES,TWICE OR MORE PER MONTH,60000,1,,,,,NO,,,,
3,0171-001,PANEL A,Panel A - 2 Visits,1,YES,99,53,FEMALE,FORM4,YES,1986,RUMPHI,RUMPHI,4,YEAR,UNEMPLOYED,,,YES,TWICE OR MORE PER MONTH,10000,1,,,,,NO,,,,
4,0171-001,PANEL A,Panel A - 2 Visits,1,YES,99,50,MALE,UNIV 1,YES,1988,UNITED KINGDOM,UNITED KINGDOM (UK),7,YEAR,WORKING,DOCTOR,93,YES,TWICE OR MORE PER MONTH,80000,1,,,,,YES,MONTHLY,6000,1,
1,0171-003,PANEL A,Panel A - 2 Visits,1,YES,99,36,FEMALE,FORM2,YES,2011,RUMPHI,RUMPHI,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,3000,1,
2,0171-003,PANEL A,Panel A - 2 Visits,1,YES,99,26,FEMALE,FORM3,YES,2008,RUMPHI,RUMPHI,5,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,2000,1,,YES,SPORADICALLY AS NEEDED,4000,1,
3,0171-003,PANEL A,Panel A - 2 Visits,1,YES,99,28,FEMALE,FORM4,YES,2009,MZUZU,MZUZU CITY,4,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,0172-001,PANEL B,Panel B - 2 Visits,1,YES,99,52,FEMALE,STD7,YES,1999,KARONGA,KARONGA,13,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SEMI-ANNUALLY,3000,1,
1,0173-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0174-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0176-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0177-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0177-007,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0178-001,PANEL B,Panel B - 2 Visits,1,YES,99,53,MALE,STD7,YES,2001,KARONGA,KARONGA,12,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,MONTHLY,3700,1,
