occ,y2_hhid,qx_type,interview_status,ag_e0a,ag_e0e,ag_e0g,ag_e01_1,ag_e02,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e05_1,ag_e07,ag_e08a,ag_e08b,ag_e08_1a,ag_e08_1b,ag_e08_2a,ag_e08_2b,ag_e09,ag_e10a,ag_e10b,ag_e10c,ag_e10d,ag_e10e,ag_e11,ag_e11_1,ag_e12a,ag_e12b,ag_e13,ag_e13_1,ag_e13_2a,ag_e13_2b,ag_e13_2c,ag_e13_2d,ag_e14,ag_e15,ag_e15_1,ag_e16,ag_e18,ag_e20,ag_e21,ag_e22,ag_e24,ag_e26a,ag_e26b
1,0052-001,PANEL B,Panel B - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,0052-001,PANEL B,Panel B - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
3,0052-001,PANEL B,Panel B - 2 Visits,YES,503,2,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,2,KILOGRAM,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,150,0,N02,,,,,,,
4,0053-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0054-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N04,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,503,504,,400,500,0,N05,,,,,,,
2,0054-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N04,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,503,504,,0,500,0,N05,,,,,,,
3,0054-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N04,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,504,,0,150,0,N05,,,,,,,
4,0054-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N04,NO,,NOVEMBER,2012,YES,SOYABEAN SEED,1,2 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N05,,,,,,,
3,0055-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0056-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,400,500,0,N01,,,,,,,
2,0056-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,400,500,0,N01,,,,,,,
1,0057-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0058-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0059-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,504,,,400,500,0,N02,,,,,,,
2,0059-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,504,,,0,500,0,N02,,,,,,,
3,0059-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,OCTOBER,2012,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,NO,NO,ACCESSIBLE INPUT SUPPLIER DID NOT HAVE THE INPUT,
4,0059-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,GROUNDNUT SEED,1,2 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,,,0,0,0,N02,,,,,,,
1,0060-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,200,0,0,N02,,,,,,,
2,0060-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,200,0,0,N02,,,,,,,
3,0060-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,200,0,0,N02,,,,,,,
1,0061-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0061-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0062-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0063-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,YES,500,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,400,500,0,N02,,,,,,,
2,0064-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,YES,500,NOVEMBER,2012,YES,UREA,50,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,400,500,0,N02,,,,,,,
1,0065-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,0,0,N02,,,,,,,
2,0066-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0067-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
1,0068-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0068-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
3,0069-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0070-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,0,500,0,N02,,,,,,,
2,0070-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,0,500,0,N02,,,,,,,
1,0071-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,1000,500,0,N02,,,,,,,
2,0071-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,1000,500,0,N02,,,,,,,
1,0072-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,10,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,100,500,0,N02,,,,,,,
2,0072-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,10,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,100,500,0,N02,,,,,,,
4,0073-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0074-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0075-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0076-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0077-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,2,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,1500,1500,600,N02,,,,,,,
2,0077-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,2,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,1500,1500,600,N02,,,,,,,
2,0078-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0079-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,500,0,0,N01,,,,,,,
2,0079-001,PANEL A,Panel A - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,300,0,0,N01,,,,,,,
1,0080-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2013,8,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,GRAM,OWN BICYCLE OR OXCART,NO,,,,,0,250,0,N02,,,,,,,
2,0080-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,8,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,GRAM,OWN BICYCLE OR OXCART,NO,,,,,0,250,0,N02,,,,,,,
1,0081-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,7,HOURS,NO,,,,,,YES,FELLOW FARMER,25,KILOGRAM,ON FOOT,YES,502,,,,0,500,0,N02,,,,,,,
2,0081-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,7,HOURS,NO,,,,,,YES,FELLOW FARMER,25,KILOGRAM,ON FOOT,YES,501,,,,0,500,0,N02,,,,,,,
3,0081-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,DECEMBER,2012,7,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,150,0,N03,,,,,,,
4,0081-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,SOYABEAN SEED,1,2 KG BAG,DECEMBER,2012,7,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,0,0,N03,,,,,,,
1,0082-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N03,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,3,DAY,NO,,,,,,YES,FELLOW FARMER,25,KILOGRAM,ON FOOT,YES,540,,,,0,500,0,N04,,,,,,,
2,0082-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N03,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,3,DAY,NO,,,,,,YES,FELLOW FARMER,25,KILOGRAM,ON FOOT,YES,501,503,,,0,500,0,N04,,,,,,,
3,0082-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N03,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,3,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,502,,,0,150,0,N04,,,,,,,
4,0082-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N03,NO,,NOVEMBER,2012,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,YES,,,
1,0083-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N01,,,,,,,
1,0084-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,8,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,0084-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,8,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
1,0085-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0085-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
1,0086-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0086-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N02,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
1,0087-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,6,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,0,250,0,N02,,,,,,,
2,0087-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,6,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,0,250,0,N02,,,,,,,
1,0088-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,YES,502,503,,,0,500,0,N02,,,,,,,
2,0088-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,503,,,0,500,0,N02,,,,,,,
3,0088-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,501,,,0,150,0,N02,,,,,,,
4,0088-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,YES,,,
1,0089-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,5,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,0089-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,5,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
4,0090-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0091-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N01,,,,,,,
2,0091-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,50,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N01,,,,,,,
1,0092-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,JANUARY,2013,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,500,0,0,N02,,,,,,,
2,0092-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,JANUARY,2013,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,500,0,0,N02,,,,,,,
4,0093-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0094-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,0,500,0,N02,,,,,,,
2,0094-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,0,500,0,N02,,,,,,,
3,0095-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0096-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,JANUARY,2013,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,300,500,0,N02,,,,,,,
2,0096-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,JANUARY,2013,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,300,500,0,N02,,,,,,,
4,0097-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0098-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0099-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0100-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0100-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0101-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,200,500,0,N02,,,,,,,
2,0101-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,200,500,0,N02,,,,,,,
3,0101-001,PANEL A,Panel A - 2 Visits,YES,503,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,OPV MAIZE SEED,5,5 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,150,0,N02,,,,,,,
2,0102-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0103-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,3,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0103-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,3,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
3,0103-001,PANEL A,Panel A - 2 Visits,YES,503,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,DECEMBER,2012,3,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,200,0,N02,,,,,,,
1,0103-003,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,0103-003,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
1,0104-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,503,,,0,500,0,N03,,,,,,,
2,0104-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N02,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,,,0,500,0,N03,,,,,,,
3,0104-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N02,NO,,DECEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,501,,,0,150,0,N03,,,,,,,
4,0104-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N02,NO,,DECEMBER,2012,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,NO,NO,ACCESSIBLE INPUT SUPPLIER DID NOT HAVE THE INPUT,
1,0105-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,500,500,0,N02,,,,,,,
