occ,y2_hhid,HHID,case_id,ea_id,stratum,baseline_rural,panelweight,hh_wgt,region,district,reside,dist_to_IHS3location,hhsize,interview_status,qx_type,hh_a05,hh_a06,hh_a07a,hh_a10a,hh_a10b,hh_a16,hh_a21,hh_a23a_1,hh_a23a_2,hh_a23a_3,hh_a23a_4,hh_a23a_5,hh_a23a_6,hh_a23a_7,hh_a23a_8,hh_a23b_1,hh_a23b_2,hh_a23b_3,hh_a23b_4,hh_a23b_5,hh_a23b_6,hh_a23b_7,hh_a23b_8,hh_a23c_1,hh_a23c_2,hh_a23c_3,hh_a23c_4,hh_a23c_5,hh_a23c_6,hh_a23c_7,hh_a23c_8,hh_a24,hh_a26a,hh_a26b,hh_a26c,hh_a27,hh_a29a,hh_a29b,hh_a29c,hh_a30,hh_a33,hh_a35,hh_a37a_1,hh_a37a_2,hh_a37a_3,hh_a37a_4,hh_a37a_5,hh_a37a_6,hh_a37a_7,hh_a37a_8,hh_a37b_1,hh_a37b_2,hh_a37b_3,hh_a37b_4,hh_a37b_5,hh_a37b_6,hh_a37b_7,hh_a37b_8,hh_a38,hh_a40a,hh_a40b,hh_a40c,hh_a41,hh_a43,hh_a43a,hh_a43b,hh_a43c,hh_a44,hh_a46a,hh_a46b,hh_a46c,hh_g00_1,hh_g00_2,hh_g09,hh_m00,hh_o00,hh_s01
1,0034-001,34,101012040071,10101204,North - Rural,rural,390.90207,514.62598,North,Chitipa,rural,25.780001,10,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,11,7,MAY,2013,17,6,17,21,ABX,,,,,,,,,,,,,,,,,10,8,MAY,2013,19,10,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,23,AUGUST,2013,12,30,15,18,ALL,,,,,,,,,31,23,AUGUST,2013,19,19598,28,AUGUST,2013,903,20,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,0035-001,35,101010160060,10101016,North - Rural,rural,317.67044,430.46121,North,Chitipa,rural,.02,11,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,11,29,APRIL,2013,13,38,15,23,ALL,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,1,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,8,AUGUST,2013,7,20,8,18,"A,B,B1,-B8&X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,16,SEPTEMBER,2013,2,4,YES,YES,YES,NO
1,0036-001,36,101012040054,10101204,North - Rural,rural,377.32147,514.62598,North,Chitipa,rural,.0099999998,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,12,6,MAY,2013,6,30,7,1,A-B & X,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,CLEAR / SUNNY,12,23,AUGUST,2013,10,0,11,31,ALL,,,,,,,,,31,23,AUGUST,2013,19,19597,27,AUGUST,2013,915,8,OCTOBER,2013,2,1,NO,YES,NO,NO
1,0037-001,37,101010160009,10101016,North - Rural,rural,315.61221,430.46121,North,Chitipa,rural,0,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,12,29,APRIL,2013,7,30,9,6,ALL,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,12,9,AUGUST,2013,8,0,8,26,"A,B & X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,18,SEPTEMBER,2013,1,2,NO,YES,NO,NO
1,0038-001,38,101012040024,10101204,North - Rural,rural,382.47354,514.62598,North,Chitipa,rural,.74000001,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,MOSTLY CLEAR / MOSTLY SUNNY,14,6,MAY,2013,6,45,7,10,ALL,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,CLEAR / SUNNY,21,22,AUGUST,2013,7,5,8,23,"A,B,C-X",,,,,,,,,31,22,AUGUST,2013,19,19598,28,AUGUST,2013,915,9,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0039-001,39,101010160265,10101016,North - Rural,rural,310.65125,430.46121,North,Chitipa,rural,1.0700001,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,14,29,APRIL,2013,12,17,13,26,A-X,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,14,9,AUGUST,2013,8,30,8,58,A-X,,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,903,19,NOVEMBER,2013,1,1,NO,YES,YES,NO
1,0040-001,40,101012040003,10101204,North - Rural,rural,379.78214,514.62598,North,Chitipa,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,13,6,MAY,2013,6,40,7,0,ABX,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,22,AUGUST,2013,7,11,8,45,A-X,,,,,,,,,31,22,AUGUST,2013,19,19597,27,AUGUST,2013,915,8,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0041-001,41,101010160068,10101016,North - Rural,rural,313.58884,430.46121,North,Chitipa,rural,.0099999998,10,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIA,PARTLY CLOUDY / PARTLY SUNNY,13,30,APRIL,2013,6,57,9,0,A-X,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,3,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,9,AUGUST,2013,10,45,10,48,"A,B-X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,18,SEPTEMBER,2013,1,2,YES,YES,NO,NO
1,0042-001,42,101012040011,10101204,North - Rural,rural,382.47354,514.62598,North,Chitipa,rural,0,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,14,7,MAY,2013,10,57,11,15,,,,,,,,,,,,,,,,,,10,8,MAY,2013,19,10,MAY,2013,YES,CLEAR / SUNNY,21,23,AUGUST,2013,7,0,8,18,"A,B,C-X",,,,,,,,,31,23,AUGUST,2013,19,19597,27,AUGUST,2013,915,7,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0043-001,43,101010160254,10101016,North - Rural,rural,319.92175,430.46121,North,Chitipa,rural,1.22,3,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIA,PARTLY CLOUDY / PARTLY SUNNY,13,29,APRIL,2013,7,17,8,17,A - X,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,1,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,8,AUGUST,2013,7,0,7,1,A-B-X,,,,,,,,,30,9,AUGUST,2013,19,19582,12,AUGUST,2013,904,16,SEPTEMBER,2013,2,1,NO,YES,NO,NO
1,0044-001,44,101012040020,10101204,North - Rural,rural,379.78214,514.62598,North,Chitipa,rural,.27000001,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,14,6,MAY,2013,8,18,8,36,ABX,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,CLEAR / SUNNY,21,22,AUGUST,2013,9,0,10,21,"A,B,C-X",,,,,,,,,31,22,AUGUST,2013,19,19597,27,AUGUST,2013,915,7,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0045-001,45,101010160033,10101016,North - Rural,rural,313.58884,430.46121,North,Chitipa,rural,2.79,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIA,PARTLY CLOUDY / PARTLY SUNNY,13,29,APRIL,2013,10,35,11,51,A-X,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,1,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,8,AUGUST,2013,9,0,9,8,"A,B-X",,,,,,,,,30,9,AUGUST,2013,19,19582,12,AUGUST,2013,904,16,SEPTEMBER,2013,1,1,NO,YES,YES,NO
1,0046-001,46,101012040079,10101204,North - Rural,rural,377.32147,514.62598,North,Chitipa,rural,1.17,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,CHITIPA,PARTLY CLOUDY / PARTLY SUNNY,11,6,MAY,2013,9,15,9,32,ABX,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,22,AUGUST,2013,11,30,14,4,ALL,,,,,,,,,31,22,AUGUST,2013,19,19597,27,AUGUST,2013,915,9,OCTOBER,2013,1,2,YES,YES,NO,YES
1,0047-001,47,101010160096,10101016,North - Rural,rural,315.61221,430.46121,North,Chitipa,rural,5.0599999,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,1,MWABULAMBYA,CLEAR / SUNNY,12,29,APRIL,2013,9,30,11,27,ALL,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,12,8,AUGUST,2013,7,15,7,25,A B AND X,,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,903,19,NOVEMBER,2013,2,2,YES,YES,YES,NO
1,0048-001,48,101012040045,10101204,North - Rural,rural,379.78214,514.62598,North,Chitipa,rural,.87,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,1,MWABULAMBYA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,12,6,MAY,2013,10,48,10,57,A-B AND X,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,10,MAY,2013,YES,CLEAR / SUNNY,12,23,AUGUST,2013,7,23,8,36,ALL,,,,,,,,,31,23,AUGUST,2013,19,19598,28,AUGUST,2013,903,22,NOVEMBER,2013,2,1,NO,YES,NO,NO
1,0049-001,49,101010160207,10101016,North - Rural,rural,319.92175,430.46121,North,Chitipa,rural,.0099999998,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,14,29,APRIL,2013,7,13,9,9,A-X,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,14,8,AUGUST,2013,6,57,7,0,A-X,,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,17,SEPTEMBER,2013,2,1,NO,YES,NO,NO
1,0050-001,50,101012040037,10101204,North - Rural,rural,379.78214,514.62598,North,Chitipa,rural,0,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,12,6,MAY,2013,12,50,13,14,A-B & X,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,CLEAR / SUNNY,12,22,AUGUST,2013,9,48,11,18,ALL,,,,,,,,,31,22,AUGUST,2013,19,19597,27,AUGUST,2013,915,7,OCTOBER,2013,2,1,YES,YES,YES,YES
1,0051-001,51,101010160070,10101016,North - Rural,rural,313.58884,430.46121,North,Chitipa,rural,.059999999,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,COMPLETELY CLOUDY,11,30,APRIL,2013,7,30,8,56,ALL,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,2,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,9,AUGUST,2013,11,45,12,2,"A,B,X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,17,SEPTEMBER,2013,1,2,YES,YES,YES,NO
1,0052-001,52,101012040028,10101204,North - Rural,rural,382.47354,514.62598,North,Chitipa,rural,.0099999998,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,11,6,MAY,2013,6,41,6,56,ABX,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,22,AUGUST,2013,6,50,9,24,ALL,,,,,,,,,31,22,AUGUST,2013,19,19597,27,AUGUST,2013,915,8,OCTOBER,2013,1,1,YES,YES,NO,YES
1,0053-002,53,101010160235,10101016,North - Rural,rural,317.67044,430.46121,North,Chitipa,rural,.15000001,2,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,1,MWABULAMBYA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,14,30,APRIL,2013,8,10,9,16,A-X,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,14,9,AUGUST,2013,11,26,11,30,A-X,,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,903,20,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,0054-001,54,101012040041,10101204,North - Rural,rural,377.32147,514.62598,North,Chitipa,rural,.0099999998,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,CLEAR / SUNNY,12,6,MAY,2013,8,20,8,42,A-B & X,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,10,MAY,2013,YES,CLEAR / SUNNY,12,22,AUGUST,2013,7,20,8,40,ALL,,,,,,,,,31,22,AUGUST,2013,,,,,,915,4,OCTOBER,2013,2,1,NO,YES,YES,NO
1,0054-003,54,101012040041,10101204,North - Rural,rural,187.45122,514.62598,North,Mzuzu City,urban,187.75999,6,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,3,,CHIMALIRO,CLEAR / SUNNY,32,2,JUNE,2013,9,56,10,2,B AND X,,,,,,,,,,,,,,,,,30,11,JUNE,2013,39,1,JULY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,32,17,SEPTEMBER,2013,16,40,18,40,B-X,,,,,,,,,10,17,SEPTEMBER,2013,39,19622,21,SEPTEMBER,2013,903,10,DECEMBER,2013,2,2,YES,YES,YES,NO
1,0055-001,55,101010160086,10101016,North - Rural,rural,158.83522,430.46121,North,Chitipa,rural,0,13,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,MOSTLY CLEAR / MOSTLY SUNNY,11,29,APRIL,2013,7,50,10,41,ALL,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,3,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,8,AUGUST,2013,12,3,12,25,"A,B&X",,,,,,,,,30,9,AUGUST,2013,19,19491,13,MAY,2013,904,19,SEPTEMBER,2013,1,2,YES,YES,YES,YES
1,0056-001,56,101012040058,10101204,North - Rural,rural,374.90244,514.62598,North,Chitipa,rural,.02,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,13,6,MAY,2013,13,10,13,18,ABX,,,,,,,,,,,,,,,,,10,7,MAY,2013,19,11,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,23,AUGUST,2013,10,50,12,44,A-X,,,,,,,,,31,23,AUGUST,2013,19,19591,21,AUGUST,2013,915,8,OCTOBER,2013,2,2,NO,YES,YES,NO
1,0057-001,57,101010160074,10101016,North - Rural,rural,319.92175,430.46121,North,Chitipa,rural,.0099999998,10,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,11,30,APRIL,2013,11,0,13,9,ALL,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,2,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,9,AUGUST,2013,7,0,7,26,"A,B,X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,19,SEPTEMBER,2013,1,2,YES,YES,NO,NO
1,0058-001,58,101012040075,10101204,North - Rural,rural,385.94882,514.62598,North,Chitipa,rural,.079999998,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,11,7,MAY,2013,11,17,11,24,ABX,,,,,,,,,,,,,,,,,10,8,MAY,2013,19,11,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,23,AUGUST,2013,7,0,9,44,ALL,,,,,,,,,31,23,AUGUST,2013,19,19597,27,AUGUST,2013,915,9,OCTOBER,2013,1,2,YES,YES,NO,NO
1,0059-001,59,101010160159,10101016,North - Rural,rural,310.65125,430.46121,North,Chitipa,rural,0,3,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,CLEAR / SUNNY,12,30,APRIL,2013,12,30,14,37,ALL,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,12,8,AUGUST,2013,10,50,11,2,"A,B,&X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,17,SEPTEMBER,2013,1,1,YES,YES,NO,NO
1,0060-001,60,101012040087,10101204,North - Rural,rural,371.39047,514.62598,North,Chitipa,rural,0,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,14,7,MAY,2013,13,26,13,31,ALL,,,,,,,,,,,,,,,,,10,8,MAY,2013,19,11,MAY,2013,YES,CLEAR / SUNNY,21,23,AUGUST,2013,9,30,10,43,"A,B,C-X",,,,,,,,,31,23,AUGUST,2013,19,19598,28,AUGUST,2013,915,10,OCTOBER,2013,1,1,NO,YES,YES,NO
1,0061-001,61,101010160069,10101016,North - Rural,rural,172.36287,430.46121,North,Chitipa,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIYA,PARTLY CLOUDY / PARTLY SUNNY,13,29,APRIL,2013,13,47,14,58,A-X,,,,,,,,,,,,,,,,,10,30,APRIL,2013,19,2,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,9,AUGUST,2013,9,0,9,4,A-BX,,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,904,18,SEPTEMBER,2013,1,2,NO,YES,NO,NO
1,0062-002,62,101012040007,10101204,North - Rural,rural,371.39047,514.62598,North,Chitipa,rural,.0099999998,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MABULAMBIA,PARTLY CLOUDY / PARTLY SUNNY,13,7,MAY,2013,8,51,8,56,ABX,,,,,,,,,,,,,,,,,10,8,MAY,2013,19,11,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,22,AUGUST,2013,10,30,11,48,A-X,,,,,,,,,31,22,AUGUST,2013,19,19597,27,AUGUST,2013,915,7,OCTOBER,2013,1,1,NO,YES,YES,NO
1,0063-001,63,101010160143,10101016,North - Rural,rural,315.61221,430.46121,North,Chitipa,rural,.090000004,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,1,MWABULAMBYA,PARTLY CLOUDY / PARTLY SUNNY,12,30,APRIL,2013,6,40,8,16,ALL,,,,,,,,,,,,,,,,,10,1,MAY,2013,19,2,MAY,2013,YES,CLEAR / SUNNY,12,9,AUGUST,2013,13,2,13,10,"A,B&X",,,,,,,,,30,9,AUGUST,2013,19,19583,13,AUGUST,2013,903,20,NOVEMBER,2013,2,1,NO,YES,NO,NO
1,0064-001,64,101012040062,10101204,North - Rural,rural,371.39047,514.62598,North,Chitipa,rural,.0099999998,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,1,MWABULAMBIA,PARTLY CLOUDY / PARTLY SUNNY,13,7,MAY,2013,10,15,10,17,ABX,,,,,,,,,,,,,,,,,10,8,MAY,2013,19,11,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,23,AUGUST,2013,8,0,9,40,A-X,,,,,,,,,31,23,AUGUST,2013,19,19598,28,AUGUST,2013,915,9,OCTOBER,2013,1,1,NO,YES,YES,NO
1,0065-001,65,101020040034,10102004,North - Rural,rural,435.47556,585.94122,North,Chitipa,rural,.02,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,MWENEMISUKU,MOSTLY CLEAR / MOSTLY SUNNY,14,9,MAY,2013,8,55,9,35,ALL,,,,,,,,,,,,,,,,,10,10,MAY,2013,19,15,MAY,2013,YES,CLEAR / SUNNY,21,25,AUGUST,2013,8,15,8,44,"A,B,B1,B2,&X",,,,,,,,,31,25,AUGUST,2013,19,19599,29,AUGUST,2013,902,16,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0066-001,66,101034140009,10103414,North - Rural,rural,178.03749,479.10611,North,Chitipa,rural,0,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,MWENEWENYA,CLEAR / SUNNY,12,1,JUNE,2013,8,23,9,0,"A,B&X",,,,,,,,,,,,,,,,,10,2,JUNE,2013,19,2,JUNE,2013,NO,CLEAR / SUNNY,12,11,SEPTEMBER,2013,7,4,9,4,A-X,,,,,,,,,31,11,SEPTEMBER,2013,19,19613,12,SEPTEMBER,2013,904,3,OCTOBER,2013,1,1,NO,YES,YES,NO
1,0067-001,67,101020040101,10102004,North - Rural,rural,435.47556,585.94122,North,Chitipa,rural,1.53,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,MWENEMISUKU,MOSTLY CLEAR / MOSTLY SUNNY,14,9,MAY,2013,6,0,7,37,ALL,,,,,,,,,,,,,,,,,10,10,MAY,2013,19,14,MAY,2013,YES,CLEAR / SUNNY,21,24,AUGUST,2013,8,43,9,9,"A,B,B1,B2,X",,,,,,,,,31,24,AUGUST,2013,19,19599,29,AUGUST,2013,902,16,OCTOBER,2013,2,2,YES,YES,NO,NO
1,0068-001,68,101034140114,10103414,North - Rural,rural,349.0264,479.10611,North,Chitipa,rural,.039999999,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,MWENEWENYA,PARTLY CLOUDY / PARTLY SUNNY,13,1,JUNE,2013,12,16,12,31,A-X,,,,,,,,,,,,,,,,,10,2,JUNE,2013,19,3,JUNE,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,10,SEPTEMBER,2013,7,20,10,22,A-X,,,,,,,,,31,11,SEPTEMBER,2013,19,19612,11,SEPTEMBER,2013,904,7,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0069-001,69,101020040059,10102004,North - Rural,rural,432.4111,585.94122,North,Karonga,urban,46.720001,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,20,KARONGA TOWN,MOSTLY CLEAR / MOSTLY SUNNY,11,13,MAY,2013,14,0,15,32,ALL,,,,,,,,,,,,,,,,,10,14,MAY,2013,19,16,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,25,AUGUST,2013,10,0,10,10,ABX,,,,,,,,,31,25,AUGUST,2013,19,19599,29,AUGUST,2013,,,,,1,2,YES,YES,NO,NO
1,0070-001,70,101034140064,10103414,North - Rural,rural,353.56927,479.10611,North,Chitipa,rural,0,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,MWENEWENYA,PARTLY CLOUDY / PARTLY SUNNY,14,1,JUNE,2013,12,23,12,43,"A,B,B1-B8&X",,,,,,,,,,,,,,,,,10,2,JUNE,2013,19,3,JUNE,2013,YES,CLEAR / SUNNY,21,11,SEPTEMBER,2013,10,9,11,25,"A,B,L-X",,,,,,,,,31,11,SEPTEMBER,2013,19,19614,13,SEPTEMBER,2013,904,8,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0071-001,71,101020040042,10102004,North - Rural,rural,422.85663,585.94122,North,Chitipa,rural,0,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,MWENEMSUKU,MOSTLY CLEAR / MOSTLY SUNNY,13,9,MAY,2013,7,39,9,0,A-X,,,,,,,,,,,,,,,,,10,10,MAY,2013,19,13,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,13,24,AUGUST,2013,8,4,8,10,A-X,,,,,,,,,31,24,AUGUST,2013,19,19599,29,AUGUST,2013,902,8,OCTOBER,2013,1,1,NO,YES,NO,NO
1,0072-001,72,101034140025,10103414,North - Rural,rural,422.0238,479.10611,North,Chitipa,rural,.059999999,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,MWENEWENYA,PARTLY CLOUDY / PARTLY SUNNY,11,1,JUNE,2013,8,12,8,52,ABX&B1-B8,,,,,,,,,,,,,,,,,10,2,JUNE,2013,19,3,JUNE,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,11,SEPTEMBER,2013,7,0,8,14,ALL,,,,,,,,,31,11,SEPTEMBER,2013,19,19614,13,SEPTEMBER,2013,904,9,OCTOBER,2013,1,1,YES,YES,NO,NO
1,0073-001,73,101020040093,10102004,North - Rural,rural,429.6095,585.94122,North,Chitipa,rural,3.46,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,2,MWENEMISUKU,CLEAR / SUNNY,12,10,MAY,2013,12,30,13,44,ALL,,,,,,,,,,,,,,,,,10,11,MAY,2013,19,16,MAY,2013,YES,CLEAR / SUNNY,12,24,AUGUST,2013,13,0,13,9,ALL,,,,,,,,,31,24,AUGUST,2013,19,19599,29,AUGUST,2013,,,,,1,1,NO,YES,NO,NO
1,0074-001,74,101034140091,10103414,North - Rural,rural,175.63922,479.10611,North,Chitipa,rural,.31999999,9,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,3,MWENEWENYA,PARTLY CLOUDY / PARTLY SUNNY,11,2,JUNE,2013,8,0,8,26,ABX,,,,,,,,,,,,,,,,,10,3,JUNE,2013,19,4,JUNE,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,11,11,SEPTEMBER,2013,10,15,11,36,ALL,,,,,,,,,31,11,SEPTEMBER,2013,19,19614,13,SEPTEMBER,2013,903,20,NOVEMBER,2013,1,1,NO,YES,YES,NO
