occ,y2_hhid,PID,qx_type,interview_status,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c08,hh_c09,hh_c11,hh_c12,hh_c13,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
4,0017-001,001700104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,100,70,1500,0,0,0,0,0,
5,0017-001,001700105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,100,70,1500,0,0,0,0,0,
6,0017-001,001700106,PANEL A,Panel A - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0018-001,001801,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
2,0018-001,001802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2006,,,,,,,,,,,,,,,,
3,0018-001,001803,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,35,MINUTE,NO,0,0,150,0,0,0,0,0,0,
4,0018-001,001804,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,JCE,YES,SECONDARY FORM 3,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,2,MINUTE,NO,15400,0,300,1500,0,500,0,0,0,
5,0018-001,001805,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,35,MINUTE,NO,0,0,150,1000,0,0,0,0,0,
6,0018-001,001806,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0019-001,001901,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1992,,,,,,,,,,,,,,,,
2,0019-001,001902,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,0019-001,001903,PANEL A,Panel A - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0019-001,001900104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0020-001,002001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,0020-001,002002,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,2001,,,,,,,,,,,,,,,,
3,0020-001,002003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1999,,,,,,,,,,,,,,,,
4,0020-001,002004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,UNIVERSITY 1,MSCE,YES,SECONDARY FORM 4,YES,,UNIVERSITY,BOARDER,,,,NO,20000,10000,15000,0,100000,0,7000,0,12000,
1,0021-001,002101,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,0022-001,002201,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2006,,,,,,,,,,,,,,,,
2,0022-001,002202,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 4,JCE,NO,,NO,2008,,,,,,,,,,,,,,,,
3,0022-001,002203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,0023-001,002301,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,1959,,,,,,,,,,,,,,,,
2,0023-001,002302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,0023-001,002303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,0023-001,002304,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,HOUR,NO,0,0,2000,1500,0,500,0,0,0,
1,0024-001,002401,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1982,,,,,,,,,,,,,,,,
2,0024-001,002402,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1983,,,,,,,,,,,,,,,,
3,0024-001,002403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 3,JCE,YES,SECONDARY FORM 2,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,50,MINUTE,NO,7500,0,1850,0,0,0,0,0,2580,
4,0024-001,002404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 1,PSLC,YES,PRIMARY STANDARD 8,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,50,MINUTE,NO,0,0,1200,0,0,0,0,0,0,
5,0024-001,002405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,1000,1800,0,0,0,150,0,
6,0024-001,002406,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,25,MINUTE,NO,0,0,900,1400,0,0,0,150,0,
1,0025-001,002501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1999,,,,,,,,,,,,,,,,
2,0025-001,002502,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2001,,,,,,,,,,,,,,,,
3,0025-001,002500103,PANEL A,Panel A - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0025-001,002500104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,6,MINUTE,NO,100,0,0,0,0,700,0,0,0,
1,0026-001,002601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1986,,,,,,,,,,,,,,,,
2,0026-001,002602,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,2005,,,,,,,,,,,,,,,,
3,0026-001,002603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,140,900,0,0,0,60,0,
4,0026-001,002604,PANEL B,Panel B - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0026-001,002600105,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0027-001,002701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 4,JCE,NO,,NO,2005,,,,,,,,,,,,,,,,
2,0027-001,002702,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 3,JCE,NO,,NO,2006,,,,,,,,,,,,,,,,
3,0027-001,002703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,12,MINUTE,NO,0,0,120,700,0,0,0,100,0,
4,0027-001,002704,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0028-001,002801,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
2,0028-001,002802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1993,,,,,,,,,,,,,,,,
3,0028-001,002803,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,140,0,0,100,0,100,0,
4,0028-001,002804,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,100,0,0,100,0,100,0,
5,0028-001,002805,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0029-001,002901,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1992,,,,,,,,,,,,,,,,
2,0029-001,002902,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2002,,,,,,,,,,,,,,,,
3,0029-001,002903,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,300,1000,0,0,0,100,0,
4,0029-001,002904,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,300,1200,0,0,0,100,0,
5,0029-001,002905,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0030-001,003001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2005,,,,,,,,,,,,,,,,
2,0030-001,003002,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2006,,,,,,,,,,,,,,,,
3,0030-001,003003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,0030-001,003004,PANEL B,Panel B - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0030-001,003000105,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0031-001,003101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1995,,,,,,,,,,,,,,,,
2,0031-001,003102,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
3,0031-001,003103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,280,800,0,0,0,100,0,
4,0031-001,003104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,150,0,0,0,0,50,0,
5,0031-001,003105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,80,0,0,0,0,50,0,
6,0031-001,003106,PANEL A,Panel A - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0031-001,003100107,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0032-001,003201,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,1980,,,,,,,,,,,,,,,,
2,0032-001,003202,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,1982,,,,,,,,,,,,,,,,
3,0032-001,003203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,2011,,,,,,,,,,,,,,,,
4,0032-001,003204,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,JCE,YES,SECONDARY FORM 3,YES,,GOVERNMENT (CONVENTIONAL),BOARDER,,,,NO,22000,0,1500,0,2500,0,0,0,0,
5,0032-001,003205,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 1,YES,,GOVERNMENT (CONVENTIONAL),BOARDER,,,,NO,22000,0,1000,0,2500,0,0,0,0,
6,0032-001,003206,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 1,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,7,MINUTE,NO,7000,0,1000,0,0,0,0,0,0,
7,0032-001,003207,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,JCE,YES,SECONDARY FORM 3,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,7,MINUTE,NO,7000,0,700,0,0,0,0,0,0,
8,0032-001,003208,PANEL B,Panel B - 2 Visits,8,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,0033-001,003301,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,0033-001,003302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,0033-001,003303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,0033-001,003300104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0034-001,003401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,1982,,,,,,,,,,,,,,,,
2,0034-001,003402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1982,,,,,,,,,,,,,,,,
3,0034-001,003403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,2008,,,,,,,,,,,,,,,,
4,0034-001,003404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,JCE,YES,SECONDARY FORM 3,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,20,MINUTE,NO,15000,0,1500,0,0,0,0,0,0,
5,0034-001,003405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,UNIVERSITY 3,MSCE,YES,UNIVERSITY 2,YES,,UNIVERSITY,DAY SCHOLAR,BUS / MINIBUS,15,MINUTE,NO,0,0,5000,0,0,0,30000,0,0,
6,0034-001,003406,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,JCE,YES,SECONDARY FORM 3,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,20,MINUTE,NO,15000,0,1500,0,0,0,0,0,0,
7,0034-001,003407,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 2,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,20,MINUTE,NO,15000,0,1500,0,0,0,0,0,0,
8,0034-001,003408,PANEL B,Panel B - 2 Visits,8,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 2,YES,,GOVERNMENT (CONVENTIONAL),BOARDER,,,,NO,37500,0,1500,8000,70000,0,6000,0,0,
9,0034-001,003409,PANEL B,Panel B - 2 Visits,9,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 8,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,450,0,0,0,0,800,0,
10,0034-001,003410,PANEL B,Panel B - 2 Visits,10,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,400,0,0,0,0,800,0,
1,0035-001,003501,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,4,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1949,,,,,,,,,,,,,,,,
2,0035-001,003502,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,4,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1950,,,,,,,,,,,,,,,,
3,0035-001,003503,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,4,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2002,,,,,,,,,,,,,,,,
4,0035-001,003504,PANEL A,Panel A - 2 Visits,4,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2008,,,,,,,,,,,,,,,,
5,0035-001,003505,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,4,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 1,YES,,GOVERNMENT (CONVENTIONAL),BOARDER,,,,NO,24000,0,3200,0,12000,0,5500,0,0,
6,0035-001,003506,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,4,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 1,YES,,GOVERNMENT (CONVENTIONAL),BOARDER,,,,NO,24000,0,3200,0,120000,0,2500,0,0,
7,0035-001,003507,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,4,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,12,MINUTE,NO,0,0,400,0,0,0,0,90,0,
8,0035-001,003508,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,4,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
9,0035-001,003509,PANEL A,Panel A - 2 Visits,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0035-001,003510,PANEL A,Panel A - 2 Visits,10,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0035-001,003500111,PANEL A,Panel A - 2 Visits,11,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0036-001,003601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,1995,,,,,,,,,,,,,,,,
2,0036-001,003602,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1996,,,,,,,,,,,,,,,,
3,0036-001,003603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,12,MINUTE,NO,0,0,300,1700,0,200,0,0,60,
4,0036-001,003604,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,12,MINUTE,NO,0,0,300,800,0,200,0,0,60,
5,0036-001,003605,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,NURSERY / PRE SCHOOL,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,12,MINUTE,NO,0,0,200,800,0,200,0,0,60,
6,0036-001,003606,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0036-001,003607,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,12,MINUTE,NO,0,0,0,800,0,200,0,0,60,
1,0037-001,003701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1996,,,,,,,,,,,,,,,,
2,0037-001,003702,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1995,,,,,,,,,,,,,,,,
3,0037-001,003703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,16,MINUTE,NO,60,0,600,0,0,1200,0,0,0,
4,0037-001,003704,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,16,MINUTE,NO,60,0,0,0,0,1200,0,0,0,
5,0037-001,003705,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,16,MINUTE,NO,60,0,0,0,0,1000,0,0,0,
6,0037-001,003706,PANEL A,Panel A - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0038-001,003801,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 1,PSLC,NO,,NO,1993,,,,,,,,,,,,,,,,
2,0038-001,003802,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1997,,,,,,,,,,,,,,,,
3,0038-001,003803,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,3,MINUTE,NO,0,0,700,0,0,50,0,0,0,
4,0038-001,003804,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,3,MINUTE,NO,0,0,400,0,0,50,0,0,0,
5,0038-001,003805,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,3,MINUTE,NO,0,0,100,0,0,50,0,0,0,
6,0038-001,003800106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0039-001,003901,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,0039-001,003902,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,0040-001,004001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
2,0040-001,004002,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1999,,,,,,,,,,,,,,,,
3,0040-001,004003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,150,400,1200,0,100,0,100,0,
4,0040-001,004004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,150,280,0,0,100,0,100,0,
5,0040-001,004005,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,150,280,700,0,100,0,100,0,
6,0040-001,004006,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
