occ,y2_hhid,qx_type,interview_status,ag_i0b,ag_i01,ag_i01_1,ag_i02a,ag_i02b,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12c,ag_i12_1a,ag_i12_1b,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21c,ag_i21_1a,ag_i21_1b,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i27,ag_i31a,ag_i31b,ag_i31c,ag_i32a,ag_i32b,ag_i32c,ag_i33a,ag_i33b,ag_i33c,ag_i34a,ag_i34b,ag_i34c,ag_i35a,ag_i35b,ag_i35c,ag_i36a,ag_i36b,ag_i36c,ag_i36d,ag_i37a,ag_i37b,ag_i38,ag_i39,ag_i40a,ag_i40b,ag_i40c,ag_i41a,ag_i41b,ag_i42a,ag_i42b
1,0025-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,YES,1,30,PAIL (LARGE),SHELLED,45000,N04,25,PAIL (LARGE),SHELLED,1,2,37500,1,2,JUNE,2013,7,BUYER PICKED UP THE CROP,0,YES,N02,5,PAIL (LARGE),SHELLED,1,2,7500,1,2,JULY,2013,1,ON FOOT,0,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,80,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0025-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,KILOGRAM,SHELLED,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,8,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0026-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,40,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0026-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,KILOGRAM,SHELLED,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (SMALL),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0026-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,20,PAIL (LARGE),SHELLED,40000,N04,20,PAIL (LARGE),SHELLED,1,2,40000,1,2,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,4,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,15,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,0026-001,PANEL B,Panel B - 2 Visits,GROUNDNUT JL24,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,8,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0027-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,65,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0027-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0027-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,25,PAIL (LARGE),SHELLED,35000,N01,25,PAIL (LARGE),SHELLED,1,2,35000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
4,0027-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0028-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0028-001,PANEL B,Panel B - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0029-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,105,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,0029-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0030-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0030-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0031-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,36,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,0031-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0031-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,YES,2,12,PAIL (LARGE),SHELLED,15500,N03,12,PAIL (LARGE),SHELLED,1,2,15500,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,0031-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0032-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0032-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0033-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0033-001,PANEL A,Panel A - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0033-001,PANEL A,Panel A - 2 Visits,SOYABEAN,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,4,NO. 10 PLATE,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0034-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,YES,1,30,PAIL (LARGE),SHELLED,30000,N02,30,PAIL (LARGE),SHELLED,1,2,30000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,4,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,50,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0035-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,20,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0035-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0035-001,PANEL A,Panel A - 2 Visits,GROUNDNUT CG7,YES,4,10,PAIL (LARGE),UNSHELLED,14000,N02,10,PAIL (LARGE),UNSHELLED,2,4,14000,2,4,JULY,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,19,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0036-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,15,PAIL (LARGE),SHELLED,22500,N03,15,PAIL (LARGE),SHELLED,1,2,22500,1,2,JUNE,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,57,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0037-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,8,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,8,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0037-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,KILOGRAM,SHELLED,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,YES,UNPROTECTED PILE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0037-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,OTHER (SPECIFY),NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
4,0037-001,PANEL A,Panel A - 2 Visits,TOBACCO BURLEY,YES,1,60,KILOGRAM,NOT APPLICABLE,25000,N03,60,KILOGRAM,NOT APPLICABLE,1,2,25000,1,2,JUNE,2013,1,TRUCK / BUS / MINIBUS,6000,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,0038-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,5,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0038-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,7,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,0040-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0040-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0041-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (SMALL),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,CHITANDALA OUTSIDE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0041-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,CHITANDALA OUTSIDE,4,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0041-001,PANEL A,Panel A - 2 Visits,GROUNDNUT MANIPINTA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,CHITANDALA OUTSIDE,1,PAIL (SMALL),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,0041-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (SMALL),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
5,0041-001,PANEL A,Panel A - 2 Visits,TOBACCO BURLEY,YES,1,240,KILOGRAM,NOT APPLICABLE,150000,N03,240,KILOGRAM,NOT APPLICABLE,1,2,150000,1,2,MAY,2013,3,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0042-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,10,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0042-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,0043-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,CHITANDALA IN HOUSE,2,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0043-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,CHITANDALA IN HOUSE,1,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0043-001,PANEL A,Panel A - 2 Visits,SWEET POTATO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0044-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,11,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0044-001,PANEL B,Panel B - 2 Visits,TOBACCO BURLEY,YES,1,200,KILOGRAM,NOT APPLICABLE,93250,N03,200,KILOGRAM,NOT APPLICABLE,1,,93250,1,,JULY,2013,1,BUYER PICKED UP THE CROP,6400,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,0045-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,11,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0045-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0046-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,17,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,0046-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,YES,2,5,PAIL (LARGE),UNSHELLED,10000,N05,5,PAIL (LARGE),UNSHELLED,1,2,10000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,2,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,9,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0046-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,YES,2,5,PAIL (LARGE),UNSHELLED,10000,N05,5,PAIL (LARGE),UNSHELLED,1,2,10000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,2,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0047-001,PANEL A,Panel A - 2 Visits,OTHER GROUNDNUT (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0047-001,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0047-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,PAIL (LARGE),SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,0047-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,OTHER (SPECIFY),NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,0048-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,YES,BAGS IN HOUSE,61,PAIL (LARGE),SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0048-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,NO. 10 PLATE,SHELLED,0,,,0,,,0,,,4,NO. 10 PLATE,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0048-001,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,1,PAIL (SMALL),SHELLED,600,N05,1,PAIL (SMALL),UNSHELLED,1,2,600,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,NO. 10 PLATE,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0049-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,1,50 KG BAG,SHELLED,1500,N03,1,50 KG BAG,SHELLED,1,,1500,1,2,JULY,2013,3,OWN BICYCLE OR OXCART,200,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0049-001,PANEL A,Panel A - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0049-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,YES,1,1,50 KG BAG,SHELLED,1500,N03,1,50 KG BAG,SHELLED,1,,1500,1,2,JULY,2013,3,OWN BICYCLE OR OXCART,200,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0050-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,32,PAIL (LARGE),SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0050-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,2,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,27,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0050-001,PANEL B,Panel B - 2 Visits,SOYABEAN,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,6,NO. 10 PLATE,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0051-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,40,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0051-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,60,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0051-001,PANEL A,Panel A - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,4,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,12,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
