occ,y2_hhid,qx_type,interview_status,ag_nr00,ag_nr02,ag_nr03
4,0081-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
1,0082-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,0082-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,0082-001,PANEL B,Panel B - 2 Visits,N03,VILLAGE OPEN FORUM,NEAR THE VILLAGE
4,0082-001,PANEL B,Panel B - 2 Visits,N04,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
5,0082-001,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,NEAR THE VILLAGE
6,0082-001,PANEL B,Panel B - 2 Visits,N06,ROADSIDE,WITHIN THE VILLAGE
7,0082-001,PANEL B,Panel B - 2 Visits,N07,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
8,0082-001,PANEL B,Panel B - 2 Visits,N08,RELATIVE,WITHIN THE VILLAGE
1,0083-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0083-001,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
1,0084-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0084-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0084-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,0084-001,PANEL B,Panel B - 2 Visits,N04,FARMER BASED CLUB/ASSOCIATION,WITHIN THE VILLAGE
1,0085-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0085-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE TOWN
3,0085-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,0086-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,WITHIN THE VILLAGE
2,0086-001,PANEL B,Panel B - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,0086-001,PANEL B,Panel B - 2 Visits,N03,AGRICULTURAL COOPERATIVE,WITHIN THE VILLAGE
4,0086-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,0086-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
1,0087-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0087-001,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0087-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,0087-001,PANEL A,Panel A - 2 Visits,N04,AUCTION IN MAIN MARKET,NEAR THE VILLAGE
1,0088-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,0088-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0088-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,0088-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0089-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0089-001,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0089-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,0089-001,PANEL A,Panel A - 2 Visits,N04,AUCTION IN MAIN MARKET,NEAR THE VILLAGE
1,0090-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
2,0090-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE DISTRICT/URBAN CENTER
3,0090-001,PANEL B,Panel B - 2 Visits,N03,OTHER (SPECIFY),WITHIN THE VILLAGE
1,0091-001,PANEL A,Panel A - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE VILLAGE
2,0091-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
1,0092-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0092-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0092-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
4,0092-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,0093-001,PANEL A,Panel A - 2 Visits,N01,ROADSIDE,WITHIN THE VILLAGE
2,0093-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,0093-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,0094-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0094-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0094-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0094-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0095-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,0095-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0095-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,0095-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
5,0095-001,PANEL A,Panel A - 2 Visits,N05,LOCAL MARKET,NEAR THE VILLAGE
1,0096-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0096-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0096-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,0097-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
2,0097-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,0097-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0097-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0098-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
1,0099-001,PANEL A,Panel A - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
2,0099-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,WITHIN THE VILLAGE
1,0100-001,PANEL B,Panel B - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE TOWN
2,0100-001,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
1,0100-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0100-003,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,WITHIN THE VILLAGE
1,0101-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0101-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,0101-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,0102-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,0102-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0102-001,PANEL B,Panel B - 2 Visits,N03,AGRICULTURAL COOPERATIVE,NEAR THE DISTRICT/URBAN CENTER
1,0103-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0103-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,0103-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,0103-003,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0103-003,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,0103-003,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,0104-001,PANEL B,Panel B - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE TOWN
2,0104-001,PANEL B,Panel B - 2 Visits,N02,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
3,0104-001,PANEL B,Panel B - 2 Visits,N03,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
1,0105-001,PANEL A,Panel A - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE VILLAGE
2,0105-001,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0105-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,0106-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0106-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0107-001,PANEL A,Panel A - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
1,0108-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0108-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0108-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0108-001,PANEL B,Panel B - 2 Visits,N04,LOCAL MARKET,WITHIN THE VILLAGE
1,0109-001,PANEL A,Panel A - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
2,0109-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,0109-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
4,0109-001,PANEL A,Panel A - 2 Visits,N04,ROADSIDE,NEAR THE VILLAGE
1,0110-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0110-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,WITHIN THE VILLAGE
3,0110-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
1,0110-006,PANEL B,Panel B - 2 Visits,N01,GOVERNMENT AGENCY,WITHIN THE VILLAGE
2,0110-006,PANEL B,Panel B - 2 Visits,N02,FARMER BASED CLUB/ASSOCIATION,NEAR THE VILLAGE
3,0110-006,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,OUTSIDE THE DISTRICT
4,0110-006,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0110-007,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,0110-007,PANEL B,Panel B - 2 Visits,N02,ROADSIDE,WITHIN THE VILLAGE
1,0111-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,0111-001,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
1,0112-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0112-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,WITHIN THE VILLAGE
3,0112-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,0113-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0113-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
1,0115-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0115-001,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,0115-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,0115-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
5,0115-001,PANEL A,Panel A - 2 Visits,N05,AUCTION IN MAIN MARKET,NEAR THE VILLAGE
1,0116-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0116-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0117-002,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,0117-002,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0117-002,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0117-002,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
5,0117-002,PANEL A,Panel A - 2 Visits,N05,ROADSIDE,WITHIN THE VILLAGE
1,0118-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
2,0118-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0119-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0119-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,WITHIN THE VILLAGE
3,0119-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0119-001,PANEL A,Panel A - 2 Visits,N04,ROADSIDE,WITHIN THE VILLAGE
1,0119-002,PANEL A,Panel A - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE TOWN
2,0119-002,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
3,0119-002,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
1,0120-001,PANEL B,Panel B - 2 Visits,N01,DISTRICT VETERINARY,WITHIN THE VILLAGE
2,0120-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0121-001,PANEL A,Panel A - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
1,0123-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
1,0124-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0124-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0124-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
1,0125-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
2,0125-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,0125-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0125-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
5,0125-001,PANEL A,Panel A - 2 Visits,N05,AUCTION IN MAIN MARKET,NEAR THE VILLAGE
1,0126-001,PANEL B,Panel B - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE TOWN
2,0126-001,PANEL B,Panel B - 2 Visits,N02,ROADSIDE,NEAR THE VILLAGE
3,0126-001,PANEL B,Panel B - 2 Visits,N03,ROADSIDE,NEAR THE VILLAGE
1,0127-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,0127-001,PANEL A,Panel A - 2 Visits,N02,ROADSIDE,WITHIN THE VILLAGE
3,0127-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
4,0127-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0128-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,WITHIN THE VILLAGE
2,0128-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
1,0128-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,0128-003,PANEL B,Panel B - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,0128-003,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,0128-004,PANEL B,Panel B - 2 Visits,,,
1,0129-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
1,0129-002,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
1,0130-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,WITHIN THE VILLAGE
2,0130-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0130-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0130-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,0130-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,0130-001,PANEL B,Panel B - 2 Visits,N06,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,0131-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE TOWN
2,0131-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0131-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,0132-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0132-001,PANEL B,Panel B - 2 Visits,N02,VDC MEMBER,WITHIN THE VILLAGE
3,0132-001,PANEL B,Panel B - 2 Visits,N03,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
1,0133-002,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0133-002,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,0133-002,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
4,0133-002,PANEL A,Panel A - 2 Visits,N04,ROADSIDE,WITHIN THE VILLAGE
5,0133-002,PANEL A,Panel A - 2 Visits,N05,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,0134-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0134-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,WITHIN THE VILLAGE
3,0134-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0134-001,PANEL B,Panel B - 2 Visits,N04,LOCAL MARKET,WITHIN THE VILLAGE
5,0134-001,PANEL B,Panel B - 2 Visits,N05,MOBILE MARKET,NEAR THE VILLAGE
1,0135-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,WITHIN THE VILLAGE
2,0135-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,WITHIN THE VILLAGE
3,0135-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,0136-001,PANEL B,Panel B - 2 Visits,N01,GOVERNMENT AGENCY,WITHIN THE VILLAGE
2,0136-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,0136-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
4,0136-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,0136-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
1,0137-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0137-001,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
3,0137-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE TOWN
4,0137-001,PANEL A,Panel A - 2 Visits,N04,VILLAGE HEADMAN,NEAR THE VILLAGE
5,0137-001,PANEL A,Panel A - 2 Visits,N05,ROADSIDE,WITHIN THE VILLAGE
1,0138-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,0138-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,WITHIN THE VILLAGE
3,0138-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0138-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
1,0139-001,PANEL A,Panel A - 2 Visits,N01,VDC MEMBER,WITHIN THE VILLAGE
2,0139-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0139-001,PANEL A,Panel A - 2 Visits,N03,ROADSIDE,WITHIN THE VILLAGE
4,0139-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
5,0139-001,PANEL A,Panel A - 2 Visits,N05,ROADSIDE,NEAR THE VILLAGE
1,0140-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,WITHIN THE VILLAGE
2,0140-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,0140-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,0141-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE TOWN
2,0141-001,PANEL A,Panel A - 2 Visits,N02,ROADSIDE,NEAR THE VILLAGE
1,0142-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0142-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0142-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0142-001,PANEL B,Panel B - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
5,0142-001,PANEL B,Panel B - 2 Visits,N05,ROADSIDE,WITHIN THE VILLAGE
1,0142-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0142-003,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0142-003,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0142-003,PANEL B,Panel B - 2 Visits,N04,LOCAL MARKET,WITHIN THE VILLAGE
5,0142-003,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
1,0143-002,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0143-002,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0143-002,PANEL A,Panel A - 2 Visits,N03,VILLAGE HEADMAN,WITHIN THE VILLAGE
4,0143-002,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
1,0144-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
2,0144-001,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
3,0144-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0145-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
2,0145-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,0146-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0146-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0146-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0146-001,PANEL B,Panel B - 2 Visits,N04,VILLAGE HEADMAN,WITHIN THE VILLAGE
5,0146-001,PANEL B,Panel B - 2 Visits,N05,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
6,0146-001,PANEL B,Panel B - 2 Visits,N06,ROADSIDE,WITHIN THE VILLAGE
7,0146-001,PANEL B,Panel B - 2 Visits,N07,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0147-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0147-001,PANEL A,Panel A - 2 Visits,N02,OTHER (SPECIFY),OUTSIDE THE REGION
3,0147-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0147-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
1,0148-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0148-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
3,0148-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
4,0148-001,PANEL B,Panel B - 2 Visits,N04,AUCTION IN MAIN MARKET,NEAR THE VILLAGE
1,0149-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0149-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE TOWN
3,0149-001,PANEL A,Panel A - 2 Visits,N03,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
4,0149-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,0149-001,PANEL A,Panel A - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,0149-001,PANEL A,Panel A - 2 Visits,N06,LOCAL MARKET,WITHIN THE VILLAGE
1,0152-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
2,0152-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0152-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,WITHIN THE VILLAGE
1,0153-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0153-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0153-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,0153-001,PANEL A,Panel A - 2 Visits,N04,ROADSIDE,WITHIN THE VILLAGE
1,0154-001,PANEL B,Panel B - 2 Visits,N01,GOVERNMENT AGENCY,WITHIN THE VILLAGE
