occ,ea_id,com_ch0b,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch08,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch10,com_ch11,com_ch12,com_ch13a,com_ch13b,com_ch13c,com_ch14,com_ch15
2,10203176,ROAD: MAINTENANCE,YES,YES,YES,NO,,,YES,NO,NO,NO,NO,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,160000,20000,VOLUNTARY,NO,NO,YES,VILLAGE RESIDENTS,
3,10203176,BRIDGE: CONSTRUCTION,NO,YES,YES,NO,,,NO,NO,YES,NO,NO,YES,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
4,10203176,BRIDGE: MAINTENANCE,YES,NO,YES,NO,,,YES,NO,YES,NO,NO,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,120000,40000,VOLUNTARY,YES,NO,NO,VILLAGE HEADMAN,
5,10203176,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,1600000,0,,YES,NO,NO,VILLAGE HEADMAN,
6,10203176,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,NO,,,NO,NO,NO,NO,NO,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,260000,0,,YES,NO,NO,VILLAGE HEADMAN,
7,10203176,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10203176,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10203176,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,YES,NO,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,CENTRAL GOVERNMENT,,,2500000,0,,NO,NO,NO,NO PROJECT COMMITTEE,
10,10203176,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,YES
11,10203176,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
12,10203176,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10203176,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,YES,NO,YES,NO,,,NO,NO,NO,YES,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
14,10203176,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,YES,YES,YES,NO,,,NO,NO,NO,NO,YES,YES,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
15,10203176,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10203176,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10203176,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,YES,YES,YES,NO,,,NO,NO,NO,YES,NO,YES,NO,NO,NO,,,,,,,,,,,,YES
18,10203176,OTHER (SPECIFY),YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10203744,ROAD: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
2,10203744,ROAD: MAINTENANCE,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
3,10203744,BRIDGE: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),,,100000,100000,COMPULSARY,YES,NO,NO,VILLAGE RESIDENTS,
4,10203744,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,10203744,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,10203744,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,NO,YES,NO,,,YES,NO,NO,NO,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
7,10203744,SECONDARY SCHOOL: CONSTRUCTION,YES,YES,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
8,10203744,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10203744,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,YES,NO,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
10,10203744,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,YES,NO,YES,NO,,,YES,NO,NO,NO,NO,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
11,10203744,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,YES,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
12,10203744,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10203744,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10203744,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,YES,NO,NO,NO,,,,,,,,,,,,NO
15,10203744,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10203744,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,YES,YES,YES,NO,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
17,10203744,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10203744,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10204322,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,10204322,ROAD: MAINTENANCE,YES,NO,YES,YES,VILLAGE HEADMAN,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
3,10204322,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,10204322,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,10204322,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,10204322,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,NO,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
7,10204322,SECONDARY SCHOOL: CONSTRUCTION,YES,NO,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
8,10204322,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,NO,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
9,10204322,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10204322,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10204322,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10204322,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10204322,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10204322,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,10204322,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10204322,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10204322,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10204322,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10204586,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,10204586,ROAD: MAINTENANCE,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,NO,NO,NO,NO,NO,,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,,,25000000,25000000,VOLUNTARY,YES,NO,NO,VILLAGE HEADMAN,
3,10204586,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,10204586,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,10204586,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,10204586,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,10204586,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10204586,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10204586,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10204586,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10204586,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10204586,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10204586,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10204586,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,10204586,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10204586,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10204586,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10204586,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10220103,ROAD: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
2,10220103,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,10220103,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,10220103,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,10220103,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,10220103,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,10220103,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10220103,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10220103,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10220103,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10220103,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10220103,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10220103,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10220103,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,10220103,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10220103,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10220103,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10220103,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10220705,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,10220705,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,10220705,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,10220705,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,10220705,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,10220705,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,10220705,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10220705,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10220705,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10220705,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10220705,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10220705,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10220705,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10220705,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,10220705,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10220705,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10220705,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10220705,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10301663,ROAD: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,MASAF,OTHER (SPECIFY),480000,20000,VOLUNTARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
2,10301663,ROAD: MAINTENANCE,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,MASAF,OTHER (SPECIFY),100000,20000,VOLUNTARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
3,10301663,BRIDGE: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,DISTRICT/CITY ASSEMBLY,OTHER (SPECIFY),80000,20000,VOLUNTARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
4,10301663,BRIDGE: MAINTENANCE,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,DISTRICT/CITY ASSEMBLY,OTHER (SPECIFY),50000,25000,VOLUNTARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
5,10301663,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,DISTRICT/CITY ASSEMBLY,OTHER (SPECIFY),22000000,100000,VOLUNTARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
6,10301663,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,DISTRICT/CITY ASSEMBLY,OTHER (SPECIFY),300000,50000,VOLUNTARY,YES,YES,NO,GROUP VILLAGE HEADMAN,
7,10301663,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10301663,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10301663,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10301663,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10301663,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10301663,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10301663,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10301663,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,10301663,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10301663,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10301663,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10301663,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10302010,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,10302010,ROAD: MAINTENANCE,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,0,0,,YES,YES,NO,NO PROJECT COMMITTEE,
3,10302010,BRIDGE: CONSTRUCTION,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,0,0,,YES,YES,NO,NO PROJECT COMMITTEE,
4,10302010,BRIDGE: MAINTENANCE,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,0,0,,YES,YES,NO,NO PROJECT COMMITTEE,
5,10302010,PRIMARY SCHOOL: CONSTRUCTION,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
6,10302010,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,10302010,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10302010,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10302010,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10302010,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10302010,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10302010,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
13,10302010,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10302010,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,10302010,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10302010,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10302010,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10302010,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10304012,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,10304012,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,10304012,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,10304012,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,10304012,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),,,5000000,0,,YES,NO,NO,VILLAGE RESIDENTS,
6,10304012,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,10304012,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,10304012,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,10304012,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,10304012,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,10304012,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,10304012,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,10304012,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,10304012,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,OTHER (SPECIFY),YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,ADDRESSED BEING ADRESSED,RELIGIOUS ORGANIZATION/INSTITUTION,COMMUNITY FUNDRAISING,,2500000,700000,VOLUNTARY,YES,YES,YES,OTHER (SPECIFY),
15,10304012,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,10304012,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,10304012,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,10304012,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,10305446,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,10305446,ROAD: MAINTENANCE,NO,YES,YES,YES,VILLAGE HEADMAN,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
3,10305446,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,10305446,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
