HHID,case_id,qx_type,visit,ea_id,ag_h0b,ag_h0b_os,ag_h01a,ag_h01b,ag_h01b_os,ag_h02,ag_h03,ag_h04,ag_h15,ag_h16a,ag_h16b,ag_h16b_os,ag_h17,ag_h17_os,ag_h18,ag_h19,ag_h20,ag_h21,ag_h22,ag_h23,ag_h24,ag_h25,ag_h26a,ag_h26b,ag_h26b_os,ag_h27,ag_h27_os,ag_h28,ag_h29,ag_h30,ag_h31,ag_h32,ag_h33,ag_h34,ag_h35,ag_h36a,ag_h36b,ag_h36b_os,ag_h37,ag_h38a,ag_h38b,ag_h38b_os,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_os,ag_h43,ag_h43_os
5,101012150022,Panel A,1,10101215,BEANS,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
5,101012150022,Panel A,1,10101215,NKHWANI,,50,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Gram,,N04,,0,No,,,,Preference for traditional variety,
13,101012150026,Panel A,1,10101215,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N02,10,Kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
13,101012150026,Panel A,1,10101215,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
13,101012150026,Panel A,1,10101215,BEANS,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,8,Kilogram,,N03,,0,No,,,,Preference for traditional variety,
1,101012150028,Panel A,1,10101215,BEANS,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,3 kg bag,,N03,,0,No,,,,Preference for traditional variety,
1,101012150028,Panel A,1,10101215,GROUNDNUT CG7,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,10 kg bag,,N03,,0,No,,,,Preference for traditional variety,
1,101012150028,Panel A,1,10101215,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1,101012150028,Panel A,1,10101215,SWEET POTATO,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,10 kg bag,,N03,,0,No,,,,Preference for traditional variety,
1,101012150028,Panel A,1,10101215,MAIZE LOCAL,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,3 kg bag,,Improved variety is too expensive,
25,101012150034,Panel A,1,10101215,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
25,101012150034,Panel A,1,10101215,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,Yes,N01,1,Gram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
25,101012150034,Panel A,1,10101215,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,5 kg bag,,N01,,0,No,,,,Improved variety is too expensive,
25,101012150034,Panel A,1,10101215,SOYABEAN,,2,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
9,101012150038,Panel A,1,10101215,MAIZE LOCAL,,10,Kilogram,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
9,101012150038,Panel A,1,10101215,PEA,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Preference for traditional variety,
9,101012150038,Panel A,1,10101215,GROUNDNUT MAWANGA,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Preference for traditional variety,
9,101012150038,Panel A,1,10101215,BEANS,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,3,Kilogram,,Preference for traditional variety,
31,101012150040,Panel A,1,10101215,GROUNDNUT CHALIMBANA,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,3,Kilogram,,Preference for traditional variety,
31,101012150040,Panel A,1,10101215,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from input supplier,
31,101012150040,Panel A,1,10101215,SUNFLOWER,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Kilogram,,N03,,0,No,,,,Advice from fellow farmer,
15,101012150045,Panel A,1,10101215,BEANS,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
15,101012150045,Panel A,1,10101215,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Kilogram,,N04,,0,No,,,,Preference for traditional variety,
29,101012150048,Panel A,1,10101215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,101012150048,Panel A,1,10101215,BEANS,,5,Kilogram,,"Yes, the figures matched",No,Yes,N04,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
29,101012150048,Panel A,1,10101215,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from input supplier,
27,101012150049,Panel A,1,10101215,MAIZE LOCAL,,40,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,40,Kilogram,,Preference for traditional variety,
27,101012150049,Panel A,1,10101215,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Gram,,Preference for traditional variety,
27,101012150049,Panel A,1,10101215,SWEET POTATO,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Kilogram,,Preference for traditional variety,
27,101012150049,Panel A,1,10101215,MAIZE HYBRID,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Improved variety is too expensive,
27,101012150049,Panel A,1,10101215,BEANS,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
23,101012150053,Panel A,1,10101215,NKHWANI,,100,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,100,Gram,,Preference for traditional variety,
23,101012150053,Panel A,1,10101215,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
23,101012150053,Panel A,1,10101215,GROUNDNUT CG7,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Kilogram,,Preference for traditional variety,
23,101012150053,Panel A,1,10101215,BEANS,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Preference for traditional variety,
19,101012150059,Panel A,1,10101215,SWEET POTATO,,40,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,10 kg bag,,N03,,0,No,,,,Preference for traditional variety,
19,101012150059,Panel A,1,10101215,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
19,101012150059,Panel A,1,10101215,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Advice from fellow farmer,
19,101012150059,Panel A,1,10101215,BEANS,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,10 kg bag,,N03,,0,No,,,,Preference for traditional variety,
19,101012150059,Panel A,1,10101215,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
3,101012150060,Panel A,1,10101215,MAIZE LOCAL,,6,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,6,Kilogram,,Preference for traditional variety,
7,101012150074,Panel A,1,10101215,BEANS,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Preference for traditional variety,
7,101012150074,Panel A,1,10101215,SWEET POTATO,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,50 kg bag,,N03,,0,No,,,,Improved variety is too expensive,
7,101012150074,Panel A,1,10101215,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
7,101012150074,Panel A,1,10101215,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,10 kg bag,,N03,,0,No,,,,Improved variety is too expensive,
7,101012150074,Panel A,1,10101215,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Gram,,N03,,0,No,,,,Advice from input supplier,
20,101015620009,Panel B,1,10101562,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,10 kg bag,,N01,,0,No,,,,Advice from fellow farmer,
20,101015620009,Panel B,1,10101562,FINGER MILLET(MAWERE),,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,5 kg bag,,Advice from fellow farmer,
20,101015620009,Panel B,1,10101562,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Improved variety is too expensive,
20,101015620009,Panel B,1,10101562,SWEET POTATO,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Kilogram,,N01,,0,No,,,,Preference for traditional variety,
20,101015620009,Panel B,1,10101562,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,5 kg bag,,On Foot,,0,930,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
20,101015620009,Panel B,1,10101562,SOYABEAN,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,5 kg bag,,Advice from fellow farmer,
30,101015620020,Panel B,1,10101562,BEANS,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Kilogram,,N05,,0,No,,,,Preference for traditional variety,
30,101015620020,Panel B,1,10101562,MAIZE LOCAL,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Preference for traditional variety,
30,101015620020,Panel B,1,10101562,GROUNDNUT MANIPINTA,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
10,101015620031,Panel B,1,10101562,SOYABEAN,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Preference for traditional variety,
10,101015620031,Panel B,1,10101562,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Seeds received through the voucher program,
10,101015620031,Panel B,1,10101562,GROUNDNUT MANIPINTA,,1,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
6,101015620042,Panel B,1,10101562,MAIZE HYBRID RECYCLED,,7,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,7,Kilogram,,N04,,0,No,,,,Advice from fellow farmer,
6,101015620042,Panel B,1,10101562,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from input supplier,
6,101015620042,Panel B,1,10101562,FINGER MILLET(MAWERE),,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
2,101015620053,Panel B,1,10101562,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
2,101015620053,Panel B,1,10101562,SWEET POTATO,,180,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,180,Kilogram,,N02,,0,No,,,,Preference for traditional variety,
8,101015620064,Panel B,1,10101562,BEANS,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Preference for traditional variety,
8,101015620064,Panel B,1,10101562,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,5 kg bag,,On Foot,,0,1860,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
8,101015620064,Panel B,1,10101562,GROUNDNUT CG7,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,3 kg bag,,Advice from extension officer,
8,101015620064,Panel B,1,10101562,SOYABEAN,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,8,Kilogram,,Preference for traditional variety,
18,101015620075,Panel B,1,10101562,BEANS,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,3,Kilogram,,Preference for traditional variety,
18,101015620075,Panel B,1,10101562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,
18,101015620075,Panel B,1,10101562,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
18,101015620075,Panel B,1,10101562,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
16,101015620086,Panel B,1,10101562,BEANS,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Kilogram,,Preference for traditional variety,
16,101015620086,Panel B,1,10101562,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
16,101015620086,Panel B,1,10101562,GROUNDNUT CHALIMBANA,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Kilogram,,Preference for traditional variety,
16,101015620086,Panel B,1,10101562,MAIZE HYBRID RECYCLED,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
26,101015620096,Panel B,1,10101562,MAIZE LOCAL,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Kilogram,,Preference for traditional variety,
26,101015620096,Panel B,1,10101562,BEANS,,2,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
26,101015620096,Panel B,1,10101562,FINGER MILLET(MAWERE),,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Preference for traditional variety,
26,101015620096,Panel B,1,10101562,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
28,101015620118,Panel B,1,10101562,GROUNDNUT CHALIMBANA,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Kilogram,,Preference for traditional variety,
28,101015620118,Panel B,1,10101562,MAIZE HYBRID RECYCLED,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
32,101015620140,Panel B,1,10101562,GROUNDNUT CHALIMBANA,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,10 kg bag,,Preference for traditional variety,
32,101015620140,Panel B,1,10101562,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,10 kg bag,,Improved variety is too expensive,
12,101015620162,Panel B,1,10101562,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Gram,,Preference for traditional variety,
12,101015620162,Panel B,1,10101562,MAIZE HYBRID,,12,Kilogram,,"Yes, the figures matched",No,Yes,N01,1,10 kg bag,,Own Bicycle or Oxcart,,0,2550,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
12,101015620162,Panel B,1,10101562,RICE KILOMBERO,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,5 kg bag,,N03,,0,No,,,,Preference for traditional variety,
12,101015620162,Panel B,1,10101562,GROUNDNUT CG7,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
12,101015620162,Panel B,1,10101562,MAIZE LOCAL,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,8,Kilogram,,Preference for traditional variety,
4,101015620184,Panel B,1,10101562,SOYABEAN,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Advice from fellow farmer,
4,101015620184,Panel B,1,10101562,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Advice from fellow farmer,
4,101015620184,Panel B,1,10101562,GROUNDNUT MANIPINTA,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Advice from fellow farmer,
22,101015620195,Panel B,1,10101562,SOYABEAN,,1,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
22,101015620195,Panel B,1,10101562,SUNFLOWER,,500,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,500,Gram,,N04,,0,No,,,,Advice from fellow farmer,
22,101015620195,Panel B,1,10101562,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
22,101015620195,Panel B,1,10101562,GROUNDNUT MANIPINTA,,4,Kilogram,,"Yes, the figures matched",No,Yes,N03,4,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
14,101015620205,Panel B,1,10101562,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
24,101015620227,Panel B,1,10101562,GROUNDNUT MANIPINTA,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
24,101015620227,Panel B,1,10101562,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
79,101020040001,Panel A,1,10102004,NKHWANI,,50,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Gram,,N04,,0,No,,,,Preference for traditional variety,
79,101020040001,Panel A,1,10102004,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
79,101020040001,Panel A,1,10102004,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Gram,,Advice from fellow farmer,
87,101020040008,Panel A,1,10102004,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Gram,,N02,,0,No,,,,Improved variety is too expensive,
87,101020040008,Panel A,1,10102004,GROUND BEAN(NZAMA),,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,2 kg bag,,N02,,0,No,,,,Improved variety is too expensive,
87,101020040008,Panel A,1,10102004,FINGER MILLET(MAWERE),,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,2 kg bag,,N01,,0,No,,,,Improved variety is too expensive,
87,101020040008,Panel A,1,10102004,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
87,101020040008,Panel A,1,10102004,BEANS,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,2 kg bag,,N01,,0,No,,,,Improved variety is too expensive,
89,101020040012,Panel A,1,10102004,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Gram,,Preference for traditional variety,
89,101020040012,Panel A,1,10102004,MAIZE HYBRID,,4,Kilogram,,"Yes, the figures matched",No,Yes,N03,4,Kilogram,,Truck / Bus / Minibus,,300,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
85,101020040015,Panel A,1,10102004,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,1,5 kg bag,,Own Bicycle or Oxcart,,500,2075,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
85,101020040015,Panel A,1,10102004,BEANS,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,3 kg bag,,N02,,0,No,,,,Preference for traditional variety,
85,101020040015,Panel A,1,10102004,SWEET POTATO,,30,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,30,Kilogram,,N02,,0,No,,,,Preference for traditional variety,
83,101020040028,Panel A,1,10102004,MAIZE HYBRID RECYCLED,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Improved variety is too expensive,
83,101020040028,Panel A,1,10102004,SOYABEAN,,2,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,2 kg bag,,Bicycle Taxi,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
83,101020040028,Panel A,1,10102004,BEANS,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,2 kg bag,,N04,,0,No,,,,Advice from fellow farmer,
83,101020040028,Panel A,1,10102004,TOBACCO BURLEY,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Gram,,N04,,0,No,,,,Advice from fellow farmer,
83,101020040028,Panel A,1,10102004,SWEET POTATO,,30,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,30,Kilogram,,Preference for traditional variety,
