occ,y2_hhid,qx_type,interview_status,ag_g0a,ag_g00,ag_g0b,ag_g0e,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08c,ag_g09a,ag_g09b,ag_g09c,ag_g10,ag_g11a,ag_g11b,ag_g13a,ag_g13b,ag_g13c,ag_g12a,ag_g12b,ag_g14a,ag_g14b
1,0035-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,4,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,NO,20,PAIL (LARGE),SHELLED,,,,YES,INSECTS,IRREGULAR RAINS,33,PAIL (LARGE),SHELLED,MAY,JUNE,2,4
2,0035-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,4,MIXED STAND,NO,1/4,1,KILOGRAM,DECEMBER,2012,NO,3,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,2,PAIL (LARGE),SHELLED,MAY,JUNE,2,4
3,0035-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,4,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,36,PAIL (LARGE),UNSHELLED,,,,NO,,,40,PAIL (LARGE),UNSHELLED,APRIL,MAY,2,4
1,0036-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,1,10 KG BAG,DECEMBER,2012,NO,30,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,80,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
1,0037-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,1,3 KG BAG,NOVEMBER,2012,NO,5,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,11,PAIL (LARGE),SHELLED,MAY,MAY,1,2
2,0037-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,1,MIXED STAND,YES,,200,GRAM,NOVEMBER,2012,NO,2,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,2,PAIL (LARGE),SHELLED,MAY,MAY,1,2
3,0037-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,YES,,100,GRAM,NOVEMBER,2012,YES,,,,12,OTHER (SPECIFY),NOT APPLICABLE,NO,,,12,OTHER (SPECIFY),NOT APPLICABLE,MARCH,APRIL,1,2
4,0037-001,PANEL A,Panel A - 2 Visits,YES,R02,TOBACCO BURLEY,1,PURE STAND,,,1,GRAM,DECEMBER,2012,NO,50,KILOGRAM,NOT APPLICABLE,,,,YES,OTHER (SPECIFY),,60,KILOGRAM,NOT APPLICABLE,MARCH,APRIL,1,2
1,0038-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,7,50 KG BAG,SHELLED,JUNE,JUNE,2,
2,0038-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,1,10 KG BAG,JANUARY,2013,NO,3,50 KG BAG,UNSHELLED,,,,NO,,,8,50 KG BAG,UNSHELLED,JULY,JULY,2,
1,0040-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,YES,,5,5 KG BAG,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,2,50 KG BAG,SHELLED,JUNE,JUNE,1,2
2,0040-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,YES,,5,5 KG BAG,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,2,50 KG BAG,SHELLED,JUNE,JUNE,1,2
1,0041-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,10 KG BAG,NOVEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,5,50 KG BAG,SHELLED,MAY,JUNE,1,2
2,0041-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,PURE STAND,,,50,50 KG BAG,NOVEMBER,2012,NO,15,50 KG BAG,SHELLED,,,,NO,,,7,50 KG BAG,SHELLED,MAY,JUNE,1,2
3,0041-001,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT MANIPINTA,1,PURE STAND,,,50,50 KG BAG,NOVEMBER,2012,NO,10,50 KG BAG,UNSHELLED,,,,NO,,,4,PAIL (LARGE),SHELLED,MAY,JUNE,1,2
4,0041-001,PANEL A,Panel A - 2 Visits,YES,R04,BEANS,1,PURE STAND,,,50,50 KG BAG,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,2,PAIL (SMALL),SHELLED,MAY,JUNE,1,2
5,0041-001,PANEL A,Panel A - 2 Visits,YES,R05,TOBACCO BURLEY,1,PURE STAND,,,150,GRAM,NOVEMBER,2012,NO,120,KILOGRAM,NOT APPLICABLE,,,,NO,,,240,KILOGRAM,NOT APPLICABLE,MAY,JUNE,1,2
1,0042-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,YES,,1,10 KG BAG,DECEMBER,2012,NO,3,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,12,50 KG BAG,SHELLED,JUNE,JUNE,2,
2,0042-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,25,KILOGRAM,DECEMBER,2012,NO,4,50 KG BAG,UNSHELLED,,,,NO,,,4,50 KG BAG,UNSHELLED,JUNE,JULY,2,
1,0043-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,NO,5,50 KG BAG,SHELLED,,,,NO,,,2,50 KG BAG,SHELLED,MAY,JUNE,1,2
2,0043-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,NO,5,50 KG BAG,SHELLED,,,,NO,,,1,50 KG BAG,SHELLED,MAY,JUNE,1,2
3,0043-001,PANEL A,Panel A - 2 Visits,YES,R03,SWEET POTATO,1,PURE STAND,,,1,50 KG BAG,FEBRUARY,2013,NO,7,50 KG BAG,NOT APPLICABLE,,,,NO,,,2,PAIL (LARGE),NOT APPLICABLE,MAY,JUNE,1,2
1,0044-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,6,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,14,50 KG BAG,SHELLED,JUNE,JUNE,1,2
2,0044-001,PANEL B,Panel B - 2 Visits,YES,R02,TOBACCO BURLEY,1,PURE STAND,,,1,KILOGRAM,DECEMBER,2012,YES,,,,4,BALE,NOT APPLICABLE,NO,,,200,KILOGRAM,NOT APPLICABLE,MARCH,APRIL,1,
1,0045-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,10,10 KG BAG,DECEMBER,2012,NO,7,50 KG BAG,SHELLED,,,,YES,IRREGULAR RAINS,,2,50 KG BAG,SHELLED,MAY,JUNE,1,2
2,0045-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,PURE STAND,,,7,10 KG BAG,DECEMBER,2012,NO,5,50 KG BAG,SHELLED,,,,YES,IRREGULAR RAINS,,2,50 KG BAG,SHELLED,MAY,JUNE,1,2
1,0046-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,7,KILOGRAM,DECEMBER,2012,NO,50,PAIL (LARGE),SHELLED,,,,NO,,,40,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
2,0046-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,10,KILOGRAM,JANUARY,2013,NO,20,PAIL (LARGE),UNSHELLED,,,,NO,,,18,PAIL (LARGE),UNSHELLED,MAY,JUNE,1,2
3,0046-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CG7,2,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,13,PAIL (LARGE),UNSHELLED,,,,NO,,,10,PAIL (LARGE),UNSHELLED,MAY,JUNE,1,2
1,0047-001,PANEL A,Panel A - 2 Visits,YES,R01,OTHER GROUNDNUT (SPECIFY),2,MIXED STAND,YES,,1,2 KG BAG,DECEMBER,2012,NO,3,PAIL (LARGE),UNSHELLED,,,,NO,,,3,PAIL (LARGE),UNSHELLED,MAY,MAY,1,2
2,0047-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,2,MIXED STAND,YES,,500,GRAM,DECEMBER,2012,NO,1,PAIL (LARGE),SHELLED,,,,NO,,,2,PAIL (LARGE),SHELLED,MAY,MAY,1,2
3,0047-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,2,MIXED STAND,YES,,1,10 KG BAG,DECEMBER,2012,NO,10,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,6,PAIL (LARGE),SHELLED,MAY,MAY,1,2
4,0047-001,PANEL A,Panel A - 2 Visits,YES,R02,NKHWANI,2,MIXED STAND,YES,,250,GRAM,DECEMBER,2012,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,NO,,,9,OTHER (SPECIFY),NOT APPLICABLE,MARCH,MAY,1,2
1,0048-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,1,10 KG BAG,JANUARY,2013,NO,30,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,68,PAIL (LARGE),SHELLED,JULY,JULY,1,2
2,0048-001,PANEL B,Panel B - 2 Visits,YES,R02,BEANS,1,PURE STAND,,,1,2 KG BAG,FEBRUARY,2013,NO,3,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,3,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
3,0048-001,PANEL B,Panel B - 2 Visits,YES,R03,SOYABEAN,1,PURE STAND,,,500,GRAM,JANUARY,2013,NO,2,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,2,PAIL (LARGE),SHELLED,MAY,MAY,1,2
1,0049-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,YES,,20,KILOGRAM,DECEMBER,2012,NO,11,50 KG BAG,SHELLED,,,,NO,,,3,50 KG BAG,SHELLED,JULY,JULY,1,2
2,0049-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,2,2 KG BAG,DECEMBER,2012,NO,2,50 KG BAG,UNSHELLED,,,,NO,,,3,50 KG BAG,SHELLED,MAY,MAY,1,2
3,0049-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID,1,PURE STAND,YES,,3,3 KG BAG,DECEMBER,2012,NO,6,50 KG BAG,SHELLED,,,,NO,,,5,50 KG BAG,SHELLED,JULY,JULY,1,2
1,0050-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,1,10 KG BAG,DECEMBER,2012,NO,30,PAIL (LARGE),SHELLED,,,,NO,,,40,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
2,0050-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,15,KILOGRAM,DECEMBER,2012,NO,20,PAIL (LARGE),UNSHELLED,,,,NO,,,30,PAIL (LARGE),UNSHELLED,JUNE,JUNE,1,2
3,0050-001,PANEL B,Panel B - 2 Visits,YES,R03,SOYABEAN,2,PURE STAND,,,1,2 KG BAG,JANUARY,2013,NO,2,PAIL (LARGE),SHELLED,,,,NO,,,2,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
1,0051-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,80,PAIL (LARGE),SHELLED,,,,NO,,,55,PAIL (LARGE),SHELLED,MAY,MAY,1,2
2,0051-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,2,PURE STAND,,,15,KILOGRAM,DECEMBER,2012,NO,50,PAIL (LARGE),SHELLED,,,,NO,,,60,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
3,0051-001,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT CG7,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,45,PAIL (LARGE),UNSHELLED,,,,NO,,,20,PAIL (LARGE),UNSHELLED,MAY,MAY,1,2
1,0052-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,7,KILOGRAM,NOVEMBER,2012,NO,30,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,25,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
2,0052-001,PANEL B,Panel B - 2 Visits,YES,R02,TOBACCO BURLEY,1,PURE STAND,,,500,GRAM,DECEMBER,2012,NO,200,KILOGRAM,NOT APPLICABLE,,,,YES,IRREGULAR RAINS,,250,KILOGRAM,NOT APPLICABLE,FEBRUARY,APRIL,1,2
3,0052-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CG7,1,PURE STAND,,,8,KILOGRAM,DECEMBER,2012,NO,20,PAIL (LARGE),UNSHELLED,,,,YES,IRREGULAR RAINS,,15,PAIL (LARGE),UNSHELLED,MAY,MAY,1,2
1,0053-002,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,8,KILOGRAM,SHELLED,,,,NO,,,10,50 KG BAG,SHELLED,JUNE,JUNE,1,
2,0053-002,PANEL A,Panel A - 2 Visits,YES,R02,TOBACCO BURLEY,1,PURE STAND,,,1,GRAM,DECEMBER,2012,NO,3,OXCART,NOT APPLICABLE,,,,NO,,,3,BALE,NOT APPLICABLE,JULY,JULY,1,
1,0054-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,1,10 KG BAG,DECEMBER,2012,NO,25,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,20,PAIL (LARGE),SHELLED,JULY,JULY,1,2
2,0054-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,1,10 KG BAG,JANUARY,2013,NO,30,PAIL (LARGE),UNSHELLED,,,,YES,DROUGHT,,30,PAIL (LARGE),UNSHELLED,JUNE,JULY,1,2
3,0054-001,PANEL B,Panel B - 2 Visits,YES,R03,SOYABEAN,1,PURE STAND,,,1,5 KG BAG,FEBRUARY,2013,NO,2,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,1,PAIL (SMALL),SHELLED,JULY,JULY,1,2
1,0055-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,NO,40,PAIL (LARGE),SHELLED,,,,NO,,,120,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
2,0055-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,2,MIXED STAND,NO,LESS THAN 1/4,500,GRAM,DECEMBER,2012,NO,1,PAIL (SMALL),NOT APPLICABLE,,,,YES,ANIMALS,DISEASES,1,PAIL (LARGE),NOT APPLICABLE,JUNE,JULY,1,2
3,0055-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,130,PAIL (LARGE),UNSHELLED,,,,NO,,,84,PAIL (LARGE),UNSHELLED,JUNE,JUNE,1,2
4,0055-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID RECYCLED,2,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,NO,140,PAIL (LARGE),SHELLED,,,,NO,,,90,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
1,0056-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,10 KG BAG,DECEMBER,2012,NO,7,50 KG BAG,SHELLED,,,,NO,,,7,50 KG BAG,SHELLED,MAY,JUNE,1,2
2,0056-001,PANEL B,Panel B - 2 Visits,YES,R02,SOYABEAN,1,PURE STAND,,,4,KILOGRAM,FEBRUARY,2012,NO,1,50 KG BAG,SHELLED,,,,NO,,,2,PAIL (SMALL),SHELLED,MAY,JUNE,1,2
3,0056-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CHALIMBANA,1,PURE STAND,,,7,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,NO,,,4,50 KG BAG,UNSHELLED,MAY,JUNE,1,2
1,0057-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,40,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,50,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
2,0057-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CHALIMBANA,2,PURE STAND,,,15,KILOGRAM,DECEMBER,2012,NO,30,PAIL (LARGE),UNSHELLED,,,,YES,IRREGULAR RAINS,,40,PAIL (LARGE),UNSHELLED,APRIL,MAY,1,2
3,0057-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE LOCAL,2,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,28,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,30,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
4,0057-001,PANEL A,Panel A - 2 Visits,YES,R04,BEANS,2,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,12,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,3,PAIL (LARGE),SHELLED,APRIL,APRIL,1,2
5,0057-001,PANEL A,Panel A - 2 Visits,YES,R05,MAIZE HYBRID RECYCLED,2,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,NO,20,PAIL (LARGE),SHELLED,,,,YES,IRREGULAR RAINS,,50,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
1,0058-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,2,PURE STAND,,,8,KILOGRAM,DECEMBER,2012,NO,30,PAIL (LARGE),SHELLED,,,,NO,,,30,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
2,0058-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID RECYCLED,2,PURE STAND,,,8,KILOGRAM,DECEMBER,2012,NO,40,PAIL (LARGE),SHELLED,,,,NO,,,35,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
3,0058-001,PANEL B,Panel B - 2 Visits,YES,R03,TOBACCO BURLEY,2,PURE STAND,,,500,GRAM,DECEMBER,2012,YES,,,,80,KILOGRAM,NOT APPLICABLE,NO,,,80,KILOGRAM,NOT APPLICABLE,FEBRUARY,APRIL,1,2
1,0059-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,1,5 KG BAG,DECEMBER,2012,NO,10,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,16,PAIL (LARGE),SHELLED,MAY,MAY,1,
2,0059-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,1,MIXED STAND,YES,,200,GRAM,JANUARY,2012,NO,1,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,1,PAIL (LARGE),SHELLED,MAY,MAY,1,
1,0060-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,5,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,5,50 KG BAG,SHELLED,JUNE,JUNE,1,
1,0061-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,10 KG BAG,NOVEMBER,2012,NO,5,50 KG BAG,SHELLED,,,,NO,,,4,50 KG BAG,SHELLED,MAY,JUNE,1,2
2,0061-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT MANIPINTA,1,PURE STAND,,,2,2 KG BAG,JANUARY,2013,NO,1,PAIL (LARGE),SHELLED,,,,NO,,,2,PAIL (LARGE),NOT APPLICABLE,MAY,JUNE,1,2
3,0061-001,PANEL A,Panel A - 2 Visits,YES,R03,SWEET POTATO,1,PURE STAND,,,2,50 KG BAG,JANUARY,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,NO,,,2,PAIL (LARGE),NOT APPLICABLE,MAY,JUNE,1,2
4,0061-001,PANEL A,Panel A - 2 Visits,YES,R04,SUNFLOWER,1,PURE STAND,,,5,5 KG BAG,JANUARY,2013,NO,1,PAIL (LARGE),SHELLED,,,,NO,,,3,PAIL (LARGE),UNSHELLED,MAY,JUNE,1,2
1,0062-002,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,10 KG BAG,NOVEMBER,2012,NO,6,50 KG BAG,SHELLED,,,,NO,,,4,50 KG BAG,SHELLED,JUNE,JULY,1,
1,0063-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,MORE THAN 3/4,1,10 KG BAG,JANUARY,2013,YES,,,,7,PAIL (LARGE),SHELLED,YES,OTHER (SPECIFY),,7,PAIL (LARGE),SHELLED,APRIL,APRIL,1,2
2,0063-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,1,MIXED STAND,YES,MORE THAN 3/4,1,KILOGRAM,JANUARY,2013,NO,1,PAIL (LARGE),SHELLED,,,,NO,,,1,PAIL (LARGE),SHELLED,APRIL,MAY,1,2
3,0063-001,PANEL A,Panel A - 2 Visits,YES,R02,SWEET POTATO,1,PURE STAND,,,2,10 KG BAG,JANUARY,2013,YES,,,,7,PAIL (LARGE),NOT APPLICABLE,NO,,,7,PAIL (LARGE),NOT APPLICABLE,MARCH,APRIL,1,2
1,0064-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,10 KG BAG,NOVEMBER,2012,NO,10,50 KG BAG,SHELLED,,,,NO,,,6,50 KG BAG,SHELLED,JUNE,JULY,1,
2,0064-001,PANEL B,Panel B - 2 Visits,YES,R02,SOYABEAN,1,PURE STAND,,,3,3 KG BAG,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,NO,,,1,PAIL (LARGE),SHELLED,JUNE,JULY,1,
3,0064-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT MANIPINTA,1,PURE STAND,,,12,KILOGRAM,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,3,50 KG BAG,UNSHELLED,JUNE,JULY,1,
1,0065-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,5,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,JUNE,JUNE,1,2
1,0066-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,11,KILOGRAM,JANUARY,2013,NO,50,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,36,PAIL (LARGE),SHELLED,JUNE,JULY,1,2
2,0066-001,PANEL B,Panel B - 2 Visits,YES,R01,BEANS,1,MIXED STAND,YES,,1,3 KG BAG,JANUARY,2013,YES,,,,4,PAIL (LARGE),SHELLED,YES,DROUGHT,,4,PAIL (LARGE),SHELLED,MAY,MAY,1,2
1,0067-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,10,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,JUNE,JUNE,1,2
2,0067-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,8,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,JUNE,JUNE,1,2
3,0067-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,8,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,8,50 KG BAG,SHELLED,JUNE,JUNE,1,2
1,0068-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,8,KILOGRAM,NOVEMBER,2012,NO,3,50 KG BAG,SHELLED,,,,NO,,,4,50 KG BAG,SHELLED,MAY,JUNE,1,2
1,0069-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,5,KILOGRAM,JANUARY,2013,YES,,,,3,PAIL (LARGE),SHELLED,YES,OTHER (SPECIFY),IRREGULAR RAINS,5,PAIL (LARGE),SHELLED,APRIL,APRIL,1,2
1,0070-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,18,50 KG BAG,SHELLED,,,,NO,,,11,50 KG BAG,SHELLED,JANUARY,JANUARY,1,2
2,0070-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,NO,12,50 KG BAG,SHELLED,,,,NO,,,7,50 KG BAG,SHELLED,JULY,JULY,1,2
1,0071-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,7,KILOGRAM,NOVEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,NO,,,6,50 KG BAG,SHELLED,JUNE,JULY,1,2
2,0071-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,7,KILOGRAM,NOVEMBER,2012,NO,3,50 KG BAG,SHELLED,,,,NO,,,4,50 KG BAG,SHELLED,JUNE,JULY,1,2
3,0071-001,PANEL A,Panel A - 2 Visits,YES,R03,RICE FAYA,1,PURE STAND,,,30,KILOGRAM,DECEMBER,2012,NO,3,50 KG BAG,SHELLED,,,,NO,,,10,50 KG BAG,SHELLED,JUNE,JULY,1,2
1,0072-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,12,KILOGRAM,DECEMBER,2012,NO,30,PAIL (LARGE),SHELLED,,,,NO,,,35,PAIL (LARGE),SHELLED,JULY,AUGUST,1,2
2,0072-001,PANEL B,Panel B - 2 Visits,YES,R01,BEANS,1,MIXED STAND,NO,1/2,2,KILOGRAM,DECEMBER,2012,YES,,,,3,PAIL (LARGE),SHELLED,NO,,,3,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
1,0073-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,1,5 KG BAG,JANUARY,2013,NO,5,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,10,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
2,0073-001,PANEL A,Panel A - 2 Visits,YES,R01,BEANS,1,MIXED STAND,YES,,1,2 KG BAG,JANUARY,2013,NO,1,PAIL (LARGE),SHELLED,,,,YES,DROUGHT,,2,PAIL (LARGE),SHELLED,JUNE,JUNE,1,2
1,0074-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,12,KILOGRAM,DECEMBER,2012,NO,40,PAIL (LARGE),SHELLED,,,,NO,,,50,PAIL (LARGE),SHELLED,JULY,JULY,1,2
