HHID,case_id,qx_type,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
97,101041500053,Panel A,10104150,1,,R2,Yes,CHALIMBANA,.5,Acre,.30000001,
97,101041500053,Panel A,10104150,1,,R3,Yes,SOYABEANS,.25,Acre,.1,
105,101041500054,Panel A,10104150,1,,R3,Yes,CHALIMBANA G/NUTS,.25,Acre,.1,
105,101041500054,Panel A,10104150,1,,R2,Yes,MAIZE HYBRID RECYCLED,1,Acre,1,
105,101041500054,Panel A,10104150,1,,R1,Yes,MAIZE HYBRID RECYCLED,1,Acre,1.25,
125,101041500057,Panel A,10104150,1,,R3,Yes,SWEET POTATO,.25,Acre,.23999999,
125,101041500057,Panel A,10104150,1,,R2,Yes,TOBBACCO,.25,Acre,.79000002,
125,101041500057,Panel A,10104150,1,,R1,Yes,OPV/GNUTS,1,Acre,1.55,
101,101041500063,Panel A,10104150,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.43000001,
119,101041500067,Panel A,10104150,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.27,
117,101041500076,Panel A,10104150,1,,R1,Yes,HYBRID MAIZE,1,Acre,.83999997,
117,101041500076,Panel A,10104150,1,,R2,Yes,TOBACCO BARLEY,.5,Acre,.63,
121,101041500079,Panel A,10104150,1,,R2,Yes,FINGER MILLET,.5,Acre,.51999998,
121,101041500079,Panel A,10104150,1,,R3,Yes,FALLOW,.5,Acre,.44999999,
121,101041500079,Panel A,10104150,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.48,
102,102016880002,Panel B,10201688,1,,R1,Yes,HYBRID,.5,Acre,.41,
100,102016880010,Panel B,10201688,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.7,
100,102016880010,Panel B,10201688,1,,R2,Yes,7CG10,2.5,Acre,2.4100001,
108,102016880018,Panel B,10201688,1,,R4,Yes,LOCAL,.25,Acre,.1,
108,102016880018,Panel B,10201688,1,,R2,Yes,KILOMBERO,.5,Acre,.25,
108,102016880018,Panel B,10201688,1,,R3,Yes,PUSA,.5,Acre,.60000002,
108,102016880018,Panel B,10201688,1,,R1,Yes,FAYA,.5,Acre,.34,
120,102016880033,Panel B,10201688,1,,R2,Yes,HYBRID MAIZE,.25,Acre,.34999999,
120,102016880033,Panel B,10201688,1,,R1,Yes,KILOMBERO,.5,Acre,.72000003,
118,102016880041,Panel B,10201688,1,,R2,Yes,RICE KILOMBERO,.75,Acre,.44,
118,102016880041,Panel B,10201688,1,,R3,Yes,RICE SINGA,.75,Acre,.41999999,
118,102016880041,Panel B,10201688,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.38,
106,102016880049,Panel B,10201688,1,,R2,Yes,RICE KILOMBERO,1.5,Acre,1.48,
106,102016880049,Panel B,10201688,1,,R1,Yes,LOCAL MAIZE,.75,Acre,.85000002,
128,102016880064,Panel B,10201688,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.40000001,
128,102016880064,Panel B,10201688,1,,R2,Yes,RICE TCG10,.75,Acre,.50999999,
116,102016880072,Panel B,10201688,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.44999999,
116,102016880072,Panel B,10201688,1,,R3,Yes,SWEET POTATO,.5,Acre,.63,
116,102016880072,Panel B,10201688,1,,R2,Yes,KILOMBERO RICE,2.5,Acre,2.75,
122,102016880080,Panel B,10201688,1,,R1,Yes,KILOMBERO RICE,1,Acre,.30000001,
122,102016880080,Panel B,10201688,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.1,
98,102016880095,Panel B,10201688,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.34999999,
98,102016880095,Panel B,10201688,1,,R2,Yes,KILOMBERO,.5,Acre,2.0699999,
98,102016880095,Panel B,10201688,1,,R3,Yes,G/NUTS,.5,Acre,.28999999,
112,102016880103,Panel B,10201688,1,,R1,Yes,KILOMBERO RICE,1,Acre,.80000001,
112,102016880103,Panel B,10201688,1,,R3,Yes,G/NUTS,.5,Acre,.25,
112,102016880103,Panel B,10201688,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.57999998,
112,102016880103,Panel B,10201688,1,,R4,Yes,FALLOW,.5,Acre,.41,
110,102016880111,Panel B,10201688,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.88,
110,102016880111,Panel B,10201688,1,,R3,Yes,TCG 10,.25,Acre,.23,
110,102016880111,Panel B,10201688,1,,R2,Yes,KILOMBERO,.25,Acre,.34999999,
110,102016880111,Panel B,10201688,1,,R5,Yes,FAYA,.25,Acre,.36000001,
110,102016880111,Panel B,10201688,1,,R4,Yes,SINGA,.25,Acre,.34999999,
126,102016880126,Panel B,10201688,1,,R5,Yes,FALLOW,.25,Acre,.15000001,
126,102016880126,Panel B,10201688,1,,R2,Yes,FAYA RICE,.25,Acre,.5,
126,102016880126,Panel B,10201688,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.5,
126,102016880126,Panel B,10201688,1,,R4,Yes,SWEET POTATO,.25,Acre,.1,
126,102016880126,Panel B,10201688,1,,R3,Yes,TCG10,.5,Acre,.1,
104,102016880134,Panel B,10201688,1,,R2,Yes,KILOMBERO RICE,3,Acre,1.5,
104,102016880134,Panel B,10201688,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.44999999,
104,102016880134,Panel B,10201688,1,,R3,Yes,SWEET POTATO,.25,Acre,.30000001,
114,102016880142,Panel B,10201688,1,,R2,Yes,FAYA RICE,1,Acre,.60000002,
114,102016880142,Panel B,10201688,1,,R1,Yes,MAIZE LOCAL,.25,Acre,.23,
124,102016880157,Panel B,10201688,1,,R1,Yes,KILOMBERO RICE,.25,Acre,.15000001,
124,102016880157,Panel B,10201688,1,,R3,Yes,FALLOW,.5,Acre,.5,
124,102016880157,Panel B,10201688,1,,R4,Yes,FALLOW,.5,Acre,.40000001,
124,102016880157,Panel B,10201688,1,,R2,Yes,MAIZE HYBRID,.5,Acre,.34999999,
139,102025140004,Panel A,10202514,1,,R2,Yes,RICE KILOMBELO,1,Acre,.31,
139,102025140004,Panel A,10202514,1,,R3,Yes,RICE TCG 10,1,Acre,.41,
139,102025140004,Panel A,10202514,1,,R1,Yes,LOCAL MAIZE,1,Acre,.1,
155,102025140019,Panel A,10202514,1,,R2,Yes,MAIZE HYBRID,.5,Acre,.60000002,
155,102025140019,Panel A,10202514,1,,R3,Yes,RICE,.5,Acre,1,
155,102025140019,Panel A,10202514,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.60000002,
145,102025140060,Panel A,10202514,1,,R3,Yes,KILOMBERO,1,Acre,.94,
145,102025140060,Panel A,10202514,1,,R2,Yes,KILOMBERO,1,Acre,.91000003,
145,102025140060,Panel A,10202514,1,,R1,Yes,KILOMBERO,4,Acre,4.1100001,
143,102025140064,Panel A,10202514,1,,R1,Yes,KILOMBERO RICE,.5,Acre,1,
131,102025140068,Panel A,10202514,1,,R3,Yes,KILOMBERO RICE,.5,Acre,1,
131,102025140068,Panel A,10202514,1,,R4,Yes,RICE KILOMBERO,.5,Acre,.5,
131,102025140068,Panel A,10202514,1,,R1,Yes,MAIZE LOCAL,.5,Acre,.30000001,
131,102025140068,Panel A,10202514,1,,R5,Yes,FALLOW,.5,Acre,.5,
131,102025140068,Panel A,10202514,1,,R2,Yes,MAIZE LOCAL,.40000001,Acre,.60000002,
129,102025140087,Panel A,10202514,1,,R1,Yes,ZAMBIA RICE,2,Acre,1.4,
129,102025140087,Panel A,10202514,1,,R2,Yes,ZAMBIA RICE,1.25,Acre,.62,
137,102025140089,Panel A,10202514,1,,R2,Yes,KILOMBELO,.5,Acre,1.42,
137,102025140089,Panel A,10202514,1,,R1,Yes,KILOMBELO,.25,Acre,.41,
157,102025140104,Panel A,10202514,1,,R1,Yes,KILOMBELO,.5,Acre,1.41,
157,102025140104,Panel A,10202514,1,,R2,Yes,KILOMBELO,.5,Acre,1.3200001,
153,102025140122,Panel A,10202514,1,,R4,Yes,HYBRID,.5,Acre,.38999999,
153,102025140122,Panel A,10202514,1,,R1,Yes,ZAMBIA,1,Acre,.56,
153,102025140122,Panel A,10202514,1,,R2,Yes,ZAMBIA,1,Acre,.12,
153,102025140122,Panel A,10202514,1,,R3,Yes,KILOMBELO,2,Acre,.12,
133,102025140144,Panel A,10202514,1,,R1,Yes,KILOMBELO,.5,Acre,.79000002,
133,102025140144,Panel A,10202514,1,,R3,Yes,LOCAL MAIZE,.5,Acre,.41999999,
133,102025140144,Panel A,10202514,1,,R2,Yes,ZAMBIA,.5,Acre,.47999999,
151,102025140145,Panel A,10202514,1,,R1,Yes,LOCAL MAIZE,1,Acre,.47,
151,102025140145,Panel A,10202514,1,,R2,Yes,RICE MWASUNGO,1,Acre,.37,
149,102025140149,Panel A,10202514,1,,R2,Yes,KILOMBERO,1.25,Acre,.94,
149,102025140149,Panel A,10202514,1,,R1,Yes,ZAMBIA,.5,Acre,.47,
149,102025140149,Panel A,10202514,1,,R3,Yes,LOCAL MAIZE,.60000002,Acre,.33000001,
147,102025140151,Panel A,10202514,1,,R1,Yes,MAIZE,1,Acre,.5,
147,102025140151,Panel A,10202514,1,,R2,Yes,RICE FAYA,1,Acre,1,
135,102025140160,Panel A,10202514,1,,R2,Yes,RICE ZAMBIA,1,Acre,.51999998,
135,102025140160,Panel A,10202514,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.72000003,
159,102025140161,Panel A,10202514,1,,R3,Yes,RICE ZAMBIA,2,Acre,.49000001,
159,102025140161,Panel A,10202514,1,,R1,Yes,LOCAL MAIZE,1,Acre,.12,
159,102025140161,Panel A,10202514,1,,R2,Yes,RICE ZAMBIA,2,Acre,.57999998,
141,102025140169,Panel A,10202514,1,,R3,Yes,RICE MTUPATUPA,1,Acre,.14,
141,102025140169,Panel A,10202514,1,,R2,Yes,RICE ZAMBIA,2,Acre,.58999997,
141,102025140169,Panel A,10202514,1,,R1,Yes,LOCAL MAIZE,1,Acre,.38,
150,102031760004,Panel B,10203176,1,,R2,Yes,BARLEY,1,Acre,.31999999,
150,102031760004,Panel B,10203176,1,,R1,Yes,LOCAL MAIZE,1,Acre,.23,
142,102031760009,Panel B,10203176,1,,R1,Yes,HYBRID RECYCLED,1,Acre,.23,
142,102031760009,Panel B,10203176,1,,R2,Yes,G/NUTS CHALIMBANA,.25,Acre,.079999998,
138,102031760014,Panel B,10203176,1,,R1,Yes,LOCAL MAIZE,2,Acre,2.01,
138,102031760014,Panel B,10203176,1,,R2,Yes,TOBACCO BARLEY,1,Acre,.12,
136,102031760024,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,1,Acre,.23999999,
136,102031760024,Panel B,10203176,1,,R2,Yes,G/NUTS CG 7,.25,Acre,.25,
148,102031760029,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,2.5,Acre,3.04,
148,102031760029,Panel B,10203176,1,,R2,Yes,TOBACCO BARLEY,1.5,Acre,.34999999,
132,102031760033,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,.5,Acre,2.3,
132,102031760033,Panel B,10203176,1,,R2,Yes,FALLOW,1,Acre,1.5,
140,102031760043,Panel B,10203176,1,,R2,Yes,FINGER MILLET,.25,Acre,.1,
140,102031760043,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.40000001,
134,102031760048,Panel B,10203176,1,,R1,Yes,MAIZE HYBRID,.25,Acre,.5,
134,102031760048,Panel B,10203176,1,,R2,Yes,RECYCLED MAIZE HYBRID,.5,Acre,.85000002,
146,102031760053,Panel B,10203176,1,,R2,Yes,G/NUTS,.25,Acre,.25,
146,102031760053,Panel B,10203176,1,,R3,Yes,TOBACCO,.5,Acre,.2,
146,102031760053,Panel B,10203176,1,,R1,Yes,HYBRID RECYCLED,6,Acre,2.5,
146,102031760053,Panel B,10203176,1,,R4,Yes,FINGER MILLET,.25,Acre,.2,
158,102031760063,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.25999999,
158,102031760063,Panel B,10203176,1,,R2,Yes,HYBRID RECYCLED,.25,Acre,.47999999,
158,102031760063,Panel B,10203176,1,,R3,Yes,HYBRID RECYCLED,1.25,Acre,.62,
152,102031760067,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,1,Acre,.93000001,
144,102031760072,Panel B,10203176,1,,R2,Yes,TOBACCO,.5,Acre,.75,
144,102031760072,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.0599999,
154,102031760082,Panel B,10203176,1,,R3,Yes,G/NUTS,.25,Acre,.22,
154,102031760082,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,1,Acre,.89999998,
154,102031760082,Panel B,10203176,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.64999998,
130,102031760087,Panel B,10203176,1,,R1,Yes,LOCAL MAIZE,1,Acre,.98000002,
130,102031760087,Panel B,10203176,1,,R2,Yes,LOCAL MAIZE,.80000001,Acre,.87,
130,102031760087,Panel B,10203176,1,,R3,Yes,G/NUTS,1,Acre,.2,
156,102031760092,Panel B,10203176,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.40000001,
156,102031760092,Panel B,10203176,1,,R2,Yes,RECYCLED MAIZE,.25,Acre,.17,
160,102031760101,Panel B,10203176,1,,R1,Yes,LOCAL MAIZE,1.02,Acre,.82999998,
192,102037440001,Panel B,10203744,1,,R3,Yes,FALLOW,.5,Acre,.54000002,
192,102037440001,Panel B,10203744,1,,R1,Yes,MAIZE HYBRID,2.5,Acre,2.4000001,
192,102037440001,Panel B,10203744,1,,R2,Yes,MALIMBA G/NUTS,.25,Acre,.30000001,
182,102037440006,Panel B,10203744,1,,R1,Yes,MAIZE LOCAL,1.5,Acre,.89999998,
182,102037440006,Panel B,10203744,1,,R2,Yes,MAIZE HYBRID,.5,Acre,.44,
188,102037440017,Panel B,10203744,1,,R4,Yes,FALLOW,.5,Acre,3.7,
188,102037440017,Panel B,10203744,1,,R1,Yes,MAIZE HYBRID,.25,Acre,.5,
188,102037440017,Panel B,10203744,1,,R3,Yes,PUSA RICE,.5,Acre,.80000001,
188,102037440017,Panel B,10203744,1,,R2,Yes,LOCAL MAIZE,.5,Acre,1,
164,102037440023,Panel B,10203744,1,,R2,Yes,FALLOW,1,Acre,.60000002,
164,102037440023,Panel B,10203744,1,,R1,Yes,MAIZE HYBRID,1,Acre,.89999998,
164,102037440023,Panel B,10203744,1,,R3,Yes,KUDAMBO,1,Acre,1.5,
172,102037440029,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE & G/NUTS,1,Acre,.60000002,
178,102037440040,Panel B,10203744,1,,R2,Yes,G/NUTS MANIPINTER,.25,Acre,.23,
178,102037440040,Panel B,10203744,1,,R1,Yes,HYBRID MAIZE RECYCLED,1,Acre,1.79,
190,102037440045,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE AND G/NUTS,2,Acre,1.88,
166,102037440051,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.63,
166,102037440051,Panel B,10203744,1,,R2,Yes,COTTON,1,Acre,.76999998,
180,102037440062,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE AND G/NUTS,.5,Acre,1.66,
186,102037440068,Panel B,10203744,1,,R2,Yes,COTTON,.5,Acre,.68000001,
186,102037440068,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.79000002,
176,102037440073,Panel B,10203744,1,,R1,Yes,HYBRID MAIZE,1,Acre,.43000001,
174,102037440084,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE,1,Acre,.94999999,
174,102037440084,Panel B,10203744,1,,R2,Yes,G/NUTS,.5,Acre,.17,
162,102037440090,Panel B,10203744,1,,R3,Yes,FALLOW,3,Acre,3.6199999,
162,102037440090,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.03,
162,102037440090,Panel B,10203744,1,,R2,Yes,G/NUTS,.25,Acre,.2,
170,102037440095,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.09,
170,102037440095,Panel B,10203744,1,,R4,Yes,LOCAL MAIZE,1,Acre,.75999999,
170,102037440095,Panel B,10203744,1,,R2,Yes,G/NUTS,.5,Acre,.38999999,
170,102037440095,Panel B,10203744,1,,R3,Yes,LOCAL MAIZE,1,Acre,1.02,
168,102037440107,Panel B,10203744,1,,R1,Yes,LOCAL MAIZE,.75,Acre,.43000001,
168,102037440107,Panel B,10203744,1,,R2,Yes,RECYCLED HYBRID,.5,Acre,.34999999,
168,102037440107,Panel B,10203744,1,,R3,Yes,G/NUTS,.25,Acre,.13,
184,102037440112,Panel B,10203744,1,,R3,Yes,FALLOW,1,Acre,1.11,
184,102037440112,Panel B,10203744,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.37,
184,102037440112,Panel B,10203744,1,,R2,Yes,G/NUTS,.25,Acre,.19,
202,102043220004,Panel B,10204322,1,,R1,Yes,RICE FAYA,1,Acre,1.12,
202,102043220004,Panel B,10204322,1,,R2,Yes,G/NUTS CHALIMBANA,.25,Acre,.41999999,
194,102043220009,Panel B,10204322,1,,R3,Yes,SWEET POTATO,.5,Acre,.47999999,
194,102043220009,Panel B,10204322,1,,R4,Yes,TOBACCO BARLEY,1,Acre,1.1,
194,102043220009,Panel B,10204322,1,,R2,Yes,RICE FAYA,.75,Acre,.87,
194,102043220009,Panel B,10204322,1,,R1,Yes,HYBRID MAIZE,.75,Acre,.89999998,
218,102043220019,Panel B,10204322,1,,R1,Yes,RICE FAYA,.75,Acre,.76999998,
214,102043220023,Panel B,10204322,1,,R1,Yes,HYBRID MAIZE,.75,Acre,.83999997,
214,102043220023,Panel B,10204322,1,,R2,Yes,RICE MCHANGUCHUNGU,.5,Acre,.56999999,
196,102043220028,Panel B,10204322,1,,R2,Yes,TCG 10,.25,Acre,.50999999,
196,102043220028,Panel B,10204322,1,,R1,Yes,HYBRIB MAIZE,.25,Acre,.44999999,
206,102043220038,Panel B,10204322,1,,R3,Yes,FALLOW,1,Acre,1.01,
206,102043220038,Panel B,10204322,1,,R2,Yes,G/NUTS,.25,Acre,.22,
206,102043220038,Panel B,10204322,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.47999999,
210,102043220043,Panel B,10204322,1,,R4,Yes,SOYA BEANS,.25,Acre,.23,
210,102043220043,Panel B,10204322,1,,R1,Yes,HYBRID MAIZE,1,Acre,1,
210,102043220043,Panel B,10204322,1,,R2,Yes,TCG 10,.25,Acre,.40000001,
210,102043220043,Panel B,10204322,1,,R3,Yes,SWEET POTATO,.25,Acre,.34,
198,102043220047,Panel B,10204322,1,,R1,Yes,HYBRID,.25,Acre,.85000002,
198,102043220047,Panel B,10204322,1,,R2,Yes,FAYA,.5,Acre,.47999999,
212,102043220057,Panel B,10204322,1,,R1,Yes,TCG 10,1,Acre,.93000001,
212,102043220057,Panel B,10204322,1,,R2,Yes,FAYA,1,Acre,.82999998,
212,102043220057,Panel B,10204322,1,,R3,Yes,HYBRID,.5,Acre,.63,
216,102043220062,Panel B,10204322,1,,R1,Yes,LOCAL MAIZE,.75,Acre,.80000001,
216,102043220062,Panel B,10204322,1,,R2,Yes,FAYA,.80000001,Acre,.70999998,
208,102043220067,Panel B,10204322,1,,R2,Yes,G/NUTS,.25,Acre,.57999998,
208,102043220067,Panel B,10204322,1,,R1,Yes,HYBRID MAIZE,1,Acre,.75,
208,102043220067,Panel B,10204322,1,,R4,Yes,FALLOW,.5,Acre,.23,
208,102043220067,Panel B,10204322,1,,R3,Yes,FAYA,.5,Acre,.61000001,
204,102043220081,Panel B,10204322,1,,,No,,,,,
224,102043220086,Panel B,10204322,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.5,
224,102043220086,Panel B,10204322,1,,R2,Yes,HYBRID RECYCLED,.5,Acre,1.25,
224,102043220086,Panel B,10204322,1,,R3,Yes,FALLOW,2,Acre,2.5,
222,102043220095,Panel B,10204322,1,,R1,Yes,MAIZE LOCAL,.5,Acre,.30000001,
222,102043220095,Panel B,10204322,1,,R3,Yes,SWEET POTATO,.25,Acre,.050000001,
222,102043220095,Panel B,10204322,1,,R4,Yes,FALLOW,1,Acre,1.6,
222,102043220095,Panel B,10204322,1,,R2,Yes,RICE-SENGA,.25,Acre,.25,
220,102043220100,Panel B,10204322,1,,R2,Yes,FALLOW,1,Acre,2.5,
220,102043220100,Panel B,10204322,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.25,
183,102045860004,Panel A,10204586,1,,R1,Yes,MAIZE HYBRID,.25,Acre,.5,
183,102045860004,Panel A,10204586,1,,R2,Yes,SWEET POTATO,.25,Acre,.25,
179,102045860010,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.17,
181,102045860012,Panel A,10204586,1,,R1,Yes,MAIZE LOCAL,.75,Acre,1.4,
181,102045860012,Panel A,10204586,1,,R2,Yes,SWEET POTATO,.25,Acre,.029999999,
165,102045860025,Panel A,10204586,1,,R1,Yes,HYBRID RECYCLED,1.5,Acre,1.5,
191,102045860049,Panel A,10204586,1,,R2,Yes,HYBRID MAIZE,1,Acre,.91000003,
191,102045860049,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.47,
173,102045860053,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,1,Acre,,
185,102045860054,Panel A,10204586,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.81,
161,102045860070,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.0700001,
161,102045860070,Panel A,10204586,1,,R2,Yes,LOCAL MAIZE,1,Acre,.97000003,
161,102045860070,Panel A,10204586,1,,R3,Yes,FALLOW,1.25,Acre,1.03,
169,102045860107,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,2.5,Acre,3.4200001,
163,102045860112,Panel A,10204586,1,,R2,Yes,RECYCLED MAIZE,1.5,Acre,1.29,
163,102045860112,Panel A,10204586,1,,R3,Yes,WOODLOT,.25,Acre,.14,
163,102045860112,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.4400001,
189,102045860115,Panel A,10204586,1,,R2,Yes,FALLOW,.25,Acre,.1,
189,102045860115,Panel A,10204586,1,,R1,Yes,MAIZE LOCAL,1,Acre,1.75,
177,102045860122,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.88,
167,102045860123,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.72,
167,102045860123,Panel A,10204586,1,,R2,Yes,RECYCLED MAIZE,.75,Acre,.82999998,
171,102045860161,Panel A,10204586,1,,R3,Yes,CG7 G/NUTS,1,Acre,.75,
171,102045860161,Panel A,10204586,1,,R1,Yes,MAIZE HYBRID,1,Acre,1.4,
171,102045860161,Panel A,10204586,1,,R4,Yes,SWEET POTATO,.25,Acre,.029999999,
171,102045860161,Panel A,10204586,1,,R2,Yes,MAIZE LOCAL,.5,Acre,.5,
187,102045860164,Panel A,10204586,1,,R3,Yes,HYBRID MAIZE,1,Acre,.58999997,
187,102045860164,Panel A,10204586,1,,R1,Yes,HYBRID MAIZE,1,Acre,.94999999,
187,102045860164,Panel A,10204586,1,,R2,Yes,HYBRID MAIZE,.25,Acre,.34,
252,102201030013,Panel B,10220103,1,,R1,Yes,MAIZE HYBRID RECY,2,Acre,1.8200001,
242,102201030021,Panel B,10220103,1,,R2,Yes,G/NUTS JL24,.5,Acre,.44999999,
242,102201030021,Panel B,10220103,1,,R1,Yes,HYBRID MAIZE,2.25,Acre,2.1300001,
230,102201030028,Panel B,10220103,1,,R1,Yes,LOCAL MAIZE,1,Acre,.92000002,
230,102201030028,Panel B,10220103,1,,R2,Yes,HYBRID MAIZE,1.5,Acre,2.3299999,
232,102201030035,Panel B,10220103,1,,R1,Yes,HYBRID MAIZE,1,Acre,.79000002,
234,102201030050,Panel B,10220103,1,,R1,Yes,RECYCLED,.5,Acre,.38,
228,102201030058,Panel B,10220103,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.56,
256,102201030065,Panel B,10220103,1,,R1,Yes,RECYCLED HYBRID,1,Acre,.79000002,
256,102201030065,Panel B,10220103,1,,R4,Yes,FALLOW,.25,Acre,.22,
256,102201030065,Panel B,10220103,1,,R2,Yes,RECYCLED HYBRID,1,Acre,.61000001,
256,102201030065,Panel B,10220103,1,,R3,Yes,G/NUTS,1,Acre,.28999999,
246,102201030073,Panel B,10220103,1,,R1,Yes,HYBRID,1,Acre,.60000002,
246,102201030073,Panel B,10220103,1,,R3,Yes,G/NUTS,1.5,Acre,.88,
246,102201030073,Panel B,10220103,1,,R2,Yes,RICE KILOMBERO,2,Acre,1.1799999,
226,102201030088,Panel B,10220103,1,,R2,Yes,MAIZE HYBRID,1.5,Acre,.40000001,
226,102201030088,Panel B,10220103,1,,R1,Yes,MAIZE LOCAL,1,Acre,.5,
226,102201030088,Panel B,10220103,1,,R4,Yes,FALLOW,.5,Acre,.41999999,
226,102201030088,Panel B,10220103,1,,R3,Yes,MALIMBA,.5,Acre,.30000001,
244,102201030095,Panel B,10220103,1,,R1,Yes,MAIZE LOCAL,1,Acre,1.25,
244,102201030095,Panel B,10220103,1,,R3,Yes,SWEET POTATO,.25,Acre,.25,
244,102201030095,Panel B,10220103,1,,R2,Yes,MAIZE HYBRID,1,Acre,.75,
250,102201030103,Panel B,10220103,1,,R2,Yes,MAIZE HYBRID,1,Acre,1,
250,102201030103,Panel B,10220103,1,,R1,Yes,MAIZE LOCAL,.5,Acre,.60000002,
248,102201030110,Panel B,10220103,1,,R2,Yes,HYBRID MAIZE,.75,Acre,.89999998,
248,102201030110,Panel B,10220103,1,,R3,Yes,SWEET POTATO,.25,Acre,.18000001,
248,102201030110,Panel B,10220103,1,,R4,Yes,MALIMBA,.25,Acre,.2,
248,102201030110,Panel B,10220103,1,,R1,Yes,MAIZE HYBRID,1,Acre,.5,
248,102201030110,Panel B,10220103,1,,R5,Yes,FALLOW,1,Acre,.93000001,
254,102201030125,Panel B,10220103,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.35,
254,102201030125,Panel B,10220103,1,,R2,Yes,KILOMBELO RICE,1,Acre,.87,
240,102201030133,Panel B,10220103,1,,R2,Yes,HYBRID MAIZE,.5,Acre,,WATER LODGED
240,102201030133,Panel B,10220103,1,,R1,Yes,KILOMBERO RICE,1,Acre,,WATER LODGED
238,102201030140,Panel B,10220103,1,,R2,Yes,HYBRID MAIZE,1,Acre,.88,
238,102201030140,Panel B,10220103,1,,R1,Yes,KILOMBERO RICE,.5,Acre,,WATER LODGED
236,102201030155,Panel B,10220103,1,,R1,Yes,KILOMBERO RICE,1,Acre,,WATER LODGED
236,102201030155,Panel B,10220103,1,,R2,Yes,HYBRID MAIZE,.5,Acre,,WATER LODGED
217,102207050044,Panel A,10220705,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.41999999,
217,102207050044,Panel A,10220705,1,,R3,Yes,MAIZE HYBRID,.1,Acre,.14,
217,102207050044,Panel A,10220705,1,,R2,Yes,MAIZE HYBRID,1,Acre,1,
221,102207050054,Panel A,10220705,1,,R2,Yes,RICE SALIMA,.5,Acre,.60000002,
221,102207050054,Panel A,10220705,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.47999999,
207,102207050056,Panel A,10220705,1,,R3,Yes,MAIZE HYBRID,.5,Acre,.25,
207,102207050056,Panel A,10220705,1,,R2,Yes,MAIZE HYBRID,.5,Acre,.40000001,
207,102207050056,Panel A,10220705,1,,R1,Yes,MAIZE LOCAL,1,Acre,1,
211,102207050084,Panel A,10220705,1,,,No,,,,,
197,102207050090,Panel A,10220705,1,,R1,Yes,LOCAL MAIZE,.5,Acre,,TOO FAR FROM HOUSEHOLD
