HHID,case_id,ea_id,qx_type,visit,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
36,101012040054,10101204,Panel B,1,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,360,Kilogram,,Not applicable,February,May,Yes,260,Kilogram,,Not Applicable,73000,1,2,2300,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
36,101012040054,10101204,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,Yes,Rains,,,,4,90 kg bag,,Shelled,July,July,No,,,,,,,,,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,1,90 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
56,101012040058,10101204,Panel B,1,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,3,90 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
56,101012040058,10101204,Panel B,1,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,4,Bale,,Not applicable,March,May,Yes,4,Bale,,Not Applicable,57000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
64,101012040062,10101204,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,8,90 kg bag,,Shelled,July,July,Yes,100,Kilogram,,S: Shelled,4000,1,,0,1,90 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,1,Pail (small),,S: Shelled,Did Nothing,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
64,101012040062,10101204,Panel B,1,Yes,SOYABEAN,,.25,Acre,No,,,,,1,Pail (large),,Shelled,July,July,No,,,,,,,,,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
64,101012040062,10101204,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,.25,Acre,No,,,,,6,Pail (large),,Unshelled,July,July,No,,,,,,,,,1,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,1,Pail (large),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
34,101012040071,10101204,Panel B,1,Yes,TOBACCO BURLEY,,2,Acre,Yes,Insects,,,,6,Bale,,Not applicable,May,May,Yes,6,Bale,,Not Applicable,98000,1,,10000,0,,,,0,,,,0,,,,0,,,,12,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
34,101012040071,10101204,Panel B,1,Yes,SUNFLOWER,,.25,Acre,No,,,,,7,Pail (large),,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
34,101012040071,10101204,Panel B,1,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,6,90 kg bag,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
34,101012040071,10101204,Panel B,1,Yes,MAIZE HYBRID,,3,Acre,No,,,,,20,90 kg bag,,Shelled,June,July,Yes,5,90 kg Bag,,S: Shelled,2500,2,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,1,90 kg Bag,,S: Shelled,Spraying,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
58,101012040075,10101204,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,4,90 kg bag,,Shelled,May,June,Yes,1,90 kg Bag,,S: Shelled,8800,2,,0,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
58,101012040075,10101204,Panel B,1,Yes,BEANS,,.25,Acre,No,,,,,1,Pail (small),,Shelled,May,May,No,,,,,,,,,3,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
46,101012040079,10101204,Panel B,1,Yes,MAIZE HYBRID,,.80000001,Acre,No,,,,,2,90 kg bag,,Shelled,April,May,No,,,,,,,,,4,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,90 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,0,,,
46,101012040079,10101204,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,1,90 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,2,90 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,0,,,
46,101012040079,10101204,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,1,90 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
60,101012040087,10101204,Panel B,1,Yes,MAIZE LOCAL,,.89999998,Acre,No,,,,,8,50 kg bag,,Shelled,May,May,No,,,,,,,,,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
21,101012150001,10101215,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,8,50 kg bag,,Shelled,April,May,No,,,,,,,,,10,Kilogram,,S: Shelled,0,,,,5,Kilogram,,S: Shelled,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
21,101012150001,10101215,Panel A,1,Yes,SUNFLOWER,,.25,Acre,No,,,,,6,Pail (large),,Shelled,March,March,Yes,4,Pail (large),,S: Shelled,1800,1,,0,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
21,101012150001,10101215,Panel A,1,Yes,GROUNDNUT CHALIMBANA,,.25,Acre,No,,,,,1,50 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
17,101012150004,10101215,Panel A,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,101012150021,10101215,Panel A,1,Yes,BEANS,,.5,Acre,No,,,,,30,Kilogram,,Shelled,April,April,Yes,10,Kilogram,,S: Shelled,400,2,,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
11,101012150021,10101215,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,90 kg bag,,Shelled,May,May,Yes,3,Pail (large),,S: Shelled,1800,2,,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,4,Pail (large),,S: Shelled,No,,,,,8,Pail (large),,S: Shelled,4,Pail (large),,S: Shelled
5,101012150022,10101215,Panel A,1,Yes,BEANS,,.5,Acre,No,,,,,8,Pail (large),,Shelled,March,March,Yes,4,Pail (large),,S: Shelled,9400,2,,0,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
5,101012150022,10101215,Panel A,1,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,15,Pail (large),,Unshelled,May,May,Yes,6,Pail (large),,U: Unshelled,2100,2,,0,1,Pail (small),,U: Unshelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
5,101012150022,10101215,Panel A,1,Yes,MAIZE LOCAL,,3,Acre,No,,,,,6,90 kg bag,,Shelled,May,June,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
13,101012150026,10101215,Panel A,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,6,90 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
13,101012150026,10101215,Panel A,1,Yes,MAIZE HYBRID,,2,Acre,No,,,,,14,90 kg bag,,Shelled,May,June,Yes,14,90 kg Bag,,S: Shelled,70000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
1,101012150028,10101215,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,3,90 kg bag,,Shelled,June,June,Yes,1,90 kg Bag,,S: Shelled,3000,1,2,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,7,Pail (large),,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,3,Pail (large),,S: Shelled,0,,,
1,101012150028,10101215,Panel A,1,Yes,SUNFLOWER,,1,Acre,No,,,,,3,Pail (large),,Shelled,June,June,Yes,2,Pail (large),,S: Shelled,700,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
25,101012150034,10101215,Panel A,1,Yes,SUNFLOWER,,2,Acre,No,,,,,5,Pail (large),,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
25,101012150034,10101215,Panel A,1,Yes,MAIZE HYBRID,,2,Acre,No,,,,,10,90 kg bag,,Shelled,June,June,Yes,5,90 kg Bag,,S: Shelled,20000,1,2,1500,6,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,4,Pail (large),,S: Shelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
9,101012150038,10101215,Panel A,1,Yes,PEA,,.5,Acre,Yes,Crop theft,,,,1,Pail (large),,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,U: Unshelled,10,Kilogram,,S: Shelled,,Lack of transportation,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
9,101012150038,10101215,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,Yes,Crop theft,,,,12,Pail (large),,Shelled,May,May,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,20,Piece,,U: Unshelled,1,Pail (large),,S: Shelled,,Lack of transportation,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,2,Pail (large),,S: Shelled,0,,,
9,101012150038,10101215,Panel A,1,Yes,GROUNDNUT MAWANGA,,.5,Acre,Yes,Crop theft,,,,3,Pail (large),,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,1,Pail (large),,U: Unshelled,,Lack of transportation,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
9,101012150038,10101215,Panel A,1,Yes,BEANS,,.5,Acre,Yes,Crop theft,,,,1,Pail (large),,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,Kilogram,,S: Shelled,10,Kilogram,,S: Shelled,,Lack of transportation,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
31,101012150040,10101215,Panel A,1,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,5,Pail (large),,Unshelled,May,June,Yes,1,Pail (large),,U: Unshelled,300,1,2,0,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
31,101012150040,10101215,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,2,90 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,2,50 kg Bag,,S: Shelled,No,,,,,0,,,,0,,,
15,101012150045,10101215,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,Yes,Crop theft,,,,7,Pail (large),,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,4,Pail (large),,S: Shelled,No,,,,,3,Pail (large),,S: Shelled,10,Pail (large),,S: Shelled
29,101012150048,10101215,Panel A,1,Yes,MAIZE HYBRID,,2.25,Acre,No,,,,,12,90 kg bag,,Shelled,May,June,Yes,8,90 kg Bag,,S: Shelled,70000,1,2,800,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
27,101012150049,10101215,Panel A,1,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,207,Kilogram,,Not applicable,March,April,Yes,207,Kilogram,,Not Applicable,43000,1,2,2300,0,,,,0,,,,0,,,,0,,,,2,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
27,101012150049,10101215,Panel A,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,33,Pail (large),,Shelled,May,June,Yes,4,Pail (large),,S: Shelled,3200,1,2,0,4,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
27,101012150049,10101215,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,24,Pail (large),,Shelled,May,May,Yes,15,Pail (large),,S: Shelled,12000,1,2,0,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,Yes,Bags in house,,3,Pail (large),,S: Shelled,Spraying,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
23,101012150053,10101215,Panel A,1,Yes,NKHWANI,,1,Acre,No,,,,,100,Piece,,Not applicable,March,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,200,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
23,101012150053,10101215,Panel A,1,Yes,GROUNDNUT CG7,,.25,Acre,No,,,,,1,90 kg bag,,Unshelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
23,101012150053,10101215,Panel A,1,Yes,FINGER MILLET(MAWERE),,.25,Acre,No,,,,,1,90 kg bag,,Not applicable,May,June,Yes,1,Pail (small),,Not Applicable,300,2,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
23,101012150053,10101215,Panel A,1,Yes,BEANS,,1,Acre,No,,,,,3,Pail (large),,Shelled,April,February,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
23,101012150053,10101215,Panel A,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,5,90 kg bag,,Shelled,May,June,Yes,3,Pail (large),,S: Shelled,1800,2,,0,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
19,101012150059,10101215,Panel A,1,Yes,GROUNDNUT CG7,,.25,Acre,No,,,,,3,90 kg bag,,Unshelled,April,April,Yes,1,90 kg Bag,,U: Unshelled,2500,1,2,0,0,,,,0,,,,0,,,,0,,,,40,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
19,101012150059,10101215,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,Yes,Rains,,,,2,90 kg bag,,Shelled,June,June,Yes,3,Pail (large),,S: Shelled,1800,1,2,0,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,2,Pail (large),,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
19,101012150059,10101215,Panel A,1,Yes,SWEET POTATO,,.25,Acre,No,,,,,17,Pail (large),,Not applicable,May,May,No,,,,,,,,,1,Pail (large),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
3,101012150060,10101215,Panel A,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,4,90 kg bag,,Shelled,May,June,Yes,2,90 kg Bag,,S: Shelled,14000,1,,0,0,,,,0,,,,0,,,,0,,,,2,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
7,101012150074,10101215,Panel A,1,Yes,BEANS,,.25,Acre,No,,,,,2,Pail (large),,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
7,101012150074,10101215,Panel A,1,Yes,SOYABEAN,,.25,Acre,No,,,,,1,Pail (large),,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
7,101012150074,10101215,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,4,90 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,5,Pail (large),,S: Shelled,No,,,,,0,,,,2,90 kg Bag,,S: Shelled
7,101012150074,10101215,Panel A,1,Yes,OTHER GROUNDNUT (SPECIFY),GROUNDNUTS,.25,Acre,No,,,,,1,50 kg bag,,Unshelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
20,101015620009,10101562,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,12,90 kg bag,,Shelled,July,August,Yes,3,90 kg Bag,,S: Shelled,20000,1,2,800,8,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
20,101015620009,10101562,Panel B,1,Yes,FINGER MILLET(MAWERE),,.25,Acre,No,,,,,1,Ox-cart,,Not applicable,June,June,Yes,12,Pail (large),,Not Applicable,6000,1,2,200,3,Pail (large),,Not Applicable,0,,,,0,,,,0,,,,20,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
20,101015620009,10101562,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Rains,,,,5,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,90 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
20,101015620009,10101562,Panel B,1,Yes,SWEET POTATO,,.25,Acre,No,,,,,12,Pail (large),,Not applicable,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
30,101015620020,10101562,Panel B,1,Yes,MAIZE LOCAL,,.75,Acre,No,,,,,5,90 kg bag,,Shelled,June,July,Yes,2,90 kg Bag,,S: Shelled,16000,1,2,0,0,,,,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,Yes,5,90 kg Bag,,S: Shelled,,,,,,,,
30,101015620020,10101562,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,6,90 kg bag,,Shelled,June,July,Yes,5,90 kg Bag,,S: Shelled,40000,1,2,0,0,,,,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,Yes,6,90 kg Bag,,S: Shelled,,,,,,,,
30,101015620020,10101562,Panel B,1,Yes,GROUNDNUT MANIPINTA,,.5,Acre,No,,,,,1,90 kg bag,,Unshelled,June,June,No,,,,,,,,,2,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,1,Pail (large),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
10,101015620031,10101562,Panel B,1,Yes,GROUNDNUT MANIPINTA,,.5,Acre,No,,,,,2,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,40,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
10,101015620031,10101562,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,6,90 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,6,Pail (large),,S: Shelled,No,,,,,4,Pail (large),,S: Shelled,8,90 kg Bag,,S: Shelled
6,101015620042,10101562,Panel B,1,Yes,FINGER MILLET(MAWERE),,.75,Acre,No,,,,,2,90 kg bag,,Not applicable,June,July,Yes,7,Pail (large),,Not Applicable,17500,1,2,0,1,Pail (small),,Not Applicable,0,,,,0,,,,0,,,,1,Pail (small),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
6,101015620042,10101562,Panel B,1,Yes,GROUNDNUT MANIPINTA,,.5,Acre,No,,,,,3,90 kg bag,,Unshelled,May,May,Yes,2,90 kg Bag,,U: Unshelled,30000,1,2,0,1,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
6,101015620042,10101562,Panel B,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,6,90 kg bag,,Shelled,July,August,No,,,,,,,,,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2,101015620053,10101562,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,6,90 kg bag,,Shelled,May,June,Yes,1,90 kg Bag,,S: Shelled,8000,1,2,0,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
