HHID,case_id,qx_type,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
83,101020040028,Panel A,1,10102004,Owned,5000,500,Month,,,7,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,600,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,100,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
75,101020040031,Panel A,1,10102004,Owned,200000,1000,Month,,,1,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,6,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
65,101020040034,Panel A,1,10102004,Owned,20000,2000,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,200,Borehole,,20,12,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
93,101020040039,Panel A,1,10102004,Owned,80000,700,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,6,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
71,101020040042,Panel A,1,10102004,Owned,16000,2000,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,3,Battery/dry cell,,Collected firewood,,,,Community woodlot,,3,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
69,101020040059,Panel A,1,10102004,Owned,50000,600,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,8,Minute,All year around,,Latrine without roof,,Household members only,None,,Yes,No,Yes,"Yes, for all children under five"
81,101020040061,Panel A,1,10102004,Owned,12000,500,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Collected firewood,,Collected firewood,,,,Forest reserve,,10,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
73,101020040093,Panel A,1,10102004,Owned,14000,1500,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Community woodlot,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
67,101020040101,Panel A,1,10102004,Owned,15000,500,Month,,,5,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,Yes,No,Yes,"Yes, for all children under five"
91,101020040104,Panel A,1,10102004,Owned,12000,600,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
77,101020040121,Panel A,1,10102004,Owned,10000,1500,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Community woodlot,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
95,101020040128,Panel A,1,10102004,Owned,30000,21000,Month,,,4,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,30,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
86,101034140003,Panel B,2,10103414,Owned,15000,500,Month,,,12,Traditional,Mud brick,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,350,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
66,101034140009,Panel B,2,10103414,Owned,20000,500,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,40,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,6,Minute,All year around,,None,,,None,,No,,,
96,101034140020,Panel B,2,10103414,Owned,20000,500,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,Yes,"Yes, for all children under five"
72,101034140025,Panel B,2,10103414,"Free, authorised",,300,Month,,,Don't Know,Traditional,Compacted earth,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,Yes,No,
90,101034140031,Panel B,2,10103414,Owned,700000,5000,Month,,,8,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,6,Electricity,,Collected firewood,,,,Forest reserve,,1,Hour,None,400,Yes,Paraffin,,Firewood,,No,,,,9999,,,,,,,No,,,,2,2450,Communal standpipe,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
80,101034140042,Panel B,2,10103414,Owned,100000,2000,Month,,,15,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,5,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,Only dry season,River/stream,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
92,101034140047,Panel B,2,10103414,Owned,15000,500,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
84,101034140053,Panel B,2,10103414,Owned,200000,5000,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Minute,None,800,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
70,101034140064,Panel B,2,10103414,Owned,35000,200,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Other (specify),BUSH,Yes,Yes,Yes,"Yes, for all children under five"
76,101034140069,Panel B,2,10103414,Owned,60000,1000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
78,101034140075,Panel B,2,10103414,Owned,300000,2500,Month,,,19,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Minute,None,1200,No,,,,,,,,,,,,No,,,,No,,,,2,800,River/stream,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,All nets treated & less than 6 months old,No,
94,101034140086,Panel B,2,10103414,"Free, authorised",,800,Month,,,Don't Know,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Community woodlot,,4,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
74,101034140091,Panel B,2,10103414,Owned,26000,400,Month,,,10,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Community woodlot,,14,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,1,1000,River/stream,,0,18,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
88,101034140097,Panel B,2,10103414,Owned,18000,300,Month,,,6,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Community woodlot,,15,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,18,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
82,101034140108,Panel B,2,10103414,Owned,35000,500,Month,,,7,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Community woodlot,,15,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
68,101034140114,Panel B,2,10103414,Owned,40000,500,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Forest reserve,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,600,Open public well,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Other (specify),BUSH,Yes,Yes,Yes,"Yes, for all children under five"
123,101041500004,Panel A,1,10104150,Owned,35000,300,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Collected firewood,,Collected firewood,,,,Forest reserve,,4,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
127,101041500006,Panel A,1,10104150,Owned,10000,500,Month,,,10,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,350,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,100,30,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
113,101041500012,Panel A,1,10104150,Owned,19000,500,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Community woodlot,,1,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,Only rainy season,Borehole,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
109,101041500013,Panel A,1,10104150,Owned,9000,500,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,7,Minute,Only rainy season,Borehole,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
111,101041500015,Panel A,1,10104150,Owned,15000,200,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,40,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for some children under five"
99,101041500023,Panel A,1,10104150,Owned,45000,500,Month,,,14,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Collected firewood,,Collected firewood,,,,Forest reserve,,3,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,20,Minute,All year around,,None,,,Other (specify),DISPOSE IN GARDEN,No,,,
103,101041500027,Panel A,1,10104150,Owned,5000,200,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Grass,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
107,101041500045,Panel A,1,10104150,Owned,50000,8000,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,15,Minute,Only rainy season,Borehole,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
115,101041500048,Panel A,1,10104150,Owned,12000,500,Month,,,10,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,25,Minute,Only rainy season,River/stream,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
97,101041500053,Panel A,1,10104150,Owned,15000,1000,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,25,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,Only dry season,Borehole,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
105,101041500054,Panel A,1,10104150,Owned,10000,500,Month,,,20,Traditional,Compacted earth,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,Only dry season,Borehole,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,No,
125,101041500057,Panel A,1,10104150,Owned,35000,300,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,3,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,Only rainy season,Borehole,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
101,101041500063,Panel A,1,10104150,Owned,10000,200,Month,,,7,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Forest reserve,,3,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,20,Minute,Only dry season,Borehole,Latrine without roof,,Household members only,Public rubbish heap,,No,,,
119,101041500067,Panel A,1,10104150,Owned,65000,500,Month,,,15,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Parrafin,,Collected firewood,,,,Community woodlot,,15,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,No,
117,101041500076,Panel A,1,10104150,Owned,28000,2000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Battery/dry cell,,Collected firewood,,,,Community woodlot,,15,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,1,Hour,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
121,101041500079,Panel A,1,10104150,Owned,38000,2000,Month,,,9,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Community woodlot,,13,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,Only rainy season,Borehole,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
102,102016880002,Panel B,2,10201688,"Free, authorised",,300,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Puchased firewood,,,No,,,,,,100,No,,,,,,,,,,,,No,,,,No,,,,2,1500,Borehole,,0,1,Minute,All year around,,None,,,None,,Yes,Yes,Yes,"Yes, for all children under five"
100,102016880010,Panel B,2,10201688,Owned,80000,2000,Month,,,7,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1.5,Hour,None,150,No,,,,,,,,,,,,No,,,,No,,,,1,900,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
108,102016880018,Panel B,2,10201688,Owned,20000,400,Month,,,0,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,30,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
120,102016880033,Panel B,2,10201688,Owned,30000,300,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,90,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
118,102016880041,Panel B,2,10201688,Owned,60000,800,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,8,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,No,
106,102016880049,Panel B,2,10201688,Owned,37000,400,Month,,,5,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Animal waste,,Yes,Yes,Community woodlot,,4,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,18,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
128,102016880064,Panel B,2,10201688,Owned,52000,1000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
116,102016880072,Panel B,2,10201688,Owned,80000,2000,Month,,,8,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Forest reserve,,5,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,None,,,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
122,102016880080,Panel B,2,10201688,Owned,58000,5000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Community woodlot,,5,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
98,102016880095,Panel B,2,10201688,Owned,80000,3000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,5,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,300,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
112,102016880103,Panel B,2,10201688,Owned,30000,200,Month,,,25,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Community woodlot,,15,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,200,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
