HHID,case_id,qx_type,visit,ea_id,hh_t01,hh_t02,hh_t03,hh_t04,hh_t05,hh_t06,hh_t07,hh_t08,hh_t09,hh_t10,hh_t10_os,hh_t11,hh_t11_os,hh_t12,hh_t12_os
112,102016880103,Panel B,2,10201688,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Bed & mat (Grass),,Blanket only,,Sheets only,
110,102016880111,Panel B,2,10201688,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,4,Bed & mattress,,Blanket & sheets,,Sheets only,
126,102016880126,Panel B,2,10201688,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Is not sufficient so need to use savings to meet expenses,5,Bed & mat (Grass),,Blanket only,,Sheets only,
104,102016880134,Panel B,2,10201688,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,3,Is not sufficient so need to use savings to meet expenses,7,Bed & mattress,,Blanket only,,Sheets only,
114,102016880142,Panel B,2,10201688,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,3,3,Is not sufficient so need to use savings to meet expenses,7,Bed & mat (Grass),,Blanket & sheets,,Sheets only,
124,102016880157,Panel B,2,10201688,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Is not sufficient so need to use savings to meet expenses,3,Mat (grass) on floor,,Blanket only,,Sheets only,
139,102025140004,Panel A,1,10202514,It was just adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,3,2,4,Allows you to save just a little,17,Bed & mat (Grass),,Blanket only,,Blanket only,
155,102025140019,Panel A,1,10202514,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,3,4,Is not sufficient so need to use savings to meet expenses,2,Bed & mattress,,Blanket only,,Sheets only,
145,102025140060,Panel A,1,10202514,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,1,4,Only just meets your expenses,9,Bed & mattress,,Blanket only,,Sheets only,
143,102025140064,Panel A,1,10202514,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is not sufficient so need to use savings to meet expenses,2,Bed & mat (Grass),,Blanket only,,Blanket & sheets,
131,102025140068,Panel A,1,10202514,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,1,Allows you to save just a little,3,Bed & mattress,,Blanket only,,Sheets only,
129,102025140087,Panel A,1,10202514,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,2,Only just meets your expenses,4,Bed & mat (Grass),,Blanket only,,Blanket only,
137,102025140089,Panel A,1,10202514,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,3,Is not sufficient so need to use savings to meet expenses,2,Bed & mat (Grass),,Blanket & sheets,,Nothing,
157,102025140104,Panel A,1,10202514,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Allows you to save just a little,4,Bed & mat (Grass),,Blanket only,,Sheets only,
153,102025140122,Panel A,1,10202514,It was less than adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,1,Allows you to save just a little,3,Bed & mattress,,Blanket only,,Sheets only,
133,102025140144,Panel A,1,10202514,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,3,Only just meets your expenses,3,Bed & mattress,,Blanket & sheets,,Sheets only,
151,102025140145,Panel A,1,10202514,It was just adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,1,2,2,Only just meets your expenses,13,Mat (grass) on floor,,Sheets only,,Sheets only,
149,102025140149,Panel A,1,10202514,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,6,Bed & mat (Grass),,Blanket only,,Blanket only,
147,102025140151,Panel A,1,10202514,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,4,Is not sufficient so need to use savings to meet expenses,3,Bed alone,,Sheets only,,Sheets only,
135,102025140160,Panel A,1,10202514,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,2,Is not sufficient so need to use savings to meet expenses,3,Bed & mattress,,Blanket only,,Sheets only,
159,102025140161,Panel A,1,10202514,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,1,1,1,Allows you to save just a little,14,Bed & mattress,,Blanket only,,Nothing,
141,102025140169,Panel A,1,10202514,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,3,3,3,Allows you to save just a little,14,Bed & mattress,,Blanket only,,Sheets only,
150,102031760004,Panel B,2,10203176,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,2,2,3,Is not sufficient so need to use savings to meet expenses,6,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
142,102031760009,Panel B,2,10203176,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,2,2,Only just meets your expenses,4,Bed & mat (Grass),,Blanket & sheets,,Sheets only,
