occ,y2_hhid,qx_type,interview_status,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20b,hh_f21,hh_f22,hh_f22a,hh_f22b,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f34,hh_f35,hh_f36,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f42,hh_f43,hh_f44,hh_f45,hh_f46,hh_f47,hh_f48,hh_f49,hh_f50,hh_f51a,hh_f51b,hh_f51c,hh_f52,hh_f53,hh_f54,hh_f55a,hh_f55b,hh_f55c
1,0037-001,PANEL A,Panel A - 2 Visits,OWNED,15000,800,MONTH,,,12,TRADITIONAL,WOOD,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,40,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0038-001,PANEL B,Panel B - 2 Visits,OWNED,50000,1500,MONTH,,,5,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,150,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,200,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0039-001,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,2500,MONTH,,,5,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,50,MINUTE,NONE,750,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,300,MINUTE,ONLY RAINY SEASON,RIVER/STREAM,NONE,,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,0040-001,PANEL B,Panel B - 2 Visits,OWNED,50000,1500,MONTH,,,10,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,150,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,140,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,0041-001,PANEL A,Panel A - 2 Visits,OWNED,25000,200,MONTH,,,13,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,200,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0042-001,PANEL B,Panel B - 2 Visits,OWNED,40000,1000,MONTH,,,9,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,,YES,NO,,2,,NO,,,,NO,,NO,,,
1,0043-001,PANEL A,Panel A - 2 Visits,OWNED,15000,750,MONTH,,,6,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,300,MINUTE,NONE,150,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,450,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0044-001,PANEL B,Panel B - 2 Visits,OWNED,120000,5000,MONTH,,,1,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,5,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,200,NO,,,,,,,,,,,,NO,,,,1,600,COMMUNAL STANDPIPE,100,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0045-001,PANEL A,Panel A - 2 Visits,OWNED,20000,900,MONTH,,,12,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0046-001,PANEL B,Panel B - 2 Visits,OWNED,47000,1000,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,200,MINUTE,ALL,150,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0047-001,PANEL A,Panel A - 2 Visits,OWNED,20000,1300,MONTH,,,3,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,20,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,2,,NO,,,,NO,,NO,,,
1,0048-001,PANEL B,Panel B - 2 Visits,OWNED,65000,400,MONTH,,,3,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,120,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,10,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,1,1,YES,2,,,NO,,NO,,,
1,0049-001,PANEL A,Panel A - 2 Visits,OWNED,20000,800,MONTH,,,1,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,450,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0050-001,PANEL B,Panel B - 2 Visits,OWNED,35000,800,MONTH,,,24,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0051-001,PANEL A,Panel A - 2 Visits,OWNED,50000,3000,MONTH,,,8,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,ALMOST ALL,150,NO,,,,,,,,,,,,NO,,,,1,1200,BOREHOLE,0,150,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,2,NO,,,,YES,2,NO,,,
1,0052-001,PANEL B,Panel B - 2 Visits,OWNED,70000,2000,MONTH,,,4,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,180,MINUTE,ALMOST ALL,150,NO,,,,,,,,,,,,NO,,,,2,1500,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,YES,2,,,NO,,YES,2,,
1,0053-002,PANEL A,Panel A - 2 Visits,OWNED,50000,7000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,300,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,200,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0054-001,PANEL B,Panel B - 2 Visits,OWNED,50000,5000,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,120,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"NO, NONE OF THE CHILDREN UNDER FIVE",1,1,YES,2,,,NO,,NO,,,
1,0054-003,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,20000,MONTH,,,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,CHARCOAL,YES,NO,,,,,500,YES,CANDLES,CHARCOAL,NO,,,,,,3000,1,MONTH,,,,,4,3500,PIPED INTO DWELLING,2600,990,,ALL YEAR AROUND,,FLUSH TOILET,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,2,YES,1,,,YES,2,YES,1,,
1,0055-001,PANEL A,Panel A - 2 Visits,EMPLOYER PROVIDES,,1500,MONTH,,,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,UNFARMED AREAS OF COMMUNITY,120,MINUTE,ALMOST ALL,200,NO,,,,,,,,,,,,NO,,,,1,2000,BOREHOLE,0,70,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,YES,2,NO,,,
1,0056-001,PANEL B,Panel B - 2 Visits,OWNED,100000,1500,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,200,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,1,1000,COMMUNAL STANDPIPE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0057-001,PANEL A,Panel A - 2 Visits,OWNED,40000,3000,MONTH,,,7,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,ALL,150,NO,,,,,,,,,,,,NO,,,,1,800,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,2,NO,,,,NO,,NO,,,
1,0058-001,PANEL B,Panel B - 2 Visits,OWNED,80000,2300,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,120,MINUTE,ALMOST ALL,130,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0059-001,PANEL A,Panel A - 2 Visits,OWNED,40000,300,MONTH,,,DON'T KNOW,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,2,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,10,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,0060-001,PANEL B,Panel B - 2 Visits,OWNED,250000,3500,MONTH,,,7,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,200,NO,,,,,,,,,,,,NO,,,,1,300,OPEN WELL IN YARD/PLOT,0,10,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,0061-001,PANEL A,Panel A - 2 Visits,OWNED,20000,1000,MONTH,,,4,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,100,MINUTE,NONE,140,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,120,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0062-002,PANEL B,Panel B - 2 Visits,OWNED,11000,500,MONTH,,,DON'T KNOW,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,1,GRASS,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,70,MINUTE,NONE,100,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,0063-001,PANEL A,Panel A - 2 Visits,OWNED,30000,500,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,30,MINUTE,NONE,2000,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,60,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0064-001,PANEL B,Panel B - 2 Visits,OWNED,19000,900,MONTH,,,6,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,100,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,250,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0065-001,PANEL A,Panel A - 2 Visits,OWNED,40000,6000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,30,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,0066-001,PANEL B,Panel B - 2 Visits,OWNED,38000,400,MONTH,,,8,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR SOME CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0067-001,PANEL A,Panel A - 2 Visits,OWNED,40000,7000,MONTH,,,5,TRADITIONAL,GRASS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,7000,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,0068-001,PANEL B,Panel B - 2 Visits,OWNED,45000,900,MONTH,,,7,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,50,MINUTE,NONE,150,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0069-001,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,5000,MONTH,,,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,1,CANDLES,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,ALL,200,NO,,,,,,,,,,,,YES,NO,,,0,,PIPED INTO YARD/PLOT,0,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0070-001,PANEL B,Panel B - 2 Visits,OWNED,30000,500,MONTH,,,5,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,60,MINUTE,NONE,100,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0071-001,PANEL A,Panel A - 2 Visits,OWNED,150000,10000,MONTH,,,5,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,200,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0072-001,PANEL B,Panel B - 2 Visits,OWNED,40000,1000,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,ALMOST ALL,100,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0073-001,PANEL A,Panel A - 2 Visits,OWNED,140000,1400,MONTH,,,1,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,30,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,1,600,RIVER/STREAM,0,40,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,0074-001,PANEL B,Panel B - 2 Visits,OWNED,70000,3000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,ALMOST ALL,100,NO,,,,,,,,,,,,NO,,,,2,3000,RIVER/STREAM,0,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,YES,1,NO,,,
1,0075-001,PANEL A,Panel A - 2 Visits,OWNED,50000,2000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,160,MINUTE,ALMOST ALL,150,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,1000,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,0076-001,PANEL B,Panel B - 2 Visits,OWNED,250000,3000,MONTH,,,4,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,1,650,RIVER/STREAM,0,120,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,0077-001,PANEL A,Panel A - 2 Visits,OWNED,100000,5000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0078-001,PANEL B,Panel B - 2 Visits,OWNED,700000,6500,MONTH,,,20,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,30,MINUTE,NONE,700,YES,OTHER (SPECIFY),FIREWOOD,NO,,,,,,NEVER PAYS,,,,,,,2,3400,COMMUNAL STANDPIPE,0,70,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,2,YES,2,,,YES,2,YES,2,,
1,0079-001,PANEL A,Panel A - 2 Visits,OWNED,30000,1000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0080-001,PANEL B,Panel B - 2 Visits,OWNED,65000,2500,MONTH,,,12,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,60,MINUTE,ALL,100,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,70,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,1,1,NO,,,,YES,1,NO,,,
1,0081-001,PANEL A,Panel A - 2 Visits,OWNED,100000,2000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,40,MINUTE,NONE,250,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,2,,NO,,,,NO,,NO,,,
