HHID,case_id,qx_type,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
4,101015620184,Panel B,10101562,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
4,101015620184,Panel B,10101562,N04,LOCAL MARKET,,NEAR THE VILLAGE
4,101015620184,Panel B,10101562,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
4,101015620184,Panel B,10101562,N06,LOCAL MARKET,,NEAR THE VILLAGE
4,101015620184,Panel B,10101562,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
22,101015620195,Panel B,10101562,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
22,101015620195,Panel B,10101562,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
22,101015620195,Panel B,10101562,N03,LOCAL MARKET,,NEAR THE VILLAGE
22,101015620195,Panel B,10101562,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
22,101015620195,Panel B,10101562,N05,LOCAL MARKET,,NEAR THE VILLAGE
14,101015620205,Panel B,10101562,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
14,101015620205,Panel B,10101562,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
14,101015620205,Panel B,10101562,N03,RELATIVE,,NEAR THE VILLAGE
14,101015620205,Panel B,10101562,N04,MOBILE MARKET,,WITHIN THE VILLAGE
24,101015620227,Panel B,10101562,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
79,101020040001,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
79,101020040001,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
79,101020040001,Panel A,10102004,N03,LOCAL MARKET,,NEAR THE TOWN
79,101020040001,Panel A,10102004,N04,RELATIVE,,WITHIN THE VILLAGE
79,101020040001,Panel A,10102004,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
87,101020040008,Panel A,10102004,N01,RELATIVE,,WITHIN THE VILLAGE
87,101020040008,Panel A,10102004,N02,RELATIVE,,WITHIN THE VILLAGE
87,101020040008,Panel A,10102004,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
87,101020040008,Panel A,10102004,N04,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
87,101020040008,Panel A,10102004,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
87,101020040008,Panel A,10102004,N06,LOCAL MARKET,,NEAR THE VILLAGE
89,101020040012,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
89,101020040012,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
89,101020040012,Panel A,10102004,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
89,101020040012,Panel A,10102004,N04,LOCAL MARKET,,NEAR THE VILLAGE
89,101020040012,Panel A,10102004,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
85,101020040015,Panel A,10102004,N01,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
85,101020040015,Panel A,10102004,N02,RELATIVE,,WITHIN THE VILLAGE
85,101020040015,Panel A,10102004,N03,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
85,101020040015,Panel A,10102004,N04,RELATIVE,,WITHIN THE VILLAGE
85,101020040015,Panel A,10102004,N05,LOCAL MARKET,,NEAR THE VILLAGE
83,101020040028,Panel A,10102004,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
83,101020040028,Panel A,10102004,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
83,101020040028,Panel A,10102004,N03,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
83,101020040028,Panel A,10102004,N04,RELATIVE,,WITHIN THE VILLAGE
83,101020040028,Panel A,10102004,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
75,101020040031,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
75,101020040031,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
75,101020040031,Panel A,10102004,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
75,101020040031,Panel A,10102004,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
75,101020040031,Panel A,10102004,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
65,101020040034,Panel A,10102004,N01,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
65,101020040034,Panel A,10102004,N02,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
93,101020040039,Panel A,10102004,N01,RELATIVE,,WITHIN THE VILLAGE
93,101020040039,Panel A,10102004,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
93,101020040039,Panel A,10102004,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
93,101020040039,Panel A,10102004,N04,LOCAL MARKET,,NEAR THE VILLAGE
93,101020040039,Panel A,10102004,N05,DISTRICT VETERINARY,,WITHIN THE VILLAGE
93,101020040039,Panel A,10102004,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
93,101020040039,Panel A,10102004,N07,LOCAL MARKET,,NEAR THE VILLAGE
71,101020040042,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
71,101020040042,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
71,101020040042,Panel A,10102004,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
71,101020040042,Panel A,10102004,N04,LOCAL MARKET,,NEAR THE VILLAGE
71,101020040042,Panel A,10102004,N05,RELATIVE,,WITHIN THE VILLAGE
71,101020040042,Panel A,10102004,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
71,101020040042,Panel A,10102004,N07,ROADSIDE,,WITHIN THE VILLAGE
69,101020040059,Panel A,10102004,N01,RELATIVE,,WITHIN THE VILLAGE
69,101020040059,Panel A,10102004,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
69,101020040059,Panel A,10102004,N03,LOCAL MARKET,,NEAR THE VILLAGE
69,101020040059,Panel A,10102004,N04,DISTRICT VETERINARY,,NEAR THE DISTRICT/URBAN CENTER
81,101020040061,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
81,101020040061,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
81,101020040061,Panel A,10102004,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
81,101020040061,Panel A,10102004,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
81,101020040061,Panel A,10102004,N05,RELATIVE,,NEAR THE VILLAGE
81,101020040061,Panel A,10102004,N06,MOBILE MARKET,,NEAR THE VILLAGE
81,101020040061,Panel A,10102004,N07,LOCAL MARKET,,NEAR THE VILLAGE
81,101020040061,Panel A,10102004,N08,LOCAL MARKET,,NEAR THE VILLAGE
81,101020040061,Panel A,10102004,N09,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
81,101020040061,Panel A,10102004,N10,LOCAL MARKET,,NEAR THE VILLAGE
73,101020040093,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
73,101020040093,Panel A,10102004,N02,LOCAL MARKET,,NEAR THE VILLAGE
73,101020040093,Panel A,10102004,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
73,101020040093,Panel A,10102004,N04,LOCAL MARKET,,NEAR THE VILLAGE
73,101020040093,Panel A,10102004,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
67,101020040101,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
67,101020040101,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
67,101020040101,Panel A,10102004,N03,RELATIVE,,NEAR THE VILLAGE
67,101020040101,Panel A,10102004,N04,LOCAL MARKET,,WITHIN THE VILLAGE
67,101020040101,Panel A,10102004,N05,RELATIVE,,WITHIN THE VILLAGE
67,101020040101,Panel A,10102004,N06,LOCAL MARKET,,NEAR THE VILLAGE
67,101020040101,Panel A,10102004,N07,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
91,101020040104,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
91,101020040104,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
91,101020040104,Panel A,10102004,N03,LOCAL MARKET,,NEAR THE VILLAGE
91,101020040104,Panel A,10102004,N04,RELATIVE,,WITHIN THE VILLAGE
91,101020040104,Panel A,10102004,N05,MOBILE MARKET,,NEAR THE VILLAGE
77,101020040121,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
77,101020040121,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
77,101020040121,Panel A,10102004,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
77,101020040121,Panel A,10102004,N04,RELATIVE,,NEAR THE VILLAGE
77,101020040121,Panel A,10102004,N05,LOCAL MARKET,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
95,101020040128,Panel A,10102004,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
95,101020040128,Panel A,10102004,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N07,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N08,LOCAL MARKET,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N09,MOBILE MARKET,,NEAR THE VILLAGE
95,101020040128,Panel A,10102004,N10,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
86,101034140003,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
86,101034140003,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
86,101034140003,Panel B,10103414,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
86,101034140003,Panel B,10103414,N04,LOCAL MARKET,,NEAR THE VILLAGE
86,101034140003,Panel B,10103414,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
66,101034140009,Panel B,10103414,N01,LOCAL MARKET,,NEAR THE VILLAGE
96,101034140020,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
96,101034140020,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
96,101034140020,Panel B,10103414,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
96,101034140020,Panel B,10103414,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
96,101034140020,Panel B,10103414,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
72,101034140025,Panel B,10103414,N01,LOCAL MARKET,,NEAR THE VILLAGE
72,101034140025,Panel B,10103414,N02,RELATIVE,,NEAR THE VILLAGE
72,101034140025,Panel B,10103414,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
72,101034140025,Panel B,10103414,N04,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
90,101034140031,Panel B,10103414,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
90,101034140031,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
90,101034140031,Panel B,10103414,N03,RELATIVE,,WITHIN THE VILLAGE
90,101034140031,Panel B,10103414,N04,MOBILE MARKET,,WITHIN THE VILLAGE
80,101034140042,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
80,101034140042,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
80,101034140042,Panel B,10103414,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
80,101034140042,Panel B,10103414,N04,LOCAL MARKET,,NEAR THE VILLAGE
80,101034140042,Panel B,10103414,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
80,101034140042,Panel B,10103414,N06,LOCAL MARKET,,NEAR THE VILLAGE
92,101034140047,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
92,101034140047,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
92,101034140047,Panel B,10103414,N03,RELATIVE,,WITHIN THE VILLAGE
92,101034140047,Panel B,10103414,N04,RELATIVE,,WITHIN THE VILLAGE
92,101034140047,Panel B,10103414,N05,LOCAL MARKET,,NEAR THE VILLAGE
92,101034140047,Panel B,10103414,N06,LOCAL MARKET,,NEAR THE VILLAGE
84,101034140053,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
84,101034140053,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
84,101034140053,Panel B,10103414,N03,RELATIVE,,WITHIN THE VILLAGE
84,101034140053,Panel B,10103414,N04,RELATIVE,,WITHIN THE VILLAGE
84,101034140053,Panel B,10103414,N05,RELATIVE,,WITHIN THE VILLAGE
84,101034140053,Panel B,10103414,N06,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
84,101034140053,Panel B,10103414,N07,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
84,101034140053,Panel B,10103414,N08,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
84,101034140053,Panel B,10103414,N09,LOCAL MARKET,,NEAR THE VILLAGE
84,101034140053,Panel B,10103414,N10,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
70,101034140064,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
70,101034140064,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
70,101034140064,Panel B,10103414,N03,LOCAL MARKET,,NEAR THE VILLAGE
76,101034140069,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
76,101034140069,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
76,101034140069,Panel B,10103414,N03,LOCAL MARKET,,NEAR THE VILLAGE
78,101034140075,Panel B,10103414,N01,FARMER BASED CLUB/ASSOCIATION,,NEAR THE DISTRICT/URBAN CENTER
78,101034140075,Panel B,10103414,N02,LOCAL MARKET,,NEAR THE VILLAGE
94,101034140086,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
94,101034140086,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
94,101034140086,Panel B,10103414,N03,MOBILE MARKET,,NEAR THE VILLAGE
94,101034140086,Panel B,10103414,N04,RELATIVE,,WITHIN THE VILLAGE
94,101034140086,Panel B,10103414,N05,MOBILE MARKET,,WITHIN THE VILLAGE
74,101034140091,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
74,101034140091,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
74,101034140091,Panel B,10103414,N03,LOCAL MARKET,,NEAR THE TOWN
74,101034140091,Panel B,10103414,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
74,101034140091,Panel B,10103414,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
88,101034140097,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
88,101034140097,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
88,101034140097,Panel B,10103414,N03,RELATIVE,,WITHIN THE VILLAGE
82,101034140108,Panel B,10103414,N01,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
82,101034140108,Panel B,10103414,N02,RELATIVE,,WITHIN THE VILLAGE
82,101034140108,Panel B,10103414,N03,MOBILE MARKET,,NEAR THE VILLAGE
68,101034140114,Panel B,10103414,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
68,101034140114,Panel B,10103414,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
68,101034140114,Panel B,10103414,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
68,101034140114,Panel B,10103414,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
68,101034140114,Panel B,10103414,N05,MOBILE MARKET,,NEAR THE VILLAGE
68,101034140114,Panel B,10103414,N06,LOCAL MARKET,,OUTSIDE THE DISTRICT
68,101034140114,Panel B,10103414,N07,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
123,101041500004,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
123,101041500004,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
127,101041500006,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
127,101041500006,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
127,101041500006,Panel A,10104150,N03,MOBILE MARKET,,WITHIN THE VILLAGE
113,101041500012,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
113,101041500012,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
113,101041500012,Panel A,10104150,N03,MOBILE MARKET,,NEAR THE VILLAGE
109,101041500013,Panel A,10104150,N01,LOCAL MARKET,,NEAR THE VILLAGE
109,101041500013,Panel A,10104150,N02,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
109,101041500013,Panel A,10104150,N03,ROADSIDE,,WITHIN THE VILLAGE
111,101041500015,Panel A,10104150,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
111,101041500015,Panel A,10104150,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
111,101041500015,Panel A,10104150,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
111,101041500015,Panel A,10104150,N04,LOCAL MARKET,,NEAR THE VILLAGE
99,101041500023,Panel A,10104150,N01,LOCAL MARKET,,NEAR THE VILLAGE
99,101041500023,Panel A,10104150,N02,ROADSIDE,,NEAR THE VILLAGE
103,101041500027,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
103,101041500027,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
103,101041500027,Panel A,10104150,N03,ROADSIDE,,NEAR THE VILLAGE
103,101041500027,Panel A,10104150,N04,ROADSIDE,,NEAR THE VILLAGE
107,101041500045,Panel A,10104150,N01,RELATIVE,,WITHIN THE VILLAGE
107,101041500045,Panel A,10104150,N02,RELATIVE,,WITHIN THE VILLAGE
107,101041500045,Panel A,10104150,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
115,101041500048,Panel A,10104150,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
115,101041500048,Panel A,10104150,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
115,101041500048,Panel A,10104150,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
115,101041500048,Panel A,10104150,N04,RELATIVE,,WITHIN THE VILLAGE
115,101041500048,Panel A,10104150,N05,LOCAL MARKET,,NEAR THE VILLAGE
115,101041500048,Panel A,10104150,N06,LOCAL MARKET,,NEAR THE VILLAGE
115,101041500048,Panel A,10104150,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
115,101041500048,Panel A,10104150,N08,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
97,101041500053,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
97,101041500053,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
97,101041500053,Panel A,10104150,N03,LOCAL MARKET,,NEAR THE VILLAGE
105,101041500054,Panel A,10104150,N01,MAIN MARKET,,NEAR THE VILLAGE
105,101041500054,Panel A,10104150,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
105,101041500054,Panel A,10104150,N03,MAIN MARKET,,NEAR THE VILLAGE
105,101041500054,Panel A,10104150,N04,RELATIVE,,WITHIN THE VILLAGE
125,101041500057,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
125,101041500057,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
125,101041500057,Panel A,10104150,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
125,101041500057,Panel A,10104150,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
125,101041500057,Panel A,10104150,N05,LOCAL MARKET,,NEAR THE VILLAGE
125,101041500057,Panel A,10104150,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101,101041500063,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101,101041500063,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101,101041500063,Panel A,10104150,N03,RELATIVE,,WITHIN THE VILLAGE
101,101041500063,Panel A,10104150,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
119,101041500067,Panel A,10104150,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
119,101041500067,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
119,101041500067,Panel A,10104150,N03,MOBILE MARKET,,NEAR THE VILLAGE
119,101041500067,Panel A,10104150,N04,RELATIVE,,NEAR THE VILLAGE
117,101041500076,Panel A,10104150,N01,MOBILE MARKET,,NEAR THE VILLAGE
117,101041500076,Panel A,10104150,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
117,101041500076,Panel A,10104150,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
121,101041500079,Panel A,10104150,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
121,101041500079,Panel A,10104150,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
121,101041500079,Panel A,10104150,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
121,101041500079,Panel A,10104150,N04,MOBILE MARKET,,NEAR THE VILLAGE
102,102016880002,Panel B,10201688,N01,OTHER (SPECIFY),NGELENGE PRIMARY,NEAR THE DISTRICT/URBAN CENTER
102,102016880002,Panel B,10201688,N02,MAIN MARKET,,NEAR THE TOWN
102,102016880002,Panel B,10201688,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
100,102016880010,Panel B,10201688,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
100,102016880010,Panel B,10201688,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
100,102016880010,Panel B,10201688,N03,RELATIVE,,WITHIN THE VILLAGE
100,102016880010,Panel B,10201688,N04,MAIN MARKET,,NEAR THE TOWN
108,102016880018,Panel B,10201688,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
108,102016880018,Panel B,10201688,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
108,102016880018,Panel B,10201688,N03,RELATIVE,,WITHIN THE VILLAGE
108,102016880018,Panel B,10201688,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
108,102016880018,Panel B,10201688,N05,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
120,102016880033,Panel B,10201688,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
120,102016880033,Panel B,10201688,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
120,102016880033,Panel B,10201688,N03,MAIN MARKET,,WITHIN THE VILLAGE
118,102016880041,Panel B,10201688,N01,LOCAL MARKET,,NEAR THE TOWN
118,102016880041,Panel B,10201688,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
118,102016880041,Panel B,10201688,N03,PRIVATE VETERINARY,,NEAR THE VILLAGE
118,102016880041,Panel B,10201688,N04,VILLAGE HEADMAN,,WITHIN THE VILLAGE
118,102016880041,Panel B,10201688,N05,MOBILE MARKET,,WITHIN THE VILLAGE
106,102016880049,Panel B,10201688,N01,MOBILE MARKET,,WITHIN THE VILLAGE
128,102016880064,Panel B,10201688,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
128,102016880064,Panel B,10201688,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
128,102016880064,Panel B,10201688,N03,FRIEND/NEIGHBOR,,NEAR THE DISTRICT/URBAN CENTER
128,102016880064,Panel B,10201688,N04,PRIVATE VETERINARY,,NEAR THE VILLAGE
128,102016880064,Panel B,10201688,N05,MOBILE MARKET,,WITHIN THE VILLAGE
116,102016880072,Panel B,10201688,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
116,102016880072,Panel B,10201688,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
116,102016880072,Panel B,10201688,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
116,102016880072,Panel B,10201688,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
116,102016880072,Panel B,10201688,N05,PRIVATE VETERINARY,,NEAR THE TOWN
116,102016880072,Panel B,10201688,N06,MOBILE MARKET,,WITHIN THE VILLAGE
122,102016880080,Panel B,10201688,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
122,102016880080,Panel B,10201688,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
122,102016880080,Panel B,10201688,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
122,102016880080,Panel B,10201688,N04,RELATIVE,,NEAR THE VILLAGE
122,102016880080,Panel B,10201688,N05,MOBILE MARKET,,WITHIN THE VILLAGE
98,102016880095,Panel B,10201688,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
98,102016880095,Panel B,10201688,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
98,102016880095,Panel B,10201688,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
98,102016880095,Panel B,10201688,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
98,102016880095,Panel B,10201688,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
98,102016880095,Panel B,10201688,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
98,102016880095,Panel B,10201688,N07,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
98,102016880095,Panel B,10201688,N08,MOBILE MARKET,,NEAR THE TOWN
98,102016880095,Panel B,10201688,N09,DISTRICT VETERINARY,,NEAR THE VILLAGE
112,102016880103,Panel B,10201688,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
112,102016880103,Panel B,10201688,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
112,102016880103,Panel B,10201688,N03,MOBILE MARKET,,WITHIN THE VILLAGE
110,102016880111,Panel B,10201688,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
110,102016880111,Panel B,10201688,N02,DISTRICT VETERINARY,,NEAR THE VILLAGE
110,102016880111,Panel B,10201688,N03,FARMER BASED CLUB/ASSOCIATION,,NEAR THE VILLAGE
110,102016880111,Panel B,10201688,N04,MOBILE MARKET,,WITHIN THE VILLAGE
110,102016880111,Panel B,10201688,N05,FRIEND/NEIGHBOR,,NEAR THE TOWN
110,102016880111,Panel B,10201688,N06,MAIN MARKET,,NEAR THE TOWN
110,102016880111,Panel B,10201688,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
