case_id,hhid,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
101031130069,c5823b03a1794fe1a56822d708680378,1,OWNS A MAIZE MILL,10,1,,1,1,,0,0,,,May,2012,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,24,8,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,84000,,,,,0,0,52000,32,0,0,0,0,0,0,0,
101031130079,e51f233934674fd5a7beb5240178c9c2,1,"""BEER BREWING """,11,2,,2,1,2,0,0,,,October,2014,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,,Lack of cash,,,Yes,,,,,2,8,10,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,34000,,,0,34000,,,18000,15000,0,0,0,0,0,0,0,
101031140035,c86f5e596dfd4128a54ff60878980c25,1,BREWS AND SELLS BEER,47,2,,2,2,,0,0,,,March,2014,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of credit,,,Yes,,,,,2,8,6,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,,,18000,0,14000,16000,0,0,0,0,0,0,0,
101031140117,1b182b8196d34a598c0f5aaab4ca616f,1,SELLING EGGS,47,1,,2,1,2,0,0,,,October,2013,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,12,8,12,1,14,8,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,21000,,,21000,38000,,,2000,0,17000,1000,0,0,0,0,1000,UNSPECIFIED FEES
101031140124,9bc811aa902b46f6b66a3f1972db4d2b,1,"""SELLING DRY CASSAVA """,47,1,,1,1,,0,0,,,May,2015,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,,NOT OPERATE,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,Not profitable,,,Yes,,,,,1,25,7,8,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,,,6000,35000,,,3500,0,13000,500,0,0,0,0,1000,UNSPECIFIED FEES
101031140144,406e032a1e22440993d498c451674a56,1,SELLING BEER,47,1,2,1,1,2,0,0,,,August,2013,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,Not profitable,Other (Specify),BUSY WITH OTHER ACTIVITIES,Yes,,,,,1,8,4,7,2,30,7,7,3,2,3,7,,,,,,,,,,,,,0,,,,0,,,,0,,,,37000,37000,55000,,,,,5000,0,28000,5000,0,0,0,0,0,
101031150063,7ffb54ea6b26494a891eb0f1abea2190,1,HERBALIST,47,1,,1,1,,0,0,,,March,2008,No start-up capital,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,yes,Forest/wild park reserve,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,,,,,Yes,,,,,1,15,6,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,0,75000,,,,,60000,0,0,0,0,0,0,0,15000,TRANSPORT
101031150090,bf243ac343fa4d318c0d4fe10f894478,1,FRESH MAIZE SELLING,47,2,,2,2,,0,0,,,September,2016,Loan from money lender,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,Seasonal work,,,No,yes,,,,2,4,6,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,28000,,,,,0,0,8000,0,20000,0,0,0,0,0,0,
101031150125,a1a210021d6943a3b07432aa14272158,1,BAKING MANDAZI,10,2,,1,2,,0,0,,,January,2017,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,low,,Lack of cash,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,,,,20000,22000,10000,0,0,0,0,0,0,0,0,
101041160051,c949657aefd64d5e9d212cf8c9aaf0e7,1,BUYINGANDSELLINGOFMAIZE,47,1,,2,1,2,0,0,,,August,2015,Loan from family/friends,Loan from money lender,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,Not profitable,,No,yes,,,,1,20,12,7,,,,,,,,,,,,,,,,,,,,,5,8,2,8500,0,,,,0,,,,74000,,,,,41200,60800,24000,1000,40000,5000,0,0,0,0,4000,FOOD
101041180070,14aec3a27a7c4dd9b9cad92f6c5564da,1,BUYING AND SELLING VEGETABLES,47,1,2,1,1,2,0,0,,,May,2013,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,No,yes,,,,1,10,2,9,2,12,2,9,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,38000,260000,24000,,,,,12000,0,20000,6000,0,0,0,0,0,
101041180081,3134188d461f428e9ba381c0347cb9db,1,BUYING AND SELLING BANANAS,47,2,,2,2,,0,0,,,September,2010,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,Lack of cash,,,No,yes,,,,2,15,5,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,48000,,,,,0,48000,3000,0,40000,5000,0,0,0,0,0,
101041180104,d445faca1cf14f71889c4a8968295136,1,BUYING AND SELLING TOMATOES,47,1,,1,1,,0,0,,,June,2015,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,3,6,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,55000,,,0,55000,,,20000,0,30000,5000,0,0,0,0,0,
101041180197,60db1081c0bc40bfaaec10060a5228af,1,SELLING BEER,47,1,,1,1,,0,0,,,August,2016,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,Yes,,,,,1,27,5,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,22000,13000,22000,,,,,-2000,19000,0,2000,0,0,0,0,0,
101051190036,5e2958bd68de45c6a3df65b3d7d6bbae,1,BYCYCLETAXIBUSINESS,47,1,,1,1,,0,0,,,May,2015,Own-savings from agriculture,,,Mobile,,,,Other (specify),,FINAL CONSUMER,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,NOT OPERATE,NOT OPERATE,low,,Other (Specify),,BUSY WITH OTHER ACTIVITIES,Yes,,,,,1,17,7,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,9000,,,9000,30000,,,6000,0,0,0,0,0,0,0,1000,MAINTENANCE
101051190055,e9594a01dfb641038b419ae2f741a0f2,1,OWNSAGROCERYINTANZANIA,47,1,,1,1,,0,0,,,July,2010,Own-savings from agriculture,,,Industrial site,No,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,low,NOT OPERATE,Lack of cash,,,Yes,,,,,1,30,15,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,110000,,,110000,180000,,,-20000,0,130000,0,0,0,0,0,0,
101051200016,3330942a2128430bbf67fcf59b3b0017,1,BEERSELLER(KOMONIBEER),47,2,,2,2,,0,0,,,September,2014,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,Not profitable,Lack of cash,,Yes,,,,,1,8,8,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,,,,,16000,24000,16000,6000,2500,0,0,0,0,0,1500,UNSPECIFIED FEES
101051200058,6235ee784e084e539fa8280cae2d6b32,1,GROCERIESSHOP,47,1,,2,1,,0,0,,,September,2014,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,10,4,6,1,25,7,11,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,450000,,,,,250000,350000,200000,0,250000,25000,0,0,0,0,0,
101051200132,1021ed298fd242a386f2567b3c509447,1,TAILORING,13,2,,2,2,,0,0,,,May,2014,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,,NOT OPERATE,NOT OPERATE,,,,,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,Not profitable,Other (Specify),BUSY WITH OTHER ACTIVITIES,Yes,,,,,2,16,5,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,,,,,2000,3000,1500,2000,0,0,0,0,0,0,0,
101051200173,4cd18a902ecc4ab08e6050430a6dbce9,1,SELLINGSUGAR,47,1,,1,1,2,0,0,,,August,2013,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,Other (Specify),,BUSY WITH OTHER ACTIVITIES,No,yes,,,,1,19,5,2,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,,,,,0,10000,3000,0,20000,2000,0,0,0,0,0,
101051210032,17567b6d87b2453eb15e35c33e825e38,1,Metal work welding business,25,1,,1,1,,0,0,,,September,2015,Own-savings from agriculture,,,Traditional market place,,,,Other (specify),,FINAL CONSUMER,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,NOT OPERATE,,,,Other (Specify),,BUSY WITH OTHER ACTIVITIES,Yes,,,,,1,22,7,11,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,9000,,,6000,20000,,,3000,2000,0,0,0,4000,0,0,0,
101051210054,56c24a5f01f84e1eb3475e90aaa8a659,1,making and selling Mandasi,47,2,,2,2,,0,0,,,February,2012,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,yes,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,Lack of credit,,,Yes,,,,,1,20,6,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,22000,,,22000,28000,,,6000,15000,0,1000,0,0,0,0,0,
101201220020,f77e33b65f444d4eb09dd7c9516983e4,1,GROCERY,47,1,2,2,1,2,0,0,,,November,2013,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,2,24,7,12,4,5,4,6,1,24,9,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,36000,,,0,0,,,5000,0,30000,1000,0,0,0,0,0,
101201220030,c961199ca24e45ae9c0abdc3de862b0a,1,MAKING AND SELLING MANDASI,47,1,,1,1,,0,0,,,June,2015,Gift from family/friends,,,Commercial area shop,No,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,low,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,24,2,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,29000,,,0,35000,,,14000,15000,0,0,0,0,0,0,0,
101201220052,4a10e52d7c274a94b81c8637c80978c0,1,BUYS AND SELLS IRISH POTATO,47,2,,2,2,,0,0,,,March,2013,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,Othersmall businesses,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,2,14,6,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,,,25000,50000,,,10000,0,30000,5000,0,0,0,0,0,
101201220052,4a10e52d7c274a94b81c8637c80978c0,2,SELLS MEAT ON THE STREET S,47,1,2,2,1,,0,0,,,June,2016,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,24,8,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,48000,,,,,0,0,24000,41650,0,0,0,0,0,0,0,
101201220062,50e9bda8aa79417890795278471c3aec,1,NGATA BUSINESS (Mixed Cooked Maize and Beans),47,2,,1,2,,0,0,,,May,2015,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,26,6,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,,,,,20000,30000,30000,30000,0,0,0,0,0,0,0,
101201220062,50e9bda8aa79417890795278471c3aec,2,ROASTED GROUNDNUT BUSINESS,10,1,,1,1,,0,0,,,April,2014,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,Not profitable,Lack of non-labour inputs,,Yes,,,,,1,24,5,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,,,24000,50000,,,25000,5000,20000,0,0,0,0,0,0,
101201220072,4f095bc5a2cb4e88ac6abf9693274645,1,MANDASI BUSINESS,10,2,,2,2,,0,0,,,May,1992,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,,,NOT OPERATE,,,,,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,Not profitable,,,No,yes,,,,2,24,6,7,4,5,3,3,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,40000,60000,,,,,6400,24600,0,0,0,0,0,0,0,
101201220084,eed2fa1f87b74dd192262556b6f84d89,1,DOING MECHANICAL BUSINESS OF MOTORCYCLE REPAIR,95,1,,2,1,,0,0,,,June,2009,Own-savings from non-agriculture,,,Roadside,,,,Other (specify),,FINAL CONSUMER,no,no,no,no,no,,,low,low,low,low,low,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,30,8,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,,,,,20000,40000,28000,8000,0,0,0,0,0,0,3000,UNSPECIFIED FEES
101201220094,3fd1a754f3ba45c58d2f1bb1b64dc516,1,KAUNJIKA BUSINESS,47,1,,1,1,,0,0,,,November,2009,Own-savings from non-agriculture,,,Other fixed place,No,,,Traders,Final consumers,,no,no,no,no,no,,,low,low,low,low,low,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,25,8,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,90000,,,,,42000,60000,25000,0,42000,0,0,0,0,0,20000,UNSPECIFIED FEES
101201220104,65b4bdeb73b44d7bb3f214504e3a9f9a,1,MANDASI BUSINESS,10,1,,1,1,,0,0,,,February,2015,Own-savings from non-agriculture,Proceeds from another business,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,Not profitable,Lack of non-labour inputs,,Yes,,,,,2,5,6,2,1,24,8,9,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,200000,,,,,100000,150000,120000,75060,0,3000,0,0,0,0,3600,UNSPECIFIED FEES
101201220114,d22fb81c2cf449af94a26c04ebcdb4e6,1,MANDAZI BUSINESS,47,1,,1,1,,0,0,,,April,1998,Other (specify),,SAVINGS FROM WORK (UNSPECIFIED),Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,Not profitable,,Yes,,,,,1,21,9,12,3,21,2,12,4,13,1,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,10000,21000,,,6200,7300,600,0,0,0,750,1500,0,
101201220126,3137d33aef354c79a3893ad1299c67b0,1,"""BUYS AND SELLS CHARCOAL """,47,1,,1,1,,0,0,,,November,2002,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,24,2,12,4,16,1,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,23000,,,,,0,0,7500,500,15000,0,0,0,0,0,0,
101201220126,3137d33aef354c79a3893ad1299c67b0,2,"""BUYS  AND SELLS POWDER SOAP """,47,1,,1,1,,0,0,,,September,2013,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,12,6,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,33000,,,0,37000,,,5600,400,27000,0,0,0,0,0,0,
101201220126,3137d33aef354c79a3893ad1299c67b0,3,OPERATES A RESTAURANT,56,2,,2,2,,0,0,,,December,2015,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,2,24,10,7,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,240000,,,0,264000,,,48000,192000,0,0,0,0,0,0,0,
101201220136,75022fcafe274b18873f4d85a085399b,1,"""CHARCOAL BUSINESS """,2,2,,2,2,,0,0,,,March,2015,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,Own-Illness/Need to care for household members,,Yes,,,,,2,22,4,12,6,7,3,7,4,13,4,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,3600,4500,6000,,,,,1300,400,2800,0,0,0,0,0,0,
101201220146,9ab508ee633544a78d2db9b133931664,1,MASESE BEER,47,1,,1,1,,0,0,,,September,2006,Gift from family/friends,,,Home (outside residence),,,,Othersmall businesses,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,Not profitable,,Yes,,,,,1,7,6,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,21000,,,10500,2800,,,5400,13100,1000,0,1500,0,700,0,0,
101201220156,10caadc16e404a9b9da7aa98e10eb18f,2,CHARCOAL BUSINESS,2,2,,2,2,,0,0,,,April,2011,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,3,9,4,6,2,13,4,8,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,,,,,7000,9000,2400,450,4000,500,0,0,0,0,2250,UNSPECIFIED FEES
101201220197,a7073f0182e6411c8b04a111326802a9,1,SELLING CHARCOAL,47,1,,1,1,,0,0,,,November,2015,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,low,low,low,low,low,low,low,,,NOT OPERATE,,,,,,,,,,,,,,,,Lack of cash,,,Yes,,,,,1,28,8,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,28000,,,,,15000,28000,6000,0,17000,0,0,0,0,0,2500,UNSPECIFIED FEES
101201220217,241cdff4970a4ecb9c8a032b06fb5cb1,1,SELLING  SHOES,47,1,,1,1,,0,0,,,February,2016,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,,,,,Yes,,,,,1,27,7,7,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,21000,13000,21000,,,,,5000,0,14000,0,0,0,0,0,1500,UNSPECIFIED FEES
101201230034,4d38595ec7c944478c7b819d0121adda,1,Owned a small shop,47,1,2,2,1,2,0,0,,,November,2015,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,Own-Illness/Need to care for household members,,,No,yes,,,,2,30,8,9,1,20,4,9,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,70000,,,25000,70000,,,15000,0,50000,5000,0,0,0,0,0,
101201230054,5b3e656c16014ce0919eed7e5a39c9b3,1,SELLINGMANDASI,47,2,,1,1,,0,0,,,May,2002,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,,,,,Yes,,,,,1,26,8,12,3,4,2,6,2,8,2,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,130000,,,130000,180000,,,40000,75000,0,0,0,0,0,0,5000,UNSPECIFIED FEES
