case_id,hhid,ag_l0c,ag_l0c_oth,ag_l01a,ag_l01b,ag_l01b_oth,ag_l02,ag_l03,ag_l04,ag_l06a,ag_l06b,ag_l07a,ag_l07b,ag_l07b_oth,ag_l08,ag_l08_oth,ag_l09,ag_l10,ag_l11,ag_l12,ag_l13,ag_l14a,ag_l14b,ag_l37,ag_l38a,ag_l38b,ag_l38b_oth,ag_l39a,ag_l39b,ag_l40,ag_l41,ag_l42a,ag_l42b,ag_l42b_oth,ag_l43,ag_l44a,ag_l44b,ag_l44b_oth
105011980122,de2fe800ded2494981770ca7ef609b02,can,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,kilogram,,Own Bicycle or Oxcart,,0,13000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105011980122,de2fe800ded2494981770ca7ef609b02,D COMPOUND,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,kilogram,,Own Bicycle or Oxcart,,0,18000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105011980122,de2fe800ded2494981770ca7ef609b02,insecticide,,60,liter,,"YES, THE FIGURES MATCHED",no,yes,3,,60,liter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,-999999999,,0,no,0,,,,,,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,Organic Fertilizer,,2,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,2,bucket,,6,,0,no,,,,no,,,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,kilogram,,On Foot,,0,3350,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,insecticide,,60,liter,,"YES, THE FIGURES MATCHED",no,yes,5,,60,liter,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,0,,,5.0,,0,no,0,,,,,,
105022000014,9b68cedb0d9043a2afc997421b1bf310,Organic Fertilizer,,1,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,50 KG BAG,
105022000014,9b68cedb0d9043a2afc997421b1bf310,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,11,,25,kilogram,,Other (Specify),BORROWEDBICYCLE,0,9950,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022000014,9b68cedb0d9043a2afc997421b1bf310,urea,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,15,kilogram,,Other (Specify),BORROWEDBICYCLE,0,7000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,Organic Fertilizer,,6,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,6,OTHER (SPECIFY),50 KG BAG,4,,0,no,,,,no,,,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,23:21:0+4S/CHITOWE,,40,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,40,kilogram,,Other (Specify),BORROWEDBICYCLE,0,18200,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,urea,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,20,kilogram,,Other (Specify),BORROWEDBICYCLE,0,8400,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,insecticide,,2,liter,,"YES, THE FIGURES MATCHED",no,yes,3,,2,liter,,On Foot,,0,3200,"Paid in full, with own-savings",,,,.,no,2,liter,,3.0,,0,no,0,,,,,,
105022000072,8a5e4492221e48b3af2d29c709134dc0,Organic Fertilizer,,50,kilogram,,"NO, THE ENTRIES IN MODULE K, AND QUESTION 1 OF MODULE L WERE ADJUSTED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,50 KG BAG,
105022000072,8a5e4492221e48b3af2d29c709134dc0,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,5500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022010127,706dc57e5d094975aa145056deb3e74b,Organic Fertilizer,,125,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,no,,,
105022010127,706dc57e5d094975aa145056deb3e74b,23:21:0+4S/CHITOWE,.,29,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,29,kilogram,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105022010127,706dc57e5d094975aa145056deb3e74b,can,.,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,8,kilogram,,Own Bicycle or Oxcart,,0,1950,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105022010127,706dc57e5d094975aa145056deb3e74b,insecticide,,60,milliliter,,"YES, THE FIGURES MATCHED",no,yes,5,,60,milliliter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,1,,0,no,0,,,,,,
105022010127,706dc57e5d094975aa145056deb3e74b,fungicide,,25,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,25,gram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,.,no,0,,,1,,0,no,0,,,,,,
105022010280,1e2ab03feb0b4b8aa6a197b3b874473f,Organic Fertilizer,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,no,,,
105022010280,1e2ab03feb0b4b8aa6a197b3b874473f,insecticide,,100,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,100,gram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,.,no,0,,,2,,0,no,0,,,,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,Organic Fertilizer,,6,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,6,OX CART,,5,,6000,no,,,,no,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,23:21:0+4S/CHITOWE,,200,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,200,kilogram,,Bicycle Taxi,,3500,92000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,can,,100,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,100,kilogram,,Bicycle Taxi,,2000,36000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,urea,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,50,kilogram,,Bicycle Taxi,,1000,22000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,insecticide,,16,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,16,kilogram,,On Foot,,0,62000,"Paid in full, with own-savings",,,,.,no,0,,,9.0,,0,no,0,,,,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,herbicide,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,10,kilogram,,On Foot,,0,80000,"Paid in full, with own-savings",,,,.,no,0,,,9.0,,0,no,0,,,,,,
105022030198,e3652b13b7e84c48b696f51de01b79d5,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105032050010,1b4b077a74bf45a89ad22082ac4ff153,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,Organic Fertilizer,,6,bucket,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,yes,6,bucket,,1,,0,no,,,,,,,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,23:21:0+4S/CHITOWE,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,6,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,urea,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,6,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,fungicide,,10,liter,,"YES, THE FIGURES MATCHED",no,yes,1,4,10,liter,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,0,,,4.0,,0,no,0,,,,,,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,Organic Fertilizer,,1,OTHER (SPECIFY),PAIL,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,no,,,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,5,kilogram,,,,,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,insecticide,,2,milliliter,,"YES, THE FIGURES MATCHED",no,yes,9,,5,OTHER (SPECIFY),"""Millimeters """,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,9.0,,0,no,0,,,,,,
105032060016,7490a13e8f594768bc8d9fa9b94eec18,Organic Fertilizer,,200,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,200,kilogram,
105032060016,7490a13e8f594768bc8d9fa9b94eec18,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105032060016,7490a13e8f594768bc8d9fa9b94eec18,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105032060049,430fc75a461d4c64bb3e9092230a9bac,23:21:0+4S/CHITOWE,.,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,Truck / Bus/ Minibus,,3000,8500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105032060049,430fc75a461d4c64bb3e9092230a9bac,urea,.,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,Truck / Bus/ Minibus,,3000,6500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105032060057,ca795b6a5b7c4834b392d59dbf7a4823,Organic Fertilizer,,2,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,yes,2,,2,50 KG BAG,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,,,,,.,,,,,,,no,,,
105032060091,9a36c4bd2976443cab2ba70aa8fc6f28,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105042070030,48e83f28d8b9426591c2a2e8446fca35,Organic Fertilizer,,2,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,2,bucket,,2,,0,no,,,,no,,,
105042070030,48e83f28d8b9426591c2a2e8446fca35,23:21:0+4S/CHITOWE,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,50,kilogram,,Truck / Bus/ Minibus,,1000,22000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105042070030,48e83f28d8b9426591c2a2e8446fca35,can,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,Truck / Bus/ Minibus,,500,4200,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105042070030,48e83f28d8b9426591c2a2e8446fca35,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,25,kilogram,,Truck / Bus/ Minibus,,500,11000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105042070030,48e83f28d8b9426591c2a2e8446fca35,insecticide,,40,liter,,"YES, THE FIGURES MATCHED",no,yes,6,,40,liter,,On Foot,,0,4000,"Paid in full, with own-savings",,,,.,no,0,,,6.0,,0,no,0,,,,,,
105052100133,eef8bb38aa394a97915144cbaa33a265,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105062110014,55485d16f27649dcb46d9b06961387dc,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105062110028,14c33cc8fde64dfaa9ccec3c1131c109,Organic Fertilizer,,10,OTHER (SPECIFY),PAIL,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,10,OTHER (SPECIFY),PAIL (LARGE),4,,0,no,,,,no,,,
105062110042,c6d73f63ef1c47fbb3fa5a54fe5ae033,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,1,OX CART,,2,,0,no,,,,no,,,
105062110042,c6d73f63ef1c47fbb3fa5a54fe5ae033,insecticide,,20,milliliter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,20,milliliter,,3.0,,0,no,0,,,,,,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,Organic Fertilizer,,2,wheelbarrow,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,2,wheelbarrow,,1,,0,no,,,,no,,,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,herbicide,,20,liter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,20,liter,,5.0,,0,no,0,,,,,,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,fungicide,,40,liter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,40,liter,,5.0,,0,no,0,,,,,,
105062120029,c730ca40adc241e2a004e599a92afcd5,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,,,1,10 KG BAG,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105062120029,c730ca40adc241e2a004e599a92afcd5,can,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,,,1,10 KG BAG,,On Foot,,0,4500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105062120087,984444435d654380a624ac679abcf2ee,Organic Fertilizer,,3,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,3,OX CART,
105062120087,984444435d654380a624ac679abcf2ee,23:21:0+4S/CHITOWE,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,50,kilogram,,Own Bicycle or Oxcart,,0,23000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105062120087,984444435d654380a624ac679abcf2ee,fungicide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,3,,1,liter,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
105062120099,d3668aac6ce2407086d39e50836b1d33,Organic Fertilizer,,4,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,4,OX CART,,5,,0,no,,,,no,,,
105062120099,d3668aac6ce2407086d39e50836b1d33,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,10,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105062120099,d3668aac6ce2407086d39e50836b1d33,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,10,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105062120122,8898457296724b959bdb007da8d83a1d,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,1,OX CART,,4,,0,no,,,,no,,,
105062120122,8898457296724b959bdb007da8d83a1d,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,.,,,yes,10,kilogram,,,,,
105062120122,8898457296724b959bdb007da8d83a1d,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,.,,,yes,10,kilogram,,,,,
105062120122,8898457296724b959bdb007da8d83a1d,insecticide,,10,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,gram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
105062120122,8898457296724b959bdb007da8d83a1d,fungicide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,250,milliliter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
105062120134,c8779802e14d45ad8ecdb6266b29049d,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,OX CART,
105062120134,c8779802e14d45ad8ecdb6266b29049d,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,.,,,yes,20,kilogram,,,,,
105062120134,c8779802e14d45ad8ecdb6266b29049d,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,.,,,yes,10,kilogram,,,,,
105062120134,c8779802e14d45ad8ecdb6266b29049d,insecticide,,2,OTHER (SPECIFY),SPOON,"YES, THE FIGURES MATCHED",no,yes,2,,2,OTHER (SPECIFY),"""SPOON """,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
105062120134,c8779802e14d45ad8ecdb6266b29049d,fungicide,,100,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,100,milliliter,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
105072130440,809f065358244612afa33340f34e33fc,23:21:0+4S/CHITOWE,.,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,50,kilogram,,Own Bicycle or Oxcart,,0,18500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105072130440,809f065358244612afa33340f34e33fc,urea,.,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,50,kilogram,,Own Bicycle or Oxcart,,0,17000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105072140048,8fa7f51c3dd448b4bc95d5fce4b0444e,Organic Fertilizer,,3,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,3,bucket,,3,,0,no,,,,no,,,
105072140048,8fa7f51c3dd448b4bc95d5fce4b0444e,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,Own Bicycle or Oxcart,,0,2100,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105072140048,8fa7f51c3dd448b4bc95d5fce4b0444e,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105072140060,37b36c1a8b2f4c77b10d19a55d7f3b54,Organic Fertilizer,,2,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,2,bucket,,3,,0,no,,,,no,,,
105072140173,19e7cea004b848b6bb8622179de22524,Organic Fertilizer,,2,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,2,50 KG BAG,,8,,0,no,,,,no,,,
105072140173,19e7cea004b848b6bb8622179de22524,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105072140173,19e7cea004b848b6bb8622179de22524,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,5,kilogram,,On Foot,,0,700,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105072140198,da36ed05591e4042a3fe650d23a409ce,Organic Fertilizer,,3,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,3,50 KG BAG,,7,,0,no,,,,no,,,
105072140198,da36ed05591e4042a3fe650d23a409ce,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,
105072140198,da36ed05591e4042a3fe650d23a409ce,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,
105082150020,52e28aa88123496a9d1e6c8a77b557ec,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,OX CART,
105082150035,3a853595d2ec462497399771b7c746eb,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105082150042,ebde2566b4394d87ba71b996d8da3b80,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105082150042,ebde2566b4394d87ba71b996d8da3b80,can,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
105082150064,14ead7b4140e4ddf92be9113ff85e644,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
105082150093,3adae65a0a7b4e988e8196b9efac5a2f,Organic Fertilizer,,10,bucket,,"YES, THE FIGURES MATCHED",no,yes,3,,10,bucket,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,no,,,
105082150093,3adae65a0a7b4e988e8196b9efac5a2f,insecticide,,200,milliliter,,"YES, THE FIGURES MATCHED",no,yes,8,,200,milliliter,,Truck / Bus/ Minibus,,500,2000,"Paid in full, with own-savings",,,,.,no,0,,,##N/A##,,0,no,0,,,,,,
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,Organic Fertilizer,,1,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,bucket,
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Truck / Bus/ Minibus,,0,6000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Truck / Bus/ Minibus,,0,6000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105102180233,2ef4b1d919264aa0a51f43e57e5e6d3f,23:21:0+4S/CHITOWE,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,8,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105102180233,2ef4b1d919264aa0a51f43e57e5e6d3f,urea,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,8,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
105102180233,2ef4b1d919264aa0a51f43e57e5e6d3f,insecticide,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,1,kilogram,,2.0,,0,no,0,,,,,,
105102180269,cd9bb62795ac49e184882a20011838a6,Organic Fertilizer,,3,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,3,50 KG BAG,,2,,0,no,,,,no,,,
105102180269,cd9bb62795ac49e184882a20011838a6,23:21:0+4S/CHITOWE,,14,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,14,kilogram,,3,,0,no,,,,,,,
105102180269,cd9bb62795ac49e184882a20011838a6,urea,,12,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,12,kilogram,,3,,0,no,,,,,,,
105102180269,cd9bb62795ac49e184882a20011838a6,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,250,milliliter,,6.0,,0,no,0,,,,,,
105202190624,e41faff95818480fad4f0903cda4d66a,23:21:0+4S/CHITOWE,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,1,kilogram,,,,,
107312310059,6608aecf4a574cdeb0d6e03febe82e87,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,25,kilogram,,Truck / Bus/ Minibus,,800,12500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
107312310059,6608aecf4a574cdeb0d6e03febe82e87,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,25,kilogram,,Truck / Bus/ Minibus,,800,12500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
107312310084,39a7a77554fb46aea77fa04b4e05511d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
107312310092,2cab764b77624945b005acee8548bf78,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,25,kilogram,,,,,
107312310092,2cab764b77624945b005acee8548bf78,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,25,kilogram,,,,,
107312310092,2cab764b77624945b005acee8548bf78,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,4,,250,milliliter,,Truck / Bus/ Minibus,,1000,2500,"Paid in full, with own-savings",,,,.,no,0,,,-999999999,,0,no,0,,,,,,
107312310109,1ca3cfd159034c80887e8442b417a0da,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,5,kilogram,,,,,
107312310118,63cfe1b29b9b4d61a13dce9b6910e098,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
