ea_id,com_ci0b,com_ci0b_oth,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
10305157,Water Body: Specify,LAKE,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10305157,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305157,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305157,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305157,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305158,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305158,Water Body: Specify,LAKE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10305158,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305158,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305158,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306159,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306159,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306159,Water Body: Specify,LAKE,Yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10306159,Forest,,Yes,yes,yes,yes,yes,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,yes,no
10306159,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306160,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306160,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306160,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306160,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306160,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307161,Forest,,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10307161,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307161,Water Body: Specify,LAKE,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10307161,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307161,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308162,Water Body: Specify,LAKE,Yes,yes,yes,no,no,yes,Use guards,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10308162,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308162,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308162,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308162,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309163,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309163,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309163,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309163,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309163,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309164,Forest,,Yes,no,yes,no,no,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,yes,CONVERT INTO FOREST RESERVE,,no,
10309164,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309164,Water Body: Specify,LAKE,Yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10309164,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309164,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310165,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310165,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310165,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310165,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310165,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Forest,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10312167,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312168,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312168,Forest,,Yes,yes,yes,no,no,yes,Use guards,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10312168,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312168,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312168,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312169,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312169,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312169,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312169,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312169,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320170,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320170,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320170,Water Body: Specify,LAKE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10320170,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320170,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10320171,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320171,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320171,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320171,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320171,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401175,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
10401175,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401175,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401175,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401175,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401176,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401176,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401176,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401176,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401176,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401177,Pasture,,Yes,yes,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10401177,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401177,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401177,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401177,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401178,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401178,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401178,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401178,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401178,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401179,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401179,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401179,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401179,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401179,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401180,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401180,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401180,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401180,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401180,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402181,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402181,Water Body: Specify,LAKE,Yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10402181,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402181,Forest,,Yes,no,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10402181,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403182,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403182,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403182,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403182,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403182,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403183,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403183,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403183,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403183,Forest,,Yes,yes,yes,yes,no,yes,Use the threat of Fine,REPLANT A TREE IF CUT,Other (Specify),REPLANT A TREE IF CUT,,,Other (Specify),GAZETTED SINCE NOT READY FOR USE,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
10403183,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404184,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404184,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404184,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404184,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404184,Forest,,Yes,yes,no,no,yes,yes,Use guards,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10404185,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404185,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404185,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404185,Unallocated Arable Land,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
10404185,Forest,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
10404186,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Forest,,Yes,yes,no,no,no,no,,,,,,,Time restrictions,,,,,,Use the threat of physical punishment,,,,,,Fully Effective,no,,,no,
10404186,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405187,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Physical punishment,,Use the threat of Fine,,,,Limitations on number of users at a given time,COMMUNITY AGAINST TREE CUTTING,Other (Specify),LIMITATION ON TREES CUT,,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Fully Effective,no,,,no,
10405187,Water Body: Specify,RIVER,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
10405187,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405187,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405187,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407188,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407188,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407188,Forest,,Yes,yes,yes,no,no,yes,Use guards,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10407188,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407188,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407189,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407189,Forest,,Yes,yes,yes,yes,no,yes,Use guards,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10407189,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407189,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407189,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407190,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10407190,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407190,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407190,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407190,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408191,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408191,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408191,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408191,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408191,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408192,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408192,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408192,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408192,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
10408192,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420193,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420193,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420193,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420193,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420193,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420194,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420194,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420194,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420194,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420194,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420195,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420195,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420195,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420195,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420195,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501196,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501196,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501196,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501196,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501196,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501197,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501197,Pasture,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
10501197,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501197,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501197,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501198,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501198,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501198,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501198,Pasture,,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10501198,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501199,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501199,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501199,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501199,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501199,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502200,Water Body: Specify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502200,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502200,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502200,Unallocated Arable Land,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Somewhat Effective,no,,,no,
10502200,Other (Specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502201,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502201,Forest,,Yes,yes,yes,no,no,yes,Other (Specify),GET PERMISSION BEFORE USE,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
10502201,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502201,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502201,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502202,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502202,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502202,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502202,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502202,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502203,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502203,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502203,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502203,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502203,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503204,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503204,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503204,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503204,Pasture,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10503204,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503205,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503205,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503205,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503205,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503205,Pasture,,Yes,yes,no,no,no,no,,,,,,,Other (Specify),SUPERVISED USAGE OF RESOURCE,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
10503206,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503206,Unallocated Arable Land,,Yes,no,no,no,no,yes,Use the threat of Fine,EVICT ENCROACHERS,Other (Specify),EVICT ENCROACHERS,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
10503206,Pasture,,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10503206,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503206,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),COMMUNITY AGAINST TREE CUTTING,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
10504207,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504207,Forest,,Yes,yes,yes,yes,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,no,,,no,
10504207,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504207,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504207,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505208,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505208,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505208,Water Body: Specify,WATER DAMS,Yes,yes,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,no,,,no,
10505208,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505208,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505209,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505209,Pasture,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10505209,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505209,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505209,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505210,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505210,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505210,Pasture,,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
10505210,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505210,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506211,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506211,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506211,Forest,,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
10506211,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506211,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506212,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506212,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506212,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506212,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
