case_id,hhid,gardenid,ag_i203_2,ag_i204a_1,ag_i204a_2,ag_i204a_3,ag_i204a_4,ag_i204b_1,ag_i204b_2,ag_i202,ag_i203,ag_i203_oth,ag_i203_1a,ag_i203_1b,ag_i204_1,ag_i204_1oth,ag_i204_2a_1,ag_i204_2a_2,ag_i204_2a_3,ag_i204_2a_4,ag_i204_2b_1,ag_i204_2b_2,ag_i204_3,ag_i204_3_oth,ag_i204_4a_1,ag_i204_4a_2,ag_i204_4a_3,ag_i204_4a_4,ag_i204_4b_1,ag_i204_4b_2,ag_i204_5,ag_i204_6a_1,ag_i204_6a_2,ag_i204_6a_3,ag_i204_6a_4,ag_i204_6b_1,ag_i204_6b_2,ag_i204_7,ag_i204_8a_1,ag_i204_8a_2,ag_i204_8a_3,ag_i204_8a_4,ag_i204_8b_1,ag_i204_8b_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b
104071900283,e1344f0d7ca546feb8196e54862f2066,DG01,2001,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,30000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
104081910019,5ebbbe66932d43d1947485f6b42ee93c,DG01,2006,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,50000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,2,Cultivated,,,,,,,,,
104081910085,fd1f4bf0fb5f4a55b02b01c6e2ae0b93,DG01,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105011970006,2dcdf35d99f247ae97880d0fb61bacb2,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105011970013,e62147afc7ed48ef9fbf348735aa8017,DG01,2013,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,yes,1,,,,2,,yes,1,,,,2,,no,20000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,2,,1,,Fallow,,,,,,,,,
105011970039,25153b50efa54c24b335c502f4c14e73,DG01,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105011970046,c2d52e826e024d919799387bf29cd80e,DG01,2014,1,,,,,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,6000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,,Cultivated,,,,,,,,,
105011970059,025aa6c330234024a159947a74a27cb7,DG01,2001,1,2,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,,yes,1,,,,1,,no,50000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
105011970111,451641988c5e4997a0eb2769423e8225,DG01,,,,,,,,,,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Cultivated,,,,,,,,,
105011980010,c6a20ebc4ab146d0b971bc5b242ec9d4,DG01,,,,,,,,2,OTHER (SPECIFY),GIVEN BY PARENTS,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105011980071,20e8ee8fd4e24923990c39ba6f0cda33,DG01,1972,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,30000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105011980105,7447f0f393ed47d79a8128800a2edcc4,DG01,,,,,,,,1,MOVED IN WITHOUT PERMISSION,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105011980122,de2fe800ded2494981770ca7ef609b02,DG01,,,,,,,,1,MOVED IN WITHOUT PERMISSION,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,Cultivated,,,,,,,,,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,DG01,1994,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,2,,,,,no,150000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105022000014,9b68cedb0d9043a2afc997421b1bf310,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRISH [MALAWI] POTATO,,0,,,,5000,0,Full Year (Rainy & Dimba Seasons),,10,,1,2,Cultivated,,,,,,,,,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105022000072,8a5e4492221e48b3af2d29c709134dc0,DG01,2007,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,1,,no,,,,,1,,no,60000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105022010127,706dc57e5d094975aa145056deb3e74b,DG01,2005,1,,,,1,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,1,,no,20000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
105022010280,1e2ab03feb0b4b8aa6a197b3b874473f,DG01,1984,1,,,,1,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,2000000,70000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,2,,1,,Cultivated,,,,,,,,,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105022030198,e3652b13b7e84c48b696f51de01b79d5,DG01,2002,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
105032050010,1b4b077a74bf45a89ad22082ac4ff153,DG01,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,DG01,2013,1,2,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,1,,yes,1,,,,1,,no,100000,25000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,DG01,,,,,,,,1,MOVED IN WITHOUT PERMISSION,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105032060016,7490a13e8f594768bc8d9fa9b94eec18,DG01,2012,1,2,,,,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,250000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,2,Cultivated,,,,,,,,,
105032060049,430fc75a461d4c64bb3e9092230a9bac,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Cultivated,,,,,,,,,
105032060057,ca795b6a5b7c4834b392d59dbf7a4823,DG01,,,,,,,,2,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Cultivated,,,,,,,,,
105032060091,9a36c4bd2976443cab2ba70aa8fc6f28,DG01,2009,1,,,,1,3,1,PURCHASED WITH TITLE,,,,"YES, OFFER OF LEASE",.,1,,,,1,,SALES RECEIPT,,1,,,,1,,no,,,,,,,no,,,,,,,no,30000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
105042070030,48e83f28d8b9426591c2a2e8446fca35,DG01,2008,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,100000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105052100133,eef8bb38aa394a97915144cbaa33a265,DG01,1999,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,300000,50000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105062110014,55485d16f27649dcb46d9b06961387dc,DG01,2014,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,30000,2000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
105062110028,14c33cc8fde64dfaa9ccec3c1131c109,DG01,1994,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
105062110042,c6d73f63ef1c47fbb3fa5a54fe5ae033,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,DG01,2004,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,25000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105062120029,c730ca40adc241e2a004e599a92afcd5,DG01,1988,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,40000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105062120087,984444435d654380a624ac679abcf2ee,DG01,,,,,,,,1,OTHER (SPECIFY),OPENHIMSELF,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105062120099,d3668aac6ce2407086d39e50836b1d33,DG01,9999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105062120122,8898457296724b959bdb007da8d83a1d,DG01,1993,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,300000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105062120134,c8779802e14d45ad8ecdb6266b29049d,DG01,1979,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,35000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105072130440,809f065358244612afa33340f34e33fc,DG01,1981,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,5,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,400000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,,Cultivated,,,,,,,,,
105072140048,8fa7f51c3dd448b4bc95d5fce4b0444e,DG01,1998,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,50000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105072140060,37b36c1a8b2f4c77b10d19a55d7f3b54,DG01,1965,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,50000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105072140173,19e7cea004b848b6bb8622179de22524,DG01,,,,,,,,1,OTHER (SPECIFY),FOUND IT FREE AND OCCUPIED,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
105072140198,da36ed05591e4042a3fe650d23a409ce,DG01,2004,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,6,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,60000,2000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105082150020,52e28aa88123496a9d1e6c8a77b557ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105082150035,3a853595d2ec462497399771b7c746eb,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,Cultivated,,,,,,,,,
105082150042,ebde2566b4394d87ba71b996d8da3b80,DG01,1986,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,100000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105082150064,14ead7b4140e4ddf92be9113ff85e644,DG01,1989,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,70000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105082150093,3adae65a0a7b4e988e8196b9efac5a2f,DG01,2012,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,40000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,DG01,2014,1,2,5,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,5,,,,no,100000,50000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105102180233,2ef4b1d919264aa0a51f43e57e5e6d3f,DG01,2016,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,20000,2000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105102180269,cd9bb62795ac49e184882a20011838a6,DG01,1998,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,150000,25000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
105202190624,e41faff95818480fad4f0903cda4d66a,DG01,,,,,,,,2,OTHER (SPECIFY),JUSTSTARTCULTIVATEWITHINHOMEPLOT,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Cultivated,,,,,,,,,
107312310059,6608aecf4a574cdeb0d6e03febe82e87,DG01,1986,1,2,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,500000,100000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
107312310084,39a7a77554fb46aea77fa04b4e05511d,DG01,2014,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,no,,,,,,,no,40000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
107312310092,2cab764b77624945b005acee8548bf78,DG01,1981,1,2,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,50000,6000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
107312310109,1ca3cfd159034c80887e8442b417a0da,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,Cultivated,,,,,,,,,
107312310118,63cfe1b29b9b4d61a13dce9b6910e098,DG01,1995,1,,,,1,,2,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,no,,,,,1,,no,,,,,1,,no,10000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,1,,1,,Cultivated,,,,,,,,,
107312310143,67c9863e4d7d4b18b80ea81d3bb666ff,DG01,1996,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,100000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
107312310176,09c5612726d940a8a85feb1bf29b5fbe,DG01,9999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,25000,2500,,,,,,,,,Other (Specify),DIMBA SEASON,3,,1,,Cultivated,,,,,,,,,
107322330071,aa32e4d78e4045d1b3269e8886ae07d6,DG01,2007,1,,,,2,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,2,5,no,1000000,10000,,,,,,,,,Rainy Season,,2,,1,,Fallow,,,,,,,,,
107322330356,8ad703ca8a6749869ff507c6409082f7,DG01,2000,1,,,,6,,1,BRIDE PRICE,,6,,no,.,,,,,,,no,,,,,,,,yes,1,,,,6,,no,,,,,,,no,100000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,6,,1,,Cultivated,,,,,,,,,
107322330427,b2890552d49a4a4ab48e950076ef1af6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107332350254,6ecaaaca0c334faa97c51014ba82c242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107352410029,c236d3544c5749b8bb74fad6f7024eec,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107362440145,81fa5dee0ff6400b8349c3fc4f56a337,DG01,2012,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,500000,30000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
107412490058,6af10d00f72f491ea69e17c0bf43f527,DG01,,,,,,,,2,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,Cultivated,,,,,,,,,
107442510339,6e0b8294b06c401aaf200d5fad665337,DG01,2016,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,150000,9000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
107442520082,e0137e42e6c74d57bde5eb3fd4c09600,DG01,1996,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,150000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
107442520082,e0137e42e6c74d57bde5eb3fd4c09600,DG02,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,0,Full Year (Rainy & Dimba Seasons),,2,,1,2,Cultivated,,,,,,,,,
107442520131,5a1544014f1245d19fe8b4a964f5766b,DG01,1971,1,,,,,,1,PURCHASED WITH TITLE,,,,OTHER (SPECIFY),"""LETTER FROM CHIEF """,1,,,,,,OTHER (SPECIFY),"""LETTER FROM CHIEF """,1,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
107442530118,4b7e499c4f9d4a6ea0be238bfccbd67c,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107442530151,0efdb107d8b14e039f2eeb645acbdda6,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107462540143,267ab6556b174600b175a5d919703467,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomato,,0,,,,16000,0,Other (Specify),DIMBA SEASON,1,,1,2,Cultivated,,,,,,,,,
201012550006,f1d6689bfdaf4b21ba6014def9452bfc,DG01,1997,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,no,,,,,,,no,30000,6000,,,,,,,,,Other (Specify),DIMBA SEASON,,,1,,Cultivated,,,,,,,,,
201012550031,ec3b6568fb374d848e7cf9e5f11dd68a,DG01,1999,1,,,,1,2,1,GIFT FROM NON-HOUSEHOLD MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,,yes,1,,,,1,,no,15000000,50000,,,,,,,,,Rainy Season,,2,,1,2,Cultivated,,,,,,,,,
201012550055,1b47b3b89cff46d7b7094f70acb9527c,DG01,1985,1,,,,1,2,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,1,2,no,60000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,2,1,,Cultivated,,,,,,,,,
201012550061,af53298f2257416d92bb0a6387f4c8b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012550067,1161ff2fdbbc4a879cb140704794f099,DG01,1989,1,,,,2,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,2,,yes,1,,,,2,3,no,20000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,2,3,1,2,Cultivated,,,,,,,,,
201012550080,19a4ad1ab7184fefb2f91a36e4f5b63d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012550086,396d68f1b1da48489dac8327e33716a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012550098,160b7c73d831446e8605cc5a33e6aa0d,DG01,1973,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,10000,,,,,,,,,Rainy Season,,1,,1,,Cultivated,,,,,,,,,
201012550116,982af1324b244f7da701935c3bfbdd2f,DG01,2003,1,2,,,2,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,,,,3,,yes,3,4,5,6,3,,no,20000,1000,,,,,,,,,Rainy Season,,1,,1,2,Cultivated,,,,,,,,,
201012560015,9425ffcdfd06494296c65f0f12121c94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012560171,291996f0c9b541578c75ec3496a3b6ea,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Cultivated,,,,,,,,,
201012560186,6fd0df3794f4442fa7a2382e04058df9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201022570078,53c0809a864843d49a41e9d28c8ecd2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201022570145,b360412d3f1b4420b2be2cf5d6b26b1b,DG01,2014,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,2,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,50000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
201032580088,1cc7f11cde6d4d91b3baaca0a57b4e47,DG01,2005,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,50000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
201062610155,6fe2e77a3b7d4d05b6e93bd2ed4ea0d4,DG01,1995,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,"YES, CERTIFICATE OF LEASE",.,1,,,,1,,OTHER (SPECIFY),will,1,,,,,,no,,,,,1,,yes,1,,,,1,,no,6000000,100000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
201082640186,94c3494bb37744baa4faa9f2150b202e,DG01,1999,1,2,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,30000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
201092650003,8a7d1866762e4c0382ec06935180afb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
