ea_id,com_ce01a,com_ce01a_oth,com_ce01b,com_ce01b_oth,com_ce01c,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_oth,com_ce05b,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08a_oth,com_ce08b,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
30222566,fishing,EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),,,no,,,,,,,yes,RURAL AREAS,500,500,PROFESSIONAL OCCUPATIONS,,,,yes,600,1,day,1/4,600,1,day,3/4
30301567,farming,,fishing,,,,yes,1/2,URBAN CENTRES,farming,,fishing,,no,,3800,4000,,,,,yes,7200,2,week,1/2,7200,2,week,1/2
30301568,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,3/4,URBAN CENTRES,farming,,"FIREWOOD,CHARCOAL SELLING",,no,,500,500,,,,,yes,14400,4,week,1/2,14400,4,week,1/2
30301569,farming,,,,,,yes,3/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,500,1000,,,,,yes,7200,4,week,1/4,7200,4,week,1/2
30302570,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,2000,2000,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
30302571,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,farming,,OTHER (SPECIFY),,yes,RURAL AREAS,300,150,farming,,,,yes,600,1,day,1/4,600,1,day,3/4
30302572,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,fishing,,yes,RURAL AREAS,600,300,farming,,fishing,,yes,600,1,,1/4,600,1,day,3/4
30302573,farming,CASUAL LABOUR UNSPECIFIED(GANYU),fishing,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,RURAL AREAS,farming,,fishing,,yes,URBAN CENTERS,5000,300,fishing,CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,7200,2,week,1/4,7200,2,week,1/4
30302574,farming,,fishing,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,farming,,transport,,no,,500,500,,,,,yes,14000,24,day,ALMOST NONE,14000,24,day,ALMOST NONE
30304575,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,,OTHER (SPECIFY),,no,,500,300,,,,,no,,,,,,,,
30304576,farming,,,,,,yes,1/2,URBAN CENTRES,farming,,"FIREWOOD,CHARCOAL SELLING",,no,,500,500,,,,,yes,14400,4,week,1/2,14400,4,week,1/2
30304577,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,100,100,,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,3/4
30305578,farming,,"BEER BREWING, KACHASU",,,,yes,1/2,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,14400,14400,,,,,no,,,,,,,,
30305579,farming,,"BEER BREWING, KACHASU",,,,no,,,,,,,no,,500,500,,,,,yes,7200,2,week,1/4,7200,2,week,1/4
30305580,farming,,"FIREWOOD,CHARCOAL SELLING",,,,no,,,,,,,no,,500,500,,,,,yes,14400,4,week,1/2,14400,4,week,1/2
30305581,farming,,,,,,no,,,,,,,yes,URBAN CENTERS,500,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
30305582,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,URBAN CENTERS,1000,3000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,14400,4,week,1/4,14400,4,week,1/2
30306583,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,500,500,,,,,yes,7200,2,week,1/4,7200,2,week,1/4
30306584,farming,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,no,,500,400,,,,,yes,600,1,day,1/2,600,1,day,1/2
30306585,farming,,"FIREWOOD,CHARCOAL SELLING",,,,yes,1/2,URBAN CENTRES,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,1500,1000,,,,,yes,7200,3,week,1/2,7200,3,week,1/2
30306586,farming,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,no,,500,300,,,,,yes,600,1,day,1/2,600,1,day,1/2
30306587,farming,,,,,,no,,,,,,,no,,1000,500,,,,,yes,14400,24,day,1/2,14400,24,day,1/4
30306588,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/2,URBAN CENTRES,farming,GANYU,"BEER BREWING, KACHASU",GANYU,no,,500,500,,,,,yes,14400,4,week,1/4,14400,4,week,1/4
30307589,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,500,300,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,3/4
30307590,farming,,"FIREWOOD,CHARCOAL SELLING",,,,yes,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,14400,14400,farming,,,,no,,,,,,,,
30401591,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),no,,,,,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30401592,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,7200,12,day,ALMOST NONE,7200,12,day,ALMOST NONE
30401593,farming,BRICK LAYING,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,500,450,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30401594,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30402595,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,600,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30402596,farming,SAND SELLING,"BEER BREWING, KACHASU",SAND SELLING,OTHER (SPECIFY),SAND SELLING,no,,,,,,,no,,1000,1000,,,,,no,,,,,,,,
30402597,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,800,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30402598,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,RURAL AREAS,PROFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30402599,farming,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,no,,,,,,,no,,1000,1000,,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30403600,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,600,600,,,,,yes,700,1,day,ALMOST NONE,700,1,day,ALMOST NONE
30403601,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/2
30403602,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30403603,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,1000,1000,,,,,yes,7200,12,day,1/4,1000,12,day,1/4
30403604,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,650,650,farming,,,,no,,,,,,,,
30403605,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,600,600,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30403606,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,no,,700,700,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30404607,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,no,,500,500,,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30404608,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,1000,1000,,,,,yes,300,1,day,ALMOST NONE,300,300,day,ALMOST NONE
30404609,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,no,,500,500,,,,,yes,640,1,day,ALMOST NONE,640,1,day,ALMOST NONE
30405610,farming,CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,750,750,,,,,yes,14000,24,day,ALMOST NONE,14000,24,day,ALMOST NONE
30406611,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30406612,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/4
30406613,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,1000,500,,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30420614,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,700,700,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30501615,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,800,450,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30501616,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,1000,1000,farming,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,no,,,,,,,,
30501617,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,ALMOST NONE,URBAN CENTRES,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,750,750,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30501618,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,1000,500,"FIREWOOD,CHARCOAL SELLING",SECURITY,OTHER (SPECIFY),SECURITY,yes,14400,1,month,1/4,14400,1,month,1/4
30501619,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,PROFESSIONAL OCCUPATIONS,,no,,,,,,,yes,URBAN CENTERS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30502620,farming,BRICK LAYING,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,1000,1000,farming,,,,yes,14400,1,month,1/4,14400,1,month,1/4
30502621,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,500,1,day,ALMOST NONE
30503622,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,"FIREWOOD,CHARCOAL SELLING",,yes,URBAN CENTERS,500,500,OTHER (SPECIFY),SECURITY,,,yes,14400,1,month,1/4,14400,1,month,1/4
30503623,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,"FIREWOOD,CHARCOAL SELLING",,yes,RURAL AREAS,1000,650,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30503624,farming,TRANSPORT,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,OTHER (SPECIFY),TRANSPORT,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,650,650,"FIREWOOD,CHARCOAL SELLING",,farming,,yes,14400,1,month,1/4,14400,1,month,1/4
30504625,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,7200,2,week,1/4,7200,2,week,1/2
30504626,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,URBAN CENTERS,500,300,SMALL-SCALE TRADE & SERVICE PROVISION,SECURITY,OTHER (SPECIFY),SECURITY,yes,14400,1,month,1/4,14400,1,month,1/4
30505627,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,650,farming,,,,yes,14400,1,month,1/4,14400,1,month,1/4
30506628,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),"FIREWOOD,CHARCOAL SELLING",CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,800,farming,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,14400,1,month,1/4,14400,1,month,1/4
30506630,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",,OTHER (SPECIFY),,yes,RURAL AREAS,500,500,farming,,,,yes,14400,1,month,1/2,14400,1,month,1/4
30506631,farming,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",,,,yes,RURAL AREAS,450,450,"FIREWOOD,CHARCOAL SELLING",,farming,,no,,,,,,,,
30506632,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,RURAL AREAS,500,500,"FIREWOOD,CHARCOAL SELLING",MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,no,,,,,,,,
30507634,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1500,1000,farming,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,600,1,day,1/4,600,1,day,1/4
30508635,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOR(GANYU),yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30508636,farming,BRICK LAYING,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,yes,14400,1,month,1/4,14400,1,month,1/4
30508637,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,600,600,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30508638,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,550,farming,,CIVIL SERVICE,,yes,14400,1,month,1/4,14400,1,month,1/4
30601639,farming,,"BEER BREWING, KACHASU",,transport,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,OUTSIDE MALAWI,5000,3000,farming,,,,yes,7200,3,week,3/4,7200,3,week,1/4
30601640,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,OUTSIDE MALAWI,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,N.A,OTHER (SPECIFY),N.A,yes,14000,1,month,1/4,14000,1,month,1/4
30601641,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,RURAL AREAS,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,1/2,600,1,day,1/2
30601642,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,500,200,,,,,yes,600,1,day,1/4,600,1,day,1/4
30601643,farming,,"FIREWOOD,CHARCOAL SELLING",,,,no,,,,,,,yes,OUTSIDE MALAWI,450,450,OTHER (SPECIFY),N.A,,,yes,7200,2,week,1/4,7200,2,week,3/4
30601644,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,250,250,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,7200,2,week,ALMOST ALL,7200,2,week,ALMOST ALL
30601645,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,500,500,,,,,yes,600,1,day,1/2,600,1,day,3/4
30601646,farming,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,no,,,,,,,,
30601647,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,farming,,OTHER (SPECIFY),,yes,RURAL AREAS,500,450,CIVIL SERVICE,,farming,,no,,,,,,,,
30601648,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,500,300,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14000,24,day,1/2,14000,24,day,1/2
30602649,farming,,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,600,1,day,1/4,600,1,day,1/4
30602650,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,RURAL AREAS,200,200,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,24,day,1/2,14400,24,day,1/4
30602652,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),no,,,,,,,no,,1000,1000,,,,,yes,14400,1,month,1/2,14400,1,month,3/4
30602653,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,350,350,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,1/2,600,1,day,1/2
30602654,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,300,300,,,,,yes,600,1,day,1/4,600,1,day,1/4
30602655,farming,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,CIVIL SERVICE,BRICK LAYING,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,600,250,farming,,,,yes,7200,2,week,1/4,7200,2,week,1/4
30602656,farming,,"BEER BREWING, KACHASU",,"FIREWOOD,CHARCOAL SELLING",,no,,,,,,,yes,RURAL AREAS,200,200,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,1/2,600,1,day,1/2
30602657,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,"FIREWOOD,CHARCOAL SELLING",CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,14400,24,day,3/4,600,1,day,3/4
