ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04a_oth,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05a_oth,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_oth,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
21087514,MORE MOVED IN,455,65,6,islam,,22,christian,43,,,chewa,,33,yao,22,tumbuka,5,mother,Matrilineal and matrilocal (chikamwini),.,16,Matrilineal and patrilocal (chitengwa),49,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21087515,MORE MOVED IN,5600,800,10,islam,,300,christian,500,,,chewa,,500,yao,200,tumbuka,30,mother,Matrilineal and matrilocal (chikamwini),.,530,Matrilineal and patrilocal (chitengwa),270,,,0,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21087516,MORE MOVED IN,6500,1300,1,islam,,200,christian,1100,,,chewa,,1040,yao,120,tumbuka,60,both,Matrilineal and neolocal,.,250,Patrilineal and neolocal,688,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21088517,MORE MOVED IN,2450,350,9,islam,,5,christian,345,,,chewa,,350,,,,,father,Matrilineal and neolocal,,290,Matrilineal and patrilocal (chitengwa),60,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21088518,MORE MOVED IN,1705,341,10,christian,,341,,,,,chewa,,341,,,,,father,Matrilineal and matrilocal (chikamwini),.,241,Matrilineal and patrilocal (chitengwa),100,,,0,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30101519,MORE MOVED IN,2600,100,2,islam,,80,christian,20,,,chewa,,10,yao,90,,,mother,Matrilineal and matrilocal (chikamwini),.,10,Matrilineal and patrilocal (chitengwa),10,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30101520,MORE MOVED OUT,22922,3530,18,islam,,3478,christian,52,,,chewa,,18,yao,3459,lomwe,46,mother,Matrilineal and matrilocal (chikamwini),,2530,Matrilineal and patrilocal (chitengwa),100,,,135,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,1/2
30101521,MORE MOVED IN,2280,486,5,islam,,186,christian,300,,,chewa,,300,yao,186,,,mother,Matrilineal and matrilocal (chikamwini),.,186,Matrilineal and patrilocal (chitengwa),300,,,10,farming,,Steeply sloping,1/4,3/4,ALMOST NONE,ALMOST ALL
30102522,MORE MOVED IN,4000,1000,20,islam,,600,christian,400,,,yao,,700,lomwe,200,sena,100,mother,Matrilineal and matrilocal (chikamwini),.,550,Matrilineal and patrilocal (chitengwa),450,,,700,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
30102523,MORE MOVED OUT,2700,782,0,islam,,542,christian,240,,,chewa,,240,yao,542,,,mother,Matrilineal and matrilocal (chikamwini),.,371,Matrilineal and patrilocal (chitengwa),371,,,20,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30103525,MORE MOVED IN,2300,640,0,traditional,,65,islam,75,christian,500,chewa,,640,,,,,mother,Matrilineal and matrilocal (chikamwini),.,540,Matrilineal and patrilocal (chitengwa),100,,,20,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
30103526,MORE MOVED IN,13846,1929,21,islam,,470,christian,1459,,,chewa,,890,yao,400,tumbuka,269,mother,Matrilineal and matrilocal (chikamwini),.,1000,Matrilineal and patrilocal (chitengwa),929,,,23,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30103527,MORE MOVED IN,2000,300,10,islam,,72,christian,228,,,chewa,,250,yao,50,,,mother,Matrilineal and matrilocal (chikamwini),.,250,Matrilineal and patrilocal (chitengwa),50,,,30,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
30103528,MORE MOVED IN,28000,2770,200,islam,,692,christian,2078,,,chewa,,1100,yao,870,tumbuka,800,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),2570,,,60,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
30104529,MORE MOVED IN,1110,360,0,islam,,340,christian,20,,,yao,,360,,,,,mother,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),30,,,28,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30104530,MORE MOVED OUT,5800,1400,200,islam,,1345,christian,55,,,chewa,,70,yao,1300,lomwe,30,mother,Matrilineal and matrilocal (chikamwini),,1200,Matrilineal and patrilocal (chitengwa),200,,,500,farming,,Both flat &amp; hilly,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL
30105531,MORE MOVED OUT,3880,1125,7,islam,,377,christian,748,,,chewa,,342,yao,614,lomwe,169,mother,Matrilineal and matrilocal (chikamwini),.,1050,Matrilineal and patrilocal (chitengwa),70,,,68,farming,,Steeply sloping,ALMOST NONE,1/2,ALMOST NONE,3/4
30105532,MORE MOVED OUT,8032,792,12,islam,,777,christian,15,,,chewa,,9,yao,764,tumbuka,2,mother,Matrilineal and matrilocal (chikamwini),,520,Matrilineal and patrilocal (chitengwa),272,,,320,SQUATTER SETTLEMENT,,Moderately sloping,ALMOST NONE,1/2,ALMOST NONE,3/4
30106533,MORE MOVED IN,1836,400,6,islam,,400,,,,,yao,,400,,,,,mother,Matrilineal and matrilocal (chikamwini),.,350,Matrilineal and patrilocal (chitengwa),50,,,15,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30106534,MORE MOVED IN,5936,1446,29,islam,,1376,christian,70,,,chewa,,56,yao,1300,lomwe,90,mother,Matrilineal and matrilocal (chikamwini),.,900,Matrilineal and patrilocal (chitengwa),546,,,800,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/2,ALMOST ALL
30106535,MORE MOVED IN,3000,350,1,islam,,260,christian,90,,,chewa,,260,yao,90,,,mother,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),300,,,25,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30106536,MORE MOVED IN,5000,658,108,islam,,450,christian,208,,,chewa,,140,yao,380,lomwe,138,mother,Matrilineal and matrilocal (chikamwini),,450,Matrilineal and patrilocal (chitengwa),208,,,150,farming,,Steeply sloping,ALMOST NONE,1/2,ALMOST NONE,3/4
30107537,MORE MOVED IN,2500,300,0,islam,,300,,,,,yao,,300,,,,,mother,Matrilineal and matrilocal (chikamwini),.,290,Matrilineal and patrilocal (chitengwa),10,,,5,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30108538,MORE MOVED IN,4500,1200,12,islam,,900,christian,300,,,yao,,900,tumbuka,200,lomwe,100,mother,Matrilineal and matrilocal (chikamwini),.,850,Matrilineal and patrilocal (chitengwa),350,,,50,farming,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30108539,MORE MOVED OUT,3200,400,0,islam,,350,christian,50,,,chewa,,30,yao,350,tumbuka,20,mother,Matrilineal and matrilocal (chikamwini),.,150,Matrilineal and patrilocal (chitengwa),250,,,80,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
30109540,MORE MOVED IN,5694,1336,205,islam,,1315,christian,21,,,chewa,,5,yao,1316,lomwe,15,mother,Matrilineal and matrilocal (chikamwini),,1111,Matrilineal and patrilocal (chitengwa),225,,,340,SQUATTER SETTLEMENT,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
30120541,MORE MOVED IN,15000,8000,22,islam,,6000,christian,2000,,,nyanja,,2000,yao,4500,tumbuka,500,mother,Matrilineal and neolocal,,1000,Matrilineal and matrilocal (chikamwini),2500,Matrilineal and patrilocal (chitengwa),3500,2500,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30121542,MORE MOVED IN,6498,798,12,islam,,279,christian,519,,,nyanja,,439,yao,210,tumbuka,80,mother,Matrilineal and matrilocal (chikamwini),.,3510,Matrilineal and patrilocal (chitengwa),1170,,,26,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30201543,MORE MOVED IN,10692,1278,11,islam,,959,christian,319,,,nyanja,,500,yao,703,lomwe,75,mother,Matrilineal and matrilocal (chikamwini),.,1201,Matrilineal and patrilocal (chitengwa),77,,,426,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30201544,MORE MOVED IN,4200,700,10,islam,,400,christian,300,,,chewa,,60,yao,490,lomwe,150,mother,Matrilineal and matrilocal (chikamwini),,400,,,,,80,farming,,Slightly sloping,1/4,1/4,1/4,3/4
30201545,MORE MOVED OUT,16128,2688,4,islam,,672,christian,2016,,,yao,,672,lomwe,2016,,,mother,Matrilineal and matrilocal (chikamwini),.,2016,Matrilineal and patrilocal (chitengwa),672,,,50,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30201546,MORE MOVED OUT,2420,484,10,islam,,121,christian,363,,,chewa,,182,yao,181,lomwe,121,mother,Matrilineal and matrilocal (chikamwini),.,284,Matrilineal and patrilocal (chitengwa),100,,,50,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/2,3/4
30202547,MORE MOVED IN,11364,1894,9,islam,,474,christian,1420,,,chewa,,18,yao,1281,lomwe,595,mother,Matrilineal and matrilocal (chikamwini),.,1830,Matrilineal and patrilocal (chitengwa),64,,,15,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30202548,MORE MOVED OUT,1400,486,4,islam,,324,christian,162,,,chewa,,162,yao,324,,,mother,Matrilineal and matrilocal (chikamwini),,324,,,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30203549,MORE MOVED IN,2222,370,2,islam,,317,christian,52,none,1,chewa,,107,yao,201,lomwe,62,mother,Matrilineal and matrilocal (chikamwini),.,315,Matrilineal and patrilocal (chitengwa),20,,,234,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30203550,MORE MOVED IN,6027,861,1,islam,,646,christian,215,,,nyanja,,62,yao,649,lomwe,150,mother,Matrilineal and matrilocal (chikamwini),.,431,Matrilineal and patrilocal (chitengwa),430,,,646,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30203551,MORE MOVED IN,1026,171,7,islam,,86,christian,85,,,yao,,86,lomwe,85,,,mother,Matrilineal and matrilocal (chikamwini),.,147,Matrilineal and patrilocal (chitengwa),24,,,15,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
30203552,MORE MOVED OUT,4156,2340,0,islam,,2299,christian,41,,,yao,,2299,lomwe,41,,,mother,Matrilineal and matrilocal (chikamwini),,1892,Matrilineal and patrilocal (chitengwa),448,,,46,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30203553,MORE MOVED OUT,800,400,10,islam,,200,christian,200,,,chewa,,50,yao,350,,,mother,Matrilineal and matrilocal (chikamwini),.,400,,,,,17,farming,,Flat,1/2,1/4,1/2,1/2
30203554,MORE MOVED IN,3980,995,0,islam,,295,christian,700,,,nyanja,,205,yao,75,lomwe,715,mother,Matrilineal and matrilocal (chikamwini),,945,Matrilineal and patrilocal (chitengwa),50,,,454,OTHER (SPECIFY),FISHING,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30204555,MORE MOVED IN,1640,641,0,islam,,477,christian,164,,,nyanja,,503,yao,96,lomwe,42,mother,Matrilineal and matrilocal (chikamwini),.,263,Matrilineal and patrilocal (chitengwa),65,,,9,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30205556,MORE MOVED IN,6000,2118,20,islam,,300,christian,1818,,,nyanja,,2078,yao,40,,,mother,Matrilineal and matrilocal (chikamwini),,478,Patrilineal and neolocal,240,,,15,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30206557,MORE MOVED OUT,6558,1093,9,islam,,546,christian,547,,,yao,,546,lomwe,547,,,mother,Matrilineal and matrilocal (chikamwini),.,820,Matrilineal and patrilocal (chitengwa),273,,,32,farming,,Flat,ALMOST NONE,3/4,ALMOST NONE,3/4
30206558,MORE MOVED IN,1515,437,5,islam,,400,christian,37,,,chewa,,37,yao,400,,,mother,Matrilineal and matrilocal (chikamwini),.,430,Matrilineal and patrilocal (chitengwa),7,,,5,farming,,Slightly sloping,1/4,ALMOST NONE,1/2,3/4
30207559,MORE MOVED IN,6066,1011,0,islam,,505,christian,506,,,nyanja,,759,yao,252,,,mother,Matrilineal and matrilocal (chikamwini),.,759,Matrilineal and patrilocal (chitengwa),252,,,110,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30207560,MORE MOVED OUT,7645,1547,90,islam,,500,christian,1047,,,chewa,,1387,yao,80,lomwe,80,mother,Matrilineal and matrilocal (chikamwini),,1547,,,,,300,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4
30207561,MORE MOVED IN,4340,620,0,islam,,465,christian,155,,,chewa,,200,yao,415,lomwe,5,mother,Matrilineal and matrilocal (chikamwini),.,581,Matrilineal and patrilocal (chitengwa),39,,,155,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
30208562,MORE MOVED IN,3705,741,0,islam,,371,christian,370,,,nyanja,,556,yao,185,,,mother,Matrilineal and matrilocal (chikamwini),.,719,Matrilineal and patrilocal (chitengwa),22,,,30,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,ALMOST NONE,3/4
30209563,MORE MOVED IN,19460,2780,2,islam,,2085,christian,695,,,chewa,,50,yao,2580,lomwe,150,mother,Matrilineal and matrilocal (chikamwini),.,2760,Matrilineal and patrilocal (chitengwa),20,,,1390,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
30212564,MORE MOVED OUT,3314,456,0,islam,,45,christian,411,,,chewa,,70,yao,366,lomwe,20,mother,Matrilineal and matrilocal (chikamwini),,446,Matrilineal and patrilocal (chitengwa),10,,,228,farming,,Both flat &amp; hilly,1/4,1/2,ALMOST NONE,1/4
30212565,MORE MOVED OUT,11600,2320,15,islam,,1740,christian,580,,,chewa,,30,yao,2290,,,mother,Matrilineal and matrilocal (chikamwini),.,2282,Matrilineal and patrilocal (chitengwa),38,,,1110,farming,,Both flat &amp; hilly,ALMOST NONE,1/4,ALMOST NONE,3/4
30222566,MORE MOVED OUT,6075,1352,32,islam,,451,christian,901,,,chewa,,671,yao,671,lomwe,10,mother,Matrilineal and matrilocal (chikamwini),.,1252,Matrilineal and patrilocal (chitengwa),100,,,50,farming,,Flat,1/4,ALMOST NONE,3/4,3/4
30301567,MORE MOVED IN,10000,1400,4,islam,,600,christian,800,,,chewa,,1000,yao,300,ngoni,100,mother,Matrilineal and matrilocal (chikamwini),.,1000,Matrilineal and patrilocal (chitengwa),400,,,28,farming,,Flat,3/4,1/4,1/2,3/4
30301568,MORE MOVED OUT,550,300,16,islam,,150,christian,150,,,chewa,,200,yao,50,lomwe,50,mother,Matrilineal and matrilocal (chikamwini),.,300,,,,,12,farming,,Flat,ALMOST NONE,1/2,1/4,3/4
30301569,MORE MOVED IN,8000,3000,2,islam,,500,christian,2500,,,chewa,,2700,yao,300,,,mother,Matrilineal and matrilocal (chikamwini),,8000,,,,,5,farming,,Flat,1/4,1/2,1/4,ALMOST ALL
30302570,MORE MOVED OUT,4000,250,10,islam,,100,christian,150,,,chewa,,250,,,,,mother,Matrilineal and matrilocal (chikamwini),.,250,,,,,0,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
30302571,MORE MOVED IN,2580,430,7,islam,,107,christian,323,,,nyanja,,423,yao,7,,,mother,Matrilineal and matrilocal (chikamwini),.,306,Matrilineal and patrilocal (chitengwa),24,,,2,farming,,Both flat &amp; hilly,ALMOST NONE,3/4,ALMOST NONE,3/4
30302572,MORE MOVED IN,4787,641,4487,islam,,25,christian,616,,,nyanja,,625,yao,6,lomwe,10,mother,Matrilineal and matrilocal (chikamwini),.,321,Matrilineal and patrilocal (chitengwa),320,,,12,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
30302573,MORE MOVED IN,9000,500,4,islam,,10,christian,490,,,chewa,,500,,,,,mother,Matrilineal and matrilocal (chikamwini),,500,,,,,2,farming,,Flat,1/2,ALMOST NONE,1/2,1/2
30302574,MORE MOVED IN,3096,516,5,islam,,129,christian,387,,,nyanja,,258,lomwe,258,,,mother,Matrilineal and matrilocal (chikamwini),.,495,Matrilineal and patrilocal (chitengwa),21,,,6,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30304575,MORE MOVED OUT,426,71,0,islam,,18,christian,53,,,yao,,71,,,,,mother,Matrilineal and matrilocal (chikamwini),.,67,Matrilineal and patrilocal (chitengwa),4,,,4,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
30304576,MORE MOVED OUT,6000,3000,11,islam,,1000,christian,2000,,,chewa,,2000,yao,1000,,,mother,Matrilineal and matrilocal (chikamwini),.,300,,,,,4,farming,,Both flat &amp; hilly,1/2,ALMOST NONE,1/2,3/4
30304577,MORE MOVED OUT,1920,480,3,islam,,14,christian,466,,,yao,,30,tumbuka,3,lomwe,447,mother,Matrilineal and matrilocal (chikamwini),,425,Matrilineal and patrilocal (chitengwa),55,,,3,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30305578,MORE MOVED OUT,5000,3000,12,islam,,1500,christian,1500,,,chewa,,1000,yao,2000,,,mother,Matrilineal and matrilocal (chikamwini),.,3000,,,,,0,farming,,Both flat &amp; hilly,1/2,ALMOST NONE,ALMOST NONE,3/4
30305579,ABOUT THE SAME OF BOTH,4500,2000,12,islam,,1000,christian,1000,,,chewa,,1500,yao,500,,,mother,Matrilineal and matrilocal (chikamwini),.,3000,,,,,8,farming,,Flat,1/2,3/4,ALMOST NONE,ALMOST ALL
30305580,MORE MOVED OUT,3000,150,7,islam,,50,christian,100,,,chewa,,50,yao,50,lomwe,50,mother,Matrilineal and matrilocal (chikamwini),.,150,,,,,4,farming,,Slightly sloping,3/4,ALMOST NONE,ALMOST ALL,3/4
30305581,MORE MOVED IN,3471,3417,5,islam,,1417,christian,2000,,,chewa,,3417,,,,,mother,Matrilineal and matrilocal (chikamwini),,3417,,,,,6,farming,,Flat,1/2,3/4,1/4,ALMOST ALL
30305582,MORE MOVED IN,6000,3000,5,islam,,1000,christian,2000,,,chewa,,2000,yao,1000,,,mother,Matrilineal and matrilocal (chikamwini),.,3000,,,,,2,farming,,Flat,1/2,ALMOST NONE,1/2,3/4
30306583,MORE MOVED OUT,4000,2000,2,islam,,1000,christian,1000,,,chewa,,500,yao,1500,,,mother,Matrilineal and matrilocal (chikamwini),.,1900,Matrilineal and patrilocal (chitengwa),10,,,15,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,1/2
30306584,MORE MOVED OUT,3003,429,0,islam,,107,christian,322,,,nyanja,,322,yao,107,,,mother,Matrilineal and matrilocal (chikamwini),.,322,Matrilineal and patrilocal (chitengwa),107,,,10,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
30306585,MORE MOVED IN,2500,750,4,islam,,500,christian,250,,,chewa,,100,yao,650,,,mother,Matrilineal and matrilocal (chikamwini),,500,,,,,2,farming,,Flat,1/2,3/4,1/4,3/4
30306586,MORE MOVED IN,3906,558,16,islam,,139,christian,419,,,yao,,274,lomwe,274,ngoni,5,mother,Matrilineal and matrilocal (chikamwini),.,448,Matrilineal and patrilocal (chitengwa),10,,,10,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/2,3/4
30306587,MORE MOVED OUT,400,300,6,christian,,300,,,,,chewa,,150,lomwe,150,,,mother,Matrilineal and matrilocal (chikamwini),,200,,,,,0,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
30306588,MORE MOVED OUT,600,200,9,islam,,50,christian,150,,,chewa,,150,yao,50,,,mother,Matrilineal and matrilocal (chikamwini),.,200,,,,,6,OTHER (SPECIFY),SMALLBUSINESS,Both flat &amp; hilly,1/4,1/2,1/4,3/4
30307589,MORE MOVED IN,3000,537,0,islam,,71,christian,466,,,chewa,,15,yao,522,,,mother,Matrilineal and matrilocal (chikamwini),,510,Matrilineal and patrilocal (chitengwa),27,,,4,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30307590,MORE MOVED OUT,20000,10000,2,islam,,3000,christian,7000,,,chewa,,4000,yao,1000,tumbuka,2500,father,Matrilineal and patrilocal (chitengwa),.,10000,,,,,6,farming,,Both flat &amp; hilly,ALMOST NONE,3/4,1/2,3/4
30401591,ABOUT THE SAME OF BOTH,765,171,1,islam,,10,christian,161,,,chewa,,161,yao,10,,,mother,Matrilineal and matrilocal (chikamwini),.,63,Matrilineal and patrilocal (chitengwa),5,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30401592,MORE MOVED IN,2590,370,0,islam,,50,christian,310,none,10,chewa,,215,yao,120,lomwe,20,mother,Matrilineal and neolocal,,103,Matrilineal and matrilocal (chikamwini),217,Matrilineal and patrilocal (chitengwa),20,10,farming,,Slightly sloping,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL
30401593,MORE MOVED OUT,949,157,1,islam,RASTAFARIANISM,3,christian,152,OTHER RELIGION,2,chewa,,150,yao,7,,,mother,Matrilineal and matrilocal (chikamwini),.,95,Matrilineal and patrilocal (chitengwa),5,,,1,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30401594,ABOUT THE SAME OF BOTH,312,72,1,islam,,57,christian,15,,,chewa,,15,yao,57,,,mother,Matrilineal and matrilocal (chikamwini),.,54,Matrilineal and patrilocal (chitengwa),8,,,2,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30402595,MORE MOVED IN,2979,584,0,islam,,83,christian,495,none,6,chewa,,456,yao,65,lomwe,63,mother,Matrilineal and matrilocal (chikamwini),.,409,Matrilineal and patrilocal (chitengwa),29,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30402596,ABOUT THE SAME OF BOTH,1920,234,0,islam,,2,christian,232,,,chewa,,224,yao,10,,,mother,Matrilineal and neolocal,,4,Matrilineal and matrilocal (chikamwini),214,Matrilineal and patrilocal (chitengwa),16,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30402597,ABOUT THE SAME OF BOTH,1070,214,3,islam,RASTAFARIANISM,6,christian,207,OTHER RELIGION,1,chewa,,150,yao,59,lomwe,5,mother,Matrilineal and matrilocal (chikamwini),.,156,Matrilineal and patrilocal (chitengwa),7,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30402598,ABOUT THE SAME OF BOTH,380,54,3,islam,,1,christian,53,,,chewa,,52,lomwe,2,,,mother,Matrilineal and matrilocal (chikamwini),.,36,Matrilineal and patrilocal (chitengwa),6,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30402599,MORE MOVED IN,2761,674,5,islam,,69,christian,604,none,1,chewa,,605,yao,69,,,mother,Matrilineal and matrilocal (chikamwini),.,487,Matrilineal and patrilocal (chitengwa),9,,,5,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30403600,MORE MOVED OUT,1932,322,3,islam,,39,christian,263,none,20,chewa,,255,yao,57,tumbuka,4,mother,Matrilineal and matrilocal (chikamwini),,201,Matrilineal and patrilocal (chitengwa),12,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30403601,MORE MOVED IN,1730,402,0,islam,,102,christian,300,,,chewa,,2,yao,82,tumbuka,1,mother,Matrilineal and matrilocal (chikamwini),.,392,Matrilineal and patrilocal (chitengwa),10,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30403602,ABOUT THE SAME OF BOTH,340,68,0,christian,,68,,,,,chewa,,68,,,,,mother,Matrilineal and matrilocal (chikamwini),,50,Matrilineal and patrilocal (chitengwa),2,,,0,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30403603,MORE MOVED IN,480,250,3,islam,,5,christian,241,none,4,chewa,,226,yao,4,lomwe,20,mother,Matrilineal and matrilocal (chikamwini),.,245,Matrilineal and patrilocal (chitengwa),5,,,2,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30403604,MORE MOVED OUT,2560,502,1,islam,,10,christian,460,none,32,chewa,,480,yao,4,lomwe,18,mother,Matrilineal and neolocal,,5,Matrilineal and matrilocal (chikamwini),423,Matrilineal and patrilocal (chitengwa),4,0,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
30403605,ABOUT THE SAME OF BOTH,2370,395,0,islam,,5,christian,390,,,chewa,,238,yao,5,lomwe,152,mother,Matrilineal and matrilocal (chikamwini),.,271,Matrilineal and patrilocal (chitengwa),5,,,6,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30403606,MORE MOVED IN,799,136,1,islam,,45,christian,90,none,1,chewa,,61,yao,60,lomwe,15,mother,Matrilineal and matrilocal (chikamwini),.,96,Matrilineal and patrilocal (chitengwa),10,,,3,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30404607,ABOUT THE SAME OF BOTH,823,201,0,islam,,8,christian,193,,,chewa,,157,yao,2,lomwe,42,mother,Matrilineal and matrilocal (chikamwini),.,151,Matrilineal and patrilocal (chitengwa),7,,,0,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30404608,ABOUT THE SAME OF BOTH,1050,175,1,islam,,7,christian,168,,,chewa,,105,yao,20,lomwe,50,mother,Matrilineal and matrilocal (chikamwini),,175,,,,,7,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30404609,MORE MOVED IN,2368,395,2,islam,,146,christian,249,,,chewa,,243,yao,113,lomwe,39,mother,Matrilineal and matrilocal (chikamwini),.,289,Matrilineal and patrilocal (chitengwa),11,,,2,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30405610,ABOUT THE SAME OF BOTH,2114,369,0,islam,,8,christian,361,,,chewa,,246,nyanja,110,yao,8,mother,Matrilineal and matrilocal (chikamwini),.,262,Matrilineal and patrilocal (chitengwa),12,,,0,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
30406611,MORE MOVED IN,764,190,0,islam,,11,christian,179,,,chewa,,133,yao,42,lomwe,15,mother,Matrilineal and neolocal,.,10,Matrilineal and matrilocal (chikamwini),121,Matrilineal and patrilocal (chitengwa),23,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
