ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc04a_oth,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc05a_oth,com_cc06,com_cc07a,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc07a_oth,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
21055463,MORE MOVED IN,4000,1100,0,ISLAM,100,CHRISTIAN,1000,,,,CHEWA,800,YAO,100,TUMBUKA,200,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),1000,,,,20,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21066464,MORE MOVED IN,7860,450,0,ISLAM,150,CHRISTIAN,250,NONE,50,,CHEWA,200,NYANJA,100,YAO,100,,MOTHER,Matrilineal and neolocal,400,Patrilineal and neolocal,50,,,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21066465,MORE MOVED IN,3500,700,15,TRADITIONAL,10,ISLAM,200,CHRISTIAN,490,,CHEWA,500,YAO,150,TUMBUKA,30,,MOTHER,Matrilineal and matrilocal (chikamwini),500,Matrilineal and patrilocal (chitengwa),200,,,,6,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21066466,MORE MOVED IN,3690,410,2,TRADITIONAL,20,ISLAM,180,CHRISTIAN,210,,CHEWA,200,YAO,80,LOMWE,90,,BOTH,Matrilineal and neolocal,250,Matrilineal and matrilocal (chikamwini),100,Patrilineal and neolocal,60,,2,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21066467,MORE MOVED IN,8500,1250,0,TRADITIONAL,100,ISLAM,50,CHRISTIAN,1100,,CHEWA,1200,YAO,50,,,,BOTH,Matrilineal and matrilocal (chikamwini),550,Matrilineal and patrilocal (chitengwa),700,,,,5,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21068468,MORE MOVED IN,2568,350,0,ISLAM,40,CHRISTIAN,280,NONE,30,,CHEWA,200,YAO,40,TUMBUKA,30,,BOTH,Matrilineal and neolocal,310,Patrilineal and neolocal,40,,,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21074469,MORE MOVED IN,4000,671,20,TRADITIONAL,171,ISLAM,150,CHRISTIAN,350,,CHEWA,500,YAO,100,TUMBUKA,50,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),471,,,,20,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21074470,MORE MOVED IN,2040,500,0,ISLAM,150,CHRISTIAN,350,,,,CHEWA,200,YAO,100,LOMWE,100,,MOTHER,Matrilineal and neolocal,400,Patrilineal and neolocal,100,,,,2,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21075471,MORE MOVED IN,4900,450,0,TRADITIONAL,20,ISLAM,50,CHRISTIAN,380,,CHEWA,400,YAO,30,TUMBUKA,20,,MOTHER,Matrilineal and neolocal,430,Patrilineal and neolocal,20,,,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21079472,MORE MOVED IN,6000,650,0,ISLAM,250,CHRISTIAN,400,,,,CHEWA,300,YAO,50,TUMBUKA,150,,BOTH,Matrilineal and neolocal,400,Patrilineal and neolocal,250,,,,0,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21080473,MORE MOVED IN,7582,460,10,TRADITIONAL,10,ISLAM,100,CHRISTIAN,320,,CHEWA,280,YAO,50,TUMBUKA,30,,BOTH,Matrilineal and neolocal,350,Patrilineal and neolocal,110,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21080474,MORE MOVED IN,16000,3800,20,TRADITIONAL,10,ISLAM,500,CHRISTIAN,3290,,CHEWA,2750,YAO,300,TUMBUKA,150,,MOTHER,Matrilineal and neolocal,3000,Patrilineal and neolocal,800,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21080475,MORE MOVED IN,11500,480,3,TRADITIONAL,30,ISLAM,130,CHRISTIAN,250,,CHEWA,300,YAO,100,TUMBUKA,30,,MOTHER,Matrilineal and neolocal,430,Patrilineal and neolocal,50,,,,0,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21081476,MORE MOVED IN,2500,2000,0,ISLAM,600,CHRISTIAN,1400,,,,CHEWA,1000,YAO,400,TUMBUKA,200,,MOTHER,Matrilineal and neolocal,1500,Patrilineal and neolocal,500,,,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21083477,MORE MOVED IN,5500,278,0,ISLAM,100,CHRISTIAN,178,,,,CHEWA,200,YAO,60,TUMBUKA,10,,MOTHER,Matrilineal and neolocal,150,Matrilineal and matrilocal (chikamwini),90,Patrilineal and neolocal,38,,7,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21085478,MORE MOVED IN,3750,650,0,TRADITIONAL,550,CHRISTIAN,100,,,,CHEWA,650,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),600,,,,20,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21086479,MORE MOVED IN,12700,650,0,ISLAM,150,CHRISTIAN,400,NONE,100,,CHEWA,500,YAO,50,TUMBUKA,50,,BOTH,Matrilineal and neolocal,600,Patrilineal and neolocal,50,,,,8,SQUATTER SETTLEMENT,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21086480,MORE MOVED IN,5600,750,20,ISLAM,300,CHRISTIAN,450,,,,CHEWA,400,YAO,300,TUMBUKA,50,,BOTH,Matrilineal and matrilocal (chikamwini),500,Matrilineal and patrilocal (chitengwa),250,,,,70,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21086481,MORE MOVED IN,2680,270,0,TRADITIONAL,3,ISLAM,20,CHRISTIAN,227,,CHEWA,200,NYANJA,15,YAO,30,,MOTHER,Matrilineal and neolocal,200,Patrilineal and neolocal,70,,,,1,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21087482,ABOUT THE SAME OF BOTH,5000,400,0,ISLAM,150,CHRISTIAN,250,,,,CHEWA,400,,,,,,BOTH,Patrilineal and neolocal,400,,,,,,10,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21087483,MORE MOVED IN,5500,1750,0,ISLAM,1000,CHRISTIAN,750,,,,CHEWA,1250,YAO,500,,,,MOTHER,Matrilineal and matrilocal (chikamwini),700,Matrilineal and patrilocal (chitengwa),1050,,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21088484,MORE MOVED IN,1552,291,3,TRADITIONAL,10,ISLAM,50,CHRISTIAN,200,,CHEWA,235,YAO,30,LOMWE,10,,BOTH,Matrilineal and neolocal,200,Matrilineal and patrilocal (chitengwa),70,Patrilineal and neolocal,21,,3,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30101485,MORE MOVED IN,12080,1510,0,ISLAM,1132,CHRISTIAN,378,,,,CHEWA,378,YAO,1132,,,,MOTHER,Matrilineal and neolocal,200,Matrilineal and matrilocal (chikamwini),982,Matrilineal and patrilocal (chitengwa),328,,1132,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
30101486,MORE MOVED IN,5340,890,1,ISLAM,667,CHRISTIAN,223,,,,CHEWA,140,YAO,300,TUMBUKA,250,,MOTHER,Matrilineal and matrilocal (chikamwini),534,Matrilineal and patrilocal (chitengwa),356,,,,15,FARMING,,Both flat &amp; hilly,3/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
30101487,MORE MOVED OUT,12229,1747,18,ISLAM,1310,CHRISTIAN,437,,,,CHEWA,437,YAO,1310,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1310,Matrilineal and patrilocal (chitengwa),437,,,,437,FARMING,,Both flat &amp; hilly,ALMOST NONE,3/4,3/4,3/4
30102488,MORE MOVED IN,4580,2560,6,ISLAM,2300,CHRISTIAN,260,,,,NYANJA,60,YAO,2500,,,,MOTHER,Matrilineal and matrilocal (chikamwini),2400,Matrilineal and patrilocal (chitengwa),160,,,,180,FARMING,,Moderately sloping,1/4,ALMOST NONE,1/4,3/4
30102489,MORE MOVED OUT,834,139,0,ISLAM,70,CHRISTIAN,69,,,,CHEWA,88,YAO,22,LOMWE,29,,MOTHER,Matrilineal and matrilocal (chikamwini),104,Matrilineal and patrilocal (chitengwa),35,,,,3,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4
30103490,MORE MOVED OUT,2121,303,0,ISLAM,227,CHRISTIAN,76,,,,CHEWA,5,YAO,296,LOMWE,2,,MOTHER,Matrilineal and matrilocal (chikamwini),227,Matrilineal and patrilocal (chitengwa),76,,,,227,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,ALMOST NONE,3/4
30104491,MORE MOVED IN,2268,324,0,TRADITIONAL,50,ISLAM,31,CHRISTIAN,243,,NYANJA,81,OTHER,243,,,WIZA,MOTHER,Matrilineal and matrilocal (chikamwini),162,Matrilineal and patrilocal (chitengwa),162,,,,11,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,ALMOST NONE,3/4
30104492,MORE MOVED IN,5299,757,7,ISLAM,378,CHRISTIAN,379,,,,NYANJA,378,YAO,379,,,,MOTHER,Matrilineal and matrilocal (chikamwini),378,Matrilineal and patrilocal (chitengwa),379,,,,7,FARMING,,Slightly sloping,1/4,ALMOST NONE,3/4,3/4
30104493,MORE MOVED IN,810,135,1,ISLAM,68,CHRISTIAN,67,,,,YAO,12,LOMWE,105,NGONI,10,,FATHER,Matrilineal and matrilocal (chikamwini),125,Matrilineal and patrilocal (chitengwa),10,,,,3,FARMING,,Both flat &amp; hilly,3/4,ALMOST NONE,ALMOST NONE,3/4
30105494,MORE MOVED OUT,4240,530,3,ISLAM,480,CHRISTIAN,50,,,,CHEWA,50,YAO,480,,,,MOTHER,Matrilineal and matrilocal (chikamwini),265,Matrilineal and patrilocal (chitengwa),265,,,,20,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
30105495,MORE MOVED IN,8750,1250,5,ISLAM,1250,,,,,,YAO,1250,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),937,Matrilineal and patrilocal (chitengwa),313,,,,625,SQUATTER SETTLEMENT,,Steeply sloping,ALMOST NONE,3/4,ALMOST NONE,3/4
30106496,MORE MOVED OUT,5642,806,14,ISLAM,725,CHRISTIAN,81,,,,YAO,564,LOMWE,242,,,,MOTHER,Matrilineal and matrilocal (chikamwini),644,Matrilineal and patrilocal (chitengwa),162,,,,80,FARMING,,Slightly sloping,ALMOST NONE,1/4,1/4,3/4
30106497,MORE MOVED IN,4764,794,10,ISLAM,595,CHRISTIAN,199,,,,NYANJA,250,YAO,504,LOMWE,40,,MOTHER,Matrilineal and matrilocal (chikamwini),564,Matrilineal and patrilocal (chitengwa),230,,,,595,FARMING,,Steeply sloping,ALMOST NONE,3/4,1/4,3/4
30106498,MORE MOVED OUT,185,760,8,ISLAM,570,CHRISTIAN,190,,,,CHEWA,40,YAO,620,LOMWE,100,,FATHER,Matrilineal and matrilocal (chikamwini),730,Matrilineal and patrilocal (chitengwa),30,,,,380,FARMING,,Both flat &amp; hilly,1/4,3/4,ALMOST NONE,3/4
30107499,MORE MOVED IN,12272,1534,43,ISLAM,1150,CHRISTIAN,384,,,,CHEWA,384,YAO,1150,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1150,Matrilineal and patrilocal (chitengwa),384,,,,50,FARMING,,Flat,ALMOST NONE,ALMOST NONE,3/4,3/4
30107500,MORE MOVED IN,4480,720,22,ISLAM,540,CHRISTIAN,180,,,,CHEWA,360,YAO,360,,,,MOTHER,Matrilineal and matrilocal (chikamwini),665,Matrilineal and patrilocal (chitengwa),55,,,,360,FARMING,,Flat,1/4,ALMOST NONE,1/2,ALMOST ALL
30108501,MORE MOVED OUT,6560,820,10,ISLAM,810,CHRISTIAN,10,,,,CHEWA,10,YAO,810,,,,MOTHER,Matrilineal and matrilocal (chikamwini),790,Matrilineal and patrilocal (chitengwa),30,,,,50,FARMING,,Flat,ALMOST NONE,3/4,ALMOST NONE,1/2
30108502,MORE MOVED IN,5704,713,2,ISLAM,534,CHRISTIAN,179,,,,CHEWA,179,YAO,534,,,,MOTHER,Matrilineal and matrilocal (chikamwini),534,Matrilineal and patrilocal (chitengwa),179,,,,7,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,3/4,3/4
30109503,MORE MOVED OUT,11949,1707,17,ISLAM,1280,CHRISTIAN,427,,,,CHEWA,425,YAO,1272,TUMBUKA,10,,MOTHER,Matrilineal and matrilocal (chikamwini),427,Matrilineal and patrilocal (chitengwa),1280,,,,1280,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
30110504,MORE MOVED IN,4900,700,50,ISLAM,525,CHRISTIAN,175,,,,YAO,565,TUMBUKA,70,LOMWE,50,,MOTHER,Matrilineal and matrilocal (chikamwini),525,Matrilineal and patrilocal (chitengwa),175,,,,525,FARMING,,Steeply sloping,3/4,1/2,3/4,3/4
30111505,MORE MOVED IN,2163,309,1,ISLAM,231,CHRISTIAN,78,,,,CHEWA,78,YAO,231,,,,MOTHER,Matrilineal and matrilocal (chikamwini),231,Matrilineal and patrilocal (chitengwa),78,,,,20,FARMING,,Both flat &amp; hilly,1/2,ALMOST NONE,3/4,3/4
30114506,MORE MOVED IN,4912,614,71,ISLAM,612,CHRISTIAN,2,,,,CHEWA,153,YAO,451,LOMWE,10,,MOTHER,Matrilineal and matrilocal (chikamwini),460,Matrilineal and patrilocal (chitengwa),154,,,,154,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,3/4,3/4
30120507,MORE MOVED IN,7338,1715,80,ISLAM,1286,CHRISTIAN,429,,,,CHEWA,414,YAO,1286,TUMBUKA,15,,MOTHER,Matrilineal and matrilocal (chikamwini),1286,Matrilineal and patrilocal (chitengwa),429,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30121508,MORE MOVED IN,17101,2443,5,ISLAM,661,CHRISTIAN,1782,,,,CHEWA,1742,YAO,581,TUMBUKA,100,,MOTHER,Matrilineal and matrilocal (chikamwini),661,Matrilineal and patrilocal (chitengwa),11832,,,,10,SQUATTER SETTLEMENT,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,3/4,3/4
30201509,MORE MOVED OUT,3625,2800,20,ISLAM,2580,CHRISTIAN,220,,,,NYANJA,200,YAO,2600,,,,MOTHER,Matrilineal and matrilocal (chikamwini),2750,Matrilineal and patrilocal (chitengwa),50,,,,180,FARMING,,Slightly sloping,ALMOST NONE,1/4,ALMOST NONE,3/4
30201510,MORE MOVED IN,32328,5388,1,ISLAM,4041,CHRISTIAN,1347,,,,CHEWA,720,YAO,4443,LOMWE,225,,MOTHER,Matrilineal and matrilocal (chikamwini),4041,Matrilineal and patrilocal (chitengwa),1347,,,,115,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,ALMOST NONE,3/4
30201511,MORE MOVED IN,3500,300,25,ISLAM,230,CHRISTIAN,70,,,,NYANJA,240,YAO,30,LOMWE,30,,MOTHER,Matrilineal and matrilocal (chikamwini),280,Matrilineal and patrilocal (chitengwa),20,,,,20,FARMING,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
30202512,MORE MOVED IN,39200,5600,10,ISLAM,2800,CHRISTIAN,2800,,,,YAO,2793,LOMWE,2793,SENA,14,,MOTHER,Matrilineal and matrilocal (chikamwini),5586,Matrilineal and patrilocal (chitengwa),14,,,,7,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
30203513,MORE MOVED IN,3700,1500,0,ISLAM,1200,CHRISTIAN,300,,,,NYANJA,950,YAO,550,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1400,Matrilineal and patrilocal (chitengwa),100,,,,2,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30204514,MORE MOVED IN,13500,2250,0,ISLAM,1687,CHRISTIAN,563,,,,CHEWA,550,YAO,1650,LOMWE,50,,MOTHER,Matrilineal and matrilocal (chikamwini),1687,Matrilineal and patrilocal (chitengwa),563,,,,10,FARMING,,Both flat &amp; hilly,ALMOST NONE,3/4,3/4,3/4
30205515,ABOUT THE SAME OF BOTH,2800,920,6,ISLAM,20,CHRISTIAN,900,,,,NYANJA,900,YAO,5,LOMWE,15,,MOTHER,Matrilineal and matrilocal (chikamwini),750,,,,,,25,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30206516,MORE MOVED OUT,1729,247,1,ISLAM,185,CHRISTIAN,62,,,,CHEWA,36,YAO,206,LOMWE,5,,MOTHER,Matrilineal and matrilocal (chikamwini),209,Matrilineal and patrilocal (chitengwa),38,,,,21,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
30206517,MORE MOVED IN,3860,1850,5,ISLAM,1450,CHRISTIAN,400,,,,NYANJA,400,YAO,1200,LOMWE,250,,MOTHER,Matrilineal and matrilocal (chikamwini),1650,Matrilineal and patrilocal (chitengwa),200,,,,280,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30207518,MORE MOVED OUT,3200,310,10,ISLAM,295,CHRISTIAN,15,,,,NYANJA,30,YAO,280,,,,MOTHER,Matrilineal and matrilocal (chikamwini),300,Matrilineal and patrilocal (chitengwa),10,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30208519,MORE MOVED IN,14000,2000,0,ISLAM,1495,CHRISTIAN,505,,,,CHEWA,377,YAO,1613,LOMWE,10,,MOTHER,Matrilineal and matrilocal (chikamwini),1510,Matrilineal and patrilocal (chitengwa),5,,,,5,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
30209520,MORE MOVED IN,3200,1800,0,ISLAM,1350,CHRISTIAN,450,,,,NYANJA,500,YAO,1000,SENA,300,,MOTHER,Matrilineal and matrilocal (chikamwini),1650,Matrilineal and patrilocal (chitengwa),150,,,,30,FARMING,,Moderately sloping,1/4,ALMOST NONE,1/4,3/4
30209521,MORE MOVED IN,6790,970,10,ISLAM,485,CHRISTIAN,485,,,,NYANJA,230,YAO,690,LOMWE,50,,MOTHER,Matrilineal and matrilocal (chikamwini),485,Matrilineal and patrilocal (chitengwa),485,,,,25,FARMING,,Both flat &amp; hilly,1/2,ALMOST NONE,1/2,3/4
30210522,MORE MOVED IN,2500,1300,15,ISLAM,1200,CHRISTIAN,100,,,,NYANJA,200,YAO,850,LOMWE,250,,MOTHER,Matrilineal and matrilocal (chikamwini),1100,Matrilineal and patrilocal (chitengwa),200,,,,30,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
30210523,MORE MOVED IN,3570,595,35,ISLAM,298,CHRISTIAN,297,,,,NYANJA,297,YAO,298,,,,MOTHER,Matrilineal and matrilocal (chikamwini),495,Matrilineal and patrilocal (chitengwa),100,,,,40,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30211524,MORE MOVED IN,5080,3680,15,ISLAM,3000,CHRISTIAN,680,,,,NYANJA,2080,YAO,1000,LOMWE,600,,MOTHER,Matrilineal and matrilocal (chikamwini),15000,Matrilineal and patrilocal (chitengwa),4000,,,,10000,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
30211525,MORE MOVED OUT,1764,252,5,ISLAM,189,CHRISTIAN,63,,,,CHEWA,16,YAO,52,LOMWE,184,,MOTHER,Matrilineal and matrilocal (chikamwini),202,Matrilineal and patrilocal (chitengwa),50,,,,63,FARMING,,Steeply sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
30212526,MORE MOVED IN,15000,7000,500,ISLAM,6000,CHRISTIAN,1000,,,,NYANJA,1000,YAO,6000,,,,MOTHER,Matrilineal and matrilocal (chikamwini),6500,Matrilineal and patrilocal (chitengwa),500,,,,3000,FARMING,,Flat,1/4,1/4,ALMOST NONE,3/4
30212527,MORE MOVED IN,876,146,3,ISLAM,73,CHRISTIAN,73,,,,YAO,36,LOMWE,107,SENA,3,,MOTHER,Matrilineal and matrilocal (chikamwini),109,Matrilineal and patrilocal (chitengwa),37,,,,14,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
30214528,MORE MOVED IN,2500,1400,15,ISLAM,1000,CHRISTIAN,400,,,,NYANJA,300,YAO,1100,,,,MOTHER,Matrilineal and matrilocal (chikamwini),800,Matrilineal and patrilocal (chitengwa),600,,,,300,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30216529,MORE MOVED IN,2500,364,25,ISLAM,360,CHRISTIAN,4,,,,NYANJA,2,YAO,362,,,,MOTHER,Matrilineal and matrilocal (chikamwini),320,Matrilineal and patrilocal (chitengwa),44,,,,40,FARMING,,Slightly sloping,1/4,1/2,1/4,3/4
30221530,MORE MOVED IN,12000,2400,10,ISLAM,1200,CHRISTIAN,1200,,,,CHEWA,1193,YAO,1193,LOMWE,14,,MOTHER,Matrilineal and matrilocal (chikamwini),1800,Matrilineal and patrilocal (chitengwa),600,,,,5,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30301531,MORE MOVED IN,8232,984,10,ISLAM,255,CHRISTIAN,729,,,,NYANJA,729,YAO,255,,,,BOTH,Matrilineal and matrilocal (chikamwini),548,Matrilineal and patrilocal (chitengwa),436,,,,9,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
30302532,MORE MOVED IN,3533,589,10,ISLAM,289,CHRISTIAN,300,,,,NYANJA,355,YAO,180,LOMWE,54,,BOTH,Matrilineal and matrilocal (chikamwini),400,Matrilineal and patrilocal (chitengwa),189,,,,2,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
30302533,MORE MOVED IN,5200,2150,30,ISLAM,250,CHRISTIAN,1900,,,,NYANJA,2000,YAO,100,LOMWE,50,,MOTHER,Matrilineal and matrilocal (chikamwini),1500,Matrilineal and patrilocal (chitengwa),650,,,,20,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
30302534,MORE MOVED IN,4800,700,35,ISLAM,105,CHRISTIAN,595,,,,CHEWA,30,NYANJA,580,YAO,75,,BOTH,Matrilineal and matrilocal (chikamwini),650,Matrilineal and patrilocal (chitengwa),50,,,,7,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30302535,MORE MOVED IN,2495,1111,0,ISLAM,76,CHRISTIAN,1035,,,,NYANJA,1035,YAO,76,,,,BOTH,Matrilineal and matrilocal (chikamwini),1111,,,,,,20,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
30302536,MORE MOVED IN,8500,920,25,ISLAM,150,CHRISTIAN,770,,,,CHEWA,100,NYANJA,250,YAO,150,,BOTH,Matrilineal and matrilocal (chikamwini),850,Matrilineal and patrilocal (chitengwa),70,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
30304537,MORE MOVED IN,5500,650,8,ISLAM,250,CHRISTIAN,400,,,,CHEWA,350,NYANJA,50,YAO,200,,BOTH,Matrilineal and matrilocal (chikamwini),550,,,,,,8,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30304538,MORE MOVED OUT,2150,250,0,ISLAM,50,CHRISTIAN,200,,,,NYANJA,250,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),248,Matrilineal and patrilocal (chitengwa),2,,,,0,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
30305539,MORE MOVED IN,3650,2850,6,ISLAM,350,CHRISTIAN,2500,,,,NYANJA,1550,YAO,300,LOMWE,1000,,MOTHER,Matrilineal and matrilocal (chikamwini),2550,Matrilineal and patrilocal (chitengwa),300,,,,150,FARMING,,Slightly sloping,ALMOST NONE,1/4,1/4,3/4
30305540,MORE MOVED IN,3062,1221,120,ISLAM,121,CHRISTIAN,1100,,,,NYANJA,1000,YAO,71,LOMWE,150,,MOTHER,Matrilineal and matrilocal (chikamwini),1010,Matrilineal and patrilocal (chitengwa),211,,,,221,FARMING,,Slightly sloping,ALMOST NONE,1/4,ALMOST NONE,3/4
30306541,MORE MOVED IN,7500,950,9,ISLAM,750,CHRISTIAN,200,,,,NYANJA,125,YAO,750,LOMWE,75,,BOTH,Matrilineal and matrilocal (chikamwini),750,Matrilineal and patrilocal (chitengwa),200,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
30306542,MORE MOVED IN,2500,400,20,ISLAM,250,CHRISTIAN,150,,,,NYANJA,100,YAO,300,,,,MOTHER,Matrilineal and matrilocal (chikamwini),350,Matrilineal and patrilocal (chitengwa),50,,,,50,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
30307543,MORE MOVED IN,3138,523,10,ISLAM,123,CHRISTIAN,400,,,,NYANJA,267,YAO,123,LOMWE,55,,BOTH,Matrilineal and matrilocal (chikamwini),223,Matrilineal and patrilocal (chitengwa),300,,,,5,FARMING,,Flat,1/2,ALMOST NONE,1/4,3/4
30307544,MORE MOVED OUT,2000,486,18,ISLAM,350,CHRISTIAN,136,,,,CHEWA,136,YAO,350,,,,BOTH,Matrilineal and matrilocal (chikamwini),486,,,,,,1,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
30307545,MORE MOVED IN,3300,484,10,ISLAM,175,CHRISTIAN,309,,,,CHEWA,25,NYANJA,243,YAO,175,,BOTH,Matrilineal and matrilocal (chikamwini),400,Matrilineal and patrilocal (chitengwa),84,,,,6,FARMING,,Both flat &amp; hilly,1/2,ALMOST NONE,1/2,3/4
30307546,MORE MOVED IN,1550,650,18,ISLAM,450,CHRISTIAN,200,,,,CHEWA,100,NYANJA,150,YAO,400,,BOTH,Matrilineal and matrilocal (chikamwini),500,,,,,,0,FARMING,,Flat,1/4,1/4,1/4,3/4
30307547,MORE MOVED IN,4485,796,15,ISLAM,196,CHRISTIAN,600,,,,CHEWA,45,NYANJA,300,YAO,196,,BOTH,Matrilineal and matrilocal (chikamwini),621,Matrilineal and patrilocal (chitengwa),175,,,,18,PLANNED HOUSING,,Flat,ALMOST NONE,1/2,1/4,3/4
30308548,MORE MOVED IN,5850,580,8,ISLAM,188,CHRISTIAN,392,,,,CHEWA,230,YAO,170,TUMBUKA,80,,BOTH,Matrilineal and matrilocal (chikamwini),450,,,,,,2,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
