ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
10310163,A,price decrease of tobacco,SHARP CHANGE IN PRICES,,2017,3/4
10310163,,Events that made people better off,,,,
10312164,C,,,,,
10312164,A,,,,,
10312164,B,Maralia disease,HUMAN EPIDEMIC DISEASE,,2018,1/2
10312164,D,,,,,
10312164,,Events that made people worse off,,,,
10312164,A,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10312164,,Events that made people better off,,,,
10312164,D,,,,,
10312164,B,,,,,
10312164,C,,,,,
10312165,,Events that made people worse off,,,,
10312165,B,heavy wind's,OTHER GOOD (SPECIFY),STRONG WINDS,2016,ALMOST ALL
10312165,C,,,,,
10312165,A,Floods,FLOOD,,2016,ALMOST ALL
10312165,,Events that made people better off,,,,
10312165,D,,,,,
10312165,B,,,,,
10312165,C,,,,,
10312165,A,better harvest,,,,
10312165,D,,,,,
10312166,C,,,,,
10312166,B,,,,,
10312166,D,,,,,
10312166,A,Construction of new roads,,,,
10312166,,Events that made people better off,,,,
10312166,A,Drought,DROUGHT,,2018,ALMOST ALL
10312166,D,,,,,
10312166,,Events that made people worse off,,,,
10312166,C,,,,,
10312166,B,Electricity,,,,
10312167,A,BOREHOLE,,,,
10312167,B,price decrease of their crops,SHARP CHANGE IN PRICES,,2018,3/4
10312167,,Events that made people worse off,,,,
10312167,C,,,,,
10312167,D,,,,,
10312167,D,,,,,
10312167,B,,,,,
10312167,,Events that made people better off,,,,
10312167,C,,,,,
10312167,A,PRICE INCREASE,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10320168,,Events that made people better off,,,,
10320168,C,,,,,
10320168,B,,,,,
10320168,A,Price Fluctuation,SHARP CHANGE IN PRICES,,2020,ALMOST ALL
10320168,D,,,,,
10320168,,Events that made people worse off,,,,
10320168,A,Construction of a tarmac road,,,,
10320168,D,,,,,
10320168,C,,,,,
10320168,B,,,,,
10401169,A,CONSTRUCTION  NURSERY SCHOOL,,,,
10401169,D,,,,,
10401169,,Events that made people better off,,,,
10401169,B,COUPON beneficialrs drops down,OTHER GOOD (SPECIFY),COUPON BNEFFIC,2017,3/4
10401169,D,,,,,
10401169,B,,,,,
10401169,A,animals in the game reserve that destroy their crops,DEVELOPMENT PROJECT,,2016,ALMOST ALL
10401169,,Events that made people worse off,,,,
10401169,C,,,,,
10401169,C,Price fluctuation of tobacco,SHARP CHANGE IN PRICES,,2017,3/4
10401170,B,poor prices of tobacco,OTHER GOOD (SPECIFY),TOBBACCO,2017,ALMOST ALL
10401170,B,Mtukula pakhomo,,,,
10401170,A,animals eat crops,OTHER GOOD (SPECIFY),MAIZE,2018,3/4
10401170,C,,,,,
10401170,A,BOREHOLE,,,,
10401170,C,Masaf projet,,,,
10401170,D,,,,,
10401170,,Events that made people worse off,,,,
10401170,,Events that made people better off,,,,
10401170,D,,,,,
10401171,B,poor communication network,DEVELOPMENT PROJECT,,2018,ALMOST ALL
10401171,C,,,,,
10401171,C,PEST AND DISEASE EFFECT CROPS,CROP DISEASE/PESTS,,2018,3/4
10401171,A,ELEPHANT  DESTROY CROPS,OTHER BAD (SPECIFY),,2018,3/4
10401171,,Events that made people worse off,,,,
10401171,D,,,,,
10401171,B,Borehole,,,,
10401171,A,CONSTRUCTION OF LEARNING SHELTER,,,,
10401171,,Events that made people better off,,,,
10401171,D,PRICE DECREASE OF AGRICULTURE PRODUCE,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
10401172,B,BOREHOLE,,,,
10401172,C,Job opportunity,,,,
10401172,A,Disease epidemic  WITHIN THE COMMUNITY,HUMAN EPIDEMIC DISEASE,,2018,1/4
10401172,,Events that made people worse off,,,,
10401172,A,SCHOOL BLOCKS,,,,
10401172,,Events that made people better off,,,,
10401172,D,,,,,
10401172,C,,,,,
10401172,B,Price increase,SHARP CHANGE IN PRICES,,2018,1/2
10401172,D,,,,,
10401173,A,shortage of medicine at the hospital,OTHER GOOD (SPECIFY),SHORTAGE OF DRUGS,2018,ALMOST ALL
10401173,,Events that made people better off,,,,
10401173,B,,,,,
10401173,,Events that made people worse off,,,,
10401173,A,construction of the road,,,,
10401173,C,,,,,
10401173,D,,,,,
10401173,D,,,,,
10401173,C,,,,,
10401173,B,,,,,
10401174,,Events that made people better off,,,,
10401174,A,Construction of new hospital,,,,
10401174,B,,,,,
10401174,A,Pest and diseases that Affect  livestock,LIVESTOCK DISEASE,,2018,3/4
10401174,B,SCHOOL HOUSES,,,,
10401174,C,CONSTRUCTION  OF OFFICES,,,,
10401174,C,,,,,
10401174,,Events that made people worse off,,,,
10401174,D,,,,,
10401174,D,,,,,
10403175,C,,,,,
10403175,A,construction of school block,,,,
10403175,B,price decrease  of  tobacco,SHARP CHANGE IN PRICES,,2017,3/4
10403175,,Events that made people better off,,,,
10403175,B,Borehole,,,,
10403175,D,,,,,
10403175,A,PEST AND DIESES AFFEECT CROPS,CROP DISEASE/PESTS,,2018,3/4
10403175,C,,,,,
10403175,D,,,,,
10403175,,Events that made people worse off,,,,
10403176,,Events that made people worse off,,,,
10403176,D,,,,,
10403176,B,ANIMAL DISEASES,LIVESTOCK DISEASE,,2019,1/2
10403176,A,BUMPER Yield,,,,
10403176,,Events that made people better off,,,,
10403176,C,,,,,
10403176,A,DROUGHT,DROUGHT,,2019,3/4
10403176,C,STALK BORERS,CROP DISEASE/PESTS,,2018,3/4
10403176,B,GOOD MARKETING,,,,
10403176,D,,,,,
10403177,A,TEACHER DEVELOPMENT CENTER,,,,
10403177,A,Pest and dieses attack crops,CROP DISEASE/PESTS,,2018,3/4
10403177,D,,,,,
10403177,C,,,,,
10403177,B,IMPROVE PIPED WATER,,,,
10403177,C,,,,,
10403177,,Events that made people worse off,,,,
10403177,,Events that made people better off,,,,
10403177,D,,,,,
10403177,B,,,,,
10404178,B,crop diseases pest,CROP DISEASE/PESTS,,2019,3/4
10404178,,Events that made people better off,,,,
10404178,D,,,,,
10404178,D,,,,,
10404178,B,,,,,
10404178,C,,,,,
10404178,C,stormy wind,OTHER GOOD (SPECIFY),HOUSES WERE BROWN OFF,2019,1/4
10404178,,Events that made people worse off,,,,
10404178,A,flooding,DROUGHT,,2020,3/4
10404178,A,Fishing,,,,
10404179,C,construction of new Dispensary,,,,
10404179,D,,,,,
10404179,D,,,,,
10404179,B,road maintanance,,,,
10404179,,Events that made people worse off,,,,
10404179,B,Price increase of  agricultural inputs,SHARP CHANGE IN PRICES,,2017,3/4
10404179,A,Irrigation,,,,
10404179,,Events that made people better off,,,,
10404179,C,,,,,
10404179,A,Pest and disease that affect the crops,CROP DISEASE/PESTS,,2018,3/4
10405180,,Events that made people worse off,,,,
10405180,B,STALK boreres,CROP DISEASE/PESTS,,2019,3/4
10405180,D,FLOODING,DROUGHT,,2020,1/4
10405180,A,BANANAS DISEASES,CROP DISEASE/PESTS,,2019,3/4
10405180,,Events that made people better off,,,,
10405180,D,,,,,
10405180,A,GOOD RAINs,,,,
10405180,C,Land slides,OTHER GOOD (SPECIFY),LOSS OF CROPS,2020,1/4
10405180,C,,,,,
10405180,B,,,,,
10405181,C,,,,,
10405181,C,,,,,
10405181,B,ELECTRICITY,,,,
10405181,D,,,,,
10405181,B,crop pest,CROP DISEASE/PESTS,,2018,ALMOST ALL
10405181,A,Road maintenance,,,,
10405181,,Events that made people worse off,,,,
10405181,A,High cost of farm inputs,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10405181,D,,,,,
10405181,,Events that made people better off,,,,
10407182,D,,,,,
10407182,D,,,,,
10407182,C,ANIMAL DISEASES,OTHER GOOD (SPECIFY),LOSS FOOD AND MONEY,2019,1/4
10407182,A,Construction of the building. at the school,,,,
10407182,,Events that made people worse off,,,,
10407182,A,Floods,OTHER GOOD (SPECIFY),GARDENS AND HOUSES WERE WASHED AWAY,2017,1/4
10407182,B,GOOD MARKET FOR TOBACCO,,,,
10407182,,Events that made people better off,,,,
10407182,B,Bad marketing,OTHER GOOD (SPECIFY),POVERTY,2019,3/4
10407182,C,,,,,
10407183,B,DROUGHT,DROUGHT,,2017,3/4
10407183,C,HAILWIND,OTHER GOOD (SPECIFY),SCHOOLS AND HOUSES WERE AFFECTED,2018,1/4
10407183,B,NEW  SCHOOL BLOCCK,,,,
10407183,A,PUMPER YIELD,,,,
10407183,D,,,,,
10407183,A,FLOODING,DROUGHT,,2017,1/4
10407183,,Events that made people worse off,,,,
10407183,D,,,,,
10407183,,Events that made people better off,,,,
10407183,C,CONSTRUCTION OF UNDER FIVE CLINI,,,,
10407184,D,,,,,
10407184,B,STALK BORES,LIVESTOCK DISEASE,,2017,3/4
10407184,C,GOOD MARKET FOR BEANS,,,,
10407184,A,GOOD HARVEST,,,,
10407184,B,GOOD MARKETS FOR TOMATOES,,,,
10407184,D,,,,,
10407184,,Events that made people better off,,,,
10407184,,Events that made people worse off,,,,
10407184,C,BAD MARKETS FOR COFFEE,OTHER BAD (SPECIFY),,2018,3/4
10407184,A,HEAVY RAINS,OTHER GOOD (SPECIFY),HARVESTING OF SOME OF THE CROPS WERE POOR SUCH AS BEANS,2016,3/4
10408185,D,,,,,
10408185,A,FLOODS,FLOOD,,2019,3/4
10408185,,Events that made people worse off,,,,
10408185,A,NEW SCHOOL BLOCK,,,,
10408185,B,PIPED WATER,,,,
10408185,D,HIGH PRICES OF FERTILIZER,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
10408185,,Events that made people better off,,,,
10408185,C,,,,,
10408185,C,LACK OF MARKETS FOR CROPS,OTHER BAD (SPECIFY),,2018,ALMOST ALL
10408185,B,DAMAGED OF SCHOOL BLOCKS,OTHER BAD (SPECIFY),,2019,ALMOST ALL
10409186,C,poor harveting,OTHER GOOD (SPECIFY),POVERTY AND HUNGER,2019,3/4
10409186,B,poor marketing,OTHER GOOD (SPECIFY),LOW INCOME,2017,1/2
10409186,B,Under five clinic,,,,
10409186,,Events that made people worse off,,,,
10409186,C,,,,,
10409186,D,Animal diseases,LIVESTOCK DISEASE,,2019,3/4
10409186,,Events that made people better off,,,,
10409186,A,Piped water,,,,
10409186,A,flooding stomy winds,DROUGHT,,2019,3/4
10409186,D,,,,,
10410187,,Events that made people worse off,,,,
10410187,C,HUMAN EPIDEMIC DISEASE,HUMAN EPIDEMIC DISEASE,,2018,3/4
10410187,A,WATER,,,,
10410187,D,,,,,
10410187,B,NEW HOSPITAL,,,,
10410187,,Events that made people better off,,,,
10410187,B,price increase,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10410187,C,,,,,
10410187,D,,,,,
10410187,A,pest and diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
10420188,,Events that made people worse off,,,,
10420188,D,,,,,
10420188,C,,,,,
10420188,B,CONSTRUCTION OF BRIDGE,,,,
10420188,D,,,,,
10420188,C,,,,,
10420188,A,Bedbugs  that are found in the HH,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10420188,B,price  changes,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10420188,,Events that made people better off,,,,
10420188,A,ELECTRICITY,,,,
10420189,C,HAIL WIND,OTHER GOOD (SPECIFY),HOUSES WERE BROWN OFF,2019,1/4
10420189,D,,,,,
10420189,A,NEW ROAD,,,,
10420189,A,ANIMAL DISEASES,LIVESTOCK DISEASE,,2017,3/4
10420189,B,ELECTRICITY AND WATER  SUPPLY,,,,
10420189,C,GOOD TRANSPORTATION,,,,
10420189,,Events that made people worse off,,,,
10420189,D,,,,,
10420189,B,FLOODING,DROUGHT,,2019,1/4
10420189,,Events that made people better off,,,,
10501190,A,,,,,
10501190,D,,,,,
10501190,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
10501190,D,,,,,
10501190,B,,,,,
10501190,C,,,,,
10501190,,Events that made people worse off,,,,
10501190,,Events that made people better off,,,,
10501190,B,Livestock diseases,LIVESTOCK DISEASE,,2019,1/2
10501190,C,,,,,
10501191,,Events that made people better off,,,,
10501191,,Events that made people worse off,,,,
10501191,D,,,,,
10501191,B,Livestock  diseases,LIVESTOCK DISEASE,,2019,3/4
10501191,C,,,,,
10501191,D,,,,,
10501191,A,Floods,FLOOD,,2019,1/4
10501191,C,Malaria,HUMAN EPIDEMIC DISEASE,,2019,ALMOST ALL
10501191,B,,,,,
10501191,A,,,,,
10501192,D,,,,,
10501192,A,Masaf,,,,
10501192,B,,,,,
10501192,C,Livestock disease,LIVESTOCK DISEASE,,2019,ALMOST ALL
10501192,,Events that made people better off,,,,
10501192,C,,,,,
10501192,A,loss of social Services,LOSS OF KEY SOCIAL SERVICE(S),,2019,1/4
10501192,,Events that made people worse off,,,,
10501192,D,,,,,
10501192,B,Price fluctuations,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
10502193,A,Army Worm,,,,
10502193,C,,,,,
10502193,D,,,,,
10502193,B,,,,,
10502193,D,,,,,
10502193,C,,,,,
10502193,B,Livestock  Disease,LIVESTOCK DISEASE,,2017,ALMOST ALL
10502193,A,Price fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10502193,,Events that made people worse off,,,,
10502193,,Events that made people better off,,,,
10502194,B,Theft,LOSS OF KEY SOCIAL SERVICE(S),,2017,ALMOST ALL
10502194,C,Roofs were blown off,OTHER GOOD (SPECIFY),ROOFS WERE BLOWN OFF,2019,1/4
10502194,,Events that made people worse off,,,,
10502194,B,,,,,
10502194,D,,,,,
10502194,C,,,,,
10502194,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10502194,D,,,,,
10502194,,Events that made people better off,,,,
10502194,A,,,,,
10502195,C,,,,,
10502195,,Events that made people better off,,,,
10502195,B,,,,,
10502195,D,,,,,
10502195,D,,,,,
10502195,A,Price fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
10502195,B,,,,,
10502195,A,,,,,
10502195,C,,,,,
10502195,,Events that made people worse off,,,,
10502196,A,,,,,
10502196,,Events that made people worse off,,,,
10502196,A,Price fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10502196,,Events that made people better off,,,,
10502196,D,,,,,
10502196,C,,,,,
10502196,B,Livestock diseases,LIVESTOCK DISEASE,,2017,3/4
10502196,B,,,,,
10502196,C,,,,,
10502196,D,,,,,
10502197,C,,,,,
10502197,D,,,,,
10502197,A,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10502197,D,,,,,
10502197,B,,,,,
10502197,,Events that made people worse off,,,,
10502197,C,,,,,
10502197,,Events that made people better off,,,,
10502197,B,Roofs blown off by wind,OTHER BAD (SPECIFY),,2018,1/4
10502197,A,,,,,
10504198,B,Floods,FLOOD,,2019,ALMOST ALL
10504198,,Events that made people worse off,,,,
10504198,A,Price  Fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10504198,A,,,,,
10504198,D,,,,,
10504198,D,,,,,
10504198,C,,,,,
10504198,C,Drought,DROUGHT,,2019,ALMOST ALL
10504198,,Events that made people better off,,,,
10504198,B,,,,,
10505199,C,,,,,
10505199,A,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10505199,B,Livestock disease,LIVESTOCK DISEASE,,2019,1/4
10505199,A,,,,,
10505199,B,,,,,
10505199,,Events that made people worse off,,,,
10505199,,Events that made people better off,,,,
10505199,D,,,,,
10505199,D,,,,,
10505199,C,,,,,
10505200,C,,,,,
10505200,D,,,,,
10505200,D,,,,,
10505200,B,,,,,
10505200,B,Livestock disease,LIVESTOCK DISEASE,,2019,ALMOST ALL
10505200,,Events that made people better off,,,,
10505200,,Events that made people worse off,,,,
10505200,C,Lack of market,OTHER GOOD (SPECIFY),LACK OF MARKET FOR PIEGEON PEAS,2017,1/4
10505200,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
10505200,A,,,,,
10505201,B,,,,,
10505201,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10505201,B,,,,,
10505201,D,,,,,
10505201,,Events that made people better off,,,,
10505201,C,,,,,
10505201,C,,,,,
10505201,A,,,,,
10505201,,Events that made people worse off,,,,
10505201,D,,,,,
10506202,D,Floods,FLOOD,,2017,1/4
10506202,,Events that made people worse off,,,,
10506202,,Events that made people better off,,,,
10506202,D,,,,,
10506202,B,Army worm,CROP DISEASE/PESTS,,2019,ALMOST ALL
10506202,A,livestock disease,LIVESTOCK DISEASE,,2019,3/4
10506202,A,Construction of school blocks,,,,
10506202,C,Drought,DROUGHT,,2018,ALMOST ALL
10506202,C,,,,,
10506202,B,,,,,
10506203,D,,,,,
10506203,D,,,,,
10506203,,Events that made people better off,,,,
10506203,C,,,,,
10506203,C,,,,,
10506203,A,construction  of a new road,,,,
10506203,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10506203,,Events that made people worse off,,,,
10506203,B,,,,,
10506203,B,Floods,FLOOD,,2017,1/4
10506204,D,,,,,
10506204,B,,,,,
10506204,D,,,,,
10506204,A,,,,,
10506204,C,,,,,
10506204,A,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10506204,,Events that made people better off,,,,
10506204,,Events that made people worse off,,,,
10506204,B,Crop failures,CROP DISEASE/PESTS,,2017,ALMOST ALL
10506204,C,,,,,
10507205,B,,,,,
10507205,A,wind disaster,,,,
10507205,C,,,,,
10507205,A,Drought,DROUGHT,,2018,ALMOST ALL
10507205,C,,,,,
10507205,B,,,,,
10507205,,Events that made people worse off,,,,
10507205,D,,,,,
10507205,,Events that made people better off,,,,
10507205,D,,,,,
10508206,B,Electricity,,,,
10508206,C,Drought,DROUGHT,,2018,ALMOST ALL
10508206,D,,,,,
10508206,,Events that made people better off,,,,
10508206,,Events that made people worse off,,,,
10508206,D,,,,,
10508206,C,Tower For TNM,,,,
10508206,A,Crops Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
10508206,B,Heavy Winds,OTHER GOOD (SPECIFY),STRONG WINDS,2016,1/4
10508206,A,New JP School,,,,
10508207,,Events that made people worse off,,,,
10508207,C,,,,,
10508207,C,Price fluctuation,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10508207,D,,,,,
10508207,A,building of a new hostel,,,,
10508207,,Events that made people better off,,,,
10508207,A,Floods,FLOOD,,2019,1/4
10508207,B,,,,,
10508207,B,Diseases Epidemic,LIVESTOCK DISEASE,,2018,3/4
10508207,D,,,,,
10509208,D,,,,,
10509208,A,,,,,
10509208,,Events that made people worse off,,,,
10509208,A,Crop failure,CROP DISEASE/PESTS,,2017,1/2
10509208,,Events that made people better off,,,,
10509208,D,,,,,
10509208,B,,,,,
10509208,C,,,,,
10509208,B,Price fluctuation,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10509208,C,,,,,
10510209,A,Construction  of tarmac road,,,,
10510209,D,,,,,
10510209,A,Livestock  disease,LIVESTOCK DISEASE,,2019,3/4
10510209,,Events that made people better off,,,,
10510209,D,,,,,
10510209,C,,,,,
10510209,,Events that made people worse off,,,,
10510209,C,Diiseases,HUMAN EPIDEMIC DISEASE,,2019,1/4
10510209,B,Drought,DROUGHT,,2018,ALMOST ALL
10510209,B,Construction  of warehouse,,,,
10601211,B,Under construction of under 5 clinic,NEW HEALTH FACILITY,,2018,ALMOST ALL
10601211,A,price rise,DEVELOPMENT PROJECT,,2018,ALMOST ALL
10601211,C,,,,,
10601211,,Events that made people better off,,,,
10601211,D,,,,,
10601211,D,,,,,
10601211,,Events that made people worse off,,,,
10601211,A,CONSTRUCTION OF HALL,,,,
10601211,C,,,,,
10601211,B,School kitchen,,,,
10601212,,Events that made people worse off,,,,
10601212,A,COMING OF COMMUNITY HEALTHY CLINIC,,,,
10601212,B,LIVESTOCK DISEASES,LIVESTOCK DISEASE,,2016,ALMOST ALL
10601212,D,,,,,
10601212,C,,,,,
10601212,D,,,,,
10601212,C,UNRELIABILITY OF TAPPED WATER,OTHER GOOD (SPECIFY),INSUFFICIENT WATER,2018,ALMOST ALL
10601212,,Events that made people better off,,,,
10601212,B,IMPROVEMENT  IN ELECTRICITY,,,,
10601212,A,CROP PEST,CROP DISEASE/PESTS,,2019,3/4
10731213,B,,,,,
10731213,C,,,,,
10731213,A,Price  fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10731213,B,,,,,
10731213,D,,,,,
10731213,D,,,,,
10731213,,Events that made people better off,,,,
10731213,C,,,,,
10731213,,Events that made people worse off,,,,
10731213,A,,,,,
10732214,C,,,,,
10732214,C,,,,,
10732214,A,,,,,
10732214,,Events that made people better off,,,,
10732214,D,,,,,
10732214,D,,,,,
10732214,,Events that made people worse off,,,,
10732214,A,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10732214,B,,,,,
10732214,B,,,,,
10733215,D,,,,,
10733215,C,,,,,
10733215,D,,,,,
10733215,B,,,,,
10733215,,Events that made people worse off,,,,
10733215,B,Price fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10733215,A,Construction  of additional  school  block,,,,
10733215,A,disease  epidemic,HUMAN EPIDEMIC DISEASE,,2017,1/4
10733215,C,,,,,
10733215,,Events that made people better off,,,,
10734216,D,,,,,
10734216,B,,,,,
10734216,A,,,,,
10734216,A,Floods,FLOOD,,2017,1/4
10734216,,Events that made people better off,,,,
10734216,,Events that made people worse off,,,,
10734216,B,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10734216,C,,,,,
10734216,D,,,,,
10734216,C,Disease epidemic,HUMAN EPIDEMIC DISEASE,,2019,1/4
10734217,D,,,,,
10734217,C,,,,,
10734217,C,,,,,
10734217,A,Floods,SHARP CHANGE IN PRICES,,2016,1/4
10734217,D,,,,,
10734217,,Events that made people worse off,,,,
10734217,B,Price fluctuation,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10734217,B,,,,,
10734217,A,,,,,
10734217,,Events that made people better off,,,,
10736218,,Events that made people worse off,,,,
10736218,B,,,,,
10736218,C,,,,,
10736218,C,,,,,
10736218,D,,,,,
10736218,A,,,,,
10736218,B,,,,,
10736218,D,,,,,
10736218,,Events that made people better off,,,,
10736218,A,Price fluctuation,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
10737219,D,,,,,
10737219,A,Bridge,,,,
10737219,B,,,,,
10737219,C,,,,,
10737219,,Events that made people better off,,,,
10737219,B,,,,,
10737219,,Events that made people worse off,,,,
10737219,A,price increase,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
10737219,C,,,,,
10737219,D,,,,,
10737220,,Events that made people worse off,,,,
10737220,D,,,,,
10737220,B,unemployment,OTHER BAD (SPECIFY),,2018,ALMOST ALL
10737220,C,,,,,
10737220,A,Price fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
10737220,,Events that made people better off,,,,
10737220,A,Construction of new road,,,,
10737220,D,,,,,
10737220,B,,,,,
10737220,C,Theft,LOSS OF KEY SOCIAL SERVICE(S),,2019,1/4
10737221,,Events that made people worse off,,,,
10737221,C,,,,,
10737221,D,,,,,
10737221,A,,,,,
10737221,,Events that made people better off,,,,
10737221,B,,,,,
10737221,A,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
10737221,C,,,,,
10737221,D,,,,,
10737221,B,,,,,
10738223,B,,,,,
10738223,C,,,,,
10738223,D,,,,,
10738223,A,,,,,
10738223,C,,,,,
10738223,,Events that made people worse off,,,,
10738223,B,Theft,LOSS OF KEY SOCIAL SERVICE(S),,2018,3/4
10738223,,Events that made people better off,,,,
10738223,A,Floods,FLOOD,,2016,1/4
10738223,D,,,,,
10738224,D,,,,,
10738224,D,,,,,
10738224,C,Natural disaster,OTHER BAD (SPECIFY),,2017,1/4
10738224,,Events that made people worse off,,,,
10738224,C,,,,,
10738224,A,,,,,
10738224,,Events that made people better off,,,,
10738224,A,Price fluctuations,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
10738224,B,Amry worm,CROP DISEASE/PESTS,,2017,ALMOST ALL
10738224,B,,,,,
10739225,,Events that made people worse off,,,,
10739225,A,HIGH PRICES OF FOOD,OTHER GOOD (SPECIFY),LUCK OF IMPUTS,2017,ALMOST ALL
