ea_id,com_ce01a,com_ce01b,com_ce01c,com_ce01a_oth,com_ce01b_oth,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05b,com_ce05a_oth,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08b,com_ce08a_oth,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
30207518,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,NO,,1000,1000,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30208519,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,ALMOST NONE,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
30209520,FARMING,FISHING,,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,YES,RURAL AREAS,500,400,FARMING,FISHING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30209521,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
30210522,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,FISHING,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,16000,20,DAY,1/4,16000,20,DAY,ALMOST NONE
30210523,FARMING,,,,,,YES,1/2,OUTSIDE MALAWI,FARMING,,,,YES,URBAN CENTERS,1000,500,FARMING,,,,NO,,,,,,,,
30211524,FARMING,FISHING,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,OUTSIDE MALAWI,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,500,500,,,,,NO,,,,,,,,
30211525,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,FISHING,,,,YES,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,2000,1000,FARMING,FISHING,,,NO,,,,,,,,
30212526,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
30212527,FISHING,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,2500,500,FISHING,,,,NO,,,,,,,,
30214528,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),CASUAL LABOR(GANYU),CASUAL LABOR(GANYU),YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30216529,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,OUTSIDE MALAWI,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,1500,1000,FARMING,,,,NO,,,,,,,,
30221530,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,800,FARMING,OTHER (SPECIFY),CASUAL LABOR(GANYU),CASUAL LABOR(GANYU),NO,,,,,,,,
30301531,FARMING,FISHING,,,,,YES,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,2500,1500,FARMING,FISHING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30302532,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,RURAL AREAS,1000,800,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
30302533,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/2,RURAL AREAS,FARMING,FISHING,,,NO,,800,500,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
30302534,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,OTHER (SPECIFY),BUILDERS,BUILDERS,BUILDERS,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,2000,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30302535,FARMING,"FIREWOOD,CHARCOAL SELLING",FISHING,,,,YES,1/4,URBAN CENTRES,FARMING,FISHING,,,YES,RURAL AREAS,2000,1500,FISHING,FARMING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30302536,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,YES,RURAL AREAS,1000,1000,FARMING,FISHING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30304537,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,URBAN CENTRES,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,2000,2000,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30304538,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
30305539,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30305540,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,500,300,CIVIL SERVICE,FARMING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30306541,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,FISHING,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,3500,2000,FARMING,FISHING,,,YES,14000,14,DAY,1/4,14000,14,DAY,1/4
30306542,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,NO,,1000,500,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30307543,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/2,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,YES,RURAL AREAS,2500,2000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
30307544,FARMING,,,,,,YES,1/2,URBAN CENTRES,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",FARMING,,,NO,,5000,2500,,,,,NO,,,,,,,,
30307545,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30307546,FARMING,"BEER BREWING, KACHASU",TRANSPORT,,,,YES,1/4,URBAN CENTRES,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,RURAL AREAS,1500,1000,FARMING,"BEER BREWING, KACHASU",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30307547,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,,YES,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,TRANSPORT,,,YES,RURAL AREAS,2000,1500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30308548,FARMING,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,FARMING,PROFESSIONAL OCCUPATIONS,,,YES,RURAL AREAS,2000,1500,FARMING,"BEER BREWING, KACHASU",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
30309549,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30309550,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30311551,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,URBAN CENTRES,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,500,500,FARMING,OTHER (SPECIFY),SAWYER,SAWYER,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30311552,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,2500,2000,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30401553,FARMING,"BEER BREWING, KACHASU",,,,,YES,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,NO,,500,500,,,,,NO,,,,,,,,
30401554,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,FARMING,,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,2000,1500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30401555,FARMING,"BEER BREWING, KACHASU",CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,8,500,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,24000,24,DAY,ALMOST NONE,24000,24,DAY,ALMOST ALL
30401556,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,14000,14,DAY,1/4,14000,14,MONTH,1/4
30402557,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,,YES,ALMOST NONE,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",FARMING,,,YES,RURAL AREAS,500,1000,FARMING,,,,NO,,,,,,,,
30402558,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,URBAN CENTRES,FARMING,"BEER BREWING, KACHASU",QUARRING,QUARRING,YES,RURAL AREAS,2500,2000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30402559,FARMING,CIVIL SERVICE,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,URBAN CENTERS,2000,1000,FARMING,OTHER (SPECIFY),DOMESTIC HOUSEWORK,DOMESTIC HOUSEWORK,YES,900,1,DAY,1/4,900,1,DAY,3/4
30402560,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,,YES,1/2,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30403561,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,500,200,,,,,YES,21000,24,DAY,ALMOST NONE,21000,24,DAY,ALMOST NONE
30403562,FARMING,"BEER BREWING, KACHASU",,,,,YES,ALMOST NONE,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,750,600,,,,,NO,,,,,,,,
30403563,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,2500,1500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30404564,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,TRANSPORT,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,500,300,,,,,YES,21600,24,DAY,1/4,21600,24,WEEK,3/4
30404565,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30404566,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,500,200,,,,,YES,21400,24,DAY,ALMOST NONE,21400,24,DAY,3/4
30404567,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,PROFESSIONAL OCCUPATIONS,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,1500,1000,FARMING,"BEER BREWING, KACHASU",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30405568,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,LARGE-SCALE COMMERCIAL INDUSTRY,,,NO,,250,100,,,,,NO,,,,,,,,
30406569,FARMING,"FIREWOOD,CHARCOAL SELLING","BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,2500,1500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30407570,FARMING,CIVIL SERVICE,,,,,YES,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,500,350,,,,,NO,,,,,,,,
30407571,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30407572,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,OUTSIDE MALAWI,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,2000,1500,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30408573,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,,YES,ALMOST NONE,OUTSIDE MALAWI,FARMING,,,,NO,,500,500,,,,,YES,21600,21,DAY,ALMOST NONE,21600,21,DAY,1/4
30409574,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
30501575,FARMING,,,,,,NO,,,,,,,NO,,1000,400,,,,,NO,,,,,,,,
30501576,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,NO,,,,,,,YES,RURAL AREAS,2000,2000,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,900,1,DAY,1/4,900,1,DAY,1/4
30501577,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",FARMING,,,YES,RURAL AREAS,2000,1000,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,14600,21,DAY,1/4,14600,21,DAY,1/4
30501578,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,NO,,1500,1000,,,,,NO,,,,,,,,
30501579,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,NO,,,,,,,NO,,2000,2000,,,,,YES,21400,24,DAY,1/4,21400,24,DAY,1/4
30502580,FARMING,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,RURAL AREAS,500,300,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,600,1,DAY,1/4,600,1,DAY,1/4
30502581,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,NO,,5000,2500,,,,,NO,,,,,,,,
30503582,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,NO,,1000,500,,,,,YES,2000,24,DAY,1/4,2000,24,DAY,1/4
30503583,FARMING,,,,,,YES,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,NO,,1200,500,,,,,NO,,,,,,,,
30503584,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
30504585,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,,NO,,,,,,,NO,,1000,1000,,,,,NO,,,,,,,,
30504586,FARMING,"FIREWOOD,CHARCOAL SELLING",OTHER (SPECIFY),BRICK LAYING,BRICK LAYING,BRICK LAYING,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,14000,12,DAY,1/4,14000,12,DAY,1/4
30505587,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",FARMING,,,NO,,1500,1500,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30506588,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,YES,RURAL AREAS,2500,2000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,600,21,DAY,1/4,600,21,DAY,1/4
30506589,FARMING,,,,,,YES,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
30506590,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,1000,1000,,,,,YES,14000,21,DAY,1/4,14000,21,DAY,1/4
30506591,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,,YES,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",LARGE-SCALE COMMERCIAL INDUSTRY,,,YES,RURAL AREAS,2000,2000,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,14000,21,DAY,1/4,14000,21,DAY,1/4
30506592,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,NO,,,,,,,NO,,1500,1000,,,,,YES,12000,21,DAY,1/4,12000,21,DAY,1/4
30507593,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,NO,,1500,1000,,,,,YES,21000,24,DAY,1/4,21000,24,DAY,1/4
30508594,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),NO,,,,,,,YES,RURAL AREAS,1500,1000,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,21400,24,DAY,1/4,21400,24,DAY,1/4
30508595,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,,,,NO,,2000,2000,,,,,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
30508596,FARMING,"BEER BREWING, KACHASU",,,,,NO,,,,,,,NO,,800,800,,,,,YES,21000,24,DAY,1/2,21000,24,DAY,1/2
30508597,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/2,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
30601598,FARMING,,,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,1000,500,,,,,NO,,,,,,,,
30601599,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,NO,,1500,500,,,,,NO,,,,,,,,
30601600,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1500,1000,,,,,NO,,,,,,,,
30601601,FARMING,,,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,300,FARMING,,,,NO,,,,,,,,
30601602,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,ALMOST NONE,OUTSIDE MALAWI,FARMING,,,,NO,,1500,500,,,,,YES,23000,24,DAY,ALMOST NONE,23000,24,DAY,ALMOST NONE
30601603,FARMING,,,,,,YES,1/2,OUTSIDE MALAWI,FARMING,,,,NO,,1000,500,,,,,NO,,,,,,,,
30601604,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,ALMOST NONE,OUTSIDE MALAWI,FARMING,,,,NO,,1000,500,,,,,NO,,,,,,,,
30601605,FARMING,"FIREWOOD,CHARCOAL SELLING","BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,500,300,,,,,NO,,,,,,,,
30602606,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,1000,500,,,,,YES,900,1,DAY,1/4,900,1,DAY,1/2
30602607,FARMING,"FIREWOOD,CHARCOAL SELLING","BEER BREWING, KACHASU",,,,YES,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,500,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,NO,,,,,,,,
30602608,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1500,300,FARMING,,,,NO,,,,,,,,
30602609,FARMING,OTHER (SPECIFY),,CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),,YES,1/2,OUTSIDE MALAWI,FARMING,,,,NO,,1000,500,,,,,NO,,,,,,,,
30602610,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
30602611,FARMING,,,,,,YES,ALMOST NONE,OUTSIDE MALAWI,FARMING,,,,NO,,500,500,,,,,NO,,,,,,,,
