ea_id,com_ci0b,com_ci01,com_ci0b_oth,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
10302152,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302152,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303153,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303153,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303153,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303153,Forest,Yes,,YES,YES,YES,YES,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
10303153,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304154,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304154,Pasture,Yes,,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
10304154,Unallocated Arable Land,Yes,,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
10304154,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304154,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304155,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304155,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304155,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304155,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304155,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305156,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305156,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305156,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305156,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305156,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306157,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306157,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306157,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306157,Forest,Yes,,YES,YES,YES,YES,YES,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
10306157,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306158,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306158,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306158,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306158,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306158,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307159,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307159,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307159,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307159,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307159,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
10308160,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308160,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308160,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308160,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308160,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309161,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309161,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309161,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309161,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309161,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
10309162,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309162,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309162,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309162,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309162,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310163,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310163,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310163,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310163,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
10310163,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312164,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312164,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312164,Water Body: Specify,Yes,LAKE,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
10312164,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312164,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312165,Water Body: Specify,Yes,RIVER,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
10312165,Forest,Yes,,YES,YES,NO,NO,YES,Use guards,,,,,,Limitations on number of users at a given time,,Time restrictions,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
10312165,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312165,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312165,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312166,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312167,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320168,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320168,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320168,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320168,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320168,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401169,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401169,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401169,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401169,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401169,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401170,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401170,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401170,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401170,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401170,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401171,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401171,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401171,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401171,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401171,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401172,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
10401173,Pasture,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
10401173,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
10401173,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401173,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401174,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403175,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403175,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403175,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403175,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403175,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403176,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403176,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403176,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403176,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403176,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403177,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403177,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403177,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403177,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403177,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404178,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404178,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404178,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404178,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404178,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404179,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404179,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404179,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
10404179,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404179,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405180,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405180,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405180,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405180,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405180,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405181,Pasture,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405181,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405181,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Physical punishment,,,,,,Limitations on number of users at a given time,,,,,,Confiscation of tools/products,,,,,,Fully Effective,NO,,,NO,
10405181,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405181,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407182,Forest,Yes,,YES,YES,NO,YES,YES,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
10407182,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407182,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407182,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407182,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407183,Unallocated Arable Land,Yes,,NO,YES,NO,YES,NO,,,,,,,Limitations on number of users at a given time,,,,,,Social sanctions,,,,,,Fully Effective,NO,,,NO,
10407183,Pasture,Yes,,NO,NO,NO,NO,YES,Use guards,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
10407183,Forest,Yes,,YES,YES,NO,NO,YES,Other (Specify),ANYBODYISTHEGUIDE,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,NO,,,NO,
10407183,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407183,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407184,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407184,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
10407184,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407184,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407184,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408185,Water Body: Specify,Yes,RIVER,NO,YES,NO,YES,NO,,,,,,,Other (Specify),MEMBERSSHOULDNOTCUTTREESALONGTHERIVER,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
10408185,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408185,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408185,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408185,Pasture,Yes,,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
10409186,Forest,Yes,,YES,YES,YES,YES,YES,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,Rotation among groups of families,,Confiscation of tools/products,,Use threat of fine,,,,Somewhat Effective,NO,,,NO,
10409186,Water Body: Specify,Yes,GRAVITYFEDWATERPROJECT,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
10409186,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409186,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
10409186,Unallocated Arable Land,Yes,,YES,NO,NO,NO,YES,Use the threat of Fine,,Use guards,,,,Time restrictions,,Rotation among groups of families,,,,Confiscation of tools/products,,Social sanctions,,,,Somewhat Effective,NO,,,NO,
10410187,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410187,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410187,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410187,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410187,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420188,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420188,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420188,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420188,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420188,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420189,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420189,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420189,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420189,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420189,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501190,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501190,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501190,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501190,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501190,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501191,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501191,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501191,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501191,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501191,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501192,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501192,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501192,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501192,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501192,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502193,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502193,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502193,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502193,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502193,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502194,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502194,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502194,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502194,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502194,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502195,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502195,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502195,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502195,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502195,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502196,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502196,Unallocated Arable Land,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
10502196,Water Body: Specify,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502196,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502196,Pasture,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502197,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502197,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502197,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502197,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502197,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504198,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504198,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504198,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
10504198,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504198,Pasture,Yes,,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
10505199,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505199,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505199,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505199,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505199,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505200,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505200,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505200,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505200,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505200,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505201,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505201,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505201,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505201,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505201,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506202,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506202,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506202,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506202,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506202,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506203,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506203,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506203,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506203,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506203,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506204,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506204,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506204,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506204,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506204,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507205,Unallocated Arable Land,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507205,Water Body: Specify,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507205,Forest,Yes,,YES,YES,NO,NO,YES,Other (Specify),CONFITICATIONOFAXES,,,,,Other (Specify),COMMUNITY AGAINST TREE CUTTING,,,,,Confiscation of tools/products,,,,,,Fully Effective,NO,,,NO,
10507205,Pasture,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507205,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508206,Forest,Yes,,YES,YES,NO,YES,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
10508206,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508206,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508206,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508206,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508207,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508207,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508207,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508207,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508207,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509208,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509208,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509208,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509208,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509208,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
