case_id,HHID,gardenid,plotid,ag_k01a,ag_k01b,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k21_oth,ag_k21b_oth,ag_k22,ag_k22_oth,ag_k23,ag_k24,ag_k25a,ag_k25b,ag_k25_oth,ag_k26a,ag_k26b,ag_k26_oth,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k26_2_oth,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k29_oth,ag_k30,ag_k30_oth,ag_k31,ag_k31_oth,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k35_oth,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k38b_oth,ag_k39,ag_k40,ag_k40_1,ag_k40_2,ag_k40a,ag_k40a_oth,ag_k40b,ag_k40c,ag_k40c_oth,ag_k40d,ag_k40e,ag_k40f,ag_k40f_oth,ag_k40g,ag_k40h,ag_k40h_oth,ag_k40i,ag_k41,ag_k42a,ag_k42a_oth,ag_k42b,ag_k42c,ag_k42c_oth,ag_k42d,ag_k42e,ag_k42e_oth,ag_k42f,ag_k42g,ag_k42g_oth,ag_k43a1,ag_k43b1,ag_k43c1,ag_k43d1,ag_k43a2,ag_k43b2,ag_k43c2,ag_k43d2,ag_k43a3,ag_k43b3,ag_k43c3,ag_k43d3,ag_k43a4,ag_k43b4,ag_k43c4,ag_k43d4,ag_k44a1,ag_k44b1,ag_k44c1,ag_k44d1,ag_k44a2,ag_k44b2,ag_k44c2,ag_k44d2,ag_k44a3,ag_k44b3,ag_k44c3,ag_k44d3,ag_k44a4,ag_k44b4,ag_k44c4,ag_k44d4,ag_k45a1,ag_k45b1,ag_k45c1,ag_k45d1,ag_k45a2,ag_k45b2,ag_k45c2,ag_k45d2,ag_k46a1,ag_k46b1,ag_k46a2,ag_k46b2,ag_k46a3,ag_k46b3,ag_k45a3,ag_k45b3,ag_k45c3,ag_k45d3,ag_k45a4,ag_k45b4,ag_k45c4,ag_k45d4,ag_k46f,ag_k46c,ag_k46c_oth,ag_k46d,ag_k46e,ag_k46e_oth,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c,ag_k43a5,ag_k43b5,ag_k43c5,ag_k43d5,ag_k43a6,ag_k43b6,ag_k43c6,ag_k43d6,ag_k44a5,ag_k44b5,ag_k44c5,ag_k44d5,ag_k44a6,ag_k44b6,ag_k44c6,ag_k44d6,ag_k45a5,ag_k45b5,ag_k45c5,ag_k45d5,ag_k45a6,ag_k45b6,ag_k45c6,ag_k45d6
101061170117,49d50d7e550d4049bdf1781263f79226,RG02,D01,YES,2,,YES,3,,3,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,Moderate,Flooding,,,No erosion control,,,During last 12 months,,Requires too much labor,,,Moderate slope,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,MAY,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,3,1,3,4,1,1,3,4,,,,,,,,,3,1,3,4,1,1,3,4,,,,,,,,,1,2,3,2,3,2,3,2,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101071180217,d5fb3d0094054c37bfc4605c62b88163,DG04,D01,NO,,1,,,,1,TOMATO,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,APRIL,2ND HALF,YES,10,BUCKET,,YES,NO,2,2,UREA,,5,KILOGRAM,,5,3,,,,,,,NO,,,,,,,,,,,,1,1,6,4,,,,,,,,,,,,,1,1,5,4,,,,,,,,,,,,,1,4,2,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101091200032,dcc636c7ae9749f0a78c74cd223e788b,DG02,D01,NO,,1,,,,1,TOMATO,SUGAR CANE,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,APRIL,2ND HALF,YES,3,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,2,LITER,,NO,,,,,,1,3,5,6,4,3,4,6,3,3,4,6,,,,,4,3,4,6,1,3,4,6,3,3,5,6,,,,,4,1,5,1,1,2,5,7,0,,0,,0,,3,1,5,1,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101091200174,16ebf3b0b63849b7ac31da19968184b4,DG03,D01,NO,,6,,,,2,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,APRIL,1ST HALF,YES,3,BUCKET,,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,20,LITER,,NO,,,,,,3,3,6,6,5,3,6,6,6,3,6,6,1,3,6,6,5,2,6,3,6,2,6,3,3,2,6,3,4,2,6,3,5,4,1,1,4,4,1,1,0,,0,,0,,3,4,1,1,1,4,1,1,,0,,,,,0,0,0,,,,4,3,6,6,,,,,1,2,6,3,,,,,6,4,1,1,,,,
101091210005,9bbf584a476e462a977b2713dc245d61,DG02,D01,NO,,1,,,,1,BEANS,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,Low,Flooding,,,Erosion control bunds,,,During last 12 months,,,,,Slight slope,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,JULY,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,4,4,,,,,,,,,,,,,1,1,4,4,,,,,,,,,,,,,1,1,5,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021290042,a633c8020eab46d3a9c5d28c4c40494d,RG02,D01,YES,2,,YES,1,,1,MAIZE LOCAL,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,Requires too much labor,No soil or water erosion problems on any plots,,Flat,NO,Rainfed/No irrigation,,,,,,,9999,,,,,YES,JUNE,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,3,5,,,,,,,,,,,,,1,1,2,5,,,,,,,,,,,,,1,1,2,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021290044,7d7599f7412b4fc6908f82feb79d5ae7,RG02,D01,YES,2,,YES,2,,1,MAIZE HYBRID,,,,,,,Clay (Katondo),,Fair,High,Flooding,,,Erosion control bunds,,,During last 12 months,,,,,Flat,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,JULY,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,4,2,3,3,3,2,3,3,1,2,3,3,7,2,3,3,4,2,3,3,3,2,3,3,1,2,3,3,7,2,3,3,1,1,3,4,4,1,3,4,0,,0,,0,,3,1,3,4,7,1,3,4,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021290045,910306ecc8974d4fae1a1411a87f85c7,RG02,D01,YES,2,,YES,1,2,2,MAIZE LOCAL,NKHWANI,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,Requires too much labor,No soil or water erosion problems on any plots,,Flat,NO,Rainfed/No irrigation,,,,,,,9999,,,,,YES,JULY,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,4,5,,,,,,,,,,,,,1,1,4,5,,,,,,,,,,,,,1,1,2,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021290079,fb707bd88b0343548e6210e6f29cf77a,RG02,D01,YES,2,,YES,1,2,1,MAIZE HYBRID,GROUNDNUT JL24,BEANS,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Flooding,,River / Stream,,0,,,,,YES,JUNE,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,5,,,,,,,,,,,,,1,1,5,5,,,,,,,,,,,,,1,1,5,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021290184,047652cfcb5f47bdb610528f61dd70d4,RG02,D01,YES,2,,NO,,,1,MAIZE LOCAL,BEANS,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,Moderate,Flooding,,,No erosion control,,,During last 12 months,,Requires too much labor,,,Flat,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,4,5,,,,,,,,,,,,,1,2,5,5,,,,,,,,,,,,,1,1,2,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,1,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
102051420151,22f099e46d284fc88b5cef957a5963bf,DG04,D01,NO,,2,,,,2,SWEET POTATO,,,,,,,Sandy (Mchenga),,Poor,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,2017,20,Lack of household labour,,,YES,APRIL,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,6,3,6,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,1,,,,6,3,3,1,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102051420270,0d1de823e18949a9870e6b11b1d0c1d7,RG03,D01,YES,3,,YES,2,,2,RICE LOCAL,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Flooding,,River / Stream,,0,,,,,YES,JULY,2ND HALF,NO,,,,YES,YES,2,2,UREA,,2,KILOGRAM,,2,2,23:21:0+4S/CHITOWE,,1,KILOGRAM,,1,NO,,,,,,,,,,,,1,3,5,4,,,,,,,,,,,,,1,2,5,4,,,,,,,,,,,,,1,1,2,10,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102051420275,02426348aa3647b58d35cf69bb354532,RG02,D01,YES,2,,YES,2,,1,RICE PUSA,OTHER RICE (SPECIFY),,,,NYONDO,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Divert stream,,,Flooding,,River / Stream,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,YES,YES,2,2,23:21:0+4S/CHITOWE,,100,KILOGRAM,,100,1,UREA,,100,KILOGRAM,,100,YES,HERBICIDE,,300,MILLILITER,,NO,,,,,,1,2,1,6,3,,,,,,,,,,,,1,2,2,4,3,,,,,,,,,,,,1,1,2,10,3,1,2,10,0,,0,,0,,,,,,,,,,,0,,,,,2,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
102201430257,6cf90066ec10473c96253c459b81f8aa,RG02,D01,YES,2,,YES,2,,1,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,Well,,0,,,,,YES,MAY,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,3,,,,,,,,,,,,,1,1,2,3,,,,,,,,,,,,,1,2,3,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102201440285,a85bcf59ccfd414285efd91d121aa650,DG02,D01,NO,,2,,,,2,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,MAY,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,7,,,,,,,,,,,,,1,1,6,7,,,,,,,,,,,,,1,2,3,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480103,0ebdbf4a265342ceaa912c04c76a41d2,DG03,D01,NO,,1,,,,2,MAIZE LOCAL,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Rainfed/No irrigation,,,,,,,9999,,,,,YES,SEPTEMBER,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,5,,,,,,,,,,,,,1,1,4,5,,,,,,,,,,,,,1,1,2,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480104,b580d3362d7d4132b1a5ce1978a7e98e,DG05,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,4,2,,,,,,,,,,,,,1,1,7,1,,,,,,,,,,,,,1,1,1,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480107,43928183dbe3446abaf222f99707c5e1,DG03,D01,NO,,1,,,,1,MAIZE LOCAL,NKHWANI,OTHER SPECIFY 1,,,COCOA,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Other (Specify),,"NO IRRIGATION,THE SOIL IS ALWAYS MOIST",Other (Specify),no irrigation,River / Stream,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,6,2,,,,,,,,,,,,,1,1,4,2,,,,,,,,,,,,,1,1,5,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480161,e96d31af4c4e469dbe4ad72408e17d55,DG06,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,TOMATO,,,,,,Clay (Katondo),,Good,No Erosion,,,,Erosion control bunds,,,,,,,,Flat,YES,Divert stream,Bucket,,Watering can,,River / Stream,,2017,1,Lack of non-labour inputs,,,YES,OCTOBER,1ST HALF,NO,,,,YES,NO,2,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480161,e96d31af4c4e469dbe4ad72408e17d55,DG06,D02,NO,,2,,,,2,MAIZE HYBRID,ONION,TANAPOSI,,,,,Clay (Katondo),,Good,Low,Flooding,,,Erosion control bunds,,,2 years ago,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,2017,1,Lack of non-labour inputs,,,YES,OCTOBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,3,1,4,2,4,1,4,2,1,,,,,,,,1,1,2,2,3,1,2,2,4,,,,,,,,3,1,2,3,1,,,,0,,0,,0,,4,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480161,e96d31af4c4e469dbe4ad72408e17d55,DG07,D03,NO,,1,,,,1,MAIZE HYBRID,BEANS,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,3,1,3,2,4,1,3,2,1,1,3,2,5,1,3,2,3,1,4,2,5,,,,1,1,4,2,4,,,,1,1,3,2,3,,,,0,,0,,0,,4,,,,5,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480174,5119e21efd7844f88bdfc19ec1ae1151,DG04,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Bucket,,,Watering can,,Borehole,,0,,,,,YES,SEPTEMBER,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,4,4,,,,,,,,,,,,,1,1,3,2,,,,,,,,,,,,,1,1,1,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011490001,57e5a949bcff4b59b8eb87ca8fb205f1,RG03,D01,YES,3,,YES,2,,1,MAIZE HYBRID,,,,,,,Other (Specify),loam soil,Fair,Low,Terrain,,,Tree belts,,,,,,,,Slight slope,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,YES,NO,2,1,23:21:0+4S/CHITOWE,,10,KILOGRAM,,20,3,,,,,,,NO,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,2,2,,,,,10,1000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011490002,616c55a4482d454fa4e17e0b0d8d349e,DG03,D01,NO,,1,,,,2,MAIZE LOCAL,NKHWANI,,,,,,Other (Specify),loam soil,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,AUGUST,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,4,2,,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011490008,bf7f738eabe4467f87b1abdb87914449,DG04,D01,YES,3,,NO,,,2,SWEET POTATO,MAIZE HYBRID,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,APRIL,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,6,4,,,,,,,,,,,,,1,3,6,4,,,,,,,,,,,,,1,1,6,4,,,,,3,5000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011490014,22f2298c8a354078922741d339e90e33,DG04,D01,NO,,2,,,,2,TOMATO,,,,,,,Clay (Katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,2018,1,Lack of non-labour inputs,,,YES,OCTOBER,1ST HALF,YES,2,OTHER (SPECIFY),large pail,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,2,LITER,,YES,INSECTICIDE,,2,LITER,,1,1,5,5,,,,,,,,,,,,,1,1,4,5,,,,,,,,,,,,,1,3,3,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011490014,22f2298c8a354078922741d339e90e33,DG04,D02,NO,,2,,,,2,OTHER SPECIFY 1,OTHER SPECIFY 2,,,,Mpiru,RAPE,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,OCTOBER,2ND HALF,YES,2,OTHER (SPECIFY),Large pail,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,3,LITER,,YES,FUNGICIDE,,2,LITER,,1,2,2,2,3,2,2,2,,,,,,,,,3,1,2,22,1,1,2,2,,,,,,,,,3,4,2,1,1,2,2,1,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500012,5352a708e8014f2f9791f3252dbf6eb6,DG04,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Poor,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Other (Specify),PAIL,River / Stream,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,6,5,,,,,,,,,,,,,1,4,2,3,,,,,,,,,,,,,1,1,6,6,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500032,0c9010d336a84aed8b25481f02813456,DG03,D01,NO,,1,,,,1,MAIZE HYBRID,NKHWANI,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,NOVEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,15,LITER,,NO,,,,,,1,2,6,3,,,,,,,,,,,,,1,2,6,4,,,,,,,,,,,,,1,2,6,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500049,c904710347a54a76b15ddcde9d62ada3,DG05,D01,NO,,1,,,,1,MAIZE LOCAL,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,AUGUST,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,5,,,,,,,,,,,,,1,1,5,4,,,,,,,,,,,,,1,1,2,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,DG03,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,Divert stream,,Other (Specify),Pail,River / Stream,,0,,,,,YES,APRIL,1ST HALF,NO,,,,YES,NO,1,2,23:21:0+4S/CHITOWE,,1,KILOGRAM,,1,1,,,,,,,NO,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500096,2e9116ccaaad48f18bcd496fd8788e7c,DG04,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Watering can,,River / Stream,,0,,,,,YES,JULY,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,2,3,1,1,3,,,,,,,,,3,1,2,3,1,1,4,3,,,,,,,,,1,1,3,5,3,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500096,2e9116ccaaad48f18bcd496fd8788e7c,DG04,D02,NO,,1,,,,1,BEANS,PEAS,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Other (Specify),PAIL,River / Stream,,0,,,,,YES,JULY,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,3,2,4,3,1,2,6,3,,,,,,,,,3,1,2,2,1,2,3,2,,,,,,,,,1,1,1,1,3,1,1,1,0,,0,,0,,,,,,,,,,,0,,,,,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500100,b37c59c992eb44a5a9aa206ff5be7365,DG03,D01,NO,,1,,,,1,MAIZE LOCAL,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,YES,Divert stream,,,Drip irrigation,,River / Stream,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,6,5,,,,,,,,,,,,,1,1,5,6,,,,,,,,,,,,,1,1,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500107,ed4ea7b0a41e4ba9bb22eae867b2a63b,DG04,D01,NO,,1,,,,1,MAIZE LOCAL,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,YES,NO,2,3,23:21:0+4S/CHITOWE,,40,KILOGRAM,,40,2,,,,,,,NO,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,,,,1,2000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500126,0a23b003760147baaccedc159029c952,DG04,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,Divert stream,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,2ND HALF,NO,,,,YES,NO,2,3,UREA,,10,KILOGRAM,,10,2,,,,,,,YES,HERBICIDE,,40,LITER,,NO,,,,,,1,1,6,4,3,,,,,,,,,,,,1,1,2,2,3,,,,,,,,,,,,3,1,3,5,1,1,3,5,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500138,320b17c512684da994cb649eb9defe35,DG03,D01,NO,,1,,,,2,TANAPOSI,,,,,,,Clay (Katondo),,Poor,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,MAY,1ST HALF,YES,100,KILOGRAM,,YES,NO,3,4,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,2,,,,,,,YES,INSECTICIDE,,60,LITER,,NO,,,,,,4,,,,3,1,6,2,1,4,6,3,,,,,3,,,,1,1,2,1,4,,,,,,,,4,12,3,1,3,,,,0,,0,,0,,1,12,3,1,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
