case_id,HHID,gardenid,ag_b202,ag_b203_1a,ag_b203_1b,ag_b203_2,ag_b205,ag_b206,ag_b206a,ag_b206b__0,ag_b206b__1,ag_b206b__2,ag_b206b__3,ag_b206c,ag_b206d__0,ag_b206d__1,ag_b208a,ag_b208a_oth,ag_b208b,ag_b208c,ag_b208c_oth,ag_b208d,ag_b209a,ag_b209b,ag_b212,ag_b212_oth,ag_b213__0,ag_b213__1,ag_b213_1__0,ag_b213_1__1,ag_b214,ag_b214_oth,ag_b216a,ag_b216a_oth,ag_b216b,ag_b216c,ag_b216c_oth,ag_b216d,ag_b217a,ag_b217b,ag_b220,ag_b220_oth
101011060207,a483b4442e32483997ae2135c48e35dd,RG01,2,1,,1999,2000000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070007,66074e54e83141f3818bf0b8ff8db943,RG02,1,,,,,,,,,,,,,,,,,,,,30000,0,Rainy Season,,2,,1,,Cultivated,,,,,,,,,,,
101021070007,66074e54e83141f3818bf0b8ff8db943,RG03,1,,,,,,,,,,,,,,,,,,,,24000,0,Rainy Season,,3,,1,,Cultivated,,,,,,,,,,,
101021070034,e8a66a83c60949c9805d8ba16bd6d37e,RG02,1,,,,,,,,,,,,,,,,,,,,5000,0,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
101021070034,e8a66a83c60949c9805d8ba16bd6d37e,RG03,1,,,,,,,,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,,,
101021070052,fe8c9af9c2c0481480a13c6c744c26d2,RG02,1,,,9999,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070064,5aaeba40e64e4787bfba0a6d1b412ad2,RG01,1,1,,1970,200000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070064,5aaeba40e64e4787bfba0a6d1b412ad2,RG02,1,1,,1970,200000,25000,NO,,,,,NO,,,,,,,,,,,,,,,,,Rented out,,MAIZE LOCAL,,12,PAIL (LARGE),,S:SHELLED,0,46000,Full Year (Rainy &amp; Dimba Seasons),
101021070077,840e2c34aa99482eae73b3f658bdb6e6,RG02,1,2,,1993,600000,50000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070101,432cad66f8324c5286fda05bedb1eb7e,RG01,1,,,1957,40000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070114,216e37d2fb3543899dbc939c264b5e29,RG01,2,1,,1968,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070114,216e37d2fb3543899dbc939c264b5e29,RG02,2,1,,1975,100000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070127,889214c3f2874c738f2113dfaa624c35,RG02,1,,,2009,100000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070127,889214c3f2874c738f2113dfaa624c35,RG03,1,,,2009,100000,8000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070143,9fc97057828144cfa18669d81d6a2b4c,RG01,2,1,,1957,800000,40000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070157,e7c0c392b4de4ba58b5f0fe5d724718c,RG01,1,,,2008,30000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070157,e7c0c392b4de4ba58b5f0fe5d724718c,RG02,1,,,,,,,,,,,,,,,,,,,,6000,0,Rainy Season,,1,,1,2,Cultivated,,,,,,,,,,,
101021070170,228f29072fc240dba87be21672c25be9,RG02,1,,,,,,,,,,,,,,,,,,,,15000,0,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
101021070170,228f29072fc240dba87be21672c25be9,RG03,1,,,,,,,,,,,,,,,,,,,,15000,0,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
101021070182,cbedb68833024df59583648863d783c4,RG01,2,2,,1984,250000,50000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070182,cbedb68833024df59583648863d783c4,RG02,1,2,,1984,250000,50000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070222,f3ff9ae893fc42739d0f0a3938583eeb,RG01,1,1,,1989,150000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070222,f3ff9ae893fc42739d0f0a3938583eeb,RG02,1,1,,1989,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070222,f3ff9ae893fc42739d0f0a3938583eeb,RG03,1,1,,1989,150000,1500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070222,f3ff9ae893fc42739d0f0a3938583eeb,RG04,1,1,,1989,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070222,f3ff9ae893fc42739d0f0a3938583eeb,RG05,1,1,,1989,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070248,842f42b716594e44b7d83ff2d1062654,RG01,1,1,,1991,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021070265,0916c8594af84c3d8302a783b9c0e17e,RG02,1,1,,2002,300000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080004,d9c80af12d5048749dc709d507eb3189,RG01,2,1,,9999,1500000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080043,6b1baf65cd2f4deda957ac869e241898,RG02,1,1,,9999,250000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080043,6b1baf65cd2f4deda957ac869e241898,RG03,1,1,,9999,150000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080047,587a6543a0694576907752ff50581ef9,RG01,1,1,,2009,1500000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080058,4ab5ca6c1cbe4d67b31b20f8667ca8a1,RG02,1,1,4,2013,500000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080058,4ab5ca6c1cbe4d67b31b20f8667ca8a1,RG03,1,,,,,,,,,,,,,,,,,,,,18000,18000,Rainy Season,,2,,1,,Cultivated,,,,,,,,,,,
101021080058,4ab5ca6c1cbe4d67b31b20f8667ca8a1,RG04,1,,,,,,,,,,,,,,,,,,,,15000,15000,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
101021080060,8cb9356dc8dc4c22993ac50bb3c303fb,RG01,1,,,1974,90000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080060,8cb9356dc8dc4c22993ac50bb3c303fb,RG02,1,,,1974,90000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080078,dfc4552a41584077882bcbfbd66bae9c,RG01,1,,,2004,80000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080078,dfc4552a41584077882bcbfbd66bae9c,RG03,1,,,2004,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080085,16b4049444234703ad6191f7b6a349c8,RG01,2,,,2004,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080085,16b4049444234703ad6191f7b6a349c8,RG02,2,,,2004,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080107,69ddb9cc474a40fdaf3c660dca3c62ae,RG02,1,,,9999,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080111,852218ee406747a7afed253996865bdb,RG02,1,,,2011,80000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080111,852218ee406747a7afed253996865bdb,RG03,1,1,,2012,150000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080111,852218ee406747a7afed253996865bdb,RG04,1,2,,2006,200000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080112,36fab87a64ae4deabcf7d2ca8ec44e43,RG02,1,1,,2017,150000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080112,36fab87a64ae4deabcf7d2ca8ec44e43,RG03,1,1,,2015,100000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080112,36fab87a64ae4deabcf7d2ca8ec44e43,RG04,1,1,,2015,80000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080118,6bb3568e835a47fca0ef069682e6d3a8,RG01,1,,,2001,40000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080140,fda5c592060242da8a357a41065d46e4,RG01,1,1,,9999,300000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080169,1dccaabcc713401cbbfd0f78c12df8b0,RG01,1,1,,1997,2000000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080169,1dccaabcc713401cbbfd0f78c12df8b0,RG02,1,1,,1997,2000000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080169,1dccaabcc713401cbbfd0f78c12df8b0,RG03,1,1,,1997,2000000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080195,d19f2259a48a430195044f16de7d44d6,RG02,1,1,,2003,20000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080200,b9035fed06b5444885c8de9d8cf7f11b,RG01,1,,,1989,600000,40000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080221,fd130b1eccdd4b4981327e4d1c1f456d,RG02,1,1,,1983,70000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080221,fd130b1eccdd4b4981327e4d1c1f456d,RG03,1,1,,1978,90000,25000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021080221,fd130b1eccdd4b4981327e4d1c1f456d,RG04,1,1,,9999,40000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090005,3c0ea31588ef4b77952cdfb6ad24588c,RG02,1,,,9999,450000,45000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090005,3c0ea31588ef4b77952cdfb6ad24588c,RG03,1,,,9999,450000,45000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090015,392cc9ccbfa64f58bd97f3da600b6ce6,RG02,1,,,9999,450000,45000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090015,392cc9ccbfa64f58bd97f3da600b6ce6,RG03,1,,,9999,450000,45000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090015,392cc9ccbfa64f58bd97f3da600b6ce6,RG04,1,,,9999,500000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090025,9f1c03e419ef4123953d941aacb6a851,RG01,2,1,,2016,30000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090025,9f1c03e419ef4123953d941aacb6a851,RG02,2,1,,2016,50000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090034,d37cf73f9f58427ba0187485eb66f495,RG01,2,1,,2011,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090034,d37cf73f9f58427ba0187485eb66f495,RG02,2,,,2011,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090043,11faf1b9188e46508a50a3c691585e6c,RG01,1,1,,9999,30000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090052,813e596660ed4689bb58e89d436b9f41,RG01,2,,,2002,100000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090052,813e596660ed4689bb58e89d436b9f41,RG02,2,1,,2002,80000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090061,3813554a5e634625be3dbdef5f1cc4cf,RG02,1,,,2014,200000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090070,5830cb7b073f4587b988d5905b872626,RG02,2,1,,2000,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090070,5830cb7b073f4587b988d5905b872626,RG03,2,1,,2000,200000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090070,5830cb7b073f4587b988d5905b872626,RG04,2,1,,2000,150000,15000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090070,5830cb7b073f4587b988d5905b872626,RG05,2,1,,2000,150000,15000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090079,c436ce777afa44e29b744f2c1c16b0a4,RG01,2,1,,2006,200000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090088,5afc0f8639754661906e1b7803694c99,RG01,1,,,1963,300000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090097,bb51a9d41a714426bb414ef73b482ddc,RG02,1,1,,2016,400000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090108,800aaa0b931b4b1dbfb5e42033fec3ed,RG02,1,1,,2018,120000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090108,800aaa0b931b4b1dbfb5e42033fec3ed,RG03,1,1,,2016,250000,50000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090117,93bc3ef0bf814c55a2597c51e1da27fe,RG01,1,,,2013,230000,40000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090117,93bc3ef0bf814c55a2597c51e1da27fe,RG02,1,,,2009,400000,60000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090117,93bc3ef0bf814c55a2597c51e1da27fe,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,,,
101021090126,f66b5f34e656498b958672f2de32bbf2,RG02,1,,,9999,450000,45000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090135,024876ba7ba04b11a82d493c35742a6c,RG02,1,,,9999,500000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090135,024876ba7ba04b11a82d493c35742a6c,RG03,1,,,9999,500000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021090144,57bbc5d32442410db3cb2307cf2a9840,RG02,1,1,,1983,150000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100019,1746088bd11c43c08de90a18f4d4da6e,RG01,1,2,,9999,300000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100019,1746088bd11c43c08de90a18f4d4da6e,RG02,1,2,,9999,250000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100041,e9d8bb2881b14b9da28cd828e765cd28,RG02,1,,,1995,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100041,e9d8bb2881b14b9da28cd828e765cd28,RG03,1,,,1995,100000,9000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100051,dc73e31b05fb4af0b5f5c9edddd4949b,RG01,2,1,,2010,100000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100051,dc73e31b05fb4af0b5f5c9edddd4949b,RG02,2,1,,2010,50000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100058,29835fb66bf64622a64352439f53f8b1,RG02,1,1,,2017,40000,5000,YES,1,3,4,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100105,bed07636f639477682b70daddb315e28,RG02,1,2,,1998,100000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100105,bed07636f639477682b70daddb315e28,RG03,1,,,,,,,,,,,,,,,,,,,,5500,0,Rainy Season,,1,,1,2,Cultivated,,,,,,,,,,,
101021100108,dc95f85af9824e7d9c29fd2378f643b7,RG02,1,1,,2009,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100108,dc95f85af9824e7d9c29fd2378f643b7,RG03,1,1,,2012,30000,1000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100116,0c968049019549cf934810a584a32aae,RG01,1,,,9999,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100116,0c968049019549cf934810a584a32aae,RG02,1,,,9999,400000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100140,3d142efa44934a5581a3ea2c176c076b,RG02,1,1,,2000,200000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100140,3d142efa44934a5581a3ea2c176c076b,RG03,1,1,,2000,150000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100161,86b3d1e2c9814c2d940d26f4af771a09,RG02,1,,,2015,80000,5000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100168,09634c228e444d3dabbed46f940f9652,RG02,2,,,2008,100000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100179,7eaaafd6b61e48d68f1ba8111c140d16,RG02,2,,,9999,300000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100180,da37c8239c6b4b8ca0018ae6447ed67d,RG01,1,1,,2016,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100190,7e3a2b43178547a3a3826836c21bd887,RG01,2,1,,2014,30000,1500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100222,bbd56b754368433c9bc08a3398f1c50a,RG02,2,1,,2011,20000,4000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100225,e4459df45e5d40a89d2eb3f73c57e952,RG02,1,,,9999,200000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100225,e4459df45e5d40a89d2eb3f73c57e952,RG03,2,,,9999,150000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101021100229,66837ec594cd480f97514e2ed699143a,RG01,2,,,2017,100000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110017,6f7bf3592c874669b6d2e21c4a4893fc,RG01,1,1,,2017,100000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110030,45be12c1789f408783b7f0fc96351f19,RG02,1,,,2012,30000,3000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110039,6ef606cddea04363ad03b030a4094c25,RG01,1,3,,2016,110000,25000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110057,1fc1988e4607419bae7337d19a8a8447,RG02,1,,,2015,150000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110057,1fc1988e4607419bae7337d19a8a8447,RG03,1,,,2015,80000,8000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110086,5689e450ac1343e98bb98fe307fe71dc,RG02,1,1,,2007,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110095,0572c8f905c74c09a08b1ac75a63b75e,RG01,1,1,,2016,300000,60000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110095,0572c8f905c74c09a08b1ac75a63b75e,RG02,1,1,,2017,100000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110104,969c3753cf824281b8fb9c9c740f3180,RG01,3,1,,1990,150000,15000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110113,ab22d2d88d25477097c3c0caf31e5c93,RG01,1,1,,9999,200000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110123,107ff779be52420e9e1df56825fe4740,RG01,2,1,,2017,500000,40000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110132,9dfba777c9f34b6896fe502557c9d300,RG01,1,2,,1989,200000,5000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110132,9dfba777c9f34b6896fe502557c9d300,RG02,1,2,,1989,200000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110159,d0cd0f5c2eae4d56aa88864b85a1652f,RG01,2,1,,2014,300000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110168,504c675b07b641c6a5565e53b2121e71,RG02,2,1,,9999,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110168,504c675b07b641c6a5565e53b2121e71,RG03,2,1,,2016,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110168,504c675b07b641c6a5565e53b2121e71,RG04,2,1,,2016,100000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110177,da328b5673be4b4385357b76eea89726,RG02,1,1,,2016,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110177,da328b5673be4b4385357b76eea89726,RG04,2,1,,2016,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110177,da328b5673be4b4385357b76eea89726,RG05,2,1,,2016,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110186,fc96e43238ae4ada98078d3e7b0bb317,RG01,1,1,,2016,150000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110196,cbb2283e752d4978ad0512417e05e861,RG01,2,1,,9999,100000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031110196,cbb2283e752d4978ad0512417e05e861,RG02,2,1,,9999,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120018,6eccd136067b40e58c9a72455f241af1,RG02,1,2,,2016,400000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120035,5bf1c5c953154937bdb7a33661219c47,RG02,1,,,,,,,,,,,,,,,,,,,,20000,0,Full Year (Rainy &amp; Dimba Seasons),,2,,1,2,Cultivated,,,,,,,,,,,
101031120054,66cf87e1938d453896a46c6df26bf85b,RG01,1,1,,2011,500000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120078,1cea1e013dd54fc1abd970a427612821,RG02,1,1,,9999,120000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120078,1cea1e013dd54fc1abd970a427612821,RG03,1,1,,9999,150000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120091,192e0295873342b5a6010eae586b6714,RG02,1,,,,,,,,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,,,
101031120095,ac34ccad107d42afb19ad5c7c2529e9c,RG02,1,2,,2007,200000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120095,ac34ccad107d42afb19ad5c7c2529e9c,RG03,1,,,1997,400000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120095,ac34ccad107d42afb19ad5c7c2529e9c,RG04,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Cultivated,,,,,,,,,,,
101031120097,662f2ac5f466467f91a89d4cdae8366a,RG02,1,1,,2009,150000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120116,66a52406da1a4ad2bc67699de1e6b0b5,RG02,1,,,2013,500000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120119,6e2fc21caea341fe91732a9e875f2186,RG01,1,2,,1993,2000000,12000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120119,6e2fc21caea341fe91732a9e875f2186,RG02,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Cultivated,,,,,,,,,,,
101031120131,8bbd17b31328495eb17a11565cb77ea6,RG02,1,,,2014,150000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120169,a9cbb67969854a2e9f443d3d815e7e72,RG02,2,2,,2010,300000,12000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031120176,122cc2640c494d16a7f68e81b72a350a,RG03,2,,,,,,,,,,,,,,,,,,,,15000,0,Rainy Season,,1,,1,2,Cultivated,,,,,,,,,,,
101031130001,58cc729353404594a9be07013f3b0fb0,RG01,1,,,1999,40000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031130003,dcc23e4e5a544c7aa98092a22c02b671,RG01,1,,,9999,100000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
101031130005,9f1d85391cb7409d8f5f5a392244e8d6,RG02,1,1,,2015,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
