hhID,plotID,plot_area_reported,crop_area_share,planting_month,planting_year,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,plot_area_measured,harvest_month,harvest_year,source,country
H0360403,1,0.6070416835289356,30,3,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360403,3,0.20234722784297854,50,8,2014,Beans,11,2014,11,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360403,1,0.6070416835289356,NA,8,2014,Beans,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360403,1,0.6070416835289356,NA,8,2014,Beans,10,2014,11,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360403,3,0.20234722784297854,10,3,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360403,2,0.20234722784297854,NA,7,2014,Sweet potatoes,10,2014,11,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,3,0.6070416835289356,100,2,2016,Beans,NA,NA,NA,NA,second,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,2,0.4046944556859571,30,2,2016,Beans,NA,NA,NA,NA,second,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,4,0.242816683060242,50,8,2015,Beans,12,2014,12,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,1,0.10117361392148927,90,8,2015,Maize,11,2014,12,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,2,0.4046944556859571,25,11,2015,Cassava,NA,NA,NA,NA,second,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,1,NA,NA,NA,NA,Cassava,10,2014,12,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,2,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,2,0.4046944556859571,30,2,NA,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,3,1.2140833670578712,85,8,2015,Maize,NA,NA,NA,NA,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,4,0.242816683060242,50,8,2015,Beans,10,2014,11,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,4,0.242816683060242,50,8,2015,Maize,1,2014,1,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,3,0.6070416835289356,50,2,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360501,3,NA,NA,NA,NA,Cassava,10,2014,11,2014,first,Kiboga,Lwamata,Lwamata,Lwamata  Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,1,0.6070416835289356,100,3,2016,Beans,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,2,0.20234722784297854,70,8,2015,Beans,11,2014,11,2014,first,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,2,0.20234722784297854,10,8,2015,Maize,NA,NA,NA,NA,first,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,2,0.3035208417644678,50,3,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,2,0.20234722784297854,20,4,2014,Cassava,NA,NA,NA,NA,first,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,2,0.10117361392148927,50,3,2016,Irish potatoes,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,1,0.4046944556859571,NA,8,2015,Maize,NA,NA,NA,NA,first,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360502,2,0.20234722784297854,70,8,2015,Beans,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Kabumba,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,2,0.4046944556859571,5,9,2015,Maize,NA,NA,NA,NA,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,2,0.4046944556859571,85,9,2015,Beans,12,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,2,0.4046944556859571,10,3,2015,Cassava,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,3,0.8093889113719142,100,4,2015,Beans,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,2,0.8093889113719142,80,4,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360701,3,0.8093889113719142,NA,9,2016,Maize,NA,NA,NA,NA,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,2,0.10117361392148927,50,3,2016,Irish potatoes,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,4,0.8093889113719142,100,4,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,1,0.3035208417644678,70,8,2015,Beans,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,1,0.20234722784297854,30,6,2015,Cassava,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,1,0.3035208417644678,15,6,2015,Cassava,NA,NA,NA,NA,first,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,3,0.10117361392148927,100,4,2016,Groundnuts,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,2,0.10117361392148927,50,4,2016,Beans,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,2,0.10117361392148927,NA,8,2015,Irish potatoes,10,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,1,0.3035208417644678,70,8,2015,Beans,12,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0360801,1,0.3035208417644678,15,8,2015,Maize,12,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,4,0.5058680696074463,NA,8,2015,Maize,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,5,0.3035208417644678,NA,8,2015,Beans,10,2014,11,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,2,0.08093889234327478,NA,7,2014,Cassava,8,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,2,0.08093889234327478,50,4,2016,Groundnuts,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,5,0.3035208417644678,NA,8,2015,Beans,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,3,0.08093889234327478,NA,8,2015,Sweet potatoes,11,2014,12,2014,first,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,4,0.4046944556859571,40,4,2016,Beans,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,3,0.08093889234327478,100,4,2016,Beans,7,2015,7,2015,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0361001,4,0.4046944556859571,60,4,2016,Maize,NA,NA,NA,NA,second,Kiboga,Lwamata,Kasejjere,Bujagala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,2,0.050586806960744635,40,12,2014,Cassava,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,1,0.2529340348037232,10,8,2015,Beans,10,2014,10,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,2,0.050586806960744635,20,4,2016,Yam,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,1,0.2529340348037232,10,8,2015,Beans,10,2014,11,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,3,0.04046944617163739,100,4,2016,Sweet potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,2,0.050586806960744635,60,4,2016,Maize,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,2,0.050586806960744635,60,8,2015,Maize,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,1,0.2529340348037232,10,4,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370401,3,0.10117361392148927,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,30,8,2015,Maize,11,2014,11,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,3,0.10117361392148927,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,40,8,2015,Beans,11,2014,11,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,40,8,2015,Beans,10,2014,11,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,50,4,2016,Maize,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,30,7,2015,Cassava,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,3,0.10117361392148927,100,3,2016,Groundnuts,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,4,0.10117361392148927,100,4,2016,Sweet potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,20,7,2015,Cassava,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370501,2,0.20234722784297854,30,3,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,2,0.10117361392148927,50,3,2016,Maize,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,4,0.10117361392148927,100,3,2016,Groundnuts,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,2,0.10117361392148927,50,3,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,2,0.20234722784297854,50,8,2015,Groundnuts,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,2,0.20234722784297854,50,8,2015,Maize,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,3,0.20234722784297854,30,5,2015,Cassava,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,3,0.20234722784297854,70,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,3,0.20234722784297854,70,10,2015,Sweet potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370601,3,0.20234722784297854,30,5,2015,Cassava,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,2,0.20234722784297854,40,3,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,5,0.10117361392148927,100,4,2016,Sweet potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,4,0.10117361392148927,100,3,2016,Irish potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,2,0.20234722784297854,60,8,2015,Beans,10,2014,11,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,3,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,5,0.10117361392148927,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,4,0.10117361392148927,NA,8,2015,Groundnuts,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,3,0.10117361392148927,70,8,2015,Cassava,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,2,0.20234722784297854,60,8,2015,Beans,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,2,0.20234722784297854,40,8,2015,Maize,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,2,0.20234722784297854,60,3,2016,Maize,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370701,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,1,0.35410764872521244,30,9,2014,Cassava,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,8,0.050586806960744635,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,1,0.35410764872521244,30,9,2015,Cassava,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,7,0.10117361392148927,100,3,2016,Groundnuts,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,5,0.10117361392148927,40,8,2015,Groundnuts,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,5,0.050586806960744635,100,3,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,9,0.10117361392148927,20,8,2015,Beans,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,4,0.10117361392148927,40,3,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,5,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,9,0.10117361392148927,80,8,2015,Maize,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,3,0.050586806960744635,100,1,2016,Sweet potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,3,0.025091055842460946,30,8,2015,Maize,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,6,0.050586806960744635,100,2,2016,Sweet potatoes,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,3,0.025091055842460946,70,8,2015,Beans,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,6,0.050586806960744635,NA,8,2015,Beans,11,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,3,0.025091055842460946,70,8,2015,Beans,10,2014,11,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,4,0.025091055842460946,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0370901,2,0.050586806960744635,60,4,2016,Beans,NA,NA,NA,NA,second,Kyankwanzi,Ntwetwe Tc,Kisojjo Ward,Kabindula Cell,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
