case_id,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
101013740123,1,10101374,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
101013740123,1,10101374,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101013740123,1,10101374,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101013740130,1,10101374,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101013740130,1,10101374,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101013740130,1,10101374,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101013740138,1,10101374,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101013740138,1,10101374,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101013740138,1,10101374,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101013740152,1,10101374,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101013740152,1,10101374,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101013740152,1,10101374,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700012,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700012,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700012,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700026,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700026,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700026,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700029,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700029,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700029,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700032,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700032,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
101014700032,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700034,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700034,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700034,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700055,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,0,0,1,2
101014700055,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
101014700055,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700079,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700079,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700079,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700128,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700128,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1400,0,0,1,2
101014700128,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700135,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700135,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
101014700135,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700148,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700148,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700148,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700156,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3500,0,0,1,2
101014700156,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,14000,0,0,1,2
101014700156,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700200,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,27000,0,0,1,2
101014700200,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2500,0,0,1,2
101014700200,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,10000,0,0,1,2
101014700214,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700214,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
101014700214,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700224,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700224,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700224,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700227,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700227,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700227,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101014700248,1,10101470,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101014700248,1,10101470,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101014700248,1,10101470,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620009,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620009,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620009,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620020,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
101015620020,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4000,0,0,1,2
101015620020,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620031,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620031,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620031,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620042,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620042,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
101015620042,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620053,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,800,0,0,1,2
101015620053,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
101015620053,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620064,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
101015620064,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1200,0,0,1,2
101015620064,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620075,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620075,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620075,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620086,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620086,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,1,2
101015620086,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620096,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620096,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620096,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620118,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,0,1000,1,2
101015620118,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620118,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620140,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
101015620140,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,6000,0,0,1,2
101015620140,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620162,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,0,0,1,2
101015620162,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620162,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620184,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620184,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620184,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620195,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620195,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015620195,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620205,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015620205,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,850,0,0,1,
101015620205,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015620227,2,10101562,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
101015620227,2,10101562,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
101015620227,2,10101562,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680005,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680005,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015680005,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680012,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680012,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,2,
101015680012,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680019,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680019,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015680019,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680026,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680026,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,2,
101015680026,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680033,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680033,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101015680033,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680046,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680046,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
101015680046,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680053,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680053,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,600,0,0,1,
101015680053,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680060,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,200,0,0,1,
101015680060,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,900,0,0,1,
101015680060,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680067,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680067,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
101015680067,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680081,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
101015680081,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,1,2
101015680081,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680088,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680088,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,600,0,0,1,2
101015680088,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680095,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680095,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,700,0,0,1,2
101015680095,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680102,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680102,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
101015680102,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680116,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680116,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
101015680116,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,300,0,0,1,2
101015680130,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680130,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
101015680130,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101015680144,1,10101568,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101015680144,1,10101568,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,
101015680144,1,10101568,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060006,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060006,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
101017060006,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060007,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060007,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
101017060007,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060011,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060011,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101017060011,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060015,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060015,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101017060015,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060022,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060022,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
101017060022,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060026,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060026,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
101017060026,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060030,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060030,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,2
101017060030,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060033,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060033,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
101017060033,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060041,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,600,0,0,1,
101017060041,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
101017060041,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060045,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,7000,4000,0,1,
101017060045,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,
101017060045,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060048,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,1,
101017060048,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
101017060048,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060052,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060052,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
101017060052,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060059,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060059,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,100,0,0,1,2
101017060059,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,40,0,0,1,2
101017060063,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060063,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
101017060063,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060067,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060067,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101017060067,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101017060074,1,10101706,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101017060074,1,10101706,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101017060074,1,10101706,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040001,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040001,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040001,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040008,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
101020040008,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040008,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040012,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
101020040012,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040012,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040015,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,180,0,0,1,2
101020040015,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,1,2
101020040015,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040028,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
101020040028,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,600,0,0,1,2
101020040028,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040031,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040031,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040031,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040034,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,300,0,0,1,
101020040034,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1800,0,0,1,
101020040034,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040039,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040039,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2300,0,0,1,
101020040039,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040042,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040042,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,300,0,0,1,2
101020040042,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040059,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040059,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040059,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040061,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040061,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
101020040061,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040093,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040093,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040093,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,350,200,0,1,2
101020040101,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040101,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040101,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040104,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040104,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,300,0,0,1,2
101020040104,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040121,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040121,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
101020040121,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101020040128,1,10102004,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101020040128,1,10102004,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
101020040128,1,10102004,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101023790001,1,10102379,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
101023790001,1,10102379,Food Transfers/Gifts,Food Transfers/Gifts,Yes,700,0,0,1,2
101023790001,1,10102379,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
101023790005,1,10102379,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
