ea_id,com_ci0b,com_ci0b_os,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_os,com_ci07b,com_ci07b_os,com_ci07c,com_ci07c_os,com_ci08a,com_ci08a_os,com_ci08b,com_ci08b_os,com_ci08c,com_ci08c_os,com_ci09a,com_ci09a_os,com_ci09b,com_ci09b_os,com_ci09c,com_ci09c_os,com_ci10,com_ci11,com_ci12,com_ci12_os,com_ci13,com_ci14
10304625,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304625,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305446,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305446,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305446,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305446,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305446,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306417,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306417,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306417,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306417,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306417,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306431,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306431,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306431,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306431,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306431,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307413,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307413,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307413,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307413,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307413,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308129,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308129,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308129,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308129,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308129,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308636,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308636,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308636,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308636,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308636,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309273,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309273,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309273,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309273,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309273,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309281,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309281,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309281,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309281,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309281,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310469,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310469,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310469,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310469,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310469,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312048,Forest,,yes,yes,yes,no,no,yes,USE GUARDS,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10312048,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312048,,,yes,yes,yes,no,no,yes,USE GUARDS,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10312048,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312048,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312078,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312078,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312078,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312078,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312078,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312187,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312187,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312187,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312187,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312187,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312600,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312600,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312600,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312600,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312600,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320227,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320227,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320227,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320227,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320227,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401140,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401140,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401140,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401140,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401140,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401212,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401212,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401212,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401212,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401212,Water Body:,WATER THANKS,yes,no,no,no,no,no,,,,,,,Limitations of number of users at a given time,,,,,,Taking away [resource] use rights,,,,,,Somewhat Effective,no,,,no,
10401424,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401424,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401424,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401424,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401424,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401502,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401502,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401502,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401502,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401502,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401522,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401522,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401522,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401522,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401522,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401541,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401541,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401541,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401541,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401541,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401604,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401604,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401604,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401604,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401604,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401635,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401635,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401635,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401635,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401635,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401742,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401742,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401742,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401742,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401742,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402537,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402537,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402537,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402537,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402537,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403332,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403332,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403332,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403332,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403332,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403488,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403488,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403488,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403488,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403488,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404186,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404707,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404707,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404707,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404707,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404707,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405213,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405213,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405213,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405213,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405213,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405404,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405404,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405404,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405404,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405404,Water Body:,WATER FALLS,yes,yes,yes,no,no,yes,USE GUARDS,,USE THE THREAT OF FINE,,,,Limitations of number of users at a given time,,Limitations of number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
10407068,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407068,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407068,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407068,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407068,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407194,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407194,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407194,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407194,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407194,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407628,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407628,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407628,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407628,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407628,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408441,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408441,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408441,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408441,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408441,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409468,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409468,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409468,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409468,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409468,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420001,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420001,Pasture,,yes,yes,yes,no,no,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,yes,Initiate Agricultural Scheme,,no,
10420001,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420001,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420001,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420035,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420035,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420035,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420035,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420035,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420080,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420080,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420080,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420080,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420080,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501055,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501055,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501055,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501055,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501055,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501216,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501216,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501216,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501216,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501216,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501505,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501505,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501505,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501505,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501505,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501709,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501709,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501709,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501709,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501709,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502043,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502043,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502043,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502043,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502043,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502268,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502268,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502268,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502268,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502268,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502439,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502439,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502439,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502439,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502439,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502593,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502593,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502593,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502593,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502593,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502730,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502730,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502730,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502730,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502730,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503211,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503211,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503211,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503211,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503211,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503367,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503367,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503367,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503367,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503367,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505136,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505136,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505136,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505136,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505136,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505151,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505151,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505151,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505151,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505151,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505231,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505231,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505231,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505231,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505231,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505310,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505310,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505310,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505310,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505310,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505508,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505508,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505508,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505508,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505508,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506127,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506127,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506127,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506127,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506127,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506548,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506548,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506548,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506548,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506548,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507175,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507175,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507175,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507175,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507175,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507344,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507344,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507344,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507344,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507344,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508369,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508369,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508369,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508369,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508369,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509319,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509319,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509319,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509319,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509319,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509474,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509474,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509474,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509474,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509474,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510388,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510388,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510388,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510388,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510388,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732047,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732047,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732047,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732047,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732047,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732070,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732070,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732070,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732070,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732070,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
