ea_id,com_cc01,com_cc02,com_cc03,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_os,com_cc07b,com_cc07c,com_cc07c_os,com_cc07d,com_cc07e,com_cc07e_os,com_cc07f,com_cc08,com_cc09,com_cc09_os,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14,com_cc15
10502439,MORE MOVED IN,370,78,christian,78,,,,,tumbuka,78,,,,,father,Matrilineal and patrilocal (chitengwa),,78,,,,,,,6,farming,,SLIGHTLY SLOPING,3/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10502593,MORE MOVED IN,239,55,christian,55,,,,,tumbuka,55,,,,,father,Matrilineal and patrilocal (chitengwa),,55,,,,,,,4,farming,,SLIGHTLY SLOPING,1/2,ALMOST NONE,1/4,ALMOST ALL,yes
10502730,MORE MOVED IN,2000,95,christian,95,,,,,tumbuka,95,,,,,father,Matrilineal and patrilocal (chitengwa),,95,,,,,,,7,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10503211,ABOUT THE SAME OF BOTH,462,62,christian,62,,,,,tumbuka,62,,,,,father,Matrilineal and patrilocal (chitengwa),,62,,,,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10503367,MORE MOVED OUT,300,106,christian,106,,,,,tumbuka,106,,,,,father,Matrilineal and patrilocal (chitengwa),,106,,,,,,,8,farming,,STEEPLY SLOPING,1/4,3/4,1/4,ALMOST ALL,yes
10505136,MORE MOVED OUT,900,180,christian,180,,,,,tumbuka,180,,,,,father,Patrilineal and neolocal,,180,,,,,,,50,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10505151,MORE MOVED IN,1430,181,christian,181,,,,,tumbuka,181,,,,,father,Matrilineal and patrilocal (chitengwa),,181,,,,,,,30,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,1/2,yes
10505231,MORE MOVED IN,2000,239,christian,239,,,,,tumbuka,239,,,,,father,Matrilineal and patrilocal (chitengwa),,239,,,,,,,8,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10505310,MORE MOVED IN,4500,900,christian,850,none,41,islam,9,tumbuka,830,chewa,60,lomwe,10,father,Patrilineal and neolocal,,880,Matrilineal and matrilocal (chikamwini),,20,,,,10,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,no
10505508,MORE MOVED OUT,730,80,christian,80,,,,,tumbuka,80,,,,,father,Matrilineal and patrilocal (chitengwa),,80,,,,,,,11,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
10506127,NEITHER ARRIVALS NOR DEPARTURES,2500,180,christian,180,,,,,tumbuka,180,,,,,father,Matrilineal and patrilocal (chitengwa),,180,,,,,,,7,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10506548,MORE MOVED IN,200,30,christian,30,,,,,tumbuka,30,,,,,father,Matrilineal and patrilocal (chitengwa),,30,,,,,,,0,farming,,SLIGHTLY SLOPING,3/4,ALMOST NONE,1/4,3/4,yes
10507175,MORE MOVED IN,399,90,christian,90,,,,,tumbuka,50,nyanja,40,,,father,Matrilineal and patrilocal (chitengwa),,90,,,,,,,19,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10507344,MORE MOVED IN,2000,450,christian,400,none,50,,,tumbuka,450,,,,,father,Patrilineal and neolocal,,450,,,,,,,20,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10508369,MORE MOVED IN,1500,200,christian,200,,,,,tumbuka,150,nyanja,50,,,father,Matrilineal and patrilocal (chitengwa),,200,,,,,,,6,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
10509319,MORE MOVED IN,1500,205,christian,205,,,,,tumbuka,205,,,,,father,Patrilineal and neolocal,,205,,,,,,,3,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
10509474,MORE MOVED IN,2300,65,christian,65,,,,,tumbuka,65,,,,,father,Matrilineal and patrilocal (chitengwa),,65,,,,,,,8,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10510388,ABOUT THE SAME OF BOTH,2090,300,christian,299,none,1,,,tumbuka,290,chewa,10,,,father,Patrilineal and patrilocal,,298,Matrilineal and matrilocal (chikamwini),,2,,,,50,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10732047,MORE MOVED IN,4200,196,christian,98,islam,98,,,tumbuka,98,chewa,98,,,father,Matrilineal and patrilocal (chitengwa),,196,,,,,,,15,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10732070,MORE MOVED IN,106,70,christian,70,,,,,tumbuka,70,,,,,father,Matrilineal and patrilocal (chitengwa),,70,,,,,,,0,farming,,flat,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,yes
10732192,MORE MOVED IN,2000,400,christian,395,none,5,,,tumbuka,400,,,,,father,Matrilineal and patrilocal (chitengwa),,400,,,,,,,10,farming,,SLIGHTLY SLOPING,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,no
10733465,MORE MOVED IN,2200,138,christian,138,,,,,chewa,38,tumbuka,50,tonga,50,father,Matrilineal and neolocal,,138,,,,,,,7,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10733640,MORE MOVED IN,1010,150,christian,80,islam,30,OTHER RELIGION,40,tumbuka,150,,,,,father,Matrilineal and neolocal,,150,,,,,,,30,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10734370,MORE MOVED IN,5000,600,islam,300,christian,300,,,tumbuka,500,chewa,100,,,father,Matrilineal and patrilocal (chitengwa),,600,,,,,,,0,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10734393,MORE MOVED IN,1500,650,christian,450,islam,100,none,100,tumbuka,600,chewa,30,lambya,20,father,Matrilineal and patrilocal (chitengwa),,640,Matrilineal and matrilocal (chikamwini),,10,,,,9,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10734407,MORE MOVED IN,10120,189,christian,100,islam,89,,,tumbuka,100,tonga,89,,,father,Matrilineal and patrilocal (chitengwa),,189,,,,,,,10,PLANNED HOUSING,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10734762,MORE MOVED IN,1500,310,christian,305,none,3,islam,2,tumbuka,310,,,,,father,Patrilineal and neolocal,,310,,,,,,,5,SQUATTER  SETTLEMENT,,flat,1/4,ALMOST NONE,1/4,ALMOST ALL,no
10735130,MORE MOVED IN,2200,460,christian,400,islam,60,,,tumbuka,400,chewa,60,,,father,Matrilineal and patrilocal (chitengwa),,460,,,,,,,7,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
10735173,MORE MOVED IN,500,240,christian,190,islam,10,none,40,tumbuka,210,chewa,20,yao,10,father,Patrilineal and neolocal,,240,,,,,,,5,SHOPS OR TRADE,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10736053,MORE MOVED IN,3000,108,christian,100,islam,8,,,tumbuka,100,chewa,8,,,father,Matrilineal and patrilocal (chitengwa),,108,,,,,,,7,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
10736174,MORE MOVED IN,96,28,christian,28,,,,,tumbuka,28,,,,,father,Matrilineal and patrilocal (chitengwa),,28,,,,,,,0,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10736377,MORE MOVED IN,5000,2000,christian,1500,islam,300,none,200,tumbuka,1600,chewa,200,other,200,father,Patrilineal and neolocal,,1600,Matrilineal and patrilocal (chitengwa),,400,,,,25,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
10736466,MORE MOVED IN,1500,800,christian,800,,,,,tumbuka,800,,,,,father,Matrilineal and patrilocal (chitengwa),,800,,,,,,,5,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
10736596,MORE MOVED IN,4380,875,christian,860,islam,10,none,5,tumbuka,600,chewa,175,lambya,100,father,Patrilineal and neolocal,,760,Matrilineal and patrilocal (chitengwa),,115,,,,11,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
10737199,MORE MOVED IN,2000,522,christian,500,islam,22,,,tonga,22,tumbuka,500,,,father,Matrilineal and patrilocal (chitengwa),,522,,,,,,,10,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10739309,MORE MOVED IN,2500,200,christian,200,,,,,tumbuka,150,tonga,50,,,father,Matrilineal and patrilocal (chitengwa),,200,,,,,,,10,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10741504,MORE MOVED IN,3000,500,christian,480,OTHER RELIGION,18,islam,2,tumbuka,400,tonga,50,lambya,50,father,Patrilineal and patrilocal,,390,Matrilineal and matrilocal (chikamwini),,110,,,,5,SQUATTER  SETTLEMENT,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
10744039,MORE MOVED IN,478,92,christian,90,islam,2,,,tumbuka,50,tonga,30,nyanja,12,father,Matrilineal and patrilocal (chitengwa),,92,,,,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10744154,MORE MOVED IN,1800,350,islam,350,,,,,tumbuka,300,tonga,50,,,father,Matrilineal and patrilocal (chitengwa),,350,,,,,,,8,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10744649,MORE MOVED IN,4800,485,christian,400,islam,85,,,tumbuka,300,tonga,100,nyanja,85,father,Matrilineal and patrilocal (chitengwa),,485,,,,,,,14,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
10746033,MORE MOVED IN,8000,4000,christian,3500,OTHER RELIGION,300,islam,200,tumbuka,3900,chewa,80,yao,20,father,Patrilineal and neolocal,,3500,Matrilineal and patrilocal (chitengwa),,500,,,,20,SQUATTER  SETTLEMENT,,MODERATELY SLOPING,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,no
10746244,MORE MOVED IN,6800,1340,christian,1320,islam,5,none,15,tumbuka,1320,lambya,15,tonga,5,father,Matrilineal and patrilocal (chitengwa),,1340,,,,,,,12,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
20101014,ABOUT THE SAME OF BOTH,2000,334,christian,300,traditional,34,,,tumbuka,324,chewa,10,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and matrilocal (chikamwini),,34,,,,100,farming,,flat,1/4,1/4,1/4,ALMOST ALL,yes
20101387,MORE MOVED IN,1227,245,christian,245,,,,,tumbuka,235,chewa,10,,,father,Matrilineal and patrilocal (chitengwa),,235,Matrilineal and matrilocal (chikamwini),,10,,,,15,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20102311,MORE MOVED IN,1315,263,christian,247,none,16,,,chewa,236,tumbuka,27,,,mother,Matrilineal and patrilocal (chitengwa),,243,Matrilineal and matrilocal (chikamwini),,20,,,,37,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20103365,MORE MOVED OUT,786,149,christian,149,,,,,tumbuka,123,chewa,26,,,both,Patrilineal and patrilocal,,123,Matrilineal and matrilocal (chikamwini),,26,,,,7,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20105073,MORE MOVED IN,1368,251,christian,219,none,32,,,chewa,190,tumbuka,61,,,both,Matrilineal and patrilocal (chitengwa),,195,Matrilineal and matrilocal (chikamwini),,56,,,,25,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20105181,MORE MOVED IN,6000,1000,christian,900,none,80,islam,20,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,980,Matrilineal and matrilocal (chikamwini),,20,,,,15,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20106042,MORE MOVED IN,869,173,christian,153,none,15,islam,5,chewa,123,tumbuka,45,yao,5,father,Patrilineal and patrilocal,,148,Matrilineal and matrilocal (chikamwini),,25,,,,5,farming,,flat,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20107490,MORE MOVED IN,1297,259,christian,229,none,26,traditional,4,chewa,255,tumbuka,4,,,mother,Matrilineal and patrilocal (chitengwa),,237,Matrilineal and matrilocal (chikamwini),,22,,,,24,farming,,SLIGHTLY SLOPING,1/2,1/4,1/4,ALMOST ALL,yes
20107615,MORE MOVED IN,1499,267,christian,230,none,37,,,chewa,225,tumbuka,30,yao,12,mother,Matrilineal and patrilocal (chitengwa),,245,Matrilineal and matrilocal (chikamwini),,22,,,,29,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20108739,MORE MOVED IN,15000,3500,christian,3400,traditional,70,none,30,chewa,3500,,,,,mother,Matrilineal and patrilocal (chitengwa),,3000,Matrilineal and matrilocal (chikamwini),,500,,,,10,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20109486,MORE MOVED IN,1623,269,christian,226,islam,37,none,6,chewa,199,yao,37,tumbuka,33,both,Matrilineal and patrilocal (chitengwa),,182,Matrilineal and matrilocal (chikamwini),,87,,,,49,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20109653,MORE MOVED IN,819,163,traditional,159,none,4,,,chewa,163,,,,,mother,Matrilineal and patrilocal (chitengwa),,135,Matrilineal and matrilocal (chikamwini),,28,,,,25,farming,,flat,1/2,1/4,1/4,ALMOST ALL,yes
20110170,MORE MOVED IN,1365,269,christian,254,none,15,,,chewa,220,tumbuka,49,,,father,Matrilineal and patrilocal (chitengwa),,205,Patrilineal and neolocal,,49,Matrilineal and matrilocal (chikamwini),,15,52,farming,,flat,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20110620,MORE MOVED IN,5000,1000,christian,990,traditional,10,,,chewa,600,tumbuka,400,,,mother,Matrilineal and patrilocal (chitengwa),,900,Matrilineal and matrilocal (chikamwini),,100,,,,200,farming,,flat,1/4,1/4,ALMOST NONE,3/4,yes
20111107,MORE MOVED IN,1360,210,christian,199,none,11,,,chewa,204,tumbuka,6,,,mother,Matrilineal and neolocal,,196,Matrilineal and matrilocal (chikamwini),,14,,,,24,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20111530,MORE MOVED IN,1161,236,christian,178,none,36,islam,22,chewa,204,yao,22,tumbuka,10,mother,Matrilineal and patrilocal (chitengwa),,151,Matrilineal and matrilocal (chikamwini),,69,Matrilineal and neolocal,,16,19,farming,,flat,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20111718,MORE MOVED IN,8000,2000,christian,1500,OTHER RELIGION,300,none,200,chewa,2000,,,,,mother,Matrilineal and patrilocal (chitengwa),,1800,Matrilineal and matrilocal (chikamwini),,200,,,,30,farming,,flat,ALMOST NONE,1/2,ALMOST NONE,3/4,yes
20112290,MORE MOVED IN,1065,189,christian,174,none,15,,,chewa,165,lomwe,24,,,both,Matrilineal and patrilocal (chitengwa),,164,Matrilineal and matrilocal (chikamwini),,25,,,,15,farming,,MODERATELY SLOPING,ALMOST NONE,1/4,1/4,ALMOST ALL,yes
20112334,ABOUT THE SAME OF BOTH,10000,1666,christian,1600,traditional,60,none,6,chewa,1660,tumbuka,6,,,mother,Matrilineal and patrilocal (chitengwa),,1600,Matrilineal and matrilocal (chikamwini),,66,,,,10,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
20112661,ABOUT THE SAME OF BOTH,14000,2800,christian,2000,traditional,200,none,600,chewa,2800,,,,,mother,Matrilineal and patrilocal (chitengwa),,2700,Matrilineal and matrilocal (chikamwini),,100,,,,50,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
20113112,MORE MOVED IN,20000,2500,christian,1800,traditional,200,none,500,chewa,2450,tumbuka,50,,,mother,Matrilineal and patrilocal (chitengwa),,2300,Matrilineal and matrilocal (chikamwini),,150,Patrilineal and neolocal,,50,100,farming,,MODERATELY SLOPING,1/4,3/4,ALMOST NONE,3/4,yes
20113529,MORE MOVED IN,1439,268,christian,225,none,28,islam,15,chewa,243,tumbuka,14,yao,11,mother,Matrilineal and patrilocal (chitengwa),,222,Matrilineal and matrilocal (chikamwini),,42,Matrilineal and neolocal,,4,10,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20115434,MORE MOVED OUT,8000,1000,christian,850,none,150,,,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,900,Matrilineal and patrilocal (chitengwa),,100,,,,12,farming,,flat,1/4,1/4,ALMOST NONE,ALMOST ALL,yes
20120081,MORE MOVED IN,3595,659,christian,623,islam,20,none,16,chewa,604,yao,30,tumbuka,25,both,Matrilineal and patrilocal (chitengwa),,474,Matrilineal and patrilocal (chitengwa),,160,Patrilineal and neolocal,,25,16,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
20201109,NEITHER ARRIVALS NOR DEPARTURES,417,65,christian,58,none,7,,,chewa,42,tumbuka,6,tonga,17,father,Matrilineal and matrilocal (chikamwini),,3,Matrilineal and patrilocal (chitengwa),,62,,,,0,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
20201206,NEITHER ARRIVALS NOR DEPARTURES,475,115,traditional,10,islam,30,christian,75,chewa,40,yao,30,tumbuka,30,mother,Matrilineal and matrilocal (chikamwini),,5,Matrilineal and patrilocal (chitengwa),,110,,,,8,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
20201264,NEITHER ARRIVALS NOR DEPARTURES,519,119,islam,30,christian,85,none,4,chewa,119,,,,,mother,Matrilineal and matrilocal (chikamwini),,6,Matrilineal and patrilocal (chitengwa),,113,,,,14,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20201269,MORE MOVED IN,497,112,traditional,13,christian,89,none,10,chewa,112,,,,,mother,Matrilineal and matrilocal (chikamwini),,14,Matrilineal and patrilocal (chitengwa),,98,,,,7,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
20201354,ABOUT THE SAME OF BOTH,2110,329,islam,23,christian,291,none,15,chewa,273,tumbuka,15,tonga,20,mother,Matrilineal and matrilocal (chikamwini),,56,Matrilineal and patrilocal (chitengwa),,273,,,,4,INDUSTRY OR MANUFACTURE,,flat,ALMOST NONE,3/4,ALMOST NONE,3/4,no
20201450,MORE MOVED OUT,1021,143,christian,122,islam,1,none,20,chewa,30,tumbuka,50,tonga,50,mother,Matrilineal and matrilocal (chikamwini),,3,Matrilineal and patrilocal (chitengwa),,140,,,,4,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20201646,MORE MOVED IN,1527,278,islam,48,christian,230,,,yao,10,tumbuka,37,chewa,231,father,Matrilineal and matrilocal (chikamwini),,16,Matrilineal and patrilocal (chitengwa),,262,,,,17,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
20202343,NEITHER ARRIVALS NOR DEPARTURES,346,75,christian,75,,,,,chewa,3,tumbuka,2,tonga,70,mother,Matrilineal and matrilocal (chikamwini),,5,,,,,,,3,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20203135,MORE MOVED IN,2303,305,islam,271,christian,29,none,5,chewa,305,,,,,mother,Matrilineal and matrilocal (chikamwini),,13,Matrilineal and patrilocal (chitengwa),,292,,,,13,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
20203494,MORE MOVED IN,3660,482,islam,472,christian,10,,,chewa,482,,,,,both,Matrilineal and matrilocal (chikamwini),,2,Matrilineal and patrilocal (chitengwa),,480,,,,11,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20203656,MORE MOVED IN,3855,547,islam,493,christian,47,none,7,chewa,547,,,,,mother,Matrilineal and matrilocal (chikamwini),,25,Matrilineal and patrilocal (chitengwa),,522,,,,30,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
20203694,MORE MOVED OUT,2233,223,traditional,1,islam,114,traditional,100,chewa,223,,,,,mother,Matrilineal and matrilocal (chikamwini),,13,Matrilineal and patrilocal (chitengwa),,210,,,,20,farming,,flat,ALMOST NONE,1/4,1/4,3/4,yes
20204124,MORE MOVED IN,2313,490,islam,370,christian,120,,,chewa,340,tumbuka,150,,,father,Matrilineal and matrilocal (chikamwini),,10,Matrilineal and matrilocal (chikamwini),,480,,,,50,farming,,flat,ALMOST NONE,1/4,1/4,3/4,yes
20204712,MORE MOVED IN,685,154,islam,121,christian,33,,,chewa,154,,,,,mother,Matrilineal and matrilocal (chikamwini),,2,Matrilineal and patrilocal (chitengwa),,152,,,,36,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20205207,MORE MOVED IN,92,30,traditional,1,islam,5,christian,21,chewa,28,yao,2,,,mother,Matrilineal and neolocal,,5,Matrilineal and patrilocal (chitengwa),,25,,,,0,farming,,flat,1/4,ALMOST NONE,1/2,3/4,yes
20205484,NEITHER ARRIVALS NOR DEPARTURES,258,60,islam,1,christian,58,none,1,chewa,60,,,,,mother,Matrilineal and matrilocal (chikamwini),,9,Matrilineal and patrilocal (chitengwa),,51,,,,6,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
20205525,MORE MOVED IN,590,109,traditional,3,islam,23,christian,74,chewa,106,yao,3,,,father,Matrilineal and matrilocal (chikamwini),,23,Matrilineal and patrilocal (chitengwa),,86,,,,10,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20205634,NEITHER ARRIVALS NOR DEPARTURES,455,60,traditional,8,islam,11,christian,41,chewa,60,,,,,mother,Matrilineal and matrilocal (chikamwini),,15,Matrilineal and patrilocal (chitengwa),,45,,,,10,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20205700,NEITHER ARRIVALS NOR DEPARTURES,1380,212,islam,90,christian,106,none,16,chewa,212,,,,,mother,Matrilineal and matrilocal (chikamwini),,23,Matrilineal and patrilocal (chitengwa),,189,,,,16,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20205721,ABOUT THE SAME OF BOTH,451,93,islam,14,christian,79,,,chewa,93,,,,,mother,Matrilineal and matrilocal (chikamwini),,35,Matrilineal and patrilocal (chitengwa),,58,,,,7,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
20206243,NEITHER ARRIVALS NOR DEPARTURES,182,70,traditional,5,christian,65,none,0,chewa,70,,,,,mother,Matrilineal and matrilocal (chikamwini),,13,Matrilineal and patrilocal (chitengwa),,57,Matrilineal and patrilocal (chitengwa),,1,3,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,3/4,no
20206362,MORE MOVED IN,1658,296,christian,223,islam,23,none,20,chewa,296,,,,,mother,Matrilineal and patrilocal (chitengwa),,219,Matrilineal and matrilocal (chikamwini),,77,,,,6,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
20220038,NEITHER ARRIVALS NOR DEPARTURES,1720,300,islam,110,christian,190,,,chewa,300,,,,,mother,Matrilineal and matrilocal (chikamwini),,2,Matrilineal and patrilocal (chitengwa),,298,,,,5,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
20220153,MORE MOVED IN,1875,405,islam,10,christian,385,none,10,chewa,405,,,,,mother,Matrilineal and matrilocal (chikamwini),,13,Matrilineal and patrilocal (chitengwa),,392,,,,7,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/2,no
20301075,NEITHER ARRIVALS NOR DEPARTURES,277,29,traditional,8,christian,16,none,5,chewa,29,,,,,mother,Matrilineal and matrilocal (chikamwini),,3,Matrilineal and patrilocal (chitengwa),,26,,,,7,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,1/4,3/4,yes
20302432,NEITHER ARRIVALS NOR DEPARTURES,209,65,traditional,20,christian,31,none,14,chewa,65,,,,,mother,Matrilineal and matrilocal (chikamwini),,17,Matrilineal and patrilocal (chitengwa),,48,,,,2,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20302539,NEITHER ARRIVALS NOR DEPARTURES,231,50,christian,50,,,,,chewa,50,,,,,mother,Matrilineal and patrilocal (chitengwa),,200,Matrilineal and matrilocal (chikamwini),,31,,,,0,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
20302592,NEITHER ARRIVALS NOR DEPARTURES,44,97,traditional,3,christian,81,none,13,chewa,97,,,,,father,Matrilineal and matrilocal (chikamwini),,8,Matrilineal and patrilocal (chitengwa),,89,,,,8,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20303065,MORE MOVED IN,294,70,traditional,2,christian,36,none,32,chewa,70,,,,,mother,Matrilineal and matrilocal (chikamwini),,5,Matrilineal and patrilocal (chitengwa),,65,,,,3,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,3/4,yes
20303447,NEITHER ARRIVALS NOR DEPARTURES,369,94,traditional,27,christian,50,none,17,chewa,94,,,,,both,Matrilineal and matrilocal (chikamwini),,36,Matrilineal and patrilocal (chitengwa),,58,,,,6,farming,,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20303654,NEITHER ARRIVALS NOR DEPARTURES,770,260,traditional,22,christian,211,none,27,chewa,260,,,,,mother,Matrilineal and matrilocal (chikamwini),,40,Matrilineal and patrilocal (chitengwa),,220,,,,18,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
20304084,ABOUT THE SAME OF BOTH,394,96,traditional,2,islam,1,christian,93,chewa,96,,,,,father,Matrilineal and matrilocal (chikamwini),,3,Matrilineal and patrilocal (chitengwa),,28,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,no
