case_id,visit,ea_id,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
101015620096,1,10101562,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,2,90 kg bag,,Shelled,May,June,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,1,Kilogram,,S: Shelled,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
101015620096,1,10101562,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,16,Pail (large),,Shelled,May,June,Yes,5,Pail (large),,S: Shelled,4000,1,2,0,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
101015620096,1,10101562,Yes,GROUNDNUT CHALIMBANA,,.25,Acre,No,,,,,1,50 kg bag,,Unshelled,May,May,No,,,,,,,,,10,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101015620096,1,10101562,Yes,FINGER MILLET(MAWERE),,.25,Acre,No,,,,,1,90 kg bag,,Not applicable,June,July,No,,,,,,,,,15,Kilogram,,Not Applicable,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
101015620118,1,10101562,Yes,MAIZE HYBRID,,1,Acre,No,,,,,6,90 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
101015620118,1,10101562,Yes,GROUNDNUT CHALIMBANA,,.25,Acre,No,,,,,2,Pail (large),,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
101015620140,1,10101562,Yes,MAIZE LOCAL,,2,Acre,Yes,Community problems,,,,6,90 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
101015620140,1,10101562,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,150,Kilogram,,Not applicable,February,June,Yes,150,Kilogram,,Not Applicable,14000,1,2,2000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101015620140,1,10101562,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,2,90 kg bag,,Unshelled,May,May,No,,,,,,,,,1,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,20,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101015620140,1,10101562,Yes,SWEET POTATO,,.25,Acre,No,,,,,10,Pail (large),,Not applicable,March,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101015620140,1,10101562,Yes,FINGER MILLET(MAWERE),,1,Acre,No,,,,,5,Pail (large),,Not applicable,July,August,Yes,2,Pail (large),,Not Applicable,800,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101015620140,1,10101562,Yes,beans,,.25,Acre,No,,,,,3,Pail (large),,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101015620162,1,10101562,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,10,90 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
101015620162,1,10101562,Yes,MAIZE HYBRID,,1,Acre,No,,,,,6,90 kg bag,,Shelled,July,July,Yes,6,90 kg Bag,,S: Shelled,24000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
101015620162,1,10101562,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,700,Kilogram,,Not applicable,March,May,Yes,700,Kilogram,,Not Applicable,90000,1,2,8400,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101015620162,1,10101562,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,1,50 kg bag,,Unshelled,May,May,Yes,1,Pail (large),,U: Unshelled,400,1,2,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101015620162,1,10101562,Yes,FINGER MILLET(MAWERE),,.25,Acre,No,,,,,1,90 kg bag,,Not applicable,May,May,Yes,1,Pail (large),,Not Applicable,500,1,2,0,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,Not Applicable,0,,,,,,,,,Yes,Bags in house,,1,Pail (large),,Not Applicable,Did Nothing,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101015620184,1,10101562,Yes,MAIZE HYBRID,,1,Acre,No,,,,,25,50 kg bag,,Shelled,June,July,Yes,20,Pail (large),,S: Shelled,7000,1,,0,0,,,,0,,,,0,,,,0,,,,50,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,4,Pail (large),,S: Shelled,No,,,,,20,50 kg Bag,,S: Shelled,0,,,
101015620184,1,10101562,Yes,GROUNDNUT MANIPINTA,,.25,Acre,No,,,,,2,Pail (large),,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101015620184,1,10101562,Yes,beans,,.25,Acre,No,,,,,20,Kilogram,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101015620184,1,10101562,Yes,soyabean,,.25,Acre,No,,,,,4,Pail (large),,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
101015620195,1,10101562,Yes,MAIZE HYBRID,,.5,Acre,Yes,Rains,,,,3,50 kg bag,,Shelled,April,April,Yes,3,Pail (large),,S: Shelled,1800,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,Pail (large),,S: Shelled,5,Pail (large),,S: Shelled,Yes,5,50 kg Bag,,S: Shelled,,,,,,,,
101015620205,1,10101562,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,2,90 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,2,90 kg Bag,,S: Shelled,,,,,,,,
101015620227,1,10101562,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,90 kg bag,,Shelled,July,July,Yes,3,Pail (large),,S: Shelled,1200,1,2,0,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,Yes,6,90 kg Bag,,S: Shelled,,,,,,,,
101015620227,1,10101562,Yes,GROUNDNUT MANIPINTA,,1.5,Acre,Yes,Other (Specify),LACK OF HOUSEHOLD LABOUR,,,6,90 kg bag,,Unshelled,May,May,Yes,5,Pail (large),,S: Shelled,5000,1,2,100,3,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
101015620227,1,10101562,Yes,FINGER MILLET(MAWERE),,.5,Acre,No,,,,,90,Kilogram,,Not applicable,June,June,Yes,90,Kilogram,,Not Applicable,10000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
101010160009,1,10101016,Yes,MAIZE LOCAL,,1,Acre,Yes,Drought,,,,7,50 kg bag,,Shelled,March,June,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,1,Pail (small),,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,Pail (large),,S: Shelled,No,,,,,0,,,,1,90 kg Bag,,S: Shelled
101010160009,1,10101016,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,267,Kilogram,,Not applicable,January,April,Yes,267,Kilogram,,Not Applicable,28500,1,2,1800,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160009,1,10101016,Yes,GROUNDNUT CG7,,.1,Acre,No,,,,,2,50 kg bag,,Shelled,June,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160033,1,10101016,Yes,MAIZE LOCAL,,1,Acre,No,,,,,5,90 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
101010160033,1,10101016,Yes,GROUNDNUT CHALIMBANA,,.2,Acre,No,,,,,3,50 kg bag,,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160060,1,10101016,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,10,90 kg bag,,Shelled,June,July,Yes,3,90 kg Bag,,S: Shelled,11000,1,,0,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,90,Kilogram,,S: Shelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,Pail (large),,S: Shelled,No,,,,,2,Pail (large),,S: Shelled,0,,,
101010160060,1,10101016,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,7,90 kg bag,,Unshelled,May,May,Yes,1,90 kg Bag,,U: Unshelled,5000,1,,0,1,90 kg Bag,,U: Unshelled,0,,,,0,,,,0,,,,.5,90 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Food for household,,No,,,,,,,,,,,,,,,,,,,,,
101010160068,1,10101016,Yes,MAIZE LOCAL,,1,Acre,No,,,,,5,90 kg bag,,Shelled,June,June,Yes,3,Pail (large),,S: Shelled,2100,1,2,0,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,5,Pail (large),,S: Shelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,1,90 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,2,90 kg Bag,,S: Shelled
101010160068,1,10101016,Yes,TOBACCO BURLEY,,.5,Acre,Yes,Rains,,,,1,Bale,,Not applicable,January,April,Yes,1,Bale,,Not Applicable,16000,1,2,1300,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
101010160068,1,10101016,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,4,90 kg bag,,Unshelled,April,July,Yes,3,90 kg Bag,,U: Unshelled,8000,1,2,0,2,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,5,Pail (large),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101010160068,1,10101016,Yes,GROUND BEAN(NZAMA),,.5,Acre,Yes,Rains,,,,1,50 kg bag,,Shelled,June,June,Yes,20,Kilogram,,S: Shelled,1000,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101010160068,1,10101016,Yes,beans,,.5,Acre,Yes,Rains,,,,1,Pail (large),,Shelled,March,March,Yes,10,Kilogram,,S: Shelled,300,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101010160069,1,10101016,Yes,MAIZE LOCAL,,1,Acre,No,,,,,3,90 kg bag,,Shelled,June,June,Yes,7,Pail (large),,S: Shelled,4900,1,,0,2,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,3,Pail (large),,S: Shelled,,Rodents/Pests,,,,Yes,Bags in house,,1,Pail (large),,S: Shelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,2,90 kg Bag,,S: Shelled
101010160069,1,10101016,Yes,GROUNDNUT MANIPINTA,,1,Acre,No,,,,,2,90 kg bag,,Unshelled,May,May,Yes,4,Pail (large),,U: Unshelled,2000,1,,600,1,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Seed for planting,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101010160069,1,10101016,Yes,sunflower,,.25,Acre,No,,,,,3,Pail (large),,Shelled,May,May,Yes,1,Pail (large),,S: Shelled,450,1,,0,0,,,,0,,,,0,,,,0,,,,2,No 12 Plate,,S: Shelled,1,Pail (small),,S: Shelled,,Insects,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160070,1,10101016,Yes,MAIZE LOCAL,,2,Acre,No,,,,,20,90 kg bag,,Shelled,June,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,50,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,5,50 kg Bag,,S: Shelled,No,,,,,5,50 kg Bag,,S: Shelled,0,,,
101010160070,1,10101016,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,5,90 kg bag,,Shelled,June,July,Yes,3,50 kg Bag,,S: Shelled,22500,2,,0,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160070,1,10101016,Yes,FINGER MILLET(MAWERE),,1,Acre,No,,,,,10,Basket (dengu),,Not applicable,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Other (Specify),BEER BREWING,,,No,,,,,,,,,,,,,,,,,,,,,
101010160074,1,10101016,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,90 kg bag,,Shelled,July,July,No,,,,,,,,,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,1,Pail (large),,S: Shelled,,Rotting,,Rodents/Pests,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,1,90 kg Bag,,S: Shelled
101010160074,1,10101016,Yes,MAIZE HYBRID RECYCLED,,1,Acre,No,,,,,5,90 kg bag,,Shelled,July,July,Yes,1,50 kg Bag,,S: Shelled,1200,1,2,100,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,1,50 kg Bag,,S: Shelled,,Rotting,,,,Yes,Bags in house,,2,Pail (large),,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,1,90 kg Bag,,S: Shelled
101010160074,1,10101016,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,2,Bale,,Not applicable,March,May,Yes,2,Bale,,Not Applicable,65000,1,2,3350,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160074,1,10101016,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,9,90 kg bag,,Unshelled,May,May,Yes,1,90 kg Bag,,U: Unshelled,25000,1,2,0,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,2,Pail (large),,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101010160086,1,10101016,Yes,MAIZE HYBRID,,2,Acre,No,,,,,12,90 kg bag,,Shelled,August,August,Yes,4,90 kg Bag,,S: Shelled,14000,1,2,0,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
101010160086,1,10101016,Yes,soyabean,,.25,Acre,No,,,,,2,Pail (large),,Shelled,June,June,Yes,1,Pail (large),,S: Shelled,1000,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
101010160096,1,10101016,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,2,90 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,5,Pail (large),,S: Shelled
101010160096,1,10101016,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,Yes,Drought,,,,1,50 kg bag,,Shelled,June,June,No,,,,,,,,,10,Kilogram,,U: Unshelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,1,Pail (large),,U: Unshelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
101010160096,1,10101016,Yes,GROUND BEAN(NZAMA),,.5,Acre,Yes,Drought,,,,20,Kilogram,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,Kilogram,,S: Shelled,10,Kilogram,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160096,1,10101016,Yes,SWEET POTATO,,.25,Acre,No,,,,,10,Pail (large),,Not applicable,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160096,1,10101016,Yes,soyabean,,.5,Acre,Yes,Drought,,,,40,Kilogram,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,5,Kilogram,,S: Shelled,Did Nothing,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160143,1,10101016,Yes,MAIZE LOCAL,,.5,Acre,Yes,Rains,,,,3,90 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,3,Pail (large),,S: Shelled,3,Pail (large),,S: Shelled,No,,,,,1,Pail (large),,S: Shelled,0,,,
101010160143,1,10101016,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,90,Kilogram,,Not applicable,April,May,Yes,90,Kilogram,,Not Applicable,6000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160159,1,10101016,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,10,50 kg bag,,Unshelled,May,May,Yes,1,50 kg Bag,,S: Shelled,1500,1,,0,2,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,1,Pail (large),,S: Shelled,6,50 kg Bag,,U: Unshelled
101010160180,1,10101016,Yes,MAIZE HYBRID RECYCLED,,.5,Acre,No,,,,,5,Pail (large),,Shelled,April,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,1,90 kg Bag,,S: Shelled
101010160180,1,10101016,Yes,GROUNDNUT CG7,,.25,Acre,No,,,,,1,50 kg bag,,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160180,1,10101016,Yes,SWEET POTATO,,.25,Acre,No,,,,,2,Pail (large),,Not applicable,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,Not Applicable,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160207,1,10101016,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101010160235,1,10101016,Yes,MAIZE HYBRID RECYCLED,,1,Acre,No,,,,,3,90 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,20,Kilogram,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,3,Pail (large),,S: Shelled,1,Pail (large),,S: Shelled
101010160235,1,10101016,Yes,TOBACCO FLUE CURED,,5,Acre,No,,,,,3,Bale,,Not applicable,January,March,Yes,3,Bale,,Not Applicable,67000,1,2,500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160254,1,10101016,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,3,90 kg bag,,Shelled,July,July,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,1,90 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,2,90 kg Bag,,S: Shelled
101010160254,1,10101016,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,3,Bale,,Not applicable,March,April,Yes,3,Bale,,Not Applicable,17000,1,2,300,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160254,1,10101016,Yes,SWEET POTATO,,.25,Acre,No,,,,,1,90 kg bag,,Not applicable,October,October,Yes,1,50 kg Bag,,Not Applicable,550,1,2,0,1,Pail (small),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
101010160265,1,10101016,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,20,Basket (dengu),,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,5,Basket (Dengu),,U: Unshelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
101012040003,1,10101204,Yes,MAIZE HYBRID RECYCLED,,2,Acre,Yes,Insects,,,,2,90 kg bag,,Shelled,June,July,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,1,90 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,5,Pail (large),,S: Shelled,No,,,,,0,,,,0,,,
101012040007,1,10101204,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,1,90 kg bag,,Shelled,June,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
101012040011,1,10101204,Yes,MAIZE HYBRID,,1,Acre,No,,,,,3,90 kg bag,,Shelled,June,July,No,,,,,,,,,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
